seed,perplexity,gamma,global_spearman
191664964,30,0.0,0.6922519036692979
191664964,30,0.5,0.5691363902014581
191664964,30,0.7,0.5818746568620747
191664964,30,1.0,0.5256426747767617
191664964,30,1.2,0.4839704393723762
191664964,30,1.5,0.48414217008359955
191664964,30,2.0,0.427817339840197
1662057958,30,0.0,0.7160773233886698
1662057958,30,0.5,0.568543173747982
1662057958,30,0.7,0.5700691002806406
1662057958,30,1.0,0.5244034416954555
1662057958,30,1.2,0.4882573955517829
1662057958,30,1.5,0.49234895604453355
1662057958,30,2.0,0.4304944081655078
1405681632,30,0.0,0.7020668063159755
1405681632,30,0.5,0.5662282405714947
1405681632,30,0.7,0.5743828943359519
1405681632,30,1.0,0.5424128346634521
1405681632,30,1.2,0.4869681656325502
1405681632,30,1.5,0.48581264720940776
1405681632,30,2.0,0.41878103670492883
942484272,30,0.0,0.7099801062572713
942484272,30,0.5,0.5595885206982794
942484272,30,0.7,0.5839170468903613
942484272,30,1.0,0.5681108244163874
942484272,30,1.2,0.4835762813706615
942484272,30,1.5,0.48970839729010956
942484272,30,2.0,0.4150491668034014
929893138,30,0.0,0.7185167238489002
929893138,30,0.5,0.585083482528802
929893138,30,0.7,0.5762764495454351
929893138,30,1.0,0.5290049055845464
929893138,30,1.2,0.4842876775651463
929893138,30,1.5,0.49075155332177894
929893138,30,2.0,0.41728135360695734
1843824993,30,0.0,0.7169693056468718
1843824993,30,0.5,0.5769889514310077
1843824993,30,0.7,0.5816786110544326
1843824993,30,1.0,0.5422664392812288
1843824993,30,1.2,0.47067622090203026
1843824993,30,1.5,0.48472543782218197
1843824993,30,2.0,0.4285936124701435
184566854,30,0.0,0.7169986493206902
184566854,30,0.5,0.5551882698353929
184566854,30,0.7,0.5699898899321904
184566854,30,1.0,0.5514477747448022
184566854,30,1.2,0.48728485545512373
184566854,30,1.5,0.4853315544970259
184566854,30,2.0,0.4163113984075075
1497586439,30,0.0,0.7054610721767882
1497586439,30,0.5,0.5669343374124848
1497586439,30,0.7,0.5812587216176401
1497586439,30,1.0,0.5411081376287711
1497586439,30,1.2,0.4885401569649081
1497586439,30,1.5,0.49141842032150324
1497586439,30,2.0,0.42400018839334913
432652533,30,0.0,0.7093130685901422
432652533,30,0.5,0.5819715709658705
432652533,30,0.7,0.5766368504983808
432652533,30,1.0,0.5237026860593464
432652533,30,1.2,0.4865830388849905
432652533,30,1.5,0.47933833680012317
432652533,30,2.0,0.4261642601211963
202244314,30,0.0,0.703200567973344
202244314,30,0.5,0.5588905598370814
202244314,30,0.7,0.562947231240072
202244314,30,1.0,0.5271538087848098
202244314,30,1.2,0.49062187787058714
202244314,30,1.5,0.4903007305384121
