rho,gamma,seed,no_at_10,no_at_30,no_at_100,auc_near,auc_mid
15,0.0,0,0.26279285714285716,0.37060809523809524,0.4294664285714286,0.18921492970521542,0.38913535338163613
15,0.0,1,0.26295714285714283,0.3707066666666667,0.4294962857142857,0.18929758390022675,0.3892823929612856
15,0.0,3,0.26331571428571426,0.37067809523809525,0.4290258571428571,0.18949981972789118,0.38907513781157654
15,0.0,2,0.26290857142857144,0.3707957142857143,0.429294,0.1891248934240363,0.38922918650999494
15,0.375,2,0.3505957142857143,0.3948347619047619,0.4199454285714286,0.29540726927437644,0.4016701270240765
15,0.0,4,0.26334,0.3707138095238095,0.42944957142857143,0.1897391462585034,0.3892869606883688
15,0.375,3,0.35010142857142856,0.39452714285714285,0.41977042857142854,0.29521708900226756,0.40136317291369783
15,0.375,0,0.35041,0.3947966666666667,0.4201634285714286,0.2955468945578231,0.4016619497020667
15,0.375,1,0.35041428571428573,0.39483714285714283,0.420337,0.2951845566893424,0.4016868627471185
15,0.375,4,0.35054142857142856,0.3945990476190476,0.4201167142857143,0.29578515702947844,0.40156390428067334
15,0.75,1,0.4013242857142857,0.38839380952380953,0.39818842857142855,0.39585726757369616,0.39099214953448697
15,0.75,0,0.40143142857142855,0.3881319047619048,0.397718,0.39593130272108845,0.3906210793365319
15,0.75,4,0.40134857142857144,0.38880809523809523,0.39808,0.39597105385487524,0.39101684904920336
15,0.75,3,0.40116142857142856,0.3884304761904762,0.39827742857142856,0.39565808560090704,0.3909708410888307
15,0.75,2,0.40162714285714285,0.38837285714285713,0.3981315714285714,0.39608298242630385,0.3909230280717795
15,1.125,1,0.40488285714285716,0.36793809523809523,0.3736562857142857,0.4356329739229025,0.36975603679240815
15,1.125,0,0.4051242857142857,0.3682923809523809,0.37400957142857144,0.43571794954648524,0.3700255609716457
15,1.125,3,0.40456857142857144,0.36786238095238094,0.37360385714285715,0.4353727590702948,0.3694916965014345
15,1.125,2,0.4047,0.3680095238095238,0.37377371428571426,0.4355027057823129,0.3696155056432301
15,1.125,4,0.40469428571428573,0.3681004761904762,0.3739005714285714,0.43525453344671206,0.3699521304733511
15,1.5,0,0.39277285714285715,0.34741761904761903,0.34961642857142855,0.4428788185941043,0.3480113239691099
15,1.5,1,0.3932242857142857,0.3476080952380952,0.350818,0.44288627437641725,0.34869751090486045
15,1.5,2,0.39300714285714283,0.3472942857142857,0.3495194285714286,0.4430039937641723,0.34792360070852013
15,1.5,4,0.39319,0.34741809523809525,0.35016514285714284,0.4429756893424036,0.3482264676512314
15,1.5,3,0.3929385714285714,0.34778619047619047,0.3510502857142857,0.4431641122448979,0.3487932313990685
15,1.875,1,0.3797057142857143,0.3298642857142857,0.32875785714285716,0.44085846485260766,0.32957761697659427
15,1.875,0,0.37957285714285716,0.3296976190476191,0.3291725714285714,0.44028738095238096,0.329450186872814
15,1.875,2,0.37999285714285713,0.32932666666666666,0.32801614285714287,0.4406907426303855,0.32878898472019435
15,1.875,3,0.37969714285714284,0.32945761904761905,0.3291697142857143,0.4405465300453515,0.32934763151051394
15,2.25,0,0.36753285714285716,0.3135928571428571,0.3113842857142857,0.43424360487528346,0.313010920319461
15,1.875,4,0.37933,0.32951857142857144,0.32857642857142855,0.44037396201814066,0.329277567865297
15,2.25,2,0.3677471428571429,0.3140085714285714,0.31056485714285714,0.43475881349206347,0.31280311557866824
15,2.25,4,0.3679,0.3141109523809524,0.31107714285714283,0.43500290816326526,0.31316191009999994
15,2.25,3,0.3674142857142857,0.3133204761904762,0.31032114285714285,0.4346456349206349,0.3124075908150952
15,2.25,1,0.3673214285714286,0.3136547619047619,0.310817,0.4347335221088436,0.31277662851265403
15,2.625,1,0.35754142857142857,0.30015761904761906,0.29504685714285717,0.4285314382086168,0.29868739666619026
15,2.625,2,0.3578057142857143,0.30009285714285716,0.29463757142857144,0.4285763656462585,0.29822067156378484
15,2.625,0,0.3577714285714286,0.3000957142857143,0.295028,0.42860527210884347,0.29853988358670025
15,2.625,3,0.35784571428571427,0.3001204761904762,0.29479814285714284,0.428803802154195,0.29842971163637666
30,0.0,1,0.19551714285714286,0.3104266666666667,0.4264461428571429,0.13539461281179138,0.3498995877640151
15,3.0,1,0.35012571428571426,0.28906333333333334,0.28103414285714284,0.42338296428571426,0.28648857935019345
15,3.0,0,0.34973,0.28946809523809525,0.281568,0.42330258333333337,0.2869381188820234
15,3.0,4,0.3500657142857143,0.2890457142857143,0.281063,0.4232539189342404,0.28651562025272215
15,2.625,4,0.35800857142857145,0.29996142857142855,0.29470785714285713,0.42913273412698416,0.29822472806210054
15,3.0,3,0.3502314285714286,0.29012333333333334,0.2817454285714286,0.4231879325396826,0.28713745172316396
30,0.0,2,0.19523714285714286,0.31015333333333334,0.42677385714285715,0.1350088650793651,0.3499492325502215
15,3.0,2,0.35021,0.2896895238095238,0.2820371428571429,0.4233641598639456,0.2872548955712729
30,0.0,0,0.19501,0.31043952380952383,0.4266298571428571,0.13505821145124716,0.3500605648167553
30,0.0,3,0.19532714285714287,0.31041857142857143,0.426471,0.13551031235827665,0.3499117630683024
30,0.0,4,0.19531,0.3105895238095238,0.4264804285714286,0.135234160430839,0.3500191629775122
30,0.375,2,0.28113714285714286,0.36214714285714283,0.4297557142857143,0.22006632312925167,0.3840788936575102
30,0.375,3,0.2809757142857143,0.36207333333333336,0.42994685714285713,0.2197517851473923,0.38411641247357725
30,0.375,0,0.28085,0.3620614285714286,0.42925742857142857,0.22006570408163265,0.3838784704431651
30,0.75,2,0.37020857142857144,0.3873614285714286,0.41426714285714283,0.34232028571428574,0.39557347175625546
30,0.75,1,0.36961,0.38714238095238096,0.414075,0.3411879631519274,0.39548923431891403
30,0.75,0,0.3704057142857143,0.3874633333333333,0.4141524285714286,0.3426015056689343,0.39568391703744427
30,0.375,1,0.2812257142857143,0.3619342857142857,0.42911914285714287,0.22041594387755103,0.3836956908715758
30,0.375,4,0.28090571428571426,0.3616885714285714,0.42972057142857145,0.22005021031746033,0.3838972391018762
30,0.75,3,0.37038857142857146,0.38770190476190475,0.4144942857142857,0.34257340702947847,0.39590882699821195
30,0.75,4,0.37117,0.38731190476190475,0.4136022857142857,0.34283618367346935,0.395475836962203
30,1.125,0,0.40189142857142857,0.38106285714285715,0.3921567142857143,0.41227169727891155,0.3842998731225563
30,1.125,3,0.40201714285714285,0.3808147619047619,0.3921164285714286,0.4118712205215419,0.3841368013570662
30,1.125,1,0.4018857142857143,0.3807857142857143,0.3921362857142857,0.4118886587301588,0.38416055226598506
30,1.5,0,0.40216714285714283,0.36580714285714283,0.3712411428571429,0.43570981349206345,0.36751256377905933
30,1.125,2,0.4019385714285714,0.3804457142857143,0.39162685714285717,0.4122010833333333,0.3837778132200157
30,1.125,4,0.40189285714285716,0.38092095238095236,0.39217014285714286,0.4116247987528345,0.3841402595230472
30,1.5,2,0.4022671428571429,0.36534190476190476,0.370745,0.4359210629251701,0.36715568330935
30,1.5,1,0.40247285714285713,0.36561285714285713,0.37119871428571427,0.4358190034013606,0.3674562261116065
30,1.5,3,0.40237,0.3656761904761905,0.3714697142857143,0.43562142687074834,0.36751809126508855
30,1.5,4,0.4022314285714286,0.36540285714285714,0.3716777142857143,0.4356442222222222,0.3673858324619454
30,1.875,1,0.39384,0.3494114285714286,0.35336157142857144,0.4420090294784581,0.3508431288880508
30,1.875,3,0.39443,0.3498709523809524,0.35318985714285717,0.4420569563492064,0.351201767936631
30,1.875,2,0.39384857142857144,0.34982142857142856,0.35303142857142855,0.4413533792517007,0.35098413796428524
30,1.875,4,0.39467285714285716,0.3503004761904762,0.35315142857142856,0.441665951814059,0.3514162553396665
30,1.875,0,0.3941671428571429,0.35010714285714284,0.3536267142857143,0.4416624909297052,0.35153323561799077
30,2.25,0,0.38373285714285715,0.33558666666666664,0.33613571428571426,0.4405720787981859,0.33586430139198054
30,2.25,1,0.38384714285714283,0.3358552380952381,0.3371085714285714,0.44043611224489787,0.3363967897337903
30,2.25,2,0.38357714285714284,0.3359104761904762,0.33681828571428574,0.4403516780045352,0.336130211797134
30,2.25,4,0.38382,0.33587285714285714,0.3365735714285714,0.4405507443310658,0.3362819788539547
30,2.25,3,0.3838957142857143,0.3358433333333333,0.336137,0.4403815113378684,0.33611077801116884
30,2.625,1,0.3748914285714286,0.3238795238095238,0.32385185714285714,0.4368630634920635,0.323905214834561
30,2.625,3,0.3749085714285714,0.3237447619047619,0.3225452857142857,0.43735589115646256,0.3235216950646186
30,2.625,2,0.3747285714285714,0.32324619047619046,0.3226032857142857,0.4367887556689342,0.32336621999536364
30,2.625,0,0.3747642857142857,0.32302761904761906,0.3228134285714286,0.43707593480725626,0.32323809300907397
30,2.625,4,0.37464142857142857,0.3236009523809524,0.32275128571428574,0.4369687522675737,0.32344756180662404
30,3.0,0,0.36634,0.31247714285714284,0.30880271428571426,0.4333323418367347,0.311390963859168
30,3.0,1,0.3660542857142857,0.31243952380952383,0.3093967142857143,0.43276454875283454,0.3112012270966843
30,3.0,2,0.3666014285714286,0.3121157142857143,0.30942714285714285,0.43304364682539676,0.31144406869736463
30,3.0,3,0.36631142857142857,0.31279,0.3097378571428571,0.4329040170068027,0.3116974689977804
50,0.0,0,0.15535857142857143,0.26477761904761904,0.40297585714285716,0.1050499058956916,0.3107045155793604
50,0.0,1,0.15567142857142857,0.2649052380952381,0.4028935714285714,0.10522432596371882,0.3108158275830794
50,0.0,3,0.15541142857142856,0.2648752380952381,0.4030977142857143,0.10512894444444446,0.31076253399942194
30,3.0,4,0.3663914285714286,0.31260952380952384,0.30989628571428574,0.4328273270975057,0.3115801961825911
50,0.0,2,0.15548571428571428,0.26501857142857144,0.4030177142857143,0.10518868990929706,0.3108657812610091
50,0.375,0,0.23009714285714286,0.32474238095238095,0.421984,0.17173150793650793,0.35676431839386125
50,0.0,4,0.15544142857142856,0.2649452380952381,0.4030774285714286,0.10516673129251701,0.31090112858056734
50,0.375,1,0.22955714285714285,0.3243861904761905,0.42155,0.17136471088435373,0.3563349097648791
50,0.375,3,0.22959857142857143,0.3244533333333333,0.4215311428571429,0.17140335034013607,0.35643237288298624
50,0.375,2,0.22992,0.32463095238095235,0.42166514285714285,0.1715881411564626,0.35655619074576933
50,0.375,4,0.22998285714285716,0.3245304761904762,0.42153671428571426,0.17165316609977327,0.35647420698299104
50,0.75,2,0.3346642857142857,0.3751195238095238,0.4199895714285714,0.2942954342403628,0.38940970502574096
50,0.75,0,0.3344785714285714,0.37509714285714285,0.4198492857142857,0.2938823265306122,0.38924938848326074
50,0.75,1,0.3345585714285714,0.3751752380952381,0.42024357142857144,0.29410931519274375,0.3894595685323923
50,0.75,3,0.33413,0.3748914285714286,0.41991342857142855,0.2937171179138322,0.38906712135399085
50,0.75,4,0.33452714285714286,0.3749709523809524,0.419998,0.29427628798185945,0.3892182253986652
50,1.125,0,0.3897357142857143,0.3839142857142857,0.4031405714285714,0.38507800736961445,0.3897678781336067
50,1.125,1,0.39018285714285716,0.3841704761904762,0.4030971428571429,0.38571703344671204,0.38982330858722253
50,1.125,4,0.3905828571428571,0.38412,0.40280771428571427,0.38550386394557823,0.3896977530654523
50,1.125,3,0.3904042857142857,0.38427333333333336,0.40281357142857144,0.38558822902494333,0.3898443518652358
50,1.125,2,0.39007142857142857,0.38403714285714285,0.40269,0.3851547879818594,0.38956098090579955
50,1.5,3,0.40272142857142856,0.3751052380952381,0.3845247142857143,0.42324053231292513,0.3777479776596316
50,1.875,0,0.40048142857142854,0.3625690476190476,0.36690757142857144,0.43636881349206347,0.3638644578888895
50,1.5,1,0.40247,0.3752447619047619,0.38510314285714287,0.42290582539682536,0.37813078351922874
50,1.5,0,0.40239,0.37527238095238097,0.3853652857142857,0.42317509523809527,0.3781677418835698
50,1.5,4,0.4030357142857143,0.3752404761904762,0.38542314285714285,0.42311951360544214,0.37819335165598955
50,1.5,2,0.40252571428571426,0.3750366666666667,0.38458328571428574,0.42330862414965986,0.37774612812239994
50,1.875,1,0.3996571428571429,0.36156238095238097,0.367407,0.4363408180272109,0.3635399441208362
50,1.875,2,0.39983285714285716,0.3618180952380952,0.36720271428571427,0.43632464058956916,0.36335042848742916
50,1.875,3,0.3999128571428571,0.36139714285714286,0.366901,0.4360395323129252,0.3631698226023838
50,1.875,4,0.40008714285714286,0.36143333333333333,0.3668355714285714,0.4363689501133787,0.3632428175553054
50,2.25,0,0.3933271428571429,0.34931142857142855,0.3528505714285714,0.4403572896825397,0.35069922829289574
50,2.25,2,0.3933114285714286,0.34982857142857143,0.35225142857142855,0.4400128543083901,0.350835206233669
50,2.25,1,0.3931414285714286,0.3490295238095238,0.352666,0.44000309750566896,0.3504008160557892
50,2.25,3,0.3934385714285714,0.3496761904761905,0.3532117142857143,0.44005984977324264,0.3510412616933477
50,2.625,0,0.38449285714285714,0.33825714285714287,0.34111742857142857,0.4396108078231292,0.33921953095683016
50,2.25,4,0.3930657142857143,0.34925666666666666,0.3530017142857143,0.43971305272108846,0.3507177269892031
50,2.625,1,0.38471714285714287,0.33825428571428573,0.3402797142857143,0.43991123979591845,0.33901914741341665
50,2.625,3,0.38452142857142857,0.3384204761904762,0.3401025714285714,0.4395926009070295,0.3390280389865775
50,2.625,2,0.38456714285714283,0.33768476190476193,0.340129,0.4397200425170068,0.338640767812233
50,2.625,4,0.3842842857142857,0.3382252380952381,0.3414777142857143,0.43965343140589574,0.33928445071054336
50,3.0,2,0.37708285714285716,0.3272319047619048,0.32826985714285717,0.437170943877551,0.32780534410175166
100,0.0,0,0.11553714285714285,0.21067190476190475,0.3566492857142857,0.07665459807256235,0.2582459745894474
50,3.0,0,0.37702285714285716,0.3277995238095238,0.3290602857142857,0.4371169790249433,0.32820218760403447
50,3.0,1,0.37688714285714287,0.32782,0.32949157142857144,0.43733748809523804,0.3285160841698871
50,3.0,3,0.3773657142857143,0.32786333333333334,0.3289234285714286,0.4373851530612245,0.32847619246508497
100,0.0,1,0.11536,0.21074238095238096,0.3566312857142857,0.07673575510204081,0.25825419003662287
