dataset,gamma,rho,k,measure,eff_size,eff_over_k,no_mean,no_std,n_seeds
fashion_mnist,0.214286,10,100,two_pow_entropy,28.51071579384104,0.2851071579384104,0.4165802285714285,0.00022931846851049716,5
fashion_mnist,0.428571,10,10,thr_c0.25,29.69872857142857,2.969872857142857,0.39103971428571427,0.00019665446751051028,5
fashion_mnist,0.428571,10,10,thr_c0.5,23.905571428571427,2.390557142857143,0.39103971428571427,0.00019665446751051028,5
fashion_mnist,0.428571,10,10,thr_c1.0,9.534728571428571,0.9534728571428571,0.39103971428571427,0.00019665446751051028,5
fashion_mnist,0.428571,10,10,participation_ratio,19.429975262208096,1.9429975262208097,0.39103971428571427,0.00019665446751051028,5
fashion_mnist,0.428571,10,10,two_pow_entropy,24.166976150622126,2.416697615062213,0.39103971428571427,0.00019665446751051028,5
fashion_mnist,0.428571,10,30,thr_c0.25,29.69872857142857,0.989957619047619,0.3993890476190476,0.00025999808127672764,5
fashion_mnist,0.428571,10,30,thr_c0.5,23.905571428571427,0.7968523809523809,0.3993890476190476,0.00025999808127672764,5
fashion_mnist,0.428571,10,30,thr_c1.0,9.534728571428571,0.3178242857142857,0.3993890476190476,0.00025999808127672764,5
fashion_mnist,0.428571,10,30,participation_ratio,19.429975262208096,0.6476658420736032,0.3993890476190476,0.00025999808127672764,5
fashion_mnist,0.428571,10,30,two_pow_entropy,24.166976150622126,0.8055658716874042,0.3993890476190476,0.00025999808127672764,5
fashion_mnist,0.428571,10,100,thr_c0.25,29.69872857142857,0.29698728571428573,0.4068295428571428,0.00023329697986968737,5
fashion_mnist,0.428571,10,100,thr_c0.5,23.905571428571427,0.23905571428571426,0.4068295428571428,0.00023329697986968737,5
fashion_mnist,0.428571,10,100,thr_c1.0,9.534728571428571,0.09534728571428572,0.4068295428571428,0.00023329697986968737,5
fashion_mnist,0.428571,10,100,participation_ratio,19.429975262208096,0.19429975262208096,0.4068295428571428,0.00023329697986968737,5
fashion_mnist,0.428571,10,100,two_pow_entropy,24.166976150622126,0.24166976150622127,0.4068295428571428,0.00023329697986968737,5
fashion_mnist,0.642857,10,10,thr_c0.25,25.957657142857144,2.5957657142857142,0.4075842857142857,0.00018523013815693672,5
fashion_mnist,0.642857,10,10,thr_c0.5,16.26112857142857,1.6261128571428571,0.4075842857142857,0.00018523013815693672,5
fashion_mnist,0.642857,10,10,thr_c1.0,8.087957142857142,0.8087957142857143,0.4075842857142857,0.00018523013815693672,5
fashion_mnist,0.642857,10,10,participation_ratio,12.080382235035904,1.2080382235035905,0.4075842857142857,0.00018523013815693672,5
fashion_mnist,0.642857,10,10,two_pow_entropy,18.336156952307995,1.8336156952307996,0.4075842857142857,0.00018523013815693672,5
fashion_mnist,0.642857,10,30,thr_c0.25,25.957657142857144,0.8652552380952382,0.3888892380952381,0.00015769501837682167,5
fashion_mnist,0.642857,10,30,thr_c0.5,16.26112857142857,0.542037619047619,0.3888892380952381,0.00015769501837682167,5
fashion_mnist,0.642857,10,30,thr_c1.0,8.087957142857142,0.2695985714285714,0.3888892380952381,0.00015769501837682167,5
fashion_mnist,0.642857,10,30,participation_ratio,12.080382235035904,0.4026794078345301,0.3888892380952381,0.00015769501837682167,5
fashion_mnist,0.642857,10,30,two_pow_entropy,18.336156952307995,0.6112052317435999,0.3888892380952381,0.00015769501837682167,5
fashion_mnist,0.642857,10,100,thr_c0.25,25.957657142857144,0.25957657142857143,0.39396939999999997,0.00021019189289012144,5
fashion_mnist,0.642857,10,100,thr_c0.5,16.26112857142857,0.1626112857142857,0.39396939999999997,0.00021019189289012144,5
fashion_mnist,0.642857,10,100,thr_c1.0,8.087957142857142,0.08087957142857143,0.39396939999999997,0.00021019189289012144,5
fashion_mnist,0.642857,10,100,participation_ratio,12.080382235035904,0.12080382235035904,0.39396939999999997,0.00021019189289012144,5
fashion_mnist,0.642857,10,100,two_pow_entropy,18.336156952307995,0.18336156952307994,0.39396939999999997,0.00021019189289012144,5
fashion_mnist,0.857143,10,10,thr_c0.25,19.154814285714284,1.9154814285714283,0.4082871428571428,0.00011049055735809747,5
fashion_mnist,0.857143,10,10,thr_c0.5,11.8241,1.18241,0.4082871428571428,0.00011049055735809747,5
fashion_mnist,0.857143,10,10,thr_c1.0,6.803485714285714,0.6803485714285714,0.4082871428571428,0.00011049055735809747,5
fashion_mnist,0.857143,10,10,participation_ratio,7.4846842812564285,0.7484684281256428,0.4082871428571428,0.00011049055735809747,5
fashion_mnist,0.857143,10,10,two_pow_entropy,12.868073385813585,1.2868073385813585,0.4082871428571428,0.00011049055735809747,5
fashion_mnist,0.857143,10,30,thr_c0.25,19.154814285714284,0.6384938095238095,0.374663619047619,0.00015973237254546574,5
fashion_mnist,0.857143,10,30,thr_c0.5,11.8241,0.39413666666666664,0.374663619047619,0.00015973237254546574,5
fashion_mnist,0.857143,10,30,thr_c1.0,6.803485714285714,0.22678285714285715,0.374663619047619,0.00015973237254546574,5
fashion_mnist,0.857143,10,30,participation_ratio,7.4846842812564285,0.24948947604188096,0.374663619047619,0.00015973237254546574,5
fashion_mnist,0.857143,10,30,two_pow_entropy,12.868073385813585,0.4289357795271195,0.374663619047619,0.00015973237254546574,5
fashion_mnist,0.857143,10,100,thr_c0.25,19.154814285714284,0.19154814285714283,0.37951514285714283,0.00034971656161723077,5
fashion_mnist,0.857143,10,100,thr_c0.5,11.8241,0.118241,0.37951514285714283,0.00034971656161723077,5
fashion_mnist,0.857143,10,100,thr_c1.0,6.803485714285714,0.06803485714285715,0.37951514285714283,0.00034971656161723077,5
fashion_mnist,0.857143,10,100,participation_ratio,7.4846842812564285,0.07484684281256429,0.37951514285714283,0.00034971656161723077,5
fashion_mnist,0.857143,10,100,two_pow_entropy,12.868073385813585,0.12868073385813583,0.37951514285714283,0.00034971656161723077,5
fashion_mnist,1.071429,10,10,thr_c0.25,13.852657142857144,1.3852657142857143,0.40141399999999994,0.00011291824747245321,5
fashion_mnist,1.071429,10,10,thr_c0.5,9.059542857142857,0.9059542857142857,0.40141399999999994,0.00011291824747245321,5
fashion_mnist,1.071429,10,10,thr_c1.0,5.716657142857143,0.5716657142857142,0.40141399999999994,0.00011291824747245321,5
fashion_mnist,1.071429,10,10,participation_ratio,5.054893553800995,0.5054893553800995,0.40141399999999994,0.00011291824747245321,5
fashion_mnist,1.071429,10,10,two_pow_entropy,8.83490004030539,0.883490004030539,0.40141399999999994,0.00011291824747245321,5
fashion_mnist,1.071429,10,30,thr_c0.25,13.852657142857144,0.4617552380952381,0.36008266666666666,0.00033616182260193895,5
fashion_mnist,1.071429,10,30,thr_c0.5,9.059542857142857,0.30198476190476187,0.36008266666666666,0.00033616182260193895,5
fashion_mnist,1.071429,10,30,thr_c1.0,5.716657142857143,0.19055523809523808,0.36008266666666666,0.00033616182260193895,5
fashion_mnist,1.071429,10,30,participation_ratio,5.054893553800995,0.1684964517933665,0.36008266666666666,0.00033616182260193895,5
fashion_mnist,1.071429,10,30,two_pow_entropy,8.83490004030539,0.29449666801017965,0.36008266666666666,0.00033616182260193895,5
fashion_mnist,1.071429,10,100,thr_c0.25,13.852657142857144,0.13852657142857144,0.3642402571428571,0.0003442241960450366,5
fashion_mnist,1.071429,10,100,thr_c0.5,9.059542857142857,0.09059542857142856,0.3642402571428571,0.0003442241960450366,5
fashion_mnist,1.071429,10,100,thr_c1.0,5.716657142857143,0.05716657142857143,0.3642402571428571,0.0003442241960450366,5
fashion_mnist,1.071429,10,100,participation_ratio,5.054893553800995,0.05054893553800995,0.3642402571428571,0.0003442241960450366,5
fashion_mnist,1.071429,10,100,two_pow_entropy,8.83490004030539,0.0883490004030539,0.3642402571428571,0.0003442241960450366,5
fashion_mnist,1.285714,10,10,thr_c0.25,10.448242857142857,1.0448242857142858,0.39265142857142854,0.00013847861398286041,5
fashion_mnist,1.285714,10,10,thr_c0.5,7.213285714285714,0.7213285714285714,0.39265142857142854,0.00013847861398286041,5
fashion_mnist,1.285714,10,10,thr_c1.0,4.860957142857143,0.4860957142857143,0.39265142857142854,0.00013847861398286041,5
fashion_mnist,1.285714,10,10,participation_ratio,3.765015065292111,0.3765015065292111,0.39265142857142854,0.00013847861398286041,5
fashion_mnist,1.285714,10,10,two_pow_entropy,6.268473433102868,0.6268473433102868,0.39265142857142854,0.00013847861398286041,5
fashion_mnist,1.285714,10,30,thr_c0.25,10.448242857142857,0.34827476190476186,0.34665333333333337,0.000208062436120162,5
fashion_mnist,1.285714,10,30,thr_c0.5,7.213285714285714,0.24044285714285712,0.34665333333333337,0.000208062436120162,5
fashion_mnist,1.285714,10,30,thr_c1.0,4.860957142857143,0.16203190476190477,0.34665333333333337,0.000208062436120162,5
fashion_mnist,1.285714,10,30,participation_ratio,3.765015065292111,0.12550050217640368,0.34665333333333337,0.000208062436120162,5
fashion_mnist,1.285714,10,30,two_pow_entropy,6.268473433102868,0.20894911443676228,0.34665333333333337,0.000208062436120162,5
fashion_mnist,1.285714,10,100,thr_c0.25,10.448242857142857,0.10448242857142857,0.34874502857142853,0.00033323827841963595,5
fashion_mnist,1.285714,10,100,thr_c0.5,7.213285714285714,0.07213285714285714,0.34874502857142853,0.00033323827841963595,5
fashion_mnist,1.285714,10,100,thr_c1.0,4.860957142857143,0.04860957142857143,0.34874502857142853,0.00033323827841963595,5
fashion_mnist,1.285714,10,100,participation_ratio,3.765015065292111,0.037650150652921106,0.34874502857142853,0.00033323827841963595,5
fashion_mnist,1.285714,10,100,two_pow_entropy,6.268473433102868,0.06268473433102868,0.34874502857142853,0.00033323827841963595,5
fashion_mnist,1.5,10,10,thr_c0.25,8.225157142857142,0.8225157142857142,0.38338,0.000216119770271109,5
fashion_mnist,1.5,10,10,thr_c0.5,5.926285714285714,0.5926285714285714,0.38338,0.000216119770271109,5
fashion_mnist,1.5,10,10,thr_c1.0,4.200528571428571,0.4200528571428571,0.38338,0.000216119770271109,5
fashion_mnist,1.5,10,10,participation_ratio,3.0319932468988013,0.30319932468988015,0.38338,0.000216119770271109,5
fashion_mnist,1.5,10,10,two_pow_entropy,4.722228333986633,0.47222283339866333,0.38338,0.000216119770271109,5
fashion_mnist,1.5,10,30,thr_c0.25,8.225157142857142,0.27417190476190473,0.3344343809523809,0.00018267510780433448,5
fashion_mnist,1.5,10,30,thr_c0.5,5.926285714285714,0.19754285714285713,0.3344343809523809,0.00018267510780433448,5
fashion_mnist,1.5,10,30,thr_c1.0,4.200528571428571,0.14001761904761906,0.3344343809523809,0.00018267510780433448,5
fashion_mnist,1.5,10,30,participation_ratio,3.0319932468988013,0.10106644156329338,0.3344343809523809,0.00018267510780433448,5
fashion_mnist,1.5,10,30,two_pow_entropy,4.722228333986633,0.1574076111328878,0.3344343809523809,0.00018267510780433448,5
fashion_mnist,1.5,10,100,thr_c0.25,8.225157142857142,0.08225157142857142,0.33401425714285715,0.00028483225854913653,5
fashion_mnist,1.5,10,100,thr_c0.5,5.926285714285714,0.059262857142857145,0.33401425714285715,0.00028483225854913653,5
fashion_mnist,1.5,10,100,thr_c1.0,4.200528571428571,0.04200528571428572,0.33401425714285715,0.00028483225854913653,5
fashion_mnist,1.5,10,100,participation_ratio,3.0319932468988013,0.030319932468988012,0.33401425714285715,0.00028483225854913653,5
fashion_mnist,1.5,10,100,two_pow_entropy,4.722228333986633,0.04722228333986633,0.33401425714285715,0.00028483225854913653,5
fashion_mnist,1.714286,10,10,thr_c0.25,6.731157142857143,0.6731157142857143,0.3746554285714286,0.00026176699406849454,5
fashion_mnist,1.714286,10,10,thr_c0.5,5.020828571428572,0.5020828571428572,0.3746554285714286,0.00026176699406849454,5
fashion_mnist,1.714286,10,10,thr_c1.0,3.693442857142857,0.3693442857142857,0.3746554285714286,0.00026176699406849454,5
fashion_mnist,1.714286,10,10,participation_ratio,2.5818327903197256,0.2581832790319726,0.3746554285714286,0.00026176699406849454,5
fashion_mnist,1.714286,10,10,two_pow_entropy,3.778336462236867,0.3778336462236867,0.3746554285714286,0.00026176699406849454,5
fashion_mnist,1.714286,10,30,thr_c0.25,6.731157142857143,0.22437190476190474,0.3229714285714285,0.000354986122816511,5
fashion_mnist,1.714286,10,30,thr_c0.5,5.020828571428572,0.1673609523809524,0.3229714285714285,0.000354986122816511,5
fashion_mnist,1.714286,10,30,thr_c1.0,3.693442857142857,0.1231147619047619,0.3229714285714285,0.000354986122816511,5
fashion_mnist,1.714286,10,30,participation_ratio,2.5818327903197256,0.08606109301065752,0.3229714285714285,0.000354986122816511,5
fashion_mnist,1.714286,10,30,two_pow_entropy,3.778336462236867,0.1259445487412289,0.3229714285714285,0.000354986122816511,5
fashion_mnist,1.714286,10,100,thr_c0.25,6.731157142857143,0.06731157142857143,0.32145594285714285,0.0004197172478743919,5
fashion_mnist,1.714286,10,100,thr_c0.5,5.020828571428572,0.05020828571428572,0.32145594285714285,0.0004197172478743919,5
fashion_mnist,1.714286,10,100,thr_c1.0,3.693442857142857,0.03693442857142857,0.32145594285714285,0.0004197172478743919,5
fashion_mnist,1.714286,10,100,participation_ratio,2.5818327903197256,0.025818327903197255,0.32145594285714285,0.0004197172478743919,5
fashion_mnist,1.714286,10,100,two_pow_entropy,3.778336462236867,0.03778336462236867,0.32145594285714285,0.0004197172478743919,5
fashion_mnist,1.928571,10,10,thr_c0.25,5.675242857142857,0.5675242857142857,0.36636371428571424,0.00020559242422318424,5
fashion_mnist,1.928571,10,10,thr_c0.5,4.356585714285714,0.4356585714285714,0.36636371428571424,0.00020559242422318424,5
fashion_mnist,1.928571,10,10,thr_c1.0,3.3065,0.33065,0.36636371428571424,0.00020559242422318424,5
fashion_mnist,1.928571,10,10,participation_ratio,2.285537011811697,0.22855370118116972,0.36636371428571424,0.00020559242422318424,5
fashion_mnist,1.928571,10,10,two_pow_entropy,3.175987882713557,0.3175987882713557,0.36636371428571424,0.00020559242422318424,5
fashion_mnist,1.928571,10,30,thr_c0.25,5.675242857142857,0.1891747619047619,0.3121339047619047,0.0003405695376532073,5
fashion_mnist,1.928571,10,30,thr_c0.5,4.356585714285714,0.1452195238095238,0.3121339047619047,0.0003405695376532073,5
fashion_mnist,1.928571,10,30,thr_c1.0,3.3065,0.11021666666666667,0.3121339047619047,0.0003405695376532073,5
fashion_mnist,1.928571,10,30,participation_ratio,2.285537011811697,0.07618456706038991,0.3121339047619047,0.0003405695376532073,5
fashion_mnist,1.928571,10,30,two_pow_entropy,3.175987882713557,0.10586626275711856,0.3121339047619047,0.0003405695376532073,5
fashion_mnist,1.928571,10,100,thr_c0.25,5.675242857142857,0.05675242857142857,0.3094064857142857,0.0005731745084551913,5
fashion_mnist,1.928571,10,100,thr_c0.5,4.356585714285714,0.04356585714285714,0.3094064857142857,0.0005731745084551913,5
fashion_mnist,1.928571,10,100,thr_c1.0,3.3065,0.033065000000000004,0.3094064857142857,0.0005731745084551913,5
fashion_mnist,1.928571,10,100,participation_ratio,2.285537011811697,0.02285537011811697,0.3094064857142857,0.0005731745084551913,5
fashion_mnist,1.928571,10,100,two_pow_entropy,3.175987882713557,0.031759878827135574,0.3094064857142857,0.0005731745084551913,5
fashion_mnist,2.142857,10,10,thr_c0.25,4.917257142857143,0.4917257142857143,0.35961971428571426,0.0002170514845348469,5
fashion_mnist,2.142857,10,10,thr_c0.5,3.8627,0.38627,0.35961971428571426,0.0002170514845348469,5
fashion_mnist,2.142857,10,10,thr_c1.0,3.0085714285714285,0.3008571428571428,0.35961971428571426,0.0002170514845348469,5
fashion_mnist,2.142857,10,10,participation_ratio,2.078941277058165,0.20789412770581647,0.35961971428571426,0.0002170514845348469,5
fashion_mnist,2.142857,10,10,two_pow_entropy,2.7713151385233976,0.27713151385233975,0.35961971428571426,0.0002170514845348469,5
fashion_mnist,2.142857,10,30,thr_c0.25,4.917257142857143,0.16390857142857143,0.302595619047619,7.843040735700533e-05,5
fashion_mnist,2.142857,10,30,thr_c0.5,3.8627,0.12875666666666666,0.302595619047619,7.843040735700533e-05,5
fashion_mnist,2.142857,10,30,thr_c1.0,3.0085714285714285,0.10028571428571428,0.302595619047619,7.843040735700533e-05,5
fashion_mnist,2.142857,10,30,participation_ratio,2.078941277058165,0.06929804256860549,0.302595619047619,7.843040735700533e-05,5
fashion_mnist,2.142857,10,30,two_pow_entropy,2.7713151385233976,0.09237717128411325,0.302595619047619,7.843040735700533e-05,5
fashion_mnist,2.142857,10,100,thr_c0.25,4.917257142857143,0.049172571428571434,0.29717537142857137,0.0005361822002237137,5
fashion_mnist,2.142857,10,100,thr_c0.5,3.8627,0.038626999999999995,0.29717537142857137,0.0005361822002237137,5
fashion_mnist,2.142857,10,100,thr_c1.0,3.0085714285714285,0.030085714285714285,0.29717537142857137,0.0005361822002237137,5
fashion_mnist,2.142857,10,100,participation_ratio,2.078941277058165,0.020789412770581647,0.29717537142857137,0.0005361822002237137,5
fashion_mnist,2.142857,10,100,two_pow_entropy,2.7713151385233976,0.027713151385233975,0.29717537142857137,0.0005361822002237137,5
fashion_mnist,2.357143,10,10,thr_c0.25,4.348285714285714,0.4348285714285714,0.3535465714285714,0.00011037080359276495,5
fashion_mnist,2.357143,10,10,thr_c0.5,3.4819,0.34819,0.3535465714285714,0.00011037080359276495,5
fashion_mnist,2.357143,10,10,thr_c1.0,2.770914285714286,0.2770914285714286,0.3535465714285714,0.00011037080359276495,5
fashion_mnist,2.357143,10,10,participation_ratio,1.927984034048238,0.1927984034048238,0.3535465714285714,0.00011037080359276495,5
fashion_mnist,2.357143,10,10,two_pow_entropy,2.4860933974444075,0.24860933974444074,0.3535465714285714,0.00011037080359276495,5
fashion_mnist,2.357143,10,30,thr_c0.25,4.348285714285714,0.14494285714285712,0.2941747619047619,0.0004398582538122113,5
fashion_mnist,2.357143,10,30,thr_c0.5,3.4819,0.11606333333333334,0.2941747619047619,0.0004398582538122113,5
fashion_mnist,2.357143,10,30,thr_c1.0,2.770914285714286,0.09236380952380953,0.2941747619047619,0.0004398582538122113,5
fashion_mnist,2.357143,10,30,participation_ratio,1.927984034048238,0.0642661344682746,0.2941747619047619,0.0004398582538122113,5
fashion_mnist,2.357143,10,30,two_pow_entropy,2.4860933974444075,0.08286977991481358,0.2941747619047619,0.0004398582538122113,5
fashion_mnist,2.357143,10,100,thr_c0.25,4.348285714285714,0.043482857142857136,0.28722085714285706,0.0007990180453123172,5
fashion_mnist,2.357143,10,100,thr_c0.5,3.4819,0.034819,0.28722085714285706,0.0007990180453123172,5
fashion_mnist,2.357143,10,100,thr_c1.0,2.770914285714286,0.02770914285714286,0.28722085714285706,0.0007990180453123172,5
fashion_mnist,2.357143,10,100,participation_ratio,1.927984034048238,0.019279840340482378,0.28722085714285706,0.0007990180453123172,5
fashion_mnist,2.357143,10,100,two_pow_entropy,2.4860933974444075,0.024860933974444076,0.28722085714285706,0.0007990180453123172,5
fashion_mnist,2.571429,10,10,thr_c0.25,3.909157142857143,0.3909157142857143,0.3484588571428571,0.00017773495515996518,5
fashion_mnist,2.571429,10,10,thr_c0.5,3.1858,0.31858,0.3484588571428571,0.00017773495515996518,5
fashion_mnist,2.571429,10,10,thr_c1.0,2.5823,0.25823,0.3484588571428571,0.00017773495515996518,5
fashion_mnist,2.571429,10,10,participation_ratio,1.8134216176341549,0.1813421617634155,0.3484588571428571,0.00017773495515996518,5
fashion_mnist,2.571429,10,10,two_pow_entropy,2.276557436277708,0.2276557436277708,0.3484588571428571,0.00017773495515996518,5
fashion_mnist,2.571429,10,30,thr_c0.25,3.909157142857143,0.1303052380952381,0.28697961904761904,0.00029725767012639734,5
fashion_mnist,2.571429,10,30,thr_c0.5,3.1858,0.10619333333333333,0.28697961904761904,0.00029725767012639734,5
fashion_mnist,2.571429,10,30,thr_c1.0,2.5823,0.08607666666666666,0.28697961904761904,0.00029725767012639734,5
fashion_mnist,2.571429,10,30,participation_ratio,1.8134216176341549,0.06044738725447183,0.28697961904761904,0.00029725767012639734,5
fashion_mnist,2.571429,10,30,two_pow_entropy,2.276557436277708,0.0758852478759236,0.28697961904761904,0.00029725767012639734,5
fashion_mnist,2.571429,10,100,thr_c0.25,3.909157142857143,0.03909157142857143,0.27815308571428565,0.0006744804174099013,5
fashion_mnist,2.571429,10,100,thr_c0.5,3.1858,0.031858,0.27815308571428565,0.0006744804174099013,5
fashion_mnist,2.571429,10,100,thr_c1.0,2.5823,0.025823,0.27815308571428565,0.0006744804174099013,5
fashion_mnist,2.571429,10,100,participation_ratio,1.8134216176341549,0.018134216176341547,0.27815308571428565,0.0006744804174099013,5
fashion_mnist,2.571429,10,100,two_pow_entropy,2.276557436277708,0.022765574362777083,0.27815308571428565,0.0006744804174099013,5
fashion_mnist,2.785714,10,10,thr_c0.25,3.5642428571428573,0.35642428571428575,0.34416742857142857,0.00011742961417681977,5
fashion_mnist,2.785714,10,10,thr_c0.5,2.9493428571428573,0.2949342857142857,0.34416742857142857,0.00011742961417681977,5
fashion_mnist,2.785714,10,10,thr_c1.0,2.4272714285714287,0.24272714285714286,0.34416742857142857,0.00011742961417681977,5
fashion_mnist,2.785714,10,10,participation_ratio,1.723761427849331,0.1723761427849331,0.34416742857142857,0.00011742961417681977,5
fashion_mnist,2.785714,10,10,two_pow_entropy,2.1171703373236896,0.21171703373236897,0.34416742857142857,0.00011742961417681977,5
fashion_mnist,2.785714,10,30,thr_c0.25,3.5642428571428573,0.11880809523809524,0.2806845714285714,0.0002198776406793898,5
fashion_mnist,2.785714,10,30,thr_c0.5,2.9493428571428573,0.09831142857142858,0.2806845714285714,0.0002198776406793898,5
fashion_mnist,2.785714,10,30,thr_c1.0,2.4272714285714287,0.08090904761904763,0.2806845714285714,0.0002198776406793898,5
fashion_mnist,2.785714,10,30,participation_ratio,1.723761427849331,0.05745871426164437,0.2806845714285714,0.0002198776406793898,5
fashion_mnist,2.785714,10,30,two_pow_entropy,2.1171703373236896,0.07057234457745633,0.2806845714285714,0.0002198776406793898,5
fashion_mnist,2.785714,10,100,thr_c0.25,3.5642428571428573,0.035642428571428575,0.26962191428571425,0.0008018181869339154,5
fashion_mnist,2.785714,10,100,thr_c0.5,2.9493428571428573,0.029493428571428573,0.26962191428571425,0.0008018181869339154,5
fashion_mnist,2.785714,10,100,thr_c1.0,2.4272714285714287,0.024272714285714286,0.26962191428571425,0.0008018181869339154,5
fashion_mnist,2.785714,10,100,participation_ratio,1.723761427849331,0.01723761427849331,0.26962191428571425,0.0008018181869339154,5
fashion_mnist,2.785714,10,100,two_pow_entropy,2.1171703373236896,0.021171703373236896,0.26962191428571425,0.0008018181869339154,5
fashion_mnist,3.0,10,10,thr_c0.25,3.2885857142857144,0.32885857142857144,0.3400671428571428,8.591880362484592e-05,5
fashion_mnist,3.0,10,10,thr_c0.5,2.7573,0.27573,0.3400671428571428,8.591880362484592e-05,5
fashion_mnist,3.0,10,10,thr_c1.0,2.298642857142857,0.22986428571428572,0.3400671428571428,8.591880362484592e-05,5
fashion_mnist,3.0,10,10,participation_ratio,1.6517968930621691,0.1651796893062169,0.3400671428571428,8.591880362484592e-05,5
fashion_mnist,3.0,10,10,two_pow_entropy,1.9923593723948088,0.19923593723948088,0.3400671428571428,8.591880362484592e-05,5
fashion_mnist,3.0,10,30,thr_c0.25,3.2885857142857144,0.10961952380952382,0.2752998095238095,0.00044179253501042245,5
fashion_mnist,3.0,10,30,thr_c0.5,2.7573,0.09190999999999999,0.2752998095238095,0.00044179253501042245,5
fashion_mnist,3.0,10,30,thr_c1.0,2.298642857142857,0.07662142857142858,0.2752998095238095,0.00044179253501042245,5
fashion_mnist,3.0,10,30,participation_ratio,1.6517968930621691,0.05505989643540564,0.2752998095238095,0.00044179253501042245,5
fashion_mnist,3.0,10,30,two_pow_entropy,1.9923593723948088,0.06641197907982696,0.2752998095238095,0.00044179253501042245,5
fashion_mnist,3.0,10,100,thr_c0.25,3.2885857142857144,0.03288585714285715,0.2629134285714286,0.0007844562760151915,5
fashion_mnist,3.0,10,100,thr_c0.5,2.7573,0.027573,0.2629134285714286,0.0007844562760151915,5
fashion_mnist,3.0,10,100,thr_c1.0,2.298642857142857,0.02298642857142857,0.2629134285714286,0.0007844562760151915,5
fashion_mnist,3.0,10,100,participation_ratio,1.6517968930621691,0.016517968930621692,0.2629134285714286,0.0007844562760151915,5
fashion_mnist,3.0,10,100,two_pow_entropy,1.9923593723948088,0.01992359372394809,0.2629134285714286,0.0007844562760151915,5
