seed,k,standard  ρ=30,smooth  γ=0.7,standard  ρ=53  (matched)
191664964,1,0.25473843821076575,0.05534495830174375,0.10462471569370735
191664964,2,0.2793783169067475,0.07259287338893101,0.13229719484457922
191664964,3,0.26333080616628757,0.08946171341925702,0.14480667172100076
191664964,4,0.24715693707354056,0.09761182714177408,0.15172479150871873
191664964,5,0.232827899924185,0.1050037907505686,0.15405610310841547
191664964,6,0.2242228961334344,0.11302754612079859,0.15763204447814
191664964,7,0.21704754684284627,0.11951695007039963,0.1614859742228961
191664964,8,0.21142911296436695,0.12514215314632296,0.16394996209249432
191664964,9,0.20748041445539553,0.12930671384045153,0.16611911380675595
191664964,10,0.20454890068233517,0.13347232752084914,0.16660348749052312
191664964,11,0.20177131435660622,0.1380867048039148,0.16848163209042666
191664964,12,0.1992355319686631,0.14114227950467526,0.17036264847106392
191664964,13,0.19796465854085266,0.14550650259520614,0.17317898174607804
191664964,14,0.1974439510451641,0.14919311166468102,0.175051445900574
191664964,15,0.19653778114733386,0.15350012635835228,0.1768511498610058
191664964,16,0.19565011372251706,0.15722137983320697,0.17904188779378316
191664964,17,0.1958034161352183,0.1603710475850689,0.18072960799179413
191664964,18,0.1960028641226519,0.16350770785948954,0.1825035801533148
191664964,19,0.19662024659830013,0.1663341446869638,0.18417062367822512
191664964,20,0.1976307808946171,0.16990144048521608,0.18591736163760425
191664964,21,0.19805769161341566,0.17262356041734359,0.18845445683959708
191664964,22,0.19761871941553516,0.17497760011027635,0.18964091253704596
191664964,23,0.19787717968157695,0.1779674984342552,0.1911691993275538
191664964,24,0.19833522870861767,0.18056608541824615,0.19257012888551933
191664964,25,0.19886277482941622,0.18341167551175133,0.19401061410159215
191664964,26,0.19939347990902198,0.18625707120779145,0.19590890534787428
191664964,27,0.19987083368432876,0.18868109959846122,0.19779294078005222
191664964,28,0.20034116755117512,0.190403985703455,0.19890609769305753
191664964,29,0.20107971033437033,0.19253091422446472,0.2005176335259209
191664964,30,0.2017437452615618,0.19460449835734142,0.2019332827899924
191664964,31,0.2027684707378513,0.19702120374672896,0.20346547971337034
191664964,32,0.20364622820318423,0.19952378695981804,0.2051151440485216
191664964,33,0.2047924276885611,0.2020355181841156,0.2071013393985342
191664964,34,0.20593809927306783,0.2047339785042144,0.20880346073228379
191664964,35,0.20683418173941295,0.2074623632622116,0.210841546626232
191664964,36,0.20847022154831102,0.2096600960323477,0.21302965209333669
191664964,37,0.2094338462799418,0.21199516423170706,0.21502776468659712
191664964,38,0.21061609672399342,0.2139280156418339,0.21672120027133793
191664964,39,0.21191267665869637,0.21602418304465312,0.21834723275208492
191664964,40,0.21341925701288855,0.21802501895375284,0.2199109173616376
191664964,41,0.21488008284176854,0.21992825311118921,0.22217496625307417
191664964,42,0.21639770388822702,0.22222823928661684,0.2241326401675151
191664964,43,0.21784473790926887,0.22424493538092638,0.22601689087927784
191664964,44,0.21875215383555033,0.22563581225446272,0.2276862636983941
191664964,45,0.21972875073709036,0.22771459860163418,0.22922247493892678
191664964,46,0.22130566634802387,0.2298678181758249,0.23079902429376667
191664964,47,0.22262997435194298,0.2320181310793154,0.23244559869662704
191664964,48,0.2242228961334344,0.23426048774323985,0.2342762825372757
191664964,49,0.22538719809379398,0.23626433135801703,0.23592393742940695
191664964,50,0.22667930250189539,0.23817285822592876,0.23777862016679302
191664964,51,0.2280619601896862,0.24049710862358592,0.23938961483001084
191664964,52,0.22921648101708758,0.2425788767714469,0.2406616317723217
191664964,53,0.2306635959202941,0.244574935271146,0.24271532178465674
191664964,54,0.2317903574537388,0.24642686659365964,0.2442928144216999
191664964,55,0.2332827899924185,0.24838376180301883,0.24577159004755667
191664964,56,0.23461361420989926,0.2503316906747536,0.2474277049712986
191664964,57,0.2361704108641581,0.25226447468177643,0.24921857334769829
191664964,58,0.23770620375937884,0.25432668426969235,0.2508496509895166
191664964,59,0.23868878580331787,0.25615836342375453,0.25232906284935946
191664964,60,0.2398028809704322,0.25816274955774576,0.2537212534748547
191664964,61,0.24107309312817704,0.2603437775761568,0.25553387439565495
191664964,62,0.24277923157817502,0.26209371713663826,0.2569334050722688
191664964,63,0.24425069497093754,0.2639926832496961,0.2587698713551632
191664964,64,0.24535633055344958,0.2654769238059136,0.2601047194844579
