dataset,gamma,rho,k,measure,eff_size,eff_over_k,no_mean,no_std,n_seeds
mouse,0.428571,10,30,participation_ratio,19.1766825832106,0.6392227527736867,0.5061041614194163,0.0002584860497096318,5
mouse,0.428571,10,30,two_pow_entropy,23.891985591631805,0.7963995197210602,0.5061041614194163,0.0002584860497096318,5
mouse,0.428571,10,100,thr_c0.25,29.493535387456973,0.2949353538745697,0.5786122072034254,0.000560503595538801,5
mouse,0.428571,10,100,thr_c0.5,23.055285030643944,0.23055285030643943,0.5786122072034254,0.000560503595538801,5
mouse,0.428571,10,100,thr_c1.0,9.757660985643522,0.09757660985643522,0.5786122072034254,0.000560503595538801,5
mouse,0.428571,10,100,participation_ratio,19.1766825832106,0.191766825832106,0.5786122072034254,0.000560503595538801,5
mouse,0.428571,10,100,two_pow_entropy,23.891985591631805,0.23891985591631804,0.5786122072034254,0.000560503595538801,5
mouse,0.642857,10,10,thr_c0.25,25.13781378557636,2.5137813785576357,0.4708042985475611,0.0003211577906907898,5
mouse,0.642857,10,10,thr_c0.5,15.851104021492738,1.5851104021492737,0.4708042985475611,0.0003211577906907898,5
mouse,0.642857,10,10,thr_c1.0,8.301402065317774,0.8301402065317773,0.4708042985475611,0.0003211577906907898,5
mouse,0.642857,10,10,participation_ratio,12.023953330458982,1.202395333045898,0.4708042985475611,0.0003211577906907898,5
mouse,0.642857,10,10,two_pow_entropy,18.072140127349147,1.8072140127349148,0.4708042985475611,0.0003211577906907898,5
mouse,0.642857,10,30,thr_c0.25,25.13781378557636,0.8379271261858786,0.49133574007220215,0.0002558967832239792,5
mouse,0.642857,10,30,thr_c0.5,15.851104021492738,0.528370134049758,0.49133574007220215,0.0002558967832239792,5
mouse,0.642857,10,30,thr_c1.0,8.301402065317774,0.27671340217725915,0.49133574007220215,0.0002558967832239792,5
mouse,0.642857,10,30,participation_ratio,12.023953330458982,0.4007984443486327,0.49133574007220215,0.0002558967832239792,5
mouse,0.642857,10,30,two_pow_entropy,18.072140127349147,0.6024046709116383,0.49133574007220215,0.0002558967832239792,5
mouse,0.642857,10,100,thr_c0.25,25.13781378557636,0.2513781378557636,0.5643615145663672,0.0004485679968833601,5
mouse,0.642857,10,100,thr_c0.5,15.851104021492738,0.15851104021492737,0.5643615145663672,0.0004485679968833601,5
mouse,0.642857,10,100,thr_c1.0,8.301402065317774,0.08301402065317774,0.5643615145663672,0.0004485679968833601,5
mouse,0.642857,10,100,participation_ratio,12.023953330458982,0.12023953330458982,0.5643615145663672,0.0004485679968833601,5
mouse,0.642857,10,100,two_pow_entropy,18.072140127349147,0.18072140127349148,0.5643615145663672,0.0004485679968833601,5
mouse,0.857143,10,10,thr_c0.25,18.427000251868023,1.8427000251868022,0.4668524892956091,0.00026300617880359875,5
mouse,0.857143,10,10,thr_c0.5,11.80568382167744,1.180568382167744,0.4668524892956091,0.00026300617880359875,5
mouse,0.857143,10,10,thr_c1.0,6.9923600033582405,0.699236000335824,0.4668524892956091,0.00026300617880359875,5
mouse,0.857143,10,10,participation_ratio,7.573720080926987,0.7573720080926987,0.4668524892956091,0.00026300617880359875,5
mouse,0.857143,10,10,two_pow_entropy,12.758633792471333,1.2758633792471332,0.4668524892956091,0.00026300617880359875,5
mouse,0.857143,10,30,thr_c0.25,18.427000251868023,0.6142333417289341,0.4743150589091316,0.0004261561120870188,5
mouse,0.857143,10,30,thr_c0.5,11.80568382167744,0.3935227940559146,0.4743150589091316,0.0004261561120870188,5
mouse,0.857143,10,30,thr_c1.0,6.9923600033582405,0.23307866677860803,0.4743150589091316,0.0004261561120870188,5
mouse,0.857143,10,30,participation_ratio,7.573720080926987,0.25245733603089954,0.4743150589091316,0.0004261561120870188,5
mouse,0.857143,10,30,two_pow_entropy,12.758633792471333,0.42528779308237774,0.4743150589091316,0.0004261561120870188,5
mouse,0.857143,10,100,thr_c0.25,18.427000251868023,0.18427000251868023,0.5521378557635799,0.0006050208781849704,5
mouse,0.857143,10,100,thr_c0.5,11.80568382167744,0.11805683821677439,0.5521378557635799,0.0006050208781849704,5
mouse,0.857143,10,100,thr_c1.0,6.9923600033582405,0.0699236000335824,0.5521378557635799,0.0006050208781849704,5
mouse,0.857143,10,100,participation_ratio,7.573720080926987,0.07573720080926986,0.5521378557635799,0.0006050208781849704,5
mouse,0.857143,10,100,two_pow_entropy,12.758633792471333,0.12758633792471333,0.5521378557635799,0.0006050208781849704,5
mouse,1.071429,10,10,thr_c0.25,13.643858618084124,1.3643858618084124,0.4564956762656368,0.00044627652455288123,5
mouse,1.071429,10,10,thr_c0.5,9.206825623373351,0.9206825623373351,0.4564956762656368,0.00044627652455288123,5
mouse,1.071429,10,10,thr_c1.0,5.904080261942742,0.5904080261942741,0.4564956762656368,0.00044627652455288123,5
mouse,1.071429,10,10,participation_ratio,5.18525052027605,0.518525052027605,0.4564956762656368,0.00044627652455288123,5
mouse,1.071429,10,10,two_pow_entropy,8.877345123775218,0.8877345123775218,0.4564956762656368,0.00044627652455288123,5
mouse,1.071429,10,30,thr_c0.25,13.643858618084124,0.4547952872694708,0.45824224106568157,0.0004302954450037358,5
mouse,1.071429,10,30,thr_c0.5,9.206825623373351,0.3068941874457784,0.45824224106568157,0.0004302954450037358,5
mouse,1.071429,10,30,thr_c1.0,5.904080261942742,0.1968026753980914,0.45824224106568157,0.0004302954450037358,5
mouse,1.071429,10,30,participation_ratio,5.18525052027605,0.17284168400920166,0.45824224106568157,0.0004302954450037358,5
mouse,1.071429,10,30,two_pow_entropy,8.877345123775218,0.2959115041258406,0.45824224106568157,0.0004302954450037358,5
mouse,1.071429,10,100,thr_c0.25,13.643858618084124,0.13643858618084123,0.5337138779279658,0.0007638021759679422,5
mouse,1.071429,10,100,thr_c0.5,9.206825623373351,0.09206825623373352,0.5337138779279658,0.0007638021759679422,5
mouse,1.071429,10,100,thr_c1.0,5.904080261942742,0.059040802619427415,0.5337138779279658,0.0007638021759679422,5
mouse,1.071429,10,100,participation_ratio,5.18525052027605,0.051852505202760496,0.5337138779279658,0.0007638021759679422,5
mouse,1.071429,10,100,two_pow_entropy,8.877345123775218,0.08877345123775218,0.5337138779279658,0.0007638021759679422,5
mouse,1.285714,10,10,thr_c0.25,10.531567458651669,1.053156745865167,0.443495928133658,0.00032317719618530337,5
mouse,1.285714,10,10,thr_c0.5,7.4134833347326,0.74134833347326,0.443495928133658,0.00032317719618530337,5
mouse,1.285714,10,10,thr_c1.0,5.03971119133574,0.503971119133574,0.443495928133658,0.00032317719618530337,5
mouse,1.285714,10,10,participation_ratio,3.892374790980988,0.3892374790980988,0.443495928133658,0.00032317719618530337,5
mouse,1.285714,10,10,two_pow_entropy,6.389167159238292,0.6389167159238293,0.443495928133658,0.00032317719618530337,5
mouse,1.285714,10,30,thr_c0.25,10.531567458651669,0.3510522486217223,0.44258584501721093,0.0005571553524992481,5
mouse,1.285714,10,30,thr_c0.5,7.4134833347326,0.24711611115775334,0.44258584501721093,0.0005571553524992481,5
mouse,1.285714,10,30,thr_c1.0,5.03971119133574,0.16799037304452466,0.44258584501721093,0.0005571553524992481,5
mouse,1.285714,10,30,participation_ratio,3.892374790980988,0.12974582636603293,0.44258584501721093,0.0005571553524992481,5
mouse,1.285714,10,30,two_pow_entropy,6.389167159238292,0.2129722386412764,0.44258584501721093,0.0005571553524992481,5
mouse,1.285714,10,100,thr_c0.25,10.531567458651669,0.10531567458651668,0.5143124003022417,0.0008554805676545899,5
mouse,1.285714,10,100,thr_c0.5,7.4134833347326,0.074134833347326,0.5143124003022417,0.0008554805676545899,5
mouse,1.285714,10,100,thr_c1.0,5.03971119133574,0.0503971119133574,0.5143124003022417,0.0008554805676545899,5
mouse,1.285714,10,100,participation_ratio,3.892374790980988,0.03892374790980988,0.5143124003022417,0.0008554805676545899,5
mouse,1.285714,10,100,two_pow_entropy,6.389167159238292,0.06389167159238292,0.5143124003022417,0.0008554805676545899,5
mouse,1.5,10,10,thr_c0.25,8.435689698597935,0.8435689698597935,0.4317773486692973,0.00030714591195769647,5
mouse,1.5,10,10,thr_c0.5,6.136722357484678,0.6136722357484679,0.4317773486692973,0.00030714591195769647,5
mouse,1.5,10,10,thr_c1.0,4.364788850642263,0.43647888506422633,0.4317773486692973,0.00030714591195769647,5
mouse,1.5,10,10,participation_ratio,3.1446986697506074,0.31446986697506074,0.4317773486692973,0.00030714591195769647,5
mouse,1.5,10,10,two_pow_entropy,4.864340399447393,0.48643403994473927,0.4317773486692973,0.00030714591195769647,5
mouse,1.5,10,30,thr_c0.25,8.435689698597935,0.28118965661993117,0.42780650938908005,0.0008379397418268936,5
mouse,1.5,10,30,thr_c0.5,6.136722357484678,0.20455741191615592,0.42780650938908005,0.0008379397418268936,5
mouse,1.5,10,30,thr_c1.0,4.364788850642263,0.14549296168807543,0.42780650938908005,0.0008379397418268936,5
mouse,1.5,10,30,participation_ratio,3.1446986697506074,0.10482328899168691,0.42780650938908005,0.0008379397418268936,5
mouse,1.5,10,30,two_pow_entropy,4.864340399447393,0.16214467998157975,0.42780650938908005,0.0008379397418268936,5
mouse,1.5,10,100,thr_c0.25,8.435689698597935,0.08435689698597935,0.4928884224666275,0.0017205426019695214,5
mouse,1.5,10,100,thr_c0.5,6.136722357484678,0.06136722357484678,0.4928884224666275,0.0017205426019695214,5
mouse,1.5,10,100,thr_c1.0,4.364788850642263,0.04364788850642263,0.4928884224666275,0.0017205426019695214,5
mouse,1.5,10,100,participation_ratio,3.1446986697506074,0.03144698669750608,0.4928884224666275,0.0017205426019695214,5
mouse,1.5,10,100,two_pow_entropy,4.864340399447393,0.04864340399447393,0.4928884224666275,0.0017205426019695214,5
mouse,1.714286,10,10,thr_c0.25,6.96301737889346,0.696301737889346,0.4209780874821593,0.0003018168826831508,5
mouse,1.714286,10,10,thr_c0.5,5.219628914448829,0.5219628914448828,0.4209780874821593,0.0003018168826831508,5
mouse,1.714286,10,10,thr_c1.0,3.8394761145159935,0.38394761145159934,0.4209780874821593,0.0003018168826831508,5
mouse,1.714286,10,10,participation_ratio,2.678986693305355,0.2678986693305355,0.4209780874821593,0.0003018168826831508,5
mouse,1.714286,10,10,two_pow_entropy,3.9160363774095432,0.3916036377409543,0.4209780874821593,0.0003018168826831508,5
mouse,1.714286,10,30,thr_c0.25,6.96301737889346,0.23210057929644867,0.41412671759997755,0.000291025155807042,5
mouse,1.714286,10,30,thr_c0.5,5.219628914448829,0.17398763048162763,0.41412671759997755,0.000291025155807042,5
mouse,1.714286,10,30,thr_c1.0,3.8394761145159935,0.12798253715053312,0.41412671759997755,0.000291025155807042,5
mouse,1.714286,10,30,participation_ratio,2.678986693305355,0.08929955644351183,0.41412671759997755,0.000291025155807042,5
mouse,1.714286,10,30,two_pow_entropy,3.9160363774095432,0.13053454591365143,0.41412671759997755,0.000291025155807042,5
mouse,1.714286,10,100,thr_c0.25,6.96301737889346,0.0696301737889346,0.4739228444295189,0.0023505785092040325,5
mouse,1.714286,10,100,thr_c0.5,5.219628914448829,0.05219628914448829,0.4739228444295189,0.0023505785092040325,5
mouse,1.714286,10,100,thr_c1.0,3.8394761145159935,0.03839476114515993,0.4739228444295189,0.0023505785092040325,5
mouse,1.714286,10,100,participation_ratio,2.678986693305355,0.02678986693305355,0.4739228444295189,0.0023505785092040325,5
mouse,1.714286,10,100,two_pow_entropy,3.9160363774095432,0.03916036377409543,0.4739228444295189,0.0023505785092040325,5
mouse,1.928571,10,10,thr_c0.25,5.905885316094366,0.5905885316094366,0.41128032910754764,0.00023049555626329866,5
mouse,1.928571,10,10,thr_c0.5,4.543615145663672,0.4543615145663672,0.41128032910754764,0.00023049555626329866,5
mouse,1.928571,10,10,thr_c1.0,3.443539585257325,0.34435395852573253,0.41128032910754764,0.00023049555626329866,5
mouse,1.928571,10,10,participation_ratio,2.3690543754082,0.23690543754082,0.41128032910754764,0.00023049555626329866,5
mouse,1.928571,10,10,two_pow_entropy,3.300905441433908,0.3300905441433908,0.41128032910754764,0.00023049555626329866,5
mouse,1.928571,10,30,thr_c0.25,5.905885316094366,0.1968628438698122,0.40159796266756215,0.0007513168819162399,5
mouse,1.928571,10,30,thr_c0.5,4.543615145663672,0.15145383818878908,0.40159796266756215,0.0007513168819162399,5
mouse,1.928571,10,30,thr_c1.0,3.443539585257325,0.11478465284191083,0.40159796266756215,0.0007513168819162399,5
mouse,1.928571,10,30,participation_ratio,2.3690543754082,0.07896847918027333,0.40159796266756215,0.0007513168819162399,5
mouse,1.928571,10,30,two_pow_entropy,3.300905441433908,0.11003018138113026,0.40159796266756215,0.0007513168819162399,5
mouse,1.928571,10,100,thr_c0.25,5.905885316094366,0.05905885316094366,0.4575631768953068,0.0012623326602376936,5
mouse,1.928571,10,100,thr_c0.5,4.543615145663672,0.04543615145663672,0.4575631768953068,0.0012623326602376936,5
mouse,1.928571,10,100,thr_c1.0,3.443539585257325,0.03443539585257325,0.4575631768953068,0.0012623326602376936,5
mouse,1.928571,10,100,participation_ratio,2.3690543754082,0.023690543754082,0.4575631768953068,0.0012623326602376936,5
mouse,1.928571,10,100,two_pow_entropy,3.300905441433908,0.03300905441433908,0.4575631768953068,0.0012623326602376936,5
mouse,2.142857,10,10,thr_c0.25,5.131643019058013,0.5131643019058013,0.40376458735622534,0.00034747442973801423,5
mouse,2.142857,10,10,thr_c0.5,4.026865922256738,0.40268659222567377,0.40376458735622534,0.00034747442973801423,5
mouse,2.142857,10,10,thr_c1.0,3.127906976744186,0.3127906976744186,0.40376458735622534,0.00034747442973801423,5
mouse,2.142857,10,10,participation_ratio,2.151130015241527,0.2151130015241527,0.40376458735622534,0.00034747442973801423,5
mouse,2.142857,10,10,two_pow_entropy,2.882164868162179,0.2882164868162179,0.40376458735622534,0.00034747442973801423,5
mouse,2.142857,10,30,thr_c0.25,5.131643019058013,0.17105476730193378,0.39067920409705315,0.0005158870248511629,5
mouse,2.142857,10,30,thr_c0.5,4.026865922256738,0.13422886407522458,0.39067920409705315,0.0005158870248511629,5
mouse,2.142857,10,30,thr_c1.0,3.127906976744186,0.10426356589147286,0.39067920409705315,0.0005158870248511629,5
mouse,2.142857,10,30,participation_ratio,2.151130015241527,0.07170433384138424,0.39067920409705315,0.0005158870248511629,5
mouse,2.142857,10,30,two_pow_entropy,2.882164868162179,0.09607216227207263,0.39067920409705315,0.0005158870248511629,5
mouse,2.142857,10,100,thr_c0.25,5.131643019058013,0.05131643019058013,0.44305709008479555,0.0010322468945457926,5
mouse,2.142857,10,100,thr_c0.5,4.026865922256738,0.04026865922256737,0.44305709008479555,0.0010322468945457926,5
mouse,2.142857,10,100,thr_c1.0,3.127906976744186,0.03127906976744186,0.44305709008479555,0.0010322468945457926,5
mouse,2.142857,10,100,participation_ratio,2.151130015241527,0.02151130015241527,0.44305709008479555,0.0010322468945457926,5
mouse,2.142857,10,100,two_pow_entropy,2.882164868162179,0.02882164868162179,0.44305709008479555,0.0010322468945457926,5
mouse,2.357143,10,10,thr_c0.25,4.542649651582571,0.4542649651582571,0.3967097640836202,0.0002687825046669702,5
mouse,2.357143,10,10,thr_c0.5,3.6360087314247336,0.36360087314247336,0.3967097640836202,0.0002687825046669702,5
mouse,2.357143,10,10,thr_c1.0,2.8832171941902445,0.28832171941902446,0.3967097640836202,0.0002687825046669702,5
mouse,2.357143,10,10,participation_ratio,1.9908924408351452,0.19908924408351453,0.3967097640836202,0.0002687825046669702,5
mouse,2.357143,10,10,two_pow_entropy,2.583984887822682,0.25839848878226823,0.3967097640836202,0.0002687825046669702,5
mouse,2.357143,10,30,thr_c0.25,4.542649651582571,0.15142165505275237,0.3814110206251924,0.00042176268513728686,5
mouse,2.357143,10,30,thr_c0.5,3.6360087314247336,0.12120029104749112,0.3814110206251924,0.00042176268513728686,5
mouse,2.357143,10,30,thr_c1.0,2.8832171941902445,0.09610723980634148,0.3814110206251924,0.00042176268513728686,5
mouse,2.357143,10,30,participation_ratio,1.9908924408351452,0.0663630813611715,0.3814110206251924,0.00042176268513728686,5
mouse,2.357143,10,30,two_pow_entropy,2.583984887822682,0.0861328295940894,0.3814110206251924,0.00042176268513728686,5
mouse,2.357143,10,100,thr_c0.25,4.542649651582571,0.04542649651582571,0.4301121652254219,0.0012776654102035195,5
mouse,2.357143,10,100,thr_c0.5,3.6360087314247336,0.036360087314247336,0.4301121652254219,0.0012776654102035195,5
mouse,2.357143,10,100,thr_c1.0,2.8832171941902445,0.028832171941902445,0.4301121652254219,0.0012776654102035195,5
mouse,2.357143,10,100,participation_ratio,1.9908924408351452,0.01990892440835145,0.4301121652254219,0.0012776654102035195,5
mouse,2.357143,10,100,two_pow_entropy,2.583984887822682,0.02583984887822682,0.4301121652254219,0.0012776654102035195,5
mouse,2.571429,10,10,thr_c0.25,4.087230291327344,0.40872302913273445,0.3904886239610444,0.00034817356805056103,5
mouse,2.571429,10,10,thr_c0.5,3.3254554613382585,0.33254554613382586,0.3904886239610444,0.00034817356805056103,5
mouse,2.571429,10,10,thr_c1.0,2.6824364033246577,0.2682436403324658,0.3904886239610444,0.00034817356805056103,5
mouse,2.571429,10,10,participation_ratio,1.868719996567652,0.1868719996567652,0.3904886239610444,0.00034817356805056103,5
mouse,2.571429,10,10,two_pow_entropy,2.363201403458518,0.23632014034585178,0.3904886239610444,0.00034817356805056103,5
mouse,2.571429,10,30,thr_c0.25,4.087230291327344,0.1362410097109115,0.37198164161979125,0.0007836466670526786,5
mouse,2.571429,10,30,thr_c0.5,3.3254554613382585,0.11084851537794195,0.37198164161979125,0.0007836466670526786,5
mouse,2.571429,10,30,thr_c1.0,2.6824364033246577,0.08941454677748858,0.37198164161979125,0.0007836466670526786,5
mouse,2.571429,10,30,participation_ratio,1.868719996567652,0.06229066655225506,0.37198164161979125,0.0007836466670526786,5
mouse,2.571429,10,30,two_pow_entropy,2.363201403458518,0.07877338011528393,0.37198164161979125,0.0007836466670526786,5
mouse,2.571429,10,100,thr_c0.25,4.087230291327344,0.04087230291327344,0.41950012593401054,0.0011005709482092728,5
mouse,2.571429,10,100,thr_c0.5,3.3254554613382585,0.033254554613382586,0.41950012593401054,0.0011005709482092728,5
mouse,2.571429,10,100,thr_c1.0,2.6824364033246577,0.026824364033246575,0.41950012593401054,0.0011005709482092728,5
mouse,2.571429,10,100,participation_ratio,1.868719996567652,0.01868719996567652,0.41950012593401054,0.0011005709482092728,5
mouse,2.571429,10,100,two_pow_entropy,2.363201403458518,0.02363201403458518,0.41950012593401054,0.0011005709482092728,5
mouse,2.785714,10,10,thr_c0.25,3.729577701284527,0.37295777012845266,0.3849424901351691,0.0005504915420688597,5
mouse,2.785714,10,10,thr_c0.5,3.074091176223659,0.3074091176223659,0.3849424901351691,0.0005504915420688597,5
mouse,2.785714,10,10,thr_c1.0,2.518974057593821,0.2518974057593821,0.3849424901351691,0.0005504915420688597,5
mouse,2.785714,10,10,participation_ratio,1.772774775652228,0.1772774775652228,0.3849424901351691,0.0005504915420688597,5
mouse,2.785714,10,10,two_pow_entropy,2.1942527450774727,0.21942527450774726,0.3849424901351691,0.0005504915420688597,5
mouse,2.785714,10,30,thr_c0.25,3.729577701284527,0.12431925670948422,0.3634598270506254,0.0007049407737289576,5
mouse,2.785714,10,30,thr_c0.5,3.074091176223659,0.10246970587412196,0.3634598270506254,0.0007049407737289576,5
mouse,2.785714,10,30,thr_c1.0,2.518974057593821,0.08396580191979403,0.3634598270506254,0.0007049407737289576,5
mouse,2.785714,10,30,participation_ratio,1.772774775652228,0.05909249252174094,0.3634598270506254,0.0007049407737289576,5
mouse,2.785714,10,30,two_pow_entropy,2.1942527450774727,0.07314175816924909,0.3634598270506254,0.0007049407737289576,5
mouse,2.785714,10,100,thr_c0.25,3.729577701284527,0.03729577701284527,0.40972009067248755,0.0008985256639712682,5
mouse,2.785714,10,100,thr_c0.5,3.074091176223659,0.03074091176223659,0.40972009067248755,0.0008985256639712682,5
mouse,2.785714,10,100,thr_c1.0,2.518974057593821,0.02518974057593821,0.40972009067248755,0.0008985256639712682,5
mouse,2.785714,10,100,participation_ratio,1.772774775652228,0.01772774775652228,0.40972009067248755,0.0008985256639712682,5
mouse,2.785714,10,100,two_pow_entropy,2.1942527450774727,0.021942527450774726,0.40972009067248755,0.0008985256639712682,5
mouse,3.0,10,10,thr_c0.25,3.440517169003442,0.3440517169003442,0.3802518680211569,0.000570262178130976,5
mouse,3.0,10,10,thr_c0.5,2.873268407354546,0.2873268407354546,0.3802518680211569,0.000570262178130976,5
mouse,3.0,10,10,thr_c1.0,2.38435060028545,0.23843506002854503,0.3802518680211569,0.000570262178130976,5
mouse,3.0,10,10,participation_ratio,1.6955697800914422,0.1695569780091442,0.3802518680211569,0.000570262178130976,5
mouse,3.0,10,10,two_pow_entropy,2.061353706050372,0.2061353706050372,0.3802518680211569,0.000570262178130976,5
mouse,3.0,10,30,thr_c0.25,3.440517169003442,0.11468390563344807,0.35580527803430995,0.0009581916572122459,5
mouse,3.0,10,30,thr_c0.5,2.873268407354546,0.09577561357848487,0.35580527803430995,0.0009581916572122459,5
mouse,3.0,10,30,thr_c1.0,2.38435060028545,0.07947835334284833,0.35580527803430995,0.0009581916572122459,5
mouse,3.0,10,30,participation_ratio,1.6955697800914422,0.05651899266971474,0.35580527803430995,0.0009581916572122459,5
mouse,3.0,10,30,two_pow_entropy,2.061353706050372,0.06871179020167907,0.35580527803430995,0.0009581916572122459,5
mouse,3.0,10,100,thr_c0.25,3.440517169003442,0.034405171690034424,0.40016564520191417,0.0020979936183409234,5
mouse,3.0,10,100,thr_c0.5,2.873268407354546,0.02873268407354546,0.40016564520191417,0.0020979936183409234,5
mouse,3.0,10,100,thr_c1.0,2.38435060028545,0.023843506002854502,0.40016564520191417,0.0020979936183409234,5
mouse,3.0,10,100,participation_ratio,1.6955697800914422,0.016955697800914424,0.40016564520191417,0.0020979936183409234,5
mouse,3.0,10,100,two_pow_entropy,2.061353706050372,0.020613537060503718,0.40016564520191417,0.0020979936183409234,5
mouse,0.0,20,10,thr_c0.25,60.0,6.0,0.2886760137687851,0.0003081608641238301,5
mouse,0.0,20,10,thr_c0.5,60.0,6.0,0.2886760137687851,0.0003081608641238301,5
mouse,0.0,20,10,thr_c1.0,60.0,6.0,0.2886760137687851,0.0003081608641238301,5
mouse,0.0,20,10,participation_ratio,60.00000000000001,6.000000000000001,0.2886760137687851,0.0003081608641238301,5
mouse,0.0,20,10,two_pow_entropy,59.99999999999999,5.999999999999999,0.2886760137687851,0.0003081608641238301,5
mouse,0.0,20,30,thr_c0.25,60.0,2.0,0.46029412587803986,0.00020010473929230627,5
mouse,0.0,20,30,thr_c0.5,60.0,2.0,0.46029412587803986,0.00020010473929230627,5
mouse,0.0,20,30,thr_c1.0,60.0,2.0,0.46029412587803986,0.00020010473929230627,5
mouse,0.0,20,30,participation_ratio,60.00000000000001,2.0000000000000004,0.46029412587803986,0.00020010473929230627,5
mouse,0.0,20,30,two_pow_entropy,59.99999999999999,1.9999999999999998,0.46029412587803986,0.00020010473929230627,5
mouse,0.0,20,100,thr_c0.25,60.0,0.6,0.6109607925447066,0.0002668222290159194,5
mouse,0.0,20,100,thr_c0.5,60.0,0.6,0.6109607925447066,0.0002668222290159194,5
mouse,0.0,20,100,thr_c1.0,60.0,0.6,0.6109607925447066,0.0002668222290159194,5
mouse,0.0,20,100,participation_ratio,60.00000000000001,0.6000000000000001,0.6109607925447066,0.0002668222290159194,5
mouse,0.0,20,100,two_pow_entropy,59.99999999999999,0.6,0.6109607925447066,0.0002668222290159194,5
