dataset,rho,gamma,k_neighbors,eff_perplexity,thr_c0.25_mean,thr_c0.25_std,thr_c0.5_mean,thr_c0.5_std,thr_c1.0_mean,thr_c1.0_std,participation_ratio_mean,participation_ratio_std,two_pow_entropy_mean,two_pow_entropy_std
mouse,10,1.071429,30,10.0,13.643858618084124,2.194555360726059,9.206825623373353,1.3867570243735787,5.904080261942742,1.2931142173389034,5.18525052027605,0.9366007029992612,8.877345123775218,0.25042688012311076
mouse,10,1.1,30,10.0,13.15611619511376,2.0501684054580673,8.932079590294686,1.3645441446649318,5.775417681135085,1.2923131333295874,4.965694517111457,0.9573524033167622,8.473199425369408,0.3392622220086919
mouse,10,1.2,30,10.0,11.63244060112501,1.690069991325602,8.055327008647469,1.3354545279342585,5.359205776173285,1.2913186389394709,4.3218576162639994,1.001678982630777,7.242926999302331,0.5989893538053757
mouse,10,1.285714,30,10.0,10.531567458651667,1.496220874966942,7.4134833347326,1.331521280035535,5.03971119133574,1.2896785030114661,3.892374790980988,1.0146193627523667,6.389167159238292,0.7616074141881735
mouse,10,1.3,30,10.0,10.367307530853832,1.4792105789603711,7.312862060280413,1.3331289400304802,4.989673411132567,1.2873495627769125,3.8295853017035,1.0151849430133661,6.262553698154603,0.7838849506164399
mouse,10,1.4,30,10.0,9.318864914784653,1.3759679522780455,6.678322558979095,1.3448656671050851,4.657501469230123,1.291014302120012,3.4469958376787453,1.0101609441463262,5.484019342503597,0.9069299945533414
mouse,10,1.5,30,10.0,8.435689698597935,1.3614777707275314,6.136722357484678,1.3618896123887878,4.364788850642263,1.2905822676356862,3.1446986697506074,0.9943845532231352,4.864340399447393,0.9831064862167737
mouse,10,1.714286,30,10.0,6.9630173788934595,1.399479650573246,5.219628914448829,1.387981405428504,3.8394761145159935,1.277836827421423,2.678986693305355,0.9443592539674273,3.9160363774095432,1.0464538294510894
mouse,10,1.928571,30,10.0,5.905885316094366,1.44961259084385,4.543615145663672,1.3968640872081246,3.443539585257325,1.2496924437717785,2.3690543754082,0.8889045707920359,3.300905441433908,1.039388098994424
mouse,10,2.142857,30,10.0,5.131643019058013,1.4662859330937246,4.026865922256738,1.383648313372465,3.127906976744186,1.2248180022719566,2.151130015241527,0.8361519707018094,2.882164868162179,1.0045929990263578
mouse,10,2.357143,30,10.0,4.542649651582571,1.470559716579553,3.6360087314247336,1.3516972808307648,2.8832171941902445,1.1910362297480563,1.9908924408351454,0.7884176664008932,2.583984887822682,0.9608105795945613
mouse,10,2.571429,30,10.0,4.087230291327344,1.4537150774585321,3.3254554613382585,1.3224193255095331,2.6824364033246577,1.1516421093140092,1.8687199965676522,0.7459604105866356,2.363201403458518,0.9159326635279994
mouse,10,2.785714,30,10.0,3.729577701284527,1.416733469322809,3.074091176223659,1.2854694655538028,2.518974057593821,1.1198239582653813,1.7727747756522279,0.7083562771454542,2.1942527450774727,0.8731222413163803
mouse,10,3.0,30,10.0,3.440517169003442,1.3844430638762948,2.873268407354546,1.248698379013709,2.38435060028545,1.0865664082980742,1.6955697800914422,0.6750049024418202,2.061353706050372,0.8334912457255214
mouse,20,0.0,60,20.0,60.0,0.0,60.0,0.0,60.0,0.0,60.00000000000001,7.105427357601002e-15,59.99999999999999,2.1316282072803006e-14
mouse,20,0.214286,60,20.0,59.93825035681303,0.863930484808905,59.59105028964822,2.0997900187440814,23.07921249265385,2.4156974648586584,53.93772861534149,1.7995753088907984,56.952539206736155,1.2410285813277975
mouse,20,0.428571,60,20.0,59.29254470657376,2.778869619198132,46.73528670976408,7.009141391826527,19.977038032071196,2.1980715993617452,38.933872934384766,2.3528149655973327,48.319837539170386,2.5155716050391455
mouse,20,0.5,60,20.0,58.106624128956426,4.305757844259418,40.86659390479389,6.126702242831878,18.967551003274284,2.144865934070876,33.56789285464568,1.8787101723375796,44.6110426301278,2.685633413732821
mouse,20,0.6,60,20.0,54.00407186634204,6.756373698396727,34.54835866006213,4.729239218512057,17.607211821005794,2.0891643181016626,26.733935738041442,0.9215364722771323,39.13699499948336,2.6117456260526852
mouse,20,0.642857,60,20.0,51.410586852489295,7.410544651082149,32.3642011585929,4.265544502122869,17.0337083368315,2.0626564831560894,24.151681645509168,0.4929466172812877,36.77462824544334,2.4711929951677227
mouse,20,0.7,60,20.0,47.54437074972714,7.670291553633233,29.824196121232475,3.756570005763131,16.282176139702795,2.031479363304264,21.069097540899893,0.1485514879173628,33.675805711616526,2.1956865008298743
mouse,20,0.8,60,20.0,40.92305431953656,6.826618374816604,26.11266896146419,3.0685477146578064,15.031231634623458,1.9975718160469993,16.6442161366203,0.8661292019387462,28.540950394568572,1.5329345416595666
mouse,20,0.857143,60,20.0,37.58618084123919,6.06075144118076,24.315338762488455,2.7813981381786816,14.35849215011334,1.9739134622355148,14.617679980286521,1.1935509315202881,25.84011598835393,1.0949843142552655
mouse,20,0.9,60,20.0,35.313533708336834,5.459705075541894,23.083284358995886,2.602533944654067,13.864872806649316,1.9578295459848036,13.305406443756475,1.3869010607279304,23.946491013159804,0.758034255290912
mouse,20,1.0,60,20.0,30.767231970447487,4.260207786425042,20.527327680295524,2.2670330259317466,12.775459659138612,1.9348156542719954,10.822910759256981,1.6902049135209076,20.000000193876755,2.9608757438658545e-05
mouse,20,1.071429,60,20.0,28.031987238686927,3.570332856670142,18.954034086138865,2.114856112514553,12.043908991688355,1.9426984772818872,9.451378086673826,1.8086017909403609,17.589328009578768,0.4789715206222249
mouse,20,1.1,60,20.0,27.038787675258163,3.3382365650827692,18.381789942070355,2.0794461362589165,11.767567794475696,1.9413145445661726,8.978352437923911,1.8388504944639248,16.717142199955155,0.650600337728302
mouse,20,1.2,60,20.0,23.944085299303165,2.699604613029336,16.56938963982873,2.0010785326046996,10.855721601880614,1.9454520321782527,7.596559738960963,1.88892713784555,14.048939610837557,1.1526644234460997
mouse,20,1.285714,60,20.0,21.67542607673579,2.326133542104043,15.197968264629335,1.9981141060656091,10.136428511459995,1.9553685105359107,6.681065865465576,1.8841581833814023,12.188024150731534,1.4636895088716753
mouse,20,1.3,60,20.0,21.321677441020906,2.274282542937132,14.987154730920997,2.00232915072902,10.023927462009906,1.9570825650299781,6.547774393195705,1.8804761506891732,11.911619394176508,1.5057189598799692
mouse,20,1.4,60,20.0,19.110821929309044,2.064583859054026,13.626437746620772,2.0258868451437753,9.279153723448912,1.9813549058649007,5.739361877907381,1.8393832859393882,10.21113007011352,1.7323108373035154
mouse,20,1.5,60,20.0,17.259633951809253,2.025705473019925,12.440727059021073,2.071529693300723,8.610989841323146,1.9907860427652888,5.106101486282404,1.7815161947103537,8.858825085977704,1.862323834413179
mouse,20,1.714286,60,20.0,14.097682814205356,2.1402202838437088,10.394047519099992,2.1659789615361364,7.413231466711443,2.0108235946770514,4.1432015192642195,1.6395402152284317,6.800390882409351,1.9380726497902037
mouse,20,1.928571,60,20.0,11.774955923096298,2.2855374458743762,8.847116111157753,2.230139041466145,6.481319788430862,2.004331504063638,3.5138052902899646,1.502075017241444,5.480812567403546,1.8783546090600634
mouse,20,2.142857,60,20.0,10.031273612626983,2.374264010752447,7.673956846612375,2.2331245043556316,5.740869784233062,1.9727744477845228,3.0786038134428564,1.3804520940602576,4.595048714873256,1.7730691176781488
mouse,20,2.357143,60,20.0,8.699815296784484,2.4101726173606357,6.762110654017295,2.2059680565661823,5.158299051297121,1.9281012086349596,2.7635212185793865,1.275718310820937,3.9733836171350676,1.6593298801695942
mouse,20,2.571429,60,20.0,7.665099487868357,2.3827748121287065,6.040508773402737,2.1682630523831463,4.68252035933171,1.8759029558654607,2.5267011368067016,1.1860086722444283,3.5195827217894102,1.55106025530188
mouse,20,2.785714,60,20.0,6.842288640752246,2.337583539096406,5.463647048946352,2.1029264099187723,4.295777012845269,1.8145018298651583,2.3431643617958753,1.1089293100618363,3.177042918506973,1.4526882795757123
mouse,20,3.0,60,20.0,6.1800856351271936,2.2931734867800944,4.989127697086727,2.0404171536126317,3.9822013265049114,1.7616381228650255,2.1972712858906625,1.0422759262423984,2.911081761988173,1.3649018584006722
mouse,30,0.0,90,30.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0
mouse,30,0.214286,90,30.0,89.65468894299387,2.64239722343851,88.91046091847872,4.67758223331829,35.10637226093527,3.3781265905291473,80.66972694502977,3.498715374840295,85.2042719476522,2.804578481964633
mouse,30,0.428571,90,30.0,88.49215011334061,5.544130856701086,69.56733271765594,9.740511849088314,30.41852069515574,2.951624554420008,58.32307031492339,3.7359254363434222,72.27811029818345,4.297944427706939
mouse,30,0.5,90,30.0,86.84346402485097,7.2581634617678,60.92762992192091,8.148301230649432,28.903576525900426,2.8618273973788613,50.32109003373249,2.9280244358895464,66.76504027395613,4.3871524153949615
mouse,30,0.6,90,30.0,80.66938124422802,10.161069646267068,51.738519016035596,6.160784147412587,26.824364033246578,2.7717218913698702,40.08269737029601,1.4280089118914814,58.630662546217415,4.095281968872425
mouse,30,0.642857,90,30.0,76.69385442028377,10.841451855863571,48.54844261606918,5.532357998460713,25.969188145411803,2.7489122424050096,36.194946328804626,0.7732155285185903,55.117285034714236,3.8291980651931588
mouse,30,0.7,90,30.0,70.85110402149274,10.84960046837709,44.83078666778608,4.8297820451917906,24.831080513810765,2.7068003304697075,31.536913283480626,0.2509223812805407,50.50328804526742,3.362187477082591
mouse,30,0.8,90,30.0,61.01876416757619,9.205351853464318,39.405507514062634,3.926550466369492,22.93736881873898,2.6375560596556653,24.81362638059531,1.3165453548758372,42.8380378499659,2.31805996095468
mouse,30,0.857143,90,30.0,56.139241037696245,8.003512623702912,36.752539669213334,3.5392436401066623,21.89786751742087,2.6130594284166433,21.71863936548348,1.8135740226971087,38.7927268927857,1.6495543481308281
mouse,30,0.9,90,30.0,52.84770380320712,7.186820222673103,34.943035849215015,3.3179009853383423,21.146545210309796,2.591774562995789,19.7090676835403,2.1064672762448704,35.94931072501822,1.1400282260448928
mouse,30,1.0,90,30.0,46.19120980606162,5.535075413456446,31.189572663924103,2.9148775620630167,19.471119133574007,2.557881946497217,15.896263847300851,2.561725537340897,30.000000006317578,7.17960698540756e-07
mouse,30,1.071429,90,30.0,42.22752077911174,4.609814742964583,28.85752665603224,2.746812178096968,18.37901939383763,2.549096727663574,13.784186926932978,2.7345504375683976,26.347104412246598,0.7196004328472198
mouse,30,1.1,90,30.0,40.76857526656032,4.293133434620306,27.994794727562756,2.7044504668271383,17.9508857358744,2.5469690438194057,13.055018106154161,2.777086935738468,25.021374936818514,0.9777126973791432
mouse,30,1.2,90,30.0,36.20791705146503,3.4199972140101758,25.24208714633532,2.645075986848394,16.551674922340695,2.5812616948519556,10.923533701876284,2.839317235037513,20.950493436284635,1.7339801203089835
mouse,30,1.285714,90,30.0,32.86424313659642,2.955672301424979,23.17693728486273,2.6405993758174375,15.453614306103601,2.6050286533205593,9.51093905252682,2.818902317284758,18.096523264321,2.2030586677188015
mouse,30,1.3,90,30.0,32.35479808580304,2.900580588711069,22.855721601880614,2.64844017806339,15.281966249685166,2.60619497222792,9.30530961173053,2.8110712246814384,17.671523096059484,2.266401293486549
mouse,30,1.4,90,30.0,29.070439089916885,2.6678070254185897,20.77436823104693,2.7000765640089273,14.12929225086055,2.6394272614459378,8.058765484536263,2.73308598884942,15.050509972616611,2.606775963475998
mouse,30,1.5,90,30.0,26.260053731844515,2.6755387423001604,18.955755184283436,2.7698904470970085,13.094618419947947,2.6748386060393528,7.083581536392726,2.630362991108219,12.958552456421417,2.7990458047216373
mouse,30,1.714286,90,30.0,21.440013432961127,2.908244624088497,15.791915036520862,2.9466153985453523,11.20019309881622,2.7192868538814756,5.605128626502498,2.387311230794618,9.763318065589619,2.8973503028662067
mouse,30,1.928571,90,30.0,17.86231214843422,3.138682848685956,13.394971035177567,3.0569326851341176,9.716186718159685,2.7494371578210735,4.643904505011901,2.157644658421336,7.711480288319847,2.7857405216522872
mouse,30,2.142857,90,30.0,15.150533120644782,3.2972932691455283,11.530308118545882,3.091322766673611,8.527327680295524,2.7307742988667463,3.9833861731348126,1.9577032234413734,6.335820645551839,2.6050515906271094
mouse,30,2.357143,90,30.0,13.067878431701788,3.3642350440501683,10.063554697338594,3.077810078044183,7.581521282847787,2.663755189207671,3.508364486472559,1.7878084658189677,5.3732948201646815,2.4138957329296353
mouse,30,2.571429,90,30.0,11.433842666442784,3.3533117497690283,8.920115859289732,3.0309113306493476,6.807278985811434,2.595325727844218,3.153778545725242,1.6440126220992435,4.6736822485538765,2.2341118413058227
mouse,30,2.785714,90,30.0,10.113886323566451,3.3084765974477537,8.000923516077576,2.953406253771607,6.181219041222399,2.5195622629943717,2.880854742484462,1.5218192441397256,4.148259805731787,2.0723465496102134
mouse,30,3.0,90,30.0,9.068466123751154,3.2358481546315128,7.228906053228108,2.8607363116227944,5.659600369406431,2.435075002810095,2.665365669070486,1.4172438733343886,3.742542831117518,1.929269060087521
mouse,50,0.0,150,50.0,150.0,0.0,150.0,0.0,150.0,0.0,149.99999999999997,2.842170943040401e-14,149.99999999999972,2.842170943040401e-14
mouse,50,0.214286,150,50.0,148.78020317353707,7.145251529493063,146.9823272605155,11.398457829636078,59.51003274284275,5.156712542771895,133.30927077281004,8.251957120722853,141.04209739157824,7.260380730786613
mouse,50,0.428571,150,50.0,145.9677608932919,13.194573482618322,112.82495172529595,15.577113445641974,51.595499958021996,4.35968008119357,96.25354558716539,7.239040204614536,119.19970263872307,9.065769409134285
mouse,50,0.5,150,50.0,142.703845185123,15.627645611343715,99.35626731592646,12.32645690064074,49.01880614557972,4.221391759338454,83.17085370764146,5.528113529049385,110.06586095803854,8.812995143540107
mouse,50,0.6,150,50.0,131.43346486441104,18.616324673865616,85.10536478885064,8.968029519016397,45.546091847871715,4.073288031853254,66.45497760862334,2.6983336127790407,96.69441373383987,7.797493152456807
mouse,50,0.642857,150,50.0,124.4985727478801,18.723674829966885,80.16295860968852,7.9290399713213535,44.094492485937366,4.026068908305817,60.095938813808324,1.5108798637664143,90.94710108674316,7.160079018755797
mouse,50,0.7,150,50.0,114.77990932751239,17.549308138160974,74.3374191923432,6.802143455765327,42.2293678112669,3.985179149502903,52.45535622765524,0.4540505075495252,83.4173164298888,6.162195262754192
mouse,50,0.8,150,50.0,99.3333893040047,13.875785085048497,65.73066912937621,5.388172778497773,39.08055578876669,3.9514751102632975,41.36089258755566,2.2641712489851797,70.93450258812169,4.143713979474608
mouse,50,0.857143,150,50.0,91.80085635127193,11.839588543411233,61.50348417429267,4.81812272130259,37.34409369490387,3.9392502099459468,36.21666748325931,3.168399170114831,64.3492197286242,2.921439683103243
mouse,50,0.9,150,50.0,86.70439089916884,10.455358084028743,58.58592897321803,4.48236314402064,36.108806985139786,3.9416232399908973,32.86065880572753,3.7095417875350547,59.716756324297656,2.009110274845305
mouse,50,1.0,150,50.0,76.41583410293006,7.8435577499730895,52.524095374024014,3.951513650693119,33.32700864746872,3.977639850775729,26.452629981635983,4.574003695490229,50.00000000142642,2.6521189487949354e-07
mouse,50,1.071429,150,50.0,70.15783729325834,6.412205965868993,48.72848627319285,3.8085967012539,31.48069011837797,4.027978182459552,22.87663684331022,4.920581061225403,44.006011251224365,1.260296052157763
mouse,50,1.1,150,50.0,67.85236336159852,5.927116458262991,47.31920073881286,3.783344171926502,30.769666694652003,4.0410597326243165,21.63721169670569,5.010954354541138,41.82304577261895,1.7132653108326712
mouse,50,1.2,150,50.0,60.620183024095375,4.639698204536987,42.85211149357737,3.8073297402706094,28.42288640752246,4.113472371937088,17.998749641882867,5.166619411283568,35.086487088131435,3.0509854462489097
mouse,50,1.285714,150,50.0,55.25552010746369,3.9735168191953543,39.47250440769037,3.948303168318166,26.56817227772647,4.198214097022698,15.574059260870643,5.1598034766727645,30.32567955752415,3.8971120787919715
mouse,50,1.3,150,50.0,54.42700025186802,3.900128802737763,38.94698178154647,3.979409464851149,26.27537570313156,4.2131298631223775,15.220176041642382,5.14998316273771,29.613472116228237,4.013125092424661
mouse,50,1.4,150,50.0,49.09747292418773,3.744616194446236,35.52203845185123,4.18482978683196,24.321761397027956,4.308942359060498,13.069803645990437,5.03413407970693,25.19961303689932,4.649586958519291
mouse,50,1.5,150,50.0,44.50579296448661,3.8871922573790227,32.48014440433213,4.426538734075461,22.54101250944505,4.379792280525078,11.38149679275017,4.865378471152469,21.646493538258174,5.029561034120787
mouse,50,1.714286,150,50.0,36.605154898833014,4.571946919968225,27.15221224078583,4.859542052022353,19.301947779363612,4.528981524269717,8.812656086140153,4.442190340505577,16.158185789920207,5.280359735216994
mouse,50,1.928571,150,50.0,30.615481487700446,5.1739119523572645,23.044580639744773,5.122972108775698,16.68231046931408,4.583810919259377,7.138273165671216,4.026844555124852,12.590065193155183,5.131595712235337
mouse,50,2.142857,150,50.0,26.011837796994374,5.556657676714972,19.817353706657713,5.24135112809269,14.598060616237092,4.584986204691046,5.987586056531125,3.6577028021022318,10.178446410196539,4.834479058317393
mouse,50,2.357143,150,50.0,22.409621358408195,5.7400701612869,17.268197464528587,5.271996813234467,12.897825539417346,4.517818468130277,5.161410404966251,3.3400015678540558,8.483256655712266,4.501279211386448
mouse,50,2.571429,150,50.0,19.56162370917639,5.779325013826141,15.214129795986903,5.207420952272796,11.491898245319453,4.423644579341976,4.5464735790621456,3.0688324124417887,7.248564940581285,4.177948901624564
mouse,50,2.785714,150,50.0,17.26958273864495,5.739330844975095,13.550499538241962,5.108053948383635,10.338552598438419,4.3009360724794305,4.074925364309926,2.837034798161685,6.321099520458151,3.8811398945288156
mouse,50,3.0,150,50.0,15.382797414154982,5.643794529359489,12.173117286541853,4.979118786503716,9.398329275459659,4.179878185214947,3.704216562616046,2.6377585182485586,5.605746308012351,3.615001186228766
mouse,75,0.0,225,75.0,225.0,0.0,225.0,0.0,225.0,0.0,224.99999999999997,2.842170943040401e-14,225.0000000000003,0.0
mouse,75,0.214286,225,75.0,222.00327428427505,15.915598034406036,219.33187809587776,19.487209382511395,90.11623709176392,7.644862539177716,198.16016208323242,15.689148736239655,209.96489928513708,15.331607543410735
mouse,75,0.428571,225,75.0,217.4264545378222,22.002236787579463,164.45306859205778,22.668289683556797,78.22441440685081,6.097500284650015,142.67613810760298,11.743230718814468,176.75579121013158,15.480279812447957
mouse,75,0.5,225,75.0,211.1786583830073,25.599645570311672,145.39501301318109,18.109630934424317,74.4006380656536,5.8141547562308205,123.45083723098412,8.828368707537631,163.054851526352,14.557205184765909
mouse,75,0.6,225,75.0,191.8327596339518,28.838066990205476,125.39047938880027,13.261463567363482,69.23621022584166,5.565976636873595,99.03748995696789,4.310051104075323,143.18951895161632,12.479874230114092
mouse,75,0.642857,225,75.0,181.04550415582236,28.147524365879136,118.38519016035598,11.718627558218225,67.10397951473428,5.518926011276245,89.76786153253909,2.452840033151763,134.7137961195331,11.34616607222652
mouse,75,0.7,225,75.0,166.72705902107296,25.67557790757679,110.11934346402485,9.983858407534381,64.29157921249265,5.475833179042494,78.62224465562939,0.6962829270134707,123.6586070439531,9.659918946130754
mouse,75,0.8,225,75.0,144.92716816388213,20.149644425219506,97.88267148014441,7.739653482771219,59.59419863991268,5.493587435097599,62.38045716621158,3.4430673637921707,105.43096767680093,6.410057394665747
mouse,75,0.857143,225,75.0,134.43052640416423,17.19319924545166,91.84363193686508,6.764824202073873,57.03429602888087,5.542362406843801,54.806183063768884,4.891863024184334,95.8504220933659,4.497809910282753
mouse,75,0.9,225,75.0,127.33851062043489,15.215763087177448,87.69767441860465,6.2077440700743205,55.17697926286626,5.598162918999258,49.84312891266059,5.77827110305189,89.11890248459194,3.0859778355630594
mouse,75,1.0,225,75.0,112.88783477457812,11.390063037441008,79.05058349424901,5.3507330029887825,51.05402569053816,5.767424016761223,40.30465633657356,7.2563621080239535,75.0000000023635,3.9578234286709983e-07
mouse,75,1.071429,225,75.0,104.07455293426244,9.270362376271367,73.62261774829989,5.068754606233741,48.312106456216945,5.908079390650057,34.93777945451537,7.902777802939388,66.27342289225408,1.9358190959168649
mouse,75,1.1,225,75.0,100.83364117202586,8.553023759445187,71.59952984636051,5.030373343908648,47.25308538325917,5.957596320460885,33.068905583175514,8.086685063199386,63.08838325979189,2.634914393681054
mouse,75,1.2,225,75.0,90.60691797498112,6.504589094216424,65.11577533372513,5.1786353683148,43.76689614641928,6.157902416023672,27.553053905616636,8.474969961440161,53.222913586451305,4.7236906812302
mouse,75,1.285714,225,75.0,82.99189824531945,5.449285485082649,60.18340189740576,5.48327578828785,41.028461086390735,6.339083304239153,23.849888989395282,8.576936622295435,46.20360578809281,6.081809527247572
mouse,75,1.3,225,75.0,81.82356645117959,5.3455188537437115,59.411762236588025,5.549594837805217,40.58639073125682,6.367557281958744,23.30739985484294,8.578993559996002,45.14911882586186,6.272109498340929
mouse,75,1.4,225,75.0,74.2488036268995,5.018412663177137,54.38241961212325,6.024242845456532,37.65897069935354,6.569863362930058,19.999110401021163,8.50784539188964,38.58246434584161,7.348731109765064
mouse,75,1.5,225,75.0,67.65691377718076,5.313364534743864,49.91910838720511,6.508285768125345,34.98136176643439,6.773069777415154,17.386527857425808,8.33301541678744,33.24938651675269,8.04672528188581
mouse,75,1.714286,225,75.0,56.08781798337671,6.577867082343913,42.038367895222905,7.343648973282354,30.080429854756108,7.102621297843111,13.383229748787615,7.798440951036854,24.906121336645967,8.677262475487673
mouse,75,1.928571,225,75.0,47.24603307866678,7.698736794956203,35.82914952564856,7.929890292056459,26.105448744857693,7.284211654816194,10.753729608882978,7.208051093318151,19.397691531755303,8.64821131853789
mouse,75,2.142857,225,75.0,40.36206028041306,8.477734175332735,30.938754092855344,8.261589916384015,22.865334564688105,7.377801391630142,8.936268930291416,6.6437095273024624,15.63115491406259,8.331974394955738
mouse,75,2.357143,225,75.0,34.88048862396104,8.943353741903394,27.02191251784065,8.42748122700295,20.204684745193518,7.362462789848001,7.625380852105614,6.130600874617886,12.961181256729574,7.908032776224971
mouse,75,2.571429,225,75.0,30.523759549995802,9.16443239342865,23.830156997733187,8.44877897338313,18.02312987994291,7.290585898507798,6.645894729605685,5.6730367608492,11.004601089375736,7.45839743481008
mouse,75,2.785714,225,75.0,26.984006380656535,9.24044002992083,21.218369574343043,8.368892975551178,16.215641004113845,7.177216457255242,5.8922768454167125,5.267849306090541,9.528157489167572,7.019312047441552
mouse,75,3.0,225,75.0,24.06619931156074,9.19117245326404,19.06271513726807,8.239571233425481,14.688691125850054,7.024966371622644,5.29807177802826,4.9095082151225515,8.385297261619183,6.6058510277018065
mouse,100,0.0,300,100.0,300.0,0.0,300.0,0.0,300.0,0.0,299.99999999999994,0.0,300.00000000000045,0.0
mouse,100,0.214286,300,100.0,294.99857274788013,25.3188830311055,290.32902359163796,30.38033412005658,120.8503903954328,10.298701476080108,262.3161428137223,23.201608274620945,278.6155428451113,22.464417077869722
mouse,100,0.428571,300,100.0,287.16379816975905,33.23632497393047,215.1120392914113,29.689271754663746,104.95353035009654,8.372377127790049,188.1870884536149,16.684944741938953,233.25430082690667,22.587705626330475
mouse,100,0.5,300,100.0,277.0667870036101,37.27594231297415,190.8221391990597,23.25901091204438,99.84191083872051,7.971574036603353,163.0221475904393,12.420736354887962,214.95954228748766,20.93016392349109
mouse,100,0.6,300,100.0,249.77839811938543,39.15118682222966,164.9039963059357,17.182048647242713,92.94479892536312,7.569980820926967,131.27196446250446,6.07664764042748,188.69179548865017,17.593446466774136
mouse,100,0.642857,300,100.0,235.70086474687264,37.334675934385814,155.91117454453865,15.33538531324676,90.10796742506926,7.464286299989503,119.24877423551615,3.513603456454362,177.56234844886225,15.87636028486013
mouse,100,0.7,300,100.0,217.41596003694065,33.29650522471408,145.27201746284948,13.252663279178998,86.41050289648224,7.377257141766462,104.7940429470904,0.9703676420935505,163.10542444385524,13.398582597549492
mouse,100,0.8,300,100.0,189.65766938124423,25.68673880933943,129.5388296532617,10.425249114470263,80.23469901771472,7.321802953975874,83.68690013392977,4.576007849607236,139.39141315288396,8.784886293771976
mouse,100,0.857143,300,100.0,176.15934850138527,22.009144641876585,121.82428007723952,9.241133993445695,76.87389807740743,7.343358177301893,73.80305345549269,6.588589329169256,126.97355492630201,6.133946341240325
mouse,100,0.9,300,100.0,167.04348921165308,19.592566154682117,116.46494836705567,8.490924775204327,74.44819914364872,7.4001669393706395,67.30425333256444,7.837569756559295,118.26099089269856,4.196820597747282
mouse,100,1.0,300,100.0,148.6372680715305,14.935470626091995,105.37805389975652,7.316573614581728,69.07681974645286,7.613015016635815,54.74603190042179,9.979908284239073,99.99999999730842,5.271112769191481e-07
mouse,100,1.071429,300,100.0,137.4184367391487,12.307558227772933,98.37213500125934,6.936293404974473,65.47124506758459,7.79588540103694,47.62897742736614,10.97006502683165,88.70444819986088,2.6218246185006953
mouse,100,1.1,300,100.0,133.2651750482747,11.39848053292233,95.75711527159768,6.852104318935635,64.07715557048107,7.873165998842536,45.14006899302456,11.266465720070505,84.57633405389498,3.5696935033028496
mouse,100,1.2,300,100.0,120.24376626647637,8.904957752587853,87.39047938880027,6.967685588616637,59.47002770548233,8.209625793059333,37.757167785584706,11.958153547431953,71.75705616211619,6.417608720902682
mouse,100,1.285714,300,100.0,110.54970195617497,7.5646061648650464,81.02892284442952,7.325111100205211,55.83544622617748,8.50856277822695,32.76530797333719,12.233146392357614,62.59058535171676,8.298425979393135
