method,seed,k,nh_score
γ=1.0,191664964,1,0.6645833333333333
γ=1.0,191664964,2,0.7829861111111112
γ=1.0,191664964,3,0.8067129629629629
γ=1.0,191664964,4,0.8267361111111111
γ=1.0,191664964,5,0.8305555555555556
γ=1.0,191664964,6,0.8369212962962963
γ=1.0,191664964,7,0.8397817460317459
γ=1.0,191664964,8,0.8415798611111112
γ=1.0,191664964,9,0.8402006172839508
γ=1.0,191664964,10,0.8404166666666668
γ=1.0,191664964,11,0.8402146464646465
γ=1.0,191664964,12,0.8380787037037039
γ=1.0,191664964,13,0.8372329059829061
γ=1.0,191664964,14,0.8360119047619048
γ=1.0,191664964,15,0.8356481481481481
γ=1.0,191664964,16,0.8343315972222223
γ=1.0,191664964,17,0.832720588235294
γ=1.0,191664964,18,0.8296682098765432
γ=1.0,191664964,19,0.8271929824561404
γ=1.0,191664964,20,0.8252777777777777
γ=1.0,191664964,21,0.8217261904761906
γ=1.0,191664964,22,0.8185290404040404
γ=1.0,191664964,23,0.816243961352657
γ=1.0,191664964,24,0.8145543981481482
γ=1.0,191664964,25,0.811861111111111
γ=1.0,191664964,26,0.8094284188034189
γ=1.0,191664964,27,0.8069187242798355
γ=1.0,191664964,28,0.8049851190476192
γ=1.0,191664964,29,0.8028975095785441
γ=1.0,191664964,30,0.8009953703703704
γ=1.0,191664964,31,0.7990143369175626
γ=1.0,191664964,32,0.79609375
γ=1.0,191664964,33,0.7940235690235691
γ=1.0,191664964,34,0.7921772875816994
γ=1.0,191664964,35,0.7905753968253968
γ=1.0,191664964,36,0.7891589506172838
γ=1.0,191664964,37,0.7873310810810812
γ=1.0,191664964,38,0.7852887426900584
γ=1.0,191664964,39,0.7828703703703704
γ=1.0,191664964,40,0.7811458333333333
γ=1.0,191664964,41,0.7787262872628727
γ=1.0,191664964,42,0.7767857142857143
γ=1.0,191664964,43,0.7750645994832042
γ=1.0,191664964,44,0.7735321969696969
γ=1.0,191664964,45,0.7718518518518519
γ=1.0,191664964,46,0.770108695652174
γ=1.0,191664964,47,0.7679521276595744
γ=1.0,191664964,48,0.7662326388888889
γ=1.0,191664964,49,0.7650085034013604
γ=1.0,191664964,50,0.7638472222222222
γ=1.0,191664964,51,0.7624046840958607
γ=1.0,191664964,52,0.7608173076923077
γ=1.0,191664964,53,0.7586740041928721
γ=1.0,191664964,54,0.756712962962963
γ=1.0,191664964,55,0.7544191919191918
γ=1.0,191664964,56,0.7530505952380954
γ=1.0,191664964,57,0.7524366471734892
γ=1.0,191664964,58,0.7507543103448275
γ=1.0,191664964,59,0.749752824858757
γ=1.0,191664964,60,0.7485416666666668
γ=1.0,191664964,61,0.7468010018214937
γ=1.0,191664964,62,0.7453965053763442
γ=1.0,191664964,63,0.7441358024691359
γ=1.0,191664964,64,0.7431206597222222
γ=1.0,191664964,65,0.7417094017094017
γ=1.0,191664964,66,0.7407512626262627
γ=1.0,191664964,67,0.7397388059701494
γ=1.0,191664964,68,0.739154411764706
γ=1.0,191664964,69,0.7389694041867955
γ=1.0,191664964,70,0.7393650793650793
γ=1.0,191664964,71,0.7401701877934272
γ=1.0,191664964,72,0.7343460648148148
γ=1.0,191664964,73,0.7289478691019787
γ=1.0,191664964,74,0.7233014264264265
γ=1.0,191664964,75,0.7178981481481481
γ=1.0,191664964,76,0.7125913742690058
γ=1.0,191664964,77,0.7069624819624819
γ=1.0,191664964,78,0.7017539173789175
γ=1.0,191664964,79,0.6970815752461323
γ=1.0,191664964,80,0.6921527777777778
γ=1.0,191664964,81,0.6872085048010973
γ=1.0,191664964,82,0.6825372628726287
γ=1.0,191664964,83,0.6779702141900938
γ=1.0,191664964,84,0.6738343253968253
γ=1.0,191664964,85,0.6695996732026144
γ=1.0,191664964,86,0.6652777777777777
γ=1.0,191664964,87,0.661015325670498
γ=1.0,191664964,88,0.6570154671717171
γ=1.0,191664964,89,0.6530040574282148
γ=1.0,191664964,90,0.649182098765432
γ=1.0,191664964,91,0.6454670329670329
γ=1.0,191664964,92,0.6417874396135266
γ=1.0,191664964,93,0.6382691158900837
γ=1.0,191664964,94,0.6346187943262412
γ=1.0,191664964,95,0.6311184210526316
γ=1.0,191664964,96,0.6276548032407407
γ=1.0,191664964,97,0.6242196449026346
γ=1.0,191664964,98,0.6209821428571429
