k,rho,gamma,seed,no_at_k
100,30,0.734694,3,0.59258416589707
30,30,0.795918,0,0.4993171578093079
100,30,0.795918,0,0.5883334732600117
30,30,0.734694,4,0.4999860073321579
100,30,0.734694,4,0.592357904458064
30,30,0.795918,3,0.4992192091344136
100,30,0.795918,3,0.5875686340357653
30,30,0.795918,1,0.49947387568913887
100,30,0.795918,1,0.5877184955083536
30,30,0.795918,4,0.4984817955391375
100,30,0.795918,4,0.5870548232726052
30,30,0.795918,2,0.4997481319788431
100,30,0.795918,2,0.588104273360759
30,30,0.857143,1,0.4984524109366692
100,30,0.857143,1,0.5836911258500546
30,30,0.857143,2,0.49871267455853135
100,30,0.857143,2,0.5836890269498782
30,30,0.857143,0,0.49842582486776926
100,30,0.857143,0,0.5828775921417177
30,30,0.857143,4,0.4981795539137492
100,30,0.857143,4,0.5833918226849131
30,30,0.857143,3,0.49844401533596394
100,30,0.857143,3,0.5844547057341953
30,30,0.918367,1,0.4968628438698122
100,30,0.918367,1,0.5795176727394845
30,30,0.918367,3,0.4963325217585985
100,30,0.918367,3,0.5801175384098732
30,30,0.918367,0,0.4960848515377942
100,30,0.918367,0,0.5812492653849383
30,30,0.918367,2,0.4962485657515462
100,30,0.918367,2,0.5797997649231803
30,30,0.979592,0,0.4940992919710072
100,30,0.979592,0,0.5760612039291412
30,30,0.918367,4,0.4963101334900512
100,30,0.918367,4,0.5792297036352951
30,30,0.979592,1,0.4938026474127557
100,30,0.979592,1,0.5763474939131895
30,30,0.979592,2,0.4947387568913889
100,30,0.979592,2,0.5767315926454538
30,30,0.979592,3,0.4935563764587356
100,30,0.979592,3,0.577202166064982
30,30,1.040816,0,0.4918618643830633
100,30,1.040816,0,0.5737570313155906
30,30,0.979592,4,0.4931953656284107
100,30,0.979592,4,0.5767059860633028
30,30,1.040816,1,0.491737329639269
100,30,1.040816,1,0.5730106624128957
30,30,1.040816,3,0.49141969607925445
100,30,1.040816,3,0.5732553941734531
30,30,1.040816,2,0.4910446925810875
100,30,1.040816,2,0.5725862647972463
30,30,1.040816,4,0.4917359303724848
100,30,1.040816,4,0.5728662580807656
30,30,1.102041,2,0.4890577337475163
100,30,1.102041,2,0.5690915960036941
30,30,1.102041,0,0.48909131615033724
100,30,1.102041,0,0.5705402569053816
30,30,1.102041,1,0.48866174124758627
100,30,1.102041,1,0.5689954663756192
30,30,1.163265,0,0.4849117062659167
100,30,1.163265,0,0.5650575098648308
30,30,1.102041,3,0.48953628298771446
100,30,1.102041,3,0.5680345898749055
30,30,1.163265,1,0.485282511963731
100,30,1.163265,1,0.5632390227520779
30,30,1.102041,4,0.48913329415386336
100,30,1.102041,4,0.5699110066325246
30,30,1.163265,2,0.4860954859653542
100,30,1.163265,2,0.5640790026026362
30,30,1.163265,3,0.48601712702543864
100,30,1.163265,3,0.5653635295105365
30,30,1.163265,4,0.48499846080653736
100,30,1.163265,4,0.5641054487448577
30,30,1.22449,2,0.48242800772395267
100,30,1.22449,2,0.5609944589035345
30,30,1.22449,1,0.483024095374024
100,30,1.22449,1,0.5626551087230292
30,30,1.22449,0,0.4818249237399603
100,30,1.22449,0,0.5608983292754597
30,30,1.285714,2,0.47900680043657123
100,30,1.285714,2,0.5570103265888674
30,30,1.22449,3,0.4816891948618924
100,30,1.22449,3,0.5602128284778776
30,30,1.22449,4,0.48235244731760557
100,30,1.22449,4,0.5616635882797414
30,30,1.285714,1,0.4788332913553298
100,30,1.285714,1,0.5573503484174293
30,30,1.285714,0,0.47940139366971707
100,30,1.285714,0,0.5585257325161616
30,30,1.285714,3,0.47911454397895503
100,30,1.285714,3,0.5565405927294098
30,30,1.285714,4,0.4796546609576582
100,30,1.285714,4,0.5586541852069515
30,30,1.346939,0,0.4751993955167492
100,30,1.346939,0,0.5542057761732851
30,30,1.346939,2,0.47505107323762347
100,30,1.346939,2,0.5546217781882293
30,30,1.346939,1,0.4766112557020121
100,30,1.346939,1,0.5547275627571153
30,30,1.346939,3,0.47540228920045896
100,30,1.346939,3,0.5553160943665519
30,30,1.408163,1,0.4742800772395265
100,30,1.408163,1,0.5521803375031483
30,30,1.408163,0,0.4734838944393138
100,30,1.408163,0,0.5519419024431198
30,30,1.346939,4,0.4757409117622366
100,30,1.346939,4,0.5545302661405423
30,30,1.408163,3,0.47429406990736855
100,30,1.408163,3,0.5517647552682394
30,30,1.408163,2,0.4735748467802871
100,30,1.408163,2,0.5511854588195786
30,30,1.469388,0,0.47060280413063554
100,30,1.469388,0,0.548561833599194
30,30,1.469388,2,0.4705930092631461
100,30,1.469388,2,0.5479094954243976
30,30,1.408163,4,0.47354965997817144
100,30,1.408163,4,0.5495571320627991
30,30,1.469388,1,0.4705552290599726
100,30,1.469388,1,0.5480459239358576
30,30,1.469388,3,0.4703691265776733
100,30,1.469388,3,0.5475018890101587
30,30,1.530612,1,0.4674488567990373
100,30,1.530612,1,0.5422550583494249
30,30,1.469388,4,0.47029496543811045
100,30,1.469388,4,0.5481105700612879
30,30,1.530612,2,0.46789942070355134
100,30,1.530612,2,0.5445478969020233
30,30,1.530612,0,0.4673187249881062
100,30,1.530612,0,0.5446591386113676
30,30,1.530612,4,0.4672515601824644
100,30,1.530612,4,0.5449345143144992
30,30,1.530612,3,0.4675006296700529
100,30,1.530612,3,0.5458815380740492
30,30,1.591837,2,0.4645915540256905
100,30,1.591837,2,0.541093107211821
30,30,1.591837,0,0.46467830856631126
100,30,1.591837,0,0.5422735286709764
30,30,1.591837,3,0.46471468950270056
100,30,1.591837,3,0.5403677273108891
30,30,1.591837,1,0.46483642571292644
100,30,1.591837,1,0.5407278985811435
30,30,1.653061,0,0.4618308006604539
100,30,1.653061,0,0.5375048274704055
30,30,1.591837,4,0.46473008143732686
100,30,1.591837,4,0.5412958609688523
30,30,1.653061,1,0.46086110877899983
100,30,1.653061,1,0.5374078582822601
30,30,1.653061,4,0.4614571964290712
100,30,1.653061,4,0.5378801108219293
30,30,1.653061,2,0.46173565051912796
100,30,1.653061,2,0.535434892116531
30,30,1.653061,3,0.46178742339014356
100,30,1.653061,3,0.5370846276551087
30,30,1.714286,2,0.4588741499454286
100,30,1.714286,2,0.5345777012845269
30,30,1.714286,3,0.4592925307139059
100,30,1.714286,3,0.5357375535219545
30,30,1.714286,0,0.4585859009878823
100,30,1.714286,0,0.5324464780455042
30,30,1.714286,1,0.45963395180925193
100,30,1.714286,1,0.536173285198556
30,30,1.714286,4,0.45869644306383456
100,30,1.714286,4,0.5361573335572161
30,30,1.77551,0,0.4566073377550164
100,30,1.77551,0,0.5306846612375116
30,30,1.77551,1,0.4552906277110794
100,30,1.77551,1,0.5317987574510956
30,30,1.77551,3,0.4557845688859038
100,30,1.77551,3,0.5305045756023844
30,30,1.77551,2,0.4554557411916156
100,30,1.77551,2,0.5282776425153219
30,30,1.77551,4,0.45578177035233536
100,30,1.77551,4,0.5306242129124339
30,30,1.836735,1,0.4531791341337139
100,30,1.836735,1,0.5281995634287633
30,30,1.836735,0,0.45335544174852377
100,30,1.836735,0,0.5259193182772227
30,30,1.836735,3,0.4532728850082557
100,30,1.836735,3,0.5280358492150113
30,30,1.836735,2,0.4533610388156606
100,30,1.836735,2,0.5278897657627403
30,30,1.897959,0,0.4502462709540201
100,30,1.897959,0,0.5250491142641256
30,30,1.836735,4,0.4539739176671424
100,30,1.836735,4,0.5287910334984468
30,30,1.959184,1,0.4475904625975989
100,30,1.959184,1,0.5203139954663756
30,30,1.897959,1,0.44954663756191754
100,30,1.897959,1,0.5238342708420788
30,30,1.959184,0,0.446581591246187
100,30,1.959184,0,0.5205860129292251
30,30,1.897959,4,0.4511068200263062
100,30,1.897959,4,0.5246419276299219
30,30,1.897959,2,0.4498824615901268
100,30,1.897959,2,0.5215997817143817
30,30,1.897959,3,0.4494528866873758
100,30,1.897959,3,0.5237125346318529
30,30,1.959184,2,0.4473190048414631
100,30,1.959184,2,0.5213982872974562
30,30,1.959184,4,0.4473861696471049
100,30,1.959184,4,0.5221517924607506
30,30,1.959184,3,0.4478003526152296
100,30,1.959184,3,0.5200285450423978
30,30,2.020408,0,0.444377746061064
100,30,2.020408,0,0.5162883049282176
30,30,2.020408,3,0.4440209330310917
100,30,2.020408,3,0.517173201242549
30,30,2.020408,1,0.4448185150980886
100,30,2.020408,1,0.5160494500881538
30,30,2.020408,2,0.4454481851509809
100,30,2.020408,2,0.5173663000587692
30,30,2.020408,4,0.44464220748327876
100,30,2.020408,4,0.5150520527243724
30,30,2.081633,0,0.44114404052276607
100,30,2.081633,0,0.5130173788934598
30,30,2.081633,1,0.4407900260263622
100,30,2.081633,1,0.5126118713793972
30,30,2.081633,2,0.44203677273108893
100,30,2.081633,2,0.5132234908907732
30,30,2.081633,4,0.44235020849075085
100,30,2.081633,4,0.5130950381999833
30,30,2.081633,3,0.4413987070774914
100,30,2.081633,3,0.5148299890857191
30,30,2.142857,0,0.43915428315562643
100,30,2.142857,0,0.5070443287717236
30,30,2.142857,1,0.43937256877396247
100,30,2.142857,1,0.508670976408362
30,30,2.142857,2,0.4392228472280525
100,30,2.142857,2,0.5114293510200655
30,30,2.142857,3,0.4391640780231159
100,30,2.142857,3,0.5086050709428259
30,30,2.204082,0,0.4358548120784709
100,30,2.204082,0,0.5049361934346402
30,30,2.142857,4,0.43931799736937843
100,30,2.142857,4,0.5093556376458735
30,30,2.204082,2,0.43738281140682284
100,30,2.204082,2,0.504670892452355
30,30,2.204082,3,0.43696722917191394
100,30,2.204082,3,0.505637226093527
30,30,2.204082,1,0.436776928889262
100,30,2.204082,1,0.5046851649735539
30,30,2.204082,4,0.43708896538213976
100,30,2.204082,4,0.5072365880278734
30,30,2.265306,0,0.4345828785716285
100,30,2.265306,0,0.5008811182940139
30,30,2.265306,1,0.43352503288276945
100,30,2.265306,1,0.5016300058769205
30,30,2.265306,3,0.43334732600117537
100,30,2.265306,3,0.5021362605994459
30,30,2.265306,2,0.43302829317437663
100,30,2.265306,2,0.5006552766350433
30,30,2.326531,0,0.43140094590434613
100,30,2.326531,0,0.4988531609436655
30,30,2.326531,2,0.4307334956482803
100,30,2.326531,2,0.49741037696247165
30,30,2.265306,4,0.43404416085970954
100,30,2.265306,4,0.5010431533876248
30,30,2.387755,0,0.429537122547785
100,30,2.387755,0,0.4950163714213752
30,30,2.326531,1,0.43094198639912684
100,30,2.326531,1,0.4975543615145664
30,30,2.387755,1,0.42862200207091483
100,30,2.387755,1,0.49605910502896483
30,30,2.326531,4,0.4312358324238099
100,30,2.326531,4,0.49896440265300984
30,30,2.326531,3,0.43300450563904513
100,30,2.326531,3,0.49985727478801106
30,30,2.387755,3,0.42869336467690927
100,30,2.387755,3,0.49730375283351524
30,30,2.387755,2,0.4303514958161923
100,30,2.387755,2,0.4956418436739149
30,30,2.387755,4,0.4293090420619595
100,30,2.387755,4,0.4947687012005709
30,30,2.44898,1,0.42673858897937483
100,30,2.44898,1,0.4944404332129964
30,30,2.44898,3,0.4267343911790222
100,30,2.44898,3,0.492404500041978
30,30,2.44898,0,0.42639297008367616
100,30,2.44898,0,0.48932499370329946
30,30,2.44898,4,0.42743122603755634
100,30,2.44898,4,0.49158676853328853
30,30,2.510204,1,0.4245277474603308
100,30,2.510204,1,0.4888678532448997
30,30,2.44898,2,0.4261005233257773
100,30,2.44898,2,0.49432541348333475
30,30,2.510204,0,0.424201718299611
100,30,2.510204,0,0.4880597766770212
30,30,2.510204,3,0.42468446534016174
100,30,2.510204,3,0.4906237931323986
30,30,2.510204,2,0.4241121652254219
100,30,2.510204,2,0.4908987490554949
30,30,2.510204,4,0.42517980578177034
100,30,2.510204,4,0.489144488288137
30,30,2.571429,2,0.42232810007556043
100,30,2.571429,2,0.48622239946268153
30,30,2.632653,0,0.4201466431589847
100,30,2.632653,0,0.48320376122911596
30,30,2.571429,1,0.42095402009347105
100,30,2.571429,1,0.4851078834690622
30,30,2.571429,4,0.4220734335208351
100,30,2.571429,4,0.4860675006296701
30,30,2.571429,3,0.4226485321691434
100,30,2.571429,3,0.4863479136932248
30,30,2.571429,0,0.4216396608177315
100,30,2.571429,0,0.48486441104861056
30,30,2.632653,1,0.41903982313267846
100,30,2.632653,1,0.48051842834354797
30,30,2.632653,2,0.41986818906892787
100,30,2.632653,2,0.48279111745445386
30,30,2.693878,0,0.41859065849494864
100,30,2.693878,0,0.4825396692133322
30,30,2.632653,3,0.42082528754932413
100,30,2.632653,3,0.48327218537486355
30,30,2.632653,4,0.42008787395404806
100,30,2.632653,4,0.48566283267567795
30,30,2.693878,3,0.41762376514706295
100,30,2.693878,3,0.47838132818403156
30,30,2.693878,2,0.4170220804298548
100,30,2.693878,2,0.481274452187054
30,30,2.693878,1,0.4174936333361319
100,30,2.693878,1,0.48017085047435143
30,30,2.693878,4,0.41830660733775504
100,30,2.693878,4,0.48174502560658217
30,30,2.755102,0,0.4147482719055215
100,30,2.755102,0,0.47607841491058683
30,30,2.755102,2,0.4148895978507262
100,30,2.755102,2,0.47626059944589033
30,30,2.755102,1,0.4156228136456497
100,30,2.755102,1,0.47795189320795906
30,30,2.755102,4,0.4155178686368343
100,30,2.755102,4,0.4745974309461842
30,30,2.755102,3,0.4162860661013629
100,30,2.755102,3,0.4756959952984636
30,30,2.816327,1,0.4141955615257605
100,30,2.816327,1,0.4754550415582235
30,30,2.816327,2,0.41361066800996277
100,30,2.816327,2,0.47525606582150953
30,30,2.816327,0,0.41376598662300956
100,30,2.816327,0,0.4740617916211905
30,30,2.816327,3,0.41426552486497076
100,30,2.816327,3,0.4745592309629754
30,30,2.816327,4,0.41500713626059943
100,30,2.816327,4,0.47527033834270843
30,30,2.877551,2,0.41184059552794333
100,30,2.877551,2,0.47221098144572243
30,30,2.877551,1,0.4120798701480424
100,30,2.877551,1,0.4728406514986147
30,30,2.877551,0,0.41076735790445806
100,30,2.877551,0,0.4704407690370246
30,30,2.877551,3,0.41167548204740717
100,30,2.877551,3,0.47350390395432795
30,30,2.877551,4,0.41161671284247053
100,30,2.877551,4,0.4715271597682814
30,30,2.938776,2,0.41043853021016985
100,30,2.938776,2,0.471475107043909
30,30,2.938776,1,0.4102454313939496
100,30,2.938776,1,0.4709461841994795
30,30,2.938776,0,0.4101376878515658
100,30,2.938776,0,0.46796448660901685
30,30,2.938776,3,0.41043573167660147
100,30,2.938776,3,0.46935437830576776
30,100,0.0,0,0.332798813421767
100,100,0.0,0,0.5534149105868524
30,30,2.938776,4,0.4092547505107324
100,30,2.938776,4,0.46964066828981615
30,100,0.0,1,0.33328435899588615
100,100,0.0,1,0.5531588447653429
30,100,0.0,2,0.33350124534743797
100,100,0.0,2,0.5536382335656116
30,30,3.0,0,0.4071936305375983
100,30,3.0,0,0.4665124674670473
30,100,0.0,3,0.3329583298351664
100,100,0.0,3,0.5533053479976492
30,30,3.0,1,0.406502392746201
100,30,3.0,1,0.465709428259592
30,30,3.0,2,0.40864886799317157
100,30,3.0,2,0.469216690454202
30,100,0.0,4,0.3328086082892564
100,100,0.0,4,0.5533498446813869
30,100,0.061224,0,0.3481963451151597
100,100,0.061224,0,0.5672571572496012
30,100,0.061224,2,0.3477765650798981
100,100,0.061224,2,0.5671287045588111
30,100,0.061224,1,0.348737861360647
100,100,0.061224,1,0.5677797833935018
30,100,0.061224,3,0.3486678980214368
100,100,0.061224,3,0.5681122491814289
30,30,3.0,4,0.40910642823160664
100,30,3.0,4,0.46878011921753
30,100,0.061224,4,0.3479024990904766
100,100,0.061224,4,0.5675824867769289
30,30,3.0,3,0.407171242269051
100,30,3.0,3,0.46742297036352953
30,100,0.122449,0,0.36098284498922567
100,100,0.122449,0,0.5774674670472673
30,100,0.122449,2,0.3616628886463493
100,100,0.122449,2,0.5779615481487701
30,100,0.122449,1,0.3612081269414827
100,100,0.122449,1,0.5768810343380069
30,100,0.122449,3,0.36111157753337253
100,100,0.122449,3,0.5777629921920914
30,100,0.183673,1,0.3725743710295805
100,100,0.183673,1,0.5846851649735538
30,100,0.122449,4,0.3611563540704671
100,100,0.122449,4,0.5785677105196877
30,100,0.183673,0,0.37308370413903114
100,100,0.183673,0,0.5850268659222567
30,100,0.183673,3,0.37335796042873537
100,100,0.183673,3,0.5856653513558895
30,100,0.183673,2,0.3726989057733748
100,100,0.183673,2,0.5856111997313408
30,100,0.183673,4,0.37160188061455796
100,100,0.183673,4,0.5855625052472504
30,100,0.244898,1,0.38314443231746564
100,100,0.244898,1,0.5911606917974981
30,100,0.244898,0,0.38341728934038566
100,100,0.244898,0,0.5903341449080681
30,100,0.244898,2,0.383740519967537
100,100,0.244898,2,0.5907098480396272
30,100,0.244898,4,0.3841015307978619
100,100,0.244898,4,0.5917807069095794
30,100,0.244898,3,0.3832591721937705
100,100,0.244898,3,0.5912887247082529
30,100,0.306122,0,0.39392858142333415
100,100,0.306122,0,0.5959936193434641
30,100,0.306122,4,0.39403772423250216
100,100,0.306122,4,0.5960339182268491
30,100,0.306122,2,0.39405031763356
100,100,0.306122,2,0.5964339686004534
30,100,0.306122,1,0.393436039515294
100,100,0.306122,1,0.5956174964318697
30,100,0.306122,3,0.3930386477485797
100,100,0.306122,3,0.5953950130131811
30,100,0.367347,2,0.40403128760529483
100,100,0.367347,2,0.5999626395768617
30,100,0.367347,1,0.40350936109478636
100,100,0.367347,1,0.5998618923683989
30,100,0.367347,4,0.4034645845576918
100,100,0.367347,4,0.6008143732684074
30,100,0.367347,0,0.40312876052948254
100,100,0.367347,0,0.6002867097640836
30,100,0.367347,3,0.40357232810007554
100,100,0.367347,3,0.5999714549576022
30,100,0.428571,0,0.41295021408781796
100,100,0.428571,0,0.6031378557635799
30,100,0.428571,1,0.4146321327624325
100,100,0.428571,1,0.6040336663588279
30,100,0.428571,2,0.413619063610668
100,100,0.428571,2,0.6036747544286793
30,100,0.428571,4,0.4138751294321775
100,100,0.428571,4,0.6037557719754848
30,100,0.489796,0,0.42362382111773433
100,100,0.489796,0,0.6063076148098396
30,100,0.428571,3,0.41351551786863683
100,100,0.428571,3,0.6038880026865923
30,100,0.489796,2,0.4237987294657599
100,100,0.489796,2,0.6065460498698682
30,100,0.489796,3,0.4234573083704139
100,100,0.489796,3,0.6059016875157418
30,100,0.489796,1,0.42418772563176893
100,100,0.489796,1,0.6071971287045588
30,100,0.55102,0,0.4323524473176056
100,100,0.55102,0,0.6081554865250609
30,100,0.55102,1,0.43291775109842445
100,100,0.55102,1,0.6087347829737217
30,100,0.489796,4,0.4235972350488344
100,100,0.489796,4,0.6067269750650659
30,100,0.55102,3,0.43284219069207736
100,100,0.55102,3,0.6074049198220133
30,100,0.612245,0,0.4428917247362382
100,100,0.612245,0,0.6098795231298799
30,100,0.55102,2,0.4332941538633756
100,100,0.55102,2,0.6082616908739821
30,100,0.55102,4,0.43351523801527997
100,100,0.55102,4,0.6079367811266896
30,100,0.612245,1,0.44279237679455963
100,100,0.612245,1,0.6099798505583075
30,100,0.612245,2,0.44188145411804214
100,100,0.612245,2,0.6093283519435816
30,100,0.612245,3,0.44234041362326143
100,100,0.612245,3,0.6096641759717908
30,100,0.612245,4,0.4419402233229788
100,100,0.612245,4,0.6096154814877004
30,100,0.673469,3,0.4504337727031036
100,100,0.673469,3,0.6099177231130888
30,100,0.673469,0,0.4513516917135421
100,100,0.673469,0,0.6103933338930401
30,100,0.673469,1,0.45070662972602354
100,100,0.673469,1,0.6101775669549157
30,100,0.734694,0,0.4594506478605211
100,100,0.734694,0,0.6105146503232306
30,100,0.673469,4,0.45110542075952204
100,100,0.673469,4,0.6104172613550499
30,100,0.673469,2,0.4506058825175608
100,100,0.673469,2,0.6101998152967845
30,100,0.734694,1,0.45977527775445665
100,100,0.734694,1,0.6103257493073629
30,100,0.734694,3,0.4595443987350628
100,100,0.734694,3,0.6104256569557552
30,100,0.734694,2,0.4595639884700417
100,100,0.734694,2,0.609902191251784
30,100,0.734694,4,0.4599767721713822
100,100,0.734694,4,0.6105755184283436
30,100,0.795918,0,0.4673928861276691
100,100,0.795918,0,0.6094971035177567
30,100,0.795918,3,0.467201186578233
100,100,0.795918,3,0.6094055914700697
30,100,0.795918,1,0.4679637869756248
100,100,0.795918,1,0.6099000923516078
30,100,0.795918,2,0.4677441020905046
100,100,0.795918,2,0.6104315338762488
30,100,0.795918,4,0.4667296336719559
100,100,0.795918,4,0.6095999496263957
30,100,0.857143,0,0.4738421067360703
100,100,0.857143,0,0.6089203257493073
30,100,0.857143,1,0.4743948171158313
100,100,0.857143,1,0.6090168751574175
30,100,0.857143,2,0.47365880278733946
100,100,0.857143,2,0.6089446729913526
30,100,0.857143,4,0.4743374471776789
100,100,0.857143,4,0.6091465871883133
30,100,0.857143,3,0.4742548904374108
100,100,0.857143,3,0.6088850642263454
30,100,0.918367,0,0.4798253715053312
100,100,0.918367,0,0.6070413903114767
30,100,0.918367,3,0.4795818990848795
100,100,0.918367,3,0.606987238686928
30,100,0.918367,1,0.4797708001007472
100,100,0.918367,1,0.6074187725631769
30,100,0.918367,2,0.47989533484454144
100,100,0.918367,2,0.6066304256569558
30,100,0.918367,4,0.48027593540984526
100,100,0.918367,4,0.6065238015279993
30,100,0.979592,1,0.48511040214927376
100,100,0.979592,1,0.6056053228108471
30,100,0.979592,2,0.48538046063862533
100,100,0.979592,2,0.6046020485265721
30,100,0.979592,3,0.48548400638065653
100,100,0.979592,3,0.6047384770380321
30,100,0.979592,0,0.48529230683122043
100,100,0.979592,0,0.6048375451263538
30,100,1.040816,0,0.4895222903198724
100,100,1.040816,0,0.6028973218033751
30,100,0.979592,4,0.4856659110626032
100,100,0.979592,4,0.6055981865502477
30,100,1.040816,1,0.48921725016091566
100,100,1.040816,1,0.6024385022248342
30,100,1.040816,4,0.4891864662916632
100,100,1.040816,4,0.6023071110737973
30,100,1.102041,0,0.49211233313743596
100,100,1.102041,0,0.60025690538158
30,100,1.040816,3,0.4896594184647245
100,100,1.040816,3,0.6031386953236504
30,100,1.040816,2,0.4891668765566843
100,100,1.040816,2,0.6027541768113509
30,100,1.102041,3,0.4920367727310889
100,100,1.102041,3,0.5998791033498447
30,100,1.102041,2,0.49229983488651946
100,100,1.102041,2,0.5999857274788011
30,100,1.102041,4,0.4926846332521759
100,100,1.102041,4,0.6001301318109311
30,100,1.102041,1,0.49274340245711246
100,100,1.102041,1,0.599653261690874
30,100,1.163265,0,0.4940279293650127
100,100,1.163265,0,0.5980324909747292
30,100,1.163265,1,0.49461981921473147
100,100,1.163265,1,0.5969729661657291
30,100,1.163265,3,0.4946016287465368
100,100,1.163265,3,0.5981852909075644
30,100,1.163265,2,0.4944071306635323
100,100,1.163265,2,0.5983095457980019
30,100,1.163265,4,0.49461562141437887
100,100,1.163265,4,0.5975925614977752
30,100,1.22449,2,0.49579380404667955
100,100,1.22449,2,0.596118713793972
