rank,p_standard,p_smooth_gamma0.5
1,0.127758722638535,0.05140238588405235
2,0.12231705452266918,0.05029577497802623
3,0.0656242861315545,0.036840056974618916
4,0.057743646002168816,0.0345573234755326
5,0.05435847157344198,0.03352907834304598
6,0.04102074840184039,0.02912659968371364
7,0.04083465387077345,0.029060456786121746
8,0.03932477704316317,0.028518135726215237
9,0.03891224122804651,0.02836815687522857
10,0.037560556567710075,0.02787109339413302
11,0.033825332548706157,0.026448986479837785
12,0.027597036971583208,0.023890169155914527
13,0.022715370949055413,0.021674441413413622
14,0.02114779580612869,0.02091320291471465
15,0.020788019567908267,0.020734547194596185
16,0.01836061871850579,0.01948640179457408
17,0.017085455800731165,0.018797551430839877
18,0.016336475726196092,0.018380917382308723
19,0.015262908761010491,0.017766695174356143
20,0.011602079297625198,0.015490160291240182
21,0.009319737873122041,0.013883208496420312
22,0.008751214936638227,0.013453093866110228
23,0.008629672139190806,0.013359344376305746
24,0.008527244880055603,0.013279825385389226
25,0.008102025101497889,0.012944485378862986
26,0.007210002075581171,0.0122111254226921
27,0.006562931155845935,0.011650294974009115
28,0.006514291137631967,0.011607042622271345
29,0.006029709918461051,0.011166992044981687
30,0.006002473035616423,0.011141742214499952
31,0.005703721338591653,0.010860933306273409
32,0.005259225070865121,0.010429149081986784
33,0.004738799527802682,0.009899702995404895
34,0.004200602584565976,0.00932059837773818
35,0.004007651369198684,0.009104014996565591
36,0.0035496387855381774,0.008568012228541306
37,0.00332237835471376,0.008289198532791253
38,0.003005989346209988,0.007884637216809934
39,0.0028860504056732817,0.007725737591999856
40,0.002668037880826139,0.007428206917924233
41,0.002507548041325983,0.007201328597009946
42,0.0024543586274806857,0.007124542932618464
43,0.002014171106968211,0.0064541072508812825
44,0.0019496293789894805,0.006349858204955676
45,0.001887346158330113,0.006247608079074003
46,0.0017607022450940272,0.0060343563902986435
47,0.0017528976266095084,0.006020967370183919
48,0.001649489819828314,0.005840671987058791
49,0.001640710982004629,0.0058251087758985
50,0.0015097741966398944,0.005587840440306236
51,0.0015079883085620527,0.005584534578254572
52,0.0014670644862402275,0.005508236759202559
53,0.0013395314031603356,0.005263376617769993
54,0.0012850942958394017,0.005155318423081187
55,0.0012554975565197248,0.0050956070876914325
56,0.0012279130746459391,0.005039318511909799
57,0.0012074779716636608,0.004997210057618847
58,0.0011907085586541732,0.004962388192015468
59,0.0011849497289823908,0.0049503734191300485
60,0.0011708764974618533,0.004920888689969401
61,0.0010853282674799579,0.004737710880501943
62,0.0010751622186629722,0.004715470090321134
63,0.0010378505995284563,0.004632926575465081
64,0.0010233659224919492,0.004600483449790575
65,0.001020980657026558,0.004595118909251046
66,0.0010117397261163912,0.004574276351024092
67,0.0008653012917148104,0.004230304926958203
68,0.0008577730046663547,0.004211862494412777
69,0.0008224866866894494,0.004124320772700067
70,0.0008212136174781661,0.0041211276638086995
71,0.0008017306748196409,0.004071948224960886
72,0.0007393256603946975,0.003910262266229613
73,0.0007284802035190229,0.0038814757237216526
74,0.0007249850127214341,0.0038721530200514814
75,0.000703440269440225,0.003814183739610777
76,0.0007005715252362595,0.0038063983621533354
77,0.0006994357025036103,0.0038033114913531424
78,0.000696576293975392,0.0037955292470542123
79,0.0006897656932058689,0.003776928750239443
80,0.0006895397217514807,0.003776310027096331
81,0.0006881831140860962,0.003772593422239179
82,0.0006561284786935665,0.003683684623802029
83,0.0006367966602736046,0.0036290118442159603
84,0.0006007566403708117,0.003524822784219597
85,0.0005921534830800242,0.003499493097178441
86,0.0005903990837980696,0.0034943052003329135
87,0.0005859717631383718,0.003481178891452636
88,0.0005832268966596062,0.0034730158807195354
89,0.0005712237049642059,0.0034370916122792696
90,0.0005687283155325273,0.003429575931864842
