seed,perplexity,standard_no,smooth_gamma0.7_no,standard_auc,smooth_gamma0.7_auc
191664964,5,0.16776598433156434,0.18177912560020215,0.2105773474939722,0.220570508736908
1662057958,5,0.16866312863280264,0.18479909021986354,0.21127141771821106,0.22288682944936478
1405681632,5,0.16664139499620925,0.18262572656052564,0.21069953300985675,0.2217022215373205
942484272,5,0.1652135456153652,0.18423047763457165,0.20968546349561012,0.22091413737100757
929893138,5,0.16750063179176145,0.18186757644680315,0.20997728806312332,0.21932880726022813
1843824993,5,0.16932019206469545,0.18146322971948448,0.21063841726659746,0.22107243489154355
184566854,5,0.16621177659843317,0.18377558756633813,0.20927551040031597,0.2216059440365681
1497586439,5,0.16619914076320444,0.18268890573666918,0.2095457458798605,0.2201184086421247
432652533,5,0.16540308314379581,0.18440737932777357,0.2078858389201925,0.22187930383671978
202244314,5,0.16734900176901693,0.184432650998231,0.21114503348819177,0.22140812403051477
191664964,10,0.1790245135203437,0.20132676269901437,0.21793927778804412,0.21837331332583745
1662057958,10,0.18236037402072278,0.2030578721253475,0.22018494392491847,0.22254555117749633
1405681632,10,0.179921657821582,0.2040687389436442,0.21746546239330336,0.2202770418735979
942484272,10,0.1797952994692949,0.2011877685114986,0.21741517614344882,0.22070701700263032
929893138,10,0.18145059388425575,0.20061915592620672,0.21771866960295405,0.21885504472584907
1843824993,10,0.18091988880465001,0.20255243871619916,0.2185861956264636,0.22099493527157835
184566854,10,0.18028809704321455,0.20269143290371494,0.21985887551360644,0.22087039202328473
1497586439,10,0.17966894111700782,0.20058124842052055,0.21802423004961843,0.2194932608383909
432652533,10,0.18232246651503667,0.20309577963103362,0.21928841543486935,0.22086914781154482
202244314,10,0.18138741470811223,0.20053070507960577,0.22025386198458788,0.21970909920809098
191664964,15,0.18785696234521101,0.20864291129643672,0.22035276322117806,0.20139656943129788
1662057958,15,0.18946171341925702,0.20918625221127118,0.2207208454819053,0.19861974394068155
1405681632,15,0.18689663886782915,0.20942633308061664,0.22040596749486172,0.20033859370975185
942484272,15,0.1882613090725297,0.2079100328531716,0.22060834790927292,0.19926321252815976
929893138,15,0.1887414708112206,0.20956532726813243,0.22152275703374666,0.20018192656673603
1843824993,15,0.1881096790497852,0.20935051806924437,0.21975453257817593,0.19967569888692757
184566854,15,0.18968915845337375,0.21044983573414205,0.2219378338588565,0.20250977082901095
1497586439,15,0.18874147081122064,0.20887035633055345,0.22104278230011143,0.1996903478146166
432652533,15,0.18799595653272683,0.20900935051806924,0.22090135066256839,0.20163792850911952
202244314,15,0.18747788728834977,0.2087566338134951,0.22011739675667286,0.20033169263183906
191664964,20,0.19466767753348496,0.20485216072782414,0.21974902331745014,0.17593395029978165
1662057958,20,0.1953247409653778,0.20654536264847104,0.22028125924128866,0.17832683503443822
1405681632,20,0.19442759666413953,0.2077963103361132,0.22013604108627677,0.1781377382815883
942484272,20,0.19456659085165529,0.20549658832448825,0.21872201732714172,0.17730055080888896
929893138,20,0.1944023249936821,0.20861763962597926,0.22010123680620458,0.1788255225124533
1843824993,20,0.19460449835734142,0.20750568612585296,0.21996208580034285,0.17875793187514852
184566854,20,0.1950593884255749,0.2060525650745514,0.22110354447163097,0.17849739213866636
1497586439,20,0.1909021986353298,0.20779631033611323,0.21753560703955588,0.17899061060249094
432652533,20,0.1939853424311347,0.20895880717715443,0.21847037876526415,0.17801187429562138
202244314,20,0.19459186252211272,0.20740459944402329,0.22107140699044303,0.17903598497852716
191664964,25,0.1982815264088956,0.2017690169320192,0.21677669730284696,0.160859170331531
1662057958,25,0.19919130654536266,0.20212282031842307,0.21695353630339664,0.16112658940860994
1405681632,25,0.19847106393732625,0.19955774576699523,0.21678001433002111,0.159905348369317
942484272,25,0.1974601971190296,0.20112458933535504,0.216877227670706,0.16159236183745887
929893138,25,0.2004675259034622,0.20168056608541823,0.21723398113420256,0.16143187165338355
1843824993,25,0.1988248673237301,0.20197119029567856,0.21646791515880356,0.16149300245921147
184566854,25,0.19848369977255492,0.2016300227445034,0.21650470406416522,0.1615238452276627
1497586439,25,0.19885013899418755,0.20209754864796564,0.21734847206291652,0.1609868341642672
432652533,25,0.19766237048268892,0.1998862774829416,0.21715994383450346,0.1606232816067677
202244314,25,0.19766237048268892,0.201301491028557,0.21694456289402916,0.15975217684669263
191664964,30,0.19996209249431388,0.19522365428354815,0.2075584317924632,0.14723179122136845
1662057958,30,0.20337376800606521,0.19521101844831945,0.21161462520645866,0.14696950925235389
1405681632,30,0.20356330553449584,0.19583017437452613,0.2119142960408404,0.1489445051202657
942484272,30,0.20299469294920394,0.1961587060904726,0.2135830138925616,0.148117662327937
929893138,30,0.20289360626737427,0.19598180439727067,0.2116900868740354,0.14879835523642682
1843824993,30,0.20245135203436945,0.19716957290876927,0.2104352811706935,0.1498963016044212
184566854,30,0.2036896638867829,0.1969421278746525,0.21251372937314336,0.1496094963099251
1497586439,30,0.20005054334091485,0.19658832448824867,0.2103401175801713,0.14919917524265852
432652533,30,0.20154157189790245,0.19742228961334346,0.21021901267270826,0.14904383844215163
202244314,30,0.2007202426080364,0.19608289107910032,0.20980994418139018,0.14853956883560845
191664964,40,0.20430881981298965,0.1866312863280263,0.19355829119762932,0.1322220691338156
1662057958,40,0.20462471569370733,0.18711144806671723,0.19490269668507362,0.13270882993396999
1405681632,40,0.204422542330048,0.1859236795552186,0.19305643809738662,0.13150431858482875
942484272,40,0.20544604498357344,0.18612585291887793,0.19377926971641526,0.13227007061628862
929893138,40,0.2052438716199141,0.18616376042456406,0.1933249053783421,0.13145988977691758
1843824993,40,0.2038033864038413,0.18622693960070763,0.19211644965395014,0.1321279312353916
184566854,40,0.2042582764720748,0.18661865049279758,0.1908250808569308,0.13347781791542526
1497586439,40,0.20394238059135708,0.18737680060652012,0.1929063712652886,0.1331925318406824
432652533,40,0.2036391205458681,0.18674500884508466,0.19123069352642266,0.13317428349917776
202244314,40,0.2057493050290624,0.18631539044730858,0.19368842542188708,0.13254660777380065
191664964,50,0.20361384887541067,0.17709123073035127,0.17545827761636795,0.12234340835999677
1662057958,50,0.20291887793783167,0.178013646702047,0.17620468120330776,0.12234504578988373
1405681632,50,0.20241344452868335,0.1784306292645944,0.17582282896964732,0.1226729451031051
942484272,50,0.20181956027293405,0.17865807429871117,0.1759727770786807,0.12223529932554032
929893138,50,0.20251453121051302,0.176105635582512,0.17556668351065427,0.12122136266193938
