k,rho,gamma,seed,no_at_k
100,30,1.163265,2,0.6161180555555555
30,30,1.163265,1,0.7799537037037036
100,30,1.163265,1,0.6181666666666666
30,30,1.163265,3,0.7821990740740741
100,30,1.163265,3,0.6133333333333333
30,30,1.163265,4,0.7761342592592593
100,30,1.163265,4,0.6182777777777778
30,30,1.22449,1,0.7763888888888889
100,30,1.22449,1,0.6128888888888889
30,30,1.22449,0,0.7736111111111111
100,30,1.22449,0,0.6083680555555555
30,30,1.22449,2,0.7778935185185185
100,30,1.22449,2,0.6123888888888889
30,30,1.285714,0,0.7635879629629629
100,30,1.285714,0,0.6000555555555556
30,30,1.285714,1,0.7649768518518518
100,30,1.285714,1,0.5993125
30,30,1.285714,2,0.7666203703703703
100,30,1.285714,2,0.6013402777777778
30,30,1.22449,3,0.7741898148148149
100,30,1.22449,3,0.6156458333333333
30,30,1.22449,4,0.7742129629629629
100,30,1.22449,4,0.6069652777777778
30,30,1.285714,3,0.7627083333333333
100,30,1.285714,3,0.6061180555555555
30,30,1.285714,4,0.7644444444444445
100,30,1.285714,4,0.602125
30,30,1.346939,0,0.757962962962963
100,30,1.346939,0,0.5985555555555555
30,30,1.346939,4,0.7580092592592592
100,30,1.346939,4,0.5992986111111112
30,30,1.346939,3,0.7551851851851852
100,30,1.346939,3,0.5897569444444445
30,30,1.346939,1,0.7555324074074075
100,30,1.346939,1,0.5928333333333333
30,30,1.346939,2,0.7572453703703703
100,30,1.346939,2,0.5917291666666666
30,30,1.408163,0,0.7493287037037037
100,30,1.408163,0,0.5897708333333334
30,30,1.408163,2,0.7527083333333333
100,30,1.408163,2,0.5945277777777778
30,30,1.408163,1,0.752662037037037
100,30,1.408163,1,0.5895416666666666
30,30,1.408163,3,0.7508564814814814
100,30,1.408163,3,0.5954791666666667
30,30,1.408163,4,0.747337962962963
100,30,1.408163,4,0.5940763888888889
30,30,1.469388,1,0.7462731481481482
100,30,1.469388,1,0.5837708333333333
30,30,1.469388,2,0.7460648148148148
100,30,1.469388,2,0.5871319444444445
30,30,1.469388,4,0.7455092592592593
100,30,1.469388,4,0.5871527777777777
30,30,1.469388,0,0.7443055555555556
100,30,1.469388,0,0.5821666666666667
30,30,1.469388,3,0.7455555555555555
100,30,1.469388,3,0.5943055555555555
30,30,1.530612,0,0.7381944444444445
100,30,1.530612,0,0.5792638888888889
30,30,1.530612,1,0.7390509259259259
100,30,1.530612,1,0.5779027777777778
30,30,1.530612,2,0.739375
100,30,1.530612,2,0.5825763888888889
30,30,1.530612,3,0.7336342592592593
100,30,1.530612,3,0.576625
30,30,1.530612,4,0.7364583333333333
100,30,1.530612,4,0.5759722222222222
30,30,1.591837,1,0.7351388888888889
100,30,1.591837,1,0.5701666666666667
30,30,1.591837,3,0.7363657407407408
100,30,1.591837,3,0.5742361111111111
30,30,1.591837,4,0.7326388888888888
100,30,1.591837,4,0.5713333333333334
30,30,1.591837,0,0.7352546296296296
100,30,1.591837,0,0.5712361111111111
30,30,1.591837,2,0.7362268518518519
100,30,1.591837,2,0.5715972222222222
30,30,1.653061,1,0.7288194444444445
100,30,1.653061,1,0.5649375
30,30,1.653061,2,0.7282175925925926
100,30,1.653061,2,0.5640833333333334
30,30,1.653061,0,0.7321296296296296
100,30,1.653061,0,0.5598680555555555
30,30,1.653061,3,0.7281712962962963
100,30,1.653061,3,0.5494166666666667
30,30,1.653061,4,0.7319212962962963
100,30,1.653061,4,0.5616736111111111
30,30,1.714286,0,0.7254398148148148
100,30,1.714286,0,0.5560763888888889
30,30,1.714286,4,0.72625
100,30,1.714286,4,0.5503958333333333
30,30,1.714286,2,0.724212962962963
100,30,1.714286,2,0.5577361111111111
30,30,1.714286,1,0.7241898148148148
100,30,1.714286,1,0.5697083333333334
30,30,1.714286,3,0.7238888888888889
100,30,1.714286,3,0.562375
30,30,1.77551,1,0.7213657407407408
100,30,1.77551,1,0.5614583333333333
30,30,1.77551,0,0.719212962962963
100,30,1.77551,0,0.5400625
30,30,1.77551,2,0.7188194444444445
100,30,1.77551,2,0.5701319444444445
30,30,1.77551,3,0.7190277777777778
100,30,1.77551,3,0.5623125
30,30,1.77551,4,0.7162731481481481
100,30,1.77551,4,0.5529027777777777
30,30,1.836735,1,0.7129166666666666
100,30,1.836735,1,0.5451458333333333
30,30,1.836735,0,0.7162731481481481
100,30,1.836735,0,0.5470069444444444
30,30,1.897959,0,0.7176388888888889
100,30,1.897959,0,0.5432430555555555
30,30,1.836735,2,0.7193981481481482
100,30,1.836735,2,0.5631597222222222
30,30,1.836735,4,0.7160648148148148
100,30,1.836735,4,0.554625
30,30,1.836735,3,0.7114351851851852
100,30,1.836735,3,0.555125
30,30,1.897959,1,0.7096064814814815
100,30,1.897959,1,0.5443819444444444
30,30,1.897959,2,0.706574074074074
100,30,1.897959,2,0.5413055555555556
30,30,1.897959,3,0.7090740740740741
100,30,1.897959,3,0.5476666666666666
30,30,1.897959,4,0.7087731481481482
100,30,1.897959,4,0.5375625
30,30,1.959184,0,0.7073611111111111
100,30,1.959184,0,0.5352708333333334
30,30,1.959184,1,0.6980092592592593
100,30,1.959184,1,0.5444166666666667
30,30,1.959184,2,0.700162037037037
100,30,1.959184,2,0.5406388888888889
30,30,2.020408,3,0.6966435185185185
100,30,2.020408,3,0.5476527777777778
30,30,1.959184,4,0.7086111111111111
100,30,1.959184,4,0.5393958333333333
30,30,1.959184,3,0.7078703703703704
100,30,1.959184,3,0.5483819444444444
30,30,2.020408,0,0.695949074074074
100,30,2.020408,0,0.5499652777777778
30,30,2.020408,1,0.6969675925925926
100,30,2.020408,1,0.5432777777777777
30,30,2.020408,2,0.7039120370370371
100,30,2.020408,2,0.5383611111111111
30,30,2.020408,4,0.6993287037037037
100,30,2.020408,4,0.5445138888888889
30,30,2.081633,0,0.6927777777777778
100,30,2.081633,0,0.5445138888888889
30,30,2.081633,1,0.6892592592592592
100,30,2.081633,1,0.5434236111111111
30,30,2.081633,3,0.6954166666666667
100,30,2.081633,3,0.5398402777777778
30,30,2.081633,4,0.6961574074074074
100,30,2.081633,4,0.5442916666666666
30,30,2.081633,2,0.6949537037037037
100,30,2.081633,2,0.5514236111111112
30,30,2.142857,0,0.6899537037037037
100,30,2.142857,0,0.5462361111111111
30,30,2.142857,1,0.6886574074074074
100,30,2.142857,1,0.5377569444444444
30,30,2.142857,3,0.6856481481481481
100,30,2.142857,3,0.5450486111111111
30,30,2.142857,2,0.6908333333333333
100,30,2.142857,2,0.5507013888888889
30,30,2.142857,4,0.6873611111111111
100,30,2.142857,4,0.5445486111111111
30,30,2.204082,0,0.6895601851851851
100,30,2.204082,0,0.5333263888888888
30,30,2.204082,1,0.6849768518518519
100,30,2.204082,1,0.5413541666666667
30,30,2.204082,2,0.6860879629629629
100,30,2.204082,2,0.5405902777777778
30,30,2.204082,4,0.6800231481481481
100,30,2.204082,4,0.5331736111111111
30,30,2.265306,2,0.6804629629629629
100,30,2.265306,2,0.5389375
30,30,2.265306,3,0.6749074074074074
100,30,2.265306,3,0.5349166666666667
30,30,2.265306,0,0.6818518518518518
100,30,2.265306,0,0.5414444444444444
30,30,2.265306,1,0.6898148148148148
100,30,2.265306,1,0.5359444444444444
30,30,2.204082,3,0.6819907407407407
100,30,2.204082,3,0.536375
30,30,2.265306,4,0.6785648148148148
100,30,2.265306,4,0.5373680555555556
30,30,2.326531,1,0.6783101851851852
100,30,2.326531,1,0.537125
30,30,2.326531,0,0.6805555555555556
100,30,2.326531,0,0.5302708333333334
30,30,2.326531,3,0.6847916666666667
100,30,2.326531,3,0.5317430555555556
30,30,2.326531,4,0.6777314814814814
100,30,2.326531,4,0.5304791666666666
30,30,2.326531,2,0.6784490740740741
100,30,2.326531,2,0.5262569444444445
30,30,2.387755,1,0.6839120370370371
100,30,2.387755,1,0.5350416666666666
30,30,2.387755,0,0.6734259259259259
100,30,2.387755,0,0.5342916666666667
30,30,2.387755,2,0.6806944444444445
100,30,2.387755,2,0.5381388888888889
30,30,2.387755,3,0.6798611111111111
100,30,2.387755,3,0.5385138888888888
30,30,2.387755,4,0.6754166666666667
100,30,2.387755,4,0.5290416666666666
30,30,2.44898,0,0.6717592592592593
100,30,2.44898,0,0.5243263888888889
30,30,2.44898,2,0.6785648148148148
100,30,2.44898,2,0.5278680555555556
30,30,2.44898,1,0.6722453703703704
100,30,2.44898,1,0.5298958333333333
30,30,2.510204,3,0.6711342592592593
100,30,2.510204,3,0.5306805555555556
30,30,2.44898,3,0.673125
100,30,2.44898,3,0.5332291666666666
30,30,2.44898,4,0.6718518518518518
100,30,2.44898,4,0.5255069444444445
30,30,2.510204,0,0.6710416666666666
100,30,2.510204,0,0.5300902777777777
30,30,2.510204,1,0.6716898148148148
100,30,2.510204,1,0.5281527777777778
30,30,2.510204,2,0.67375
100,30,2.510204,2,0.5283333333333333
30,30,2.510204,4,0.6696296296296296
100,30,2.510204,4,0.5311041666666667
30,30,2.571429,0,0.6674305555555555
100,30,2.571429,0,0.5225972222222223
30,30,2.571429,2,0.6728472222222223
100,30,2.571429,2,0.5297361111111111
30,30,2.571429,1,0.6651851851851852
100,30,2.571429,1,0.5330138888888889
30,30,2.571429,4,0.6675
100,30,2.571429,4,0.5311666666666667
30,30,2.632653,2,0.671875
100,30,2.632653,2,0.5237638888888889
30,30,2.571429,3,0.6687731481481481
100,30,2.571429,3,0.5304166666666666
30,30,2.632653,0,0.6644212962962963
100,30,2.632653,0,0.5279652777777778
30,30,2.632653,1,0.6624074074074074
100,30,2.632653,1,0.5322638888888889
30,30,2.632653,3,0.6670833333333334
100,30,2.632653,3,0.5265486111111111
30,30,2.632653,4,0.669074074074074
100,30,2.632653,4,0.5244652777777777
30,30,2.693878,0,0.6584722222222222
100,30,2.693878,0,0.5255694444444444
30,30,2.693878,1,0.6581018518518519
100,30,2.693878,1,0.5193055555555556
30,30,2.693878,2,0.6634953703703703
100,30,2.693878,2,0.5285069444444445
30,30,2.693878,3,0.6674537037037037
100,30,2.693878,3,0.5226597222222222
30,30,2.755102,1,0.6567592592592593
100,30,2.755102,1,0.5162430555555556
30,30,2.693878,4,0.662337962962963
100,30,2.693878,4,0.5273819444444444
30,30,2.755102,0,0.6582175925925926
100,30,2.755102,0,0.5294305555555555
30,30,2.755102,2,0.665
100,30,2.755102,2,0.5300694444444445
30,30,2.755102,3,0.65875
100,30,2.755102,3,0.5245277777777778
30,30,2.755102,4,0.66125
100,30,2.755102,4,0.5245555555555556
30,30,2.816327,0,0.6654398148148148
100,30,2.816327,0,0.5263333333333333
30,30,2.816327,1,0.6615740740740741
100,30,2.816327,1,0.5182986111111111
30,30,2.816327,2,0.659375
100,30,2.816327,2,0.5187430555555556
30,30,2.816327,3,0.6590277777777778
100,30,2.816327,3,0.5361180555555556
30,30,2.816327,4,0.6578240740740741
100,30,2.816327,4,0.5259930555555555
30,30,2.877551,0,0.6559953703703704
100,30,2.877551,0,0.5257291666666667
30,30,2.877551,1,0.6574768518518519
100,30,2.877551,1,0.5141666666666667
30,30,2.877551,2,0.6647453703703704
100,30,2.877551,2,0.5259583333333333
30,30,2.877551,3,0.6583101851851851
100,30,2.877551,3,0.5229513888888889
30,30,2.877551,4,0.6574537037037037
100,30,2.877551,4,0.5286944444444445
30,30,2.938776,1,0.6557407407407407
100,30,2.938776,1,0.5209861111111111
30,30,2.938776,0,0.6530555555555555
100,30,2.938776,0,0.5256666666666666
30,30,2.938776,2,0.6535648148148148
100,30,2.938776,2,0.5205625
30,30,3.0,2,0.6509722222222222
100,30,3.0,2,0.5168611111111111
30,30,2.938776,3,0.653587962962963
100,30,2.938776,3,0.5233819444444444
30,30,2.938776,4,0.6498148148148148
100,30,2.938776,4,0.5224027777777778
30,30,3.0,1,0.6477546296296296
100,30,3.0,1,0.5125347222222222
30,30,3.0,0,0.651412037037037
100,30,3.0,0,0.5255555555555556
30,30,3.0,3,0.6502083333333334
100,30,3.0,3,0.5222430555555555
30,30,3.0,4,0.6524537037037037
100,30,3.0,4,0.5285416666666667
30,100,0.0,1,0.4756712962962963
100,100,0.0,1,0.6219444444444444
30,100,0.0,0,0.47578703703703706
100,100,0.0,0,0.6221180555555555
30,100,0.0,2,0.4845833333333333
100,100,0.0,2,0.6220902777777778
30,100,0.061224,0,0.5053009259259259
100,100,0.061224,0,0.6465555555555556
30,100,0.0,4,0.47715277777777776
100,100,0.0,4,0.6227013888888889
30,100,0.0,3,0.4771064814814815
100,100,0.0,3,0.6197430555555555
30,100,0.061224,2,0.5100231481481482
100,100,0.061224,2,0.6361805555555555
30,100,0.061224,1,0.5148148148148148
100,100,0.061224,1,0.6444652777777777
30,100,0.061224,3,0.5052314814814814
100,100,0.061224,3,0.6493194444444444
30,100,0.061224,4,0.5033564814814815
100,100,0.061224,4,0.6453472222222222
30,100,0.122449,0,0.5370138888888889
100,100,0.122449,0,0.6454166666666666
30,100,0.122449,1,0.533587962962963
100,100,0.122449,1,0.6652569444444445
30,100,0.122449,2,0.5337962962962963
100,100,0.122449,2,0.6667847222222222
30,100,0.183673,1,0.5719907407407407
100,100,0.183673,1,0.6753125
30,100,0.122449,3,0.5409259259259259
100,100,0.122449,3,0.65475
30,100,0.183673,0,0.5826851851851852
100,100,0.183673,0,0.6763958333333333
30,100,0.183673,2,0.557662037037037
100,100,0.183673,2,0.6659861111111111
30,100,0.122449,4,0.5468287037037037
100,100,0.122449,4,0.6563194444444445
30,100,0.183673,3,0.5675
100,100,0.183673,3,0.6769305555555556
30,100,0.183673,4,0.565300925925926
100,100,0.183673,4,0.6747986111111111
30,100,0.244898,0,0.5863194444444444
100,100,0.244898,0,0.6846666666666666
30,100,0.244898,1,0.6063657407407408
100,100,0.244898,1,0.6885416666666667
30,100,0.244898,2,0.5992361111111111
100,100,0.244898,2,0.6914861111111111
30,100,0.244898,4,0.5997685185185185
100,100,0.244898,4,0.6905833333333333
30,100,0.244898,3,0.5955555555555555
100,100,0.244898,3,0.6827152777777777
30,100,0.306122,1,0.629537037037037
100,100,0.306122,1,0.6948541666666667
30,100,0.306122,2,0.6193981481481482
100,100,0.306122,2,0.6895694444444445
30,100,0.306122,0,0.6341435185185185
100,100,0.306122,0,0.6954305555555556
30,100,0.306122,3,0.6395138888888889
100,100,0.306122,3,0.7064722222222222
30,100,0.306122,4,0.6398148148148148
100,100,0.306122,4,0.6958333333333333
30,100,0.367347,0,0.6581712962962963
100,100,0.367347,0,0.6969236111111111
30,100,0.367347,1,0.643425925925926
100,100,0.367347,1,0.6903541666666667
30,100,0.367347,2,0.6562268518518518
100,100,0.367347,2,0.7048680555555555
30,100,0.367347,3,0.6516898148148148
100,100,0.367347,3,0.7023194444444445
30,100,0.367347,4,0.6566435185185185
100,100,0.367347,4,0.7014027777777778
30,100,0.428571,1,0.6915277777777777
100,100,0.428571,1,0.7078333333333333
30,100,0.428571,0,0.6941666666666667
100,100,0.428571,0,0.7119375
30,100,0.428571,2,0.6814351851851852
100,100,0.428571,2,0.7068194444444444
30,100,0.428571,3,0.6795833333333333
100,100,0.428571,3,0.6964097222222222
30,100,0.428571,4,0.6901388888888889
100,100,0.428571,4,0.7118888888888889
30,100,0.489796,1,0.7119212962962963
100,100,0.489796,1,0.7040069444444444
30,100,0.489796,0,0.7146064814814815
100,100,0.489796,0,0.711625
30,100,0.489796,2,0.7103703703703703
100,100,0.489796,2,0.7155277777777778
30,100,0.489796,4,0.7090740740740741
100,100,0.489796,4,0.7062361111111111
30,100,0.489796,3,0.6940046296296296
100,100,0.489796,3,0.6942013888888889
30,100,0.55102,1,0.7117824074074074
100,100,0.55102,1,0.6836041666666667
30,100,0.55102,2,0.7065972222222222
100,100,0.55102,2,0.6968402777777778
30,100,0.55102,0,0.7184259259259259
100,100,0.55102,0,0.6888611111111111
30,100,0.55102,3,0.7174074074074074
100,100,0.55102,3,0.7055486111111111
30,100,0.55102,4,0.7262268518518519
100,100,0.55102,4,0.7033263888888889
30,100,0.612245,1,0.7461574074074074
100,100,0.612245,1,0.7143333333333334
30,100,0.612245,0,0.7487037037037036
100,100,0.612245,0,0.7121388888888889
30,100,0.612245,3,0.7340509259259259
100,100,0.612245,3,0.6942152777777778
30,100,0.612245,4,0.7540277777777777
100,100,0.612245,4,0.71425
30,100,0.612245,2,0.73
100,100,0.612245,2,0.6916805555555555
30,100,0.673469,0,0.7642129629629629
100,100,0.673469,0,0.7056805555555555
30,100,0.673469,1,0.7520138888888889
100,100,0.673469,1,0.6942569444444444
30,100,0.673469,2,0.7515046296296296
100,100,0.673469,2,0.7027638888888889
30,100,0.673469,3,0.7500925925925926
100,100,0.673469,3,0.6829791666666667
30,100,0.673469,4,0.7505092592592593
100,100,0.673469,4,0.6889375
30,100,0.734694,1,0.763449074074074
100,100,0.734694,1,0.69625
30,100,0.734694,0,0.772824074074074
100,100,0.734694,0,0.6993680555555556
30,100,0.734694,4,0.7652083333333334
100,100,0.734694,4,0.6968125
30,100,0.734694,2,0.7645601851851852
100,100,0.734694,2,0.6889791666666667
30,100,0.734694,3,0.7716666666666666
100,100,0.734694,3,0.7133611111111111
30,100,0.795918,0,0.7803472222222222
100,100,0.795918,0,0.6856319444444444
30,100,0.795918,1,0.7765972222222223
100,100,0.795918,1,0.6968819444444444
30,100,0.795918,2,0.7821296296296296
100,100,0.795918,2,0.6927986111111111
30,100,0.795918,3,0.7821527777777778
100,100,0.795918,3,0.6862638888888889
30,100,0.795918,4,0.783425925925926
100,100,0.795918,4,0.6872152777777778
30,100,0.857143,1,0.7814351851851852
100,100,0.857143,1,0.6986319444444444
30,100,0.857143,4,0.7857407407407407
100,100,0.857143,4,0.6888333333333333
30,100,0.857143,2,0.781412037037037
100,100,0.857143,2,0.6910694444444444
30,100,0.857143,0,0.7834027777777778
100,100,0.857143,0,0.6902083333333333
30,100,0.918367,0,0.7887037037037037
100,100,0.918367,0,0.6783958333333333
30,100,0.857143,3,0.7881481481481482
100,100,0.857143,3,0.6781041666666666
30,100,0.918367,1,0.7898379629629629
100,100,0.918367,1,0.6850555555555555
30,100,0.918367,2,0.7919212962962963
100,100,0.918367,2,0.6755902777777778
30,100,0.918367,3,0.7880555555555555
100,100,0.918367,3,0.6758333333333333
30,100,0.918367,4,0.7921296296296296
100,100,0.918367,4,0.6922916666666666
30,100,0.979592,0,0.7866898148148148
100,100,0.979592,0,0.6688958333333334
30,100,0.979592,1,0.7862037037037037
100,100,0.979592,1,0.6754583333333334
30,100,0.979592,2,0.7899305555555556
100,100,0.979592,2,0.6906805555555555
30,100,1.040816,1,0.7835416666666667
100,100,1.040816,1,0.6680902777777777
30,100,1.040816,0,0.7839814814814815
100,100,1.040816,0,0.6779166666666666
30,100,0.979592,4,0.7782638888888889
100,100,0.979592,4,0.6626736111111111
30,100,0.979592,3,0.7931481481481482
100,100,0.979592,3,0.6842847222222223
30,100,1.040816,3,0.7848611111111111
100,100,1.040816,3,0.6687430555555556
30,100,1.040816,2,0.7952546296296297
100,100,1.040816,2,0.6727777777777778
30,100,1.040816,4,0.7836805555555556
100,100,1.040816,4,0.6658611111111111
30,100,1.102041,1,0.7919212962962963
100,100,1.102041,1,0.6658958333333334
30,100,1.102041,0,0.7852314814814815
100,100,1.102041,0,0.6727291666666667
30,100,1.102041,4,0.7888194444444444
100,100,1.102041,4,0.6674305555555555
30,100,1.163265,0,0.7924537037037037
100,100,1.163265,0,0.6570972222222222
30,100,1.102041,2,0.7956481481481481
100,100,1.102041,2,0.6626875
30,100,1.102041,3,0.7930092592592592
100,100,1.102041,3,0.6643194444444445
30,100,1.163265,1,0.785
100,100,1.163265,1,0.6543194444444445
30,100,1.163265,3,0.7894907407407408
100,100,1.163265,3,0.6536805555555556
30,100,1.163265,2,0.7884953703703703
100,100,1.163265,2,0.6590763888888889
30,100,1.163265,4,0.7909259259259259
100,100,1.163265,4,0.6530277777777778
30,100,1.22449,1,0.7888657407407408
100,100,1.22449,1,0.6619513888888889
30,100,1.22449,2,0.7894444444444444
100,100,1.22449,2,0.6479930555555555
30,100,1.22449,0,0.787337962962963
100,100,1.22449,0,0.6455416666666667
30,100,1.22449,3,0.7872916666666666
100,100,1.22449,3,0.65575
30,100,1.285714,0,0.7910879629629629
100,100,1.285714,0,0.6369166666666667
