k,rho,gamma,seed,no_at_k
30,100,1.22449,4,0.7882870370370371
100,100,1.22449,4,0.6600208333333333
30,100,1.285714,1,0.7902314814814815
100,100,1.285714,1,0.6368055555555555
30,100,1.285714,2,0.7890277777777778
100,100,1.285714,2,0.6549513888888889
30,100,1.285714,3,0.7921990740740741
100,100,1.285714,3,0.642125
30,100,1.285714,4,0.7882638888888889
100,100,1.285714,4,0.6496111111111111
30,100,1.346939,0,0.7905092592592593
100,100,1.346939,0,0.6297013888888889
30,100,1.346939,1,0.7871296296296296
100,100,1.346939,1,0.6365
30,100,1.346939,3,0.7833333333333333
100,100,1.346939,3,0.6277430555555555
30,100,1.346939,2,0.7865740740740741
100,100,1.346939,2,0.6407986111111111
30,100,1.408163,1,0.7823842592592593
100,100,1.408163,1,0.6253125
30,100,1.408163,0,0.778287037037037
100,100,1.408163,0,0.6271875
30,100,1.346939,4,0.7883796296296296
100,100,1.346939,4,0.6336041666666666
30,100,1.408163,2,0.7796990740740741
100,100,1.408163,2,0.6275972222222223
30,100,1.408163,3,0.7836111111111111
100,100,1.408163,3,0.6296458333333333
30,100,1.408163,4,0.7869212962962963
100,100,1.408163,4,0.6228611111111111
30,100,1.469388,0,0.7749305555555556
100,100,1.469388,0,0.6284722222222222
30,100,1.469388,2,0.7789814814814815
100,100,1.469388,2,0.6197430555555555
30,100,1.469388,3,0.7742592592592593
100,100,1.469388,3,0.6250416666666667
30,100,1.469388,1,0.7807407407407407
100,100,1.469388,1,0.6332708333333333
30,100,1.530612,0,0.7759259259259259
100,100,1.530612,0,0.6259513888888889
30,100,1.469388,4,0.7808333333333334
100,100,1.469388,4,0.6210902777777778
30,100,1.530612,1,0.7760185185185186
100,100,1.530612,1,0.6320069444444445
30,100,1.530612,3,0.768587962962963
100,100,1.530612,3,0.6282847222222222
30,100,1.530612,2,0.7795833333333333
100,100,1.530612,2,0.6286041666666666
30,100,1.530612,4,0.7752777777777777
100,100,1.530612,4,0.6279375
30,100,1.591837,1,0.7741666666666667
100,100,1.591837,1,0.6271944444444445
30,100,1.591837,0,0.7740046296296297
100,100,1.591837,0,0.6223819444444444
30,100,1.591837,2,0.7721527777777778
100,100,1.591837,2,0.6227361111111112
30,100,1.591837,4,0.7704861111111111
100,100,1.591837,4,0.6213541666666667
30,100,1.591837,3,0.771875
100,100,1.591837,3,0.6252986111111111
30,100,1.653061,0,0.7746527777777777
100,100,1.653061,0,0.6192083333333334
30,100,1.653061,1,0.7717361111111111
100,100,1.653061,1,0.6129861111111111
30,100,1.653061,2,0.7722222222222223
100,100,1.653061,2,0.6102777777777778
30,100,1.653061,3,0.7675694444444444
100,100,1.653061,3,0.6095208333333333
30,100,1.653061,4,0.7702083333333334
100,100,1.653061,4,0.6118819444444444
30,100,1.714286,0,0.7704861111111111
100,100,1.714286,0,0.6034097222222222
30,100,1.714286,1,0.7689814814814815
100,100,1.714286,1,0.6056458333333333
30,100,1.714286,3,0.7668287037037037
100,100,1.714286,3,0.6075833333333334
30,100,1.714286,4,0.7707407407407407
100,100,1.714286,4,0.6056805555555556
30,100,1.77551,0,0.7593055555555556
100,100,1.77551,0,0.6173958333333334
30,100,1.714286,2,0.7697222222222222
100,100,1.714286,2,0.6051041666666667
30,100,1.77551,1,0.7644907407407407
100,100,1.77551,1,0.61
30,100,1.77551,2,0.7625694444444444
100,100,1.77551,2,0.6064444444444445
30,100,1.77551,3,0.7574074074074074
100,100,1.77551,3,0.6121597222222223
30,100,1.836735,1,0.7567824074074074
100,100,1.836735,1,0.5906597222222222
30,100,1.836735,0,0.7606944444444445
100,100,1.836735,0,0.6017847222222222
30,100,1.77551,4,0.7607407407407407
100,100,1.77551,4,0.6147430555555555
30,100,1.836735,4,0.7558796296296296
100,100,1.836735,4,0.6066875
30,100,1.836735,2,0.7597453703703704
100,100,1.836735,2,0.6065694444444445
30,100,1.836735,3,0.7567824074074074
100,100,1.836735,3,0.6147777777777778
30,100,1.897959,1,0.75375
100,100,1.897959,1,0.6013402777777778
30,100,1.897959,0,0.7558333333333334
100,100,1.897959,0,0.5986041666666667
30,100,1.897959,2,0.7590972222222222
100,100,1.897959,2,0.6106736111111111
30,100,1.897959,3,0.7575231481481481
100,100,1.897959,3,0.6074444444444445
30,100,1.897959,4,0.7562731481481482
100,100,1.897959,4,0.6035694444444445
30,100,1.959184,1,0.7576388888888889
100,100,1.959184,1,0.5945763888888889
30,100,1.959184,0,0.7567361111111112
100,100,1.959184,0,0.5980902777777778
30,100,1.959184,2,0.7557870370370371
100,100,1.959184,2,0.5940069444444445
30,100,2.020408,0,0.7523611111111111
100,100,2.020408,0,0.5961944444444445
30,100,1.959184,3,0.756712962962963
100,100,1.959184,3,0.6004722222222222
30,100,2.020408,1,0.752175925925926
100,100,2.020408,1,0.5889027777777778
30,100,1.959184,4,0.7572453703703703
100,100,1.959184,4,0.5948333333333333
30,100,2.020408,2,0.7532407407407408
100,100,2.020408,2,0.5871597222222222
30,100,2.020408,3,0.7540972222222222
100,100,2.020408,3,0.5784097222222222
30,100,2.020408,4,0.7526157407407408
100,100,2.020408,4,0.5862916666666667
30,100,2.081633,0,0.7508796296296296
100,100,2.081633,0,0.5797569444444445
30,100,2.081633,1,0.7509259259259259
100,100,2.081633,1,0.5807083333333334
30,100,2.081633,2,0.7496527777777777
100,100,2.081633,2,0.5788125
30,100,2.081633,3,0.749837962962963
100,100,2.081633,3,0.5805416666666666
30,100,2.142857,0,0.7472685185185185
100,100,2.142857,0,0.5818958333333333
30,100,2.142857,1,0.7483564814814815
100,100,2.142857,1,0.5805069444444444
30,100,2.081633,4,0.751875
100,100,2.081633,4,0.5832291666666667
30,100,2.142857,2,0.7506712962962963
100,100,2.142857,2,0.5875763888888889
30,100,2.142857,3,0.7475462962962963
100,100,2.142857,3,0.5882916666666667
30,100,2.204082,0,0.7480787037037037
100,100,2.204082,0,0.5862430555555556
30,100,2.142857,4,0.74875
100,100,2.142857,4,0.5783819444444445
30,100,2.204082,3,0.7458564814814815
100,100,2.204082,3,0.5801805555555556
30,100,2.204082,1,0.7456944444444444
100,100,2.204082,1,0.5804444444444444
30,100,2.204082,2,0.7455092592592593
100,100,2.204082,2,0.5789791666666667
30,100,2.204082,4,0.7448611111111111
100,100,2.204082,4,0.5843194444444444
30,100,2.265306,0,0.7458796296296296
100,100,2.265306,0,0.5768541666666667
30,100,2.265306,1,0.7466898148148148
100,100,2.265306,1,0.5834305555555556
30,100,2.265306,2,0.7413425925925926
100,100,2.265306,2,0.5833541666666666
30,100,2.265306,3,0.7418981481481481
100,100,2.265306,3,0.5789513888888889
30,100,2.265306,4,0.7448611111111111
100,100,2.265306,4,0.5793055555555555
30,100,2.326531,0,0.7444907407407407
100,100,2.326531,0,0.5766597222222222
30,100,2.326531,2,0.7459490740740741
100,100,2.326531,2,0.5778333333333333
30,100,2.326531,1,0.7407175925925926
100,100,2.326531,1,0.5777430555555556
30,100,2.326531,3,0.742175925925926
100,100,2.326531,3,0.5671041666666666
30,100,2.326531,4,0.7400231481481482
100,100,2.326531,4,0.5839444444444445
30,100,2.387755,1,0.7420138888888889
100,100,2.387755,1,0.5832291666666667
30,100,2.387755,0,0.7377083333333333
100,100,2.387755,0,0.5814236111111111
30,100,2.387755,2,0.739537037037037
100,100,2.387755,2,0.5746666666666667
30,100,2.387755,3,0.7403472222222223
100,100,2.387755,3,0.5743333333333334
30,100,2.387755,4,0.7430555555555556
100,100,2.387755,4,0.5772361111111111
30,100,2.44898,1,0.7403703703703703
100,100,2.44898,1,0.5837430555555555
30,100,2.44898,2,0.7334722222222222
100,100,2.44898,2,0.5829236111111111
30,100,2.44898,0,0.7353009259259259
100,100,2.44898,0,0.5740416666666667
30,100,2.44898,3,0.7381481481481481
100,100,2.44898,3,0.5744305555555556
30,100,2.44898,4,0.7366898148148148
100,100,2.44898,4,0.5731180555555555
30,100,2.510204,0,0.7326157407407408
100,100,2.510204,0,0.5791944444444445
30,100,2.510204,1,0.732175925925926
100,100,2.510204,1,0.5745555555555556
30,100,2.510204,2,0.7303935185185185
100,100,2.510204,2,0.5766805555555555
30,100,2.510204,3,0.7325231481481481
100,100,2.510204,3,0.5738819444444444
30,100,2.510204,4,0.73125
100,100,2.510204,4,0.5782986111111111
30,100,2.571429,0,0.7340046296296296
100,100,2.571429,0,0.5681666666666667
30,100,2.571429,2,0.7346296296296296
100,100,2.571429,2,0.5710833333333334
30,100,2.571429,1,0.7339351851851852
100,100,2.571429,1,0.5633888888888889
30,100,2.571429,3,0.7323842592592592
100,100,2.571429,3,0.5709791666666667
30,100,2.571429,4,0.7289351851851852
100,100,2.571429,4,0.5724375
30,100,2.632653,0,0.7268287037037037
100,100,2.632653,0,0.5760694444444444
30,100,2.632653,1,0.7325231481481481
100,100,2.632653,1,0.5688055555555556
30,100,2.632653,2,0.7318518518518519
100,100,2.632653,2,0.5651180555555556
30,100,2.632653,3,0.7304166666666667
100,100,2.632653,3,0.5653680555555556
30,100,2.632653,4,0.7301388888888889
100,100,2.632653,4,0.5767291666666666
30,100,2.693878,1,0.7279861111111111
100,100,2.693878,1,0.5698472222222222
30,100,2.693878,0,0.7285648148148148
100,100,2.693878,0,0.5591319444444445
30,100,2.693878,2,0.7312962962962963
100,100,2.693878,2,0.5668333333333333
30,100,2.693878,3,0.725625
100,100,2.693878,3,0.5637361111111111
30,100,2.693878,4,0.7333796296296297
100,100,2.693878,4,0.5501944444444444
30,100,2.755102,0,0.7304166666666667
100,100,2.755102,0,0.5675277777777777
30,100,2.755102,1,0.7289351851851852
100,100,2.755102,1,0.5595694444444445
30,100,2.755102,2,0.7286342592592593
100,100,2.755102,2,0.5596388888888889
30,100,2.755102,4,0.7269212962962963
100,100,2.755102,4,0.5685208333333334
30,100,2.755102,3,0.7256944444444444
100,100,2.755102,3,0.5616736111111111
30,100,2.816327,1,0.7278935185185185
100,100,2.816327,1,0.5564027777777778
30,100,2.816327,0,0.7252083333333333
100,100,2.816327,0,0.5620694444444444
30,100,2.816327,2,0.7271296296296297
100,100,2.816327,2,0.5612847222222223
30,100,2.816327,4,0.7247685185185185
100,100,2.816327,4,0.5627847222222222
30,100,2.816327,3,0.7253240740740741
100,100,2.816327,3,0.5624236111111112
30,100,2.877551,1,0.7208333333333333
100,100,2.877551,1,0.5638333333333333
30,100,2.877551,0,0.721574074074074
100,100,2.877551,0,0.5645
30,100,2.877551,2,0.7209722222222222
100,100,2.877551,2,0.5625416666666667
30,100,2.877551,3,0.7233796296296297
100,100,2.877551,3,0.5562291666666667
30,100,2.877551,4,0.7231018518518518
100,100,2.877551,4,0.5583680555555556
30,100,2.938776,0,0.7222685185185185
100,100,2.938776,0,0.5582986111111111
30,100,2.938776,2,0.7168518518518519
100,100,2.938776,2,0.5608541666666667
30,100,2.938776,3,0.7214814814814815
100,100,2.938776,3,0.5600902777777778
30,100,2.938776,1,0.721712962962963
100,100,2.938776,1,0.5583402777777777
30,100,2.938776,4,0.7167129629629629
100,100,2.938776,4,0.5631944444444444
30,100,3.0,0,0.7181018518518518
100,100,3.0,0,0.5567222222222222
30,100,3.0,1,0.7174537037037036
100,100,3.0,1,0.5622569444444444
30,100,3.0,2,0.7229861111111111
100,100,3.0,2,0.5600833333333334
30,100,3.0,4,0.7195370370370371
100,100,3.0,4,0.5639722222222222
30,100,3.0,3,0.718587962962963
100,100,3.0,3,0.5666041666666667
