seed,k,gamma_0.00,gamma_0.30,gamma_0.50,gamma_0.70,gamma_0.90,gamma_1.00,gamma_1.20,gamma_1.50,gamma_2.00
191664964,1,0.05650239274620099,0.09365292586684577,0.1434388380488624,0.2269330870623793,0.32281084711611113,0.3593317101838637,0.42884728402317185,0.498069011837797,0.5529762404500042
191664964,2,0.09474435395852573,0.14553773822517002,0.20693056838216775,0.2933003106372261,0.38011082192930906,0.4148476198472001,0.46494836705566284,0.5099907648392242,0.536373940055411
191664964,3,0.1244228024515154,0.18238043265328965,0.2485097808748216,0.33226989057733747,0.4056894187445778,0.43371673243220554,0.47232250300842354,0.5035541376318808,0.5156717879830968
191664964,4,0.15094240617916213,0.21181051129208295,0.27765300982285285,0.35646671144320374,0.4214276718999244,0.4440118377969944,0.47269330870623794,0.49343044244815715,0.4973029132734447
191664964,5,0.17180757283183612,0.23592477541768117,0.3002854504239779,0.3726135504995383,0.4293090420619595,0.44851817647552694,0.4712786499874066,0.48435060028545046,0.48155486525060875
191664964,6,0.1909439453726247,0.2569403632496572,0.3198024235300702,0.38763188089441136,0.4361934346402485,0.45235496599781716,0.4693560574259088,0.47751378277782436,0.4694050317633561
191664964,7,0.20829485349676766,0.2748779639468918,0.33537426388572383,0.3979154922820442,0.4416205908104153,0.4549096273552658,0.46855247850126525,0.4724204516833179,0.4610324190124375
191664964,8,0.22539564268323398,0.2919570145243892,0.3496400386197632,0.40809440852993034,0.4459900512131643,0.45796952396944,0.4685637226093527,0.468852321383595,0.4553616405003778
191664964,9,0.2408091493390797,0.3074655547159955,0.3622981557663784,0.41655239321262316,0.44942116997360043,0.4586983087528801,0.46709857368072455,0.46511627906976744,0.45004151158126476
191664964,10,0.2545000419780036,0.32107295777012845,0.37421291243388466,0.42354126437746614,0.4525270758122743,0.46057425908823774,0.4661993115607421,0.46247586264797247,0.4461422214759466
191664964,11,0.26737698536875765,0.3330076857908274,0.3849535570633714,0.4302821685073384,0.45595744193678867,0.4628342021508002,0.4662687660756672,0.4609909861777883,0.4431388861327573
191664964,12,0.2797484118321999,0.3449822293118406,0.3946596983180813,0.43621792180897206,0.45886855287829176,0.46461254302745364,0.46638611367643357,0.45962415694176256,0.44115383539025554
191664964,13,0.29120141046091846,0.35656116195113763,0.40313737140200073,0.44203806436196663,0.46135763321557965,0.4659396937543189,0.4667663375160646,0.45891967993386856,0.43931595228715536
191664964,14,0.3025114839823932,0.36621910119097595,0.4108986890869185,0.44741655372584765,0.4639079122539789,0.46719419024431197,0.46705926094726363,0.45829785192559097,0.43861316670064887
