seed,perplexity,standard_no,smooth_gamma0.7_no,standard_auc,smooth_gamma0.7_auc
191664964,5,0.6411574074074073,0.6798842592592592,0.7324910594329129,0.7636833801444178
1662057958,5,0.6487962962962963,0.6787499999999999,0.7343405410000131,0.7628207240850341
1405681632,5,0.6401388888888888,0.6767592592592593,0.7304846746068164,0.7627813397680787
942484272,5,0.6425231481481481,0.6849074074074073,0.7310822294698104,0.7638206492062182
929893138,5,0.6398842592592593,0.6814351851851852,0.7295481898655941,0.7654932156874261
1843824993,5,0.6246296296296296,0.6829166666666666,0.7248468426646808,0.7652368767870765
184566854,5,0.6321990740740742,0.6803703703703704,0.7279114470436969,0.7663649381620617
1497586439,5,0.6387037037037037,0.6872916666666667,0.7301158963700731,0.7664313454495179
432652533,5,0.637800925925926,0.6836342592592592,0.7304387334598238,0.7650201202767186
202244314,5,0.6412268518518519,0.6841898148148148,0.734050674669809,0.7655491409125765
191664964,10,0.7175694444444444,0.7647222222222223,0.7875005749661009,0.8094485702384404
1662057958,10,0.7175231481481481,0.7677314814814815,0.7864181171315103,0.8091947670940272
1405681632,10,0.7141666666666666,0.7603009259259259,0.785467580936018,0.8076011886072606
942484272,10,0.7139583333333333,0.7668287037037037,0.7833500539659288,0.8120299296937977
929893138,10,0.7138888888888889,0.7639351851851851,0.7852147189722737,0.8084809520180454
1843824993,10,0.7106712962962963,0.7647453703703704,0.7838299402318073,0.8109975093180081
184566854,10,0.7183796296296296,0.762013888888889,0.7857068695968482,0.8086143352444262
1497586439,10,0.7129398148148147,0.7647685185185185,0.7852874022867736,0.8092847931401944
432652533,10,0.713449074074074,0.7652777777777777,0.7847526377725541,0.8103760150722816
202244314,10,0.717199074074074,0.7602777777777779,0.7861368472836819,0.8081521954480146
191664964,15,0.7504861111111112,0.7975000000000001,0.8064205249706562,0.8194266273774489
1662057958,15,0.750462962962963,0.798287037037037,0.8051014492079888,0.8199463882344539
1405681632,15,0.7490972222222223,0.7939120370370372,0.8054066016978024,0.8162843907634024
942484272,15,0.7486805555555557,0.7978935185185185,0.8060470970700084,0.8189987875434986
929893138,15,0.7493055555555556,0.7967824074074075,0.8059869454148356,0.8190523152599252
1843824993,15,0.7517824074074073,0.7971990740740741,0.8066963564678878,0.8191734746996264
184566854,15,0.7494212962962964,0.7972685185185187,0.80616091100361,0.8202067290965843
1497586439,15,0.7537268518518517,0.7963425925925928,0.8063375022254935,0.8188403168723342
432652533,15,0.7469212962962962,0.7970138888888888,0.8036983300778023,0.8185735266696414
202244314,15,0.7499305555555557,0.7957638888888889,0.8046450699162281,0.8176937903535713
191664964,20,0.7749537037037038,0.8101157407407407,0.8154734569332582,0.8199796373452647
1662057958,20,0.7721064814814815,0.8097916666666668,0.8127229754684688,0.8165053849688142
1405681632,20,0.7727083333333333,0.809976851851852,0.8151257130801334,0.8175310764966125
942484272,20,0.7721527777777778,0.8094444444444444,0.814154551603666,0.8181755990711537
929893138,20,0.7762731481481481,0.809212962962963,0.8149244485931095,0.8177611774248164
1843824993,20,0.7743287037037037,0.8102546296296296,0.8143102839657623,0.8198731835113475
184566854,20,0.7706481481481482,0.8109490740740742,0.8127592455117781,0.8206431554541369
1497586439,20,0.7702083333333333,0.8106944444444445,0.813127815029559,0.820910491212265
432652533,20,0.7718981481481482,0.8094212962962964,0.8150523266901238,0.817655757719476
202244314,20,0.7722222222222223,0.8081944444444444,0.813934781938744,0.8183227511648582
191664964,25,0.7889351851851851,0.8147916666666668,0.818989699941538,0.8133073478232347
1662057958,25,0.7872453703703705,0.8159259259259259,0.8150966678768238,0.8138804954990047
1405681632,25,0.7911574074074076,0.8163425925925926,0.8185869718579764,0.8143455004016903
942484272,25,0.7874537037037037,0.8158333333333334,0.8174781141790338,0.8128412777226022
929893138,25,0.7906712962962963,0.8138194444444445,0.8192948867608745,0.8126601639061729
1843824993,25,0.7908101851851853,0.8172222222222223,0.8181943200191186,0.8138459433234168
184566854,25,0.7880092592592592,0.8085416666666668,0.8177193073521275,0.8110839521692923
1497586439,25,0.7934722222222224,0.8050462962962963,0.8202901381624308,0.8093589118811608
432652533,25,0.7909953703703704,0.817152777777778,0.8193507610676215,0.8129051074072431
202244314,25,0.7869907407407407,0.8166203703703704,0.816424436921357,0.8155880050463519
191664964,30,0.8029861111111113,0.813726851851852,0.8186892430457005,0.8075499629845307
1662057958,30,0.7988194444444445,0.8126157407407408,0.8171354838757934,0.8090359058644111
1405681632,30,0.7972222222222223,0.810787037037037,0.8176193256284239,0.8041752996134675
942484272,30,0.7980092592592594,0.8115046296296295,0.8172061848114718,0.8062104112093957
929893138,30,0.797638888888889,0.8153240740740741,0.8177522038802892,0.8086792545755951
1843824993,30,0.7959722222222223,0.814027777777778,0.8173955088315321,0.8098002851241275
184566854,30,0.7950231481481482,0.8056712962962963,0.8155890262469698,0.7993883348878996
1497586439,30,0.7991666666666668,0.8136111111111112,0.8187607608185424,0.806200857703497
432652533,30,0.7981712962962964,0.8107175925925927,0.8161302101347976,0.807001053407934
202244314,30,0.8020833333333334,0.8092129629629631,0.8205403189107439,0.8070429314013768
191664964,40,0.8109953703703705,0.8105555555555557,0.8151321084022009,0.7973300201183456
1662057958,40,0.801412037037037,0.8046296296296297,0.8097722449193542,0.793123851179147
1405681632,40,0.8097453703703703,0.8087962962962963,0.8151613950598399,0.7990321988105521
