k,rho,gamma,seed,no_at_k
100,30,0.734694,3,0.8388625
30,30,0.734694,2,0.8254375
100,30,0.734694,2,0.83676625
30,30,0.795918,1,0.8203333333333334
100,30,0.795918,1,0.83028125
30,30,0.795918,0,0.82155
100,30,0.795918,0,0.830785
30,30,0.795918,2,0.821475
100,30,0.795918,2,0.8303975
30,30,0.795918,3,0.8216041666666667
100,30,0.795918,3,0.83072375
30,30,0.795918,4,0.8212458333333333
100,30,0.795918,4,0.83066125
30,30,0.857143,0,0.8162041666666666
100,30,0.857143,0,0.824975
30,30,0.857143,1,0.8161666666666667
100,30,0.857143,1,0.8250575
30,30,0.857143,2,0.816375
100,30,0.857143,2,0.824525
30,30,0.857143,3,0.8162
100,30,0.857143,3,0.82454625
30,30,0.857143,4,0.8160375
100,30,0.857143,4,0.8248325
30,30,0.918367,0,0.8077166666666666
100,30,0.918367,0,0.8145275
30,30,0.918367,3,0.8104291666666666
100,30,0.918367,3,0.81805375
30,30,0.918367,1,0.8111375
100,30,0.918367,1,0.81842
30,30,0.918367,4,0.8112208333333333
100,30,0.918367,4,0.81830875
30,30,0.918367,2,0.8105875
100,30,0.918367,2,0.81721875
30,30,0.979592,0,0.8039541666666666
100,30,0.979592,0,0.8071225
30,30,0.979592,2,0.8070083333333333
100,30,0.979592,2,0.80949125
30,30,0.979592,1,0.8036375
100,30,0.979592,1,0.80580375
30,30,0.979592,3,0.8039625
100,30,0.979592,3,0.80728125
30,30,1.040816,2,0.8001791666666667
100,30,1.040816,2,0.8018275
30,30,1.040816,1,0.8010208333333333
100,30,1.040816,1,0.801185
30,30,0.979592,4,0.8047666666666666
100,30,0.979592,4,0.80729125
30,30,1.040816,0,0.8005166666666667
100,30,1.040816,0,0.80086375
30,30,1.040816,3,0.8004833333333333
100,30,1.040816,3,0.8005625
30,30,1.040816,4,0.7994958333333333
100,30,1.040816,4,0.79981125
30,30,1.102041,0,0.7977916666666667
100,30,1.102041,0,0.79885125
30,30,1.102041,2,0.7976416666666667
100,30,1.102041,2,0.797965
30,30,1.102041,3,0.7989458333333334
100,30,1.102041,3,0.79804625
30,30,1.102041,1,0.797325
100,30,1.102041,1,0.79761875
30,30,1.163265,0,0.7955958333333333
100,30,1.163265,0,0.79465625
30,30,1.163265,1,0.793875
100,30,1.163265,1,0.79036
30,30,1.163265,2,0.7954166666666667
100,30,1.163265,2,0.79494125
30,30,1.102041,4,0.7982166666666667
100,30,1.102041,4,0.79964875
30,30,1.163265,4,0.7933208333333334
100,30,1.163265,4,0.7941525
30,30,1.163265,3,0.7928166666666666
100,30,1.163265,3,0.78951875
30,30,1.22449,0,0.7896916666666667
100,30,1.22449,0,0.78989
30,30,1.22449,2,0.7901333333333334
100,30,1.22449,2,0.7886575
30,30,1.22449,1,0.7905083333333334
100,30,1.22449,1,0.7905125
30,30,1.22449,3,0.7897208333333333
100,30,1.22449,3,0.78924125
30,30,1.22449,4,0.7902541666666667
100,30,1.22449,4,0.78987375
30,30,1.285714,1,0.7861
100,30,1.285714,1,0.7844775
30,30,1.285714,0,0.7854833333333333
100,30,1.285714,0,0.7829325
30,30,1.285714,2,0.7871875
100,30,1.285714,2,0.7849675
30,30,1.285714,3,0.7870291666666667
100,30,1.285714,3,0.786575
30,30,1.285714,4,0.7856083333333334
100,30,1.285714,4,0.78304
30,30,1.346939,0,0.7851458333333333
100,30,1.346939,0,0.78373375
30,30,1.346939,1,0.7859708333333333
100,30,1.346939,1,0.78213875
30,30,1.346939,3,0.7838833333333334
100,30,1.346939,3,0.78070125
30,30,1.346939,2,0.784
100,30,1.346939,2,0.783885
30,30,1.346939,4,0.7856666666666666
100,30,1.346939,4,0.78236375
30,30,1.408163,2,0.783025
100,30,1.408163,2,0.77702125
30,30,1.408163,0,0.7820375
100,30,1.408163,0,0.77329
30,30,1.408163,1,0.7829333333333334
100,30,1.408163,1,0.7789275
30,30,1.408163,3,0.7819708333333333
100,30,1.408163,3,0.774905
30,30,1.408163,4,0.7823333333333333
100,30,1.408163,4,0.7749575
30,30,1.469388,1,0.7807333333333333
100,30,1.469388,1,0.775645
30,30,1.469388,0,0.7808333333333334
100,30,1.469388,0,0.77442625
30,30,1.469388,4,0.7807916666666667
100,30,1.469388,4,0.773365
30,30,1.469388,2,0.7811083333333333
100,30,1.469388,2,0.7752375
30,30,1.469388,3,0.7805541666666667
100,30,1.469388,3,0.77448375
30,30,1.530612,0,0.7784208333333333
100,30,1.530612,0,0.775795
30,30,1.530612,1,0.7787083333333333
100,30,1.530612,1,0.773595
30,30,1.530612,2,0.7783583333333334
100,30,1.530612,2,0.77467625
30,30,1.530612,3,0.7782583333333334
100,30,1.530612,3,0.772965
30,30,1.530612,4,0.77885
100,30,1.530612,4,0.7716925
30,30,1.591837,0,0.7764916666666667
100,30,1.591837,0,0.77157
30,30,1.591837,1,0.7764166666666666
100,30,1.591837,1,0.77105125
30,30,1.591837,2,0.7756791666666667
100,30,1.591837,2,0.7717125
30,30,1.591837,3,0.7768708333333333
100,30,1.591837,3,0.770585
30,30,1.653061,0,0.7737291666666667
100,30,1.653061,0,0.7717475
30,30,1.591837,4,0.77515
100,30,1.591837,4,0.76950875
30,30,1.653061,2,0.7752333333333333
100,30,1.653061,2,0.77035625
30,30,1.653061,1,0.7744666666666666
100,30,1.653061,1,0.7707
30,30,1.653061,3,0.7749041666666666
100,30,1.653061,3,0.7700075
30,30,1.653061,4,0.7745
100,30,1.653061,4,0.77305
30,30,1.714286,1,0.7723208333333333
100,30,1.714286,1,0.76827625
30,30,1.714286,0,0.7735708333333333
100,30,1.714286,0,0.77237125
30,30,1.714286,2,0.7732208333333334
100,30,1.714286,2,0.77065
30,30,1.714286,3,0.772375
100,30,1.714286,3,0.76919375
30,30,1.714286,4,0.7721625
100,30,1.714286,4,0.769585
30,30,1.77551,0,0.7715208333333333
100,30,1.77551,0,0.77040125
30,30,1.77551,3,0.7705708333333333
100,30,1.77551,3,0.768965
30,30,1.77551,1,0.7710875
100,30,1.77551,1,0.7690075
30,30,1.77551,2,0.77105
100,30,1.77551,2,0.77045125
30,30,1.77551,4,0.7700541666666667
100,30,1.77551,4,0.770825
30,30,1.836735,0,0.7695166666666666
100,30,1.836735,0,0.76913375
30,30,1.836735,1,0.769
100,30,1.836735,1,0.7682025
30,30,1.836735,2,0.7692041666666667
100,30,1.836735,2,0.7686725
30,30,1.836735,4,0.7685708333333333
100,30,1.836735,4,0.76823
30,30,1.836735,3,0.7688708333333333
100,30,1.836735,3,0.76685
30,30,1.897959,2,0.7670833333333333
100,30,1.897959,2,0.7681275
30,30,1.897959,0,0.7668541666666666
100,30,1.897959,0,0.7670925
30,30,1.897959,1,0.7669958333333333
100,30,1.897959,1,0.76308375
30,30,1.897959,3,0.7668791666666667
100,30,1.897959,3,0.76449
30,30,1.897959,4,0.7675041666666667
100,30,1.897959,4,0.76660125
30,30,1.959184,0,0.7670791666666666
100,30,1.959184,0,0.77001375
30,30,1.959184,2,0.7672791666666666
100,30,1.959184,2,0.77039125
30,30,1.959184,1,0.7653666666666666
100,30,1.959184,1,0.7662175
30,30,1.959184,3,0.7665458333333334
100,30,1.959184,3,0.7660225
30,30,1.959184,4,0.7643833333333333
100,30,1.959184,4,0.76663
30,30,2.020408,4,0.7637291666666667
100,30,2.020408,4,0.7638125
30,30,2.020408,0,0.7656666666666667
100,30,2.020408,0,0.770405
30,30,2.020408,3,0.7656416666666667
100,30,2.020408,3,0.7676575
30,30,2.020408,1,0.76365
100,30,2.020408,1,0.76456875
30,30,2.020408,2,0.7642208333333333
100,30,2.020408,2,0.7665
30,30,2.081633,0,0.763625
100,30,2.081633,0,0.769295
30,30,2.081633,1,0.763425
100,30,2.081633,1,0.766535
30,30,2.081633,3,0.7615083333333333
100,30,2.081633,3,0.76691875
30,30,2.081633,4,0.7612875
100,30,2.081633,4,0.7617075
30,30,2.081633,2,0.7619708333333334
100,30,2.081633,2,0.76654625
30,30,2.142857,2,0.7595083333333333
100,30,2.142857,2,0.75840625
30,30,2.142857,3,0.7597083333333333
100,30,2.142857,3,0.76673625
30,30,2.142857,1,0.7593708333333333
100,30,2.142857,1,0.76048625
30,30,2.142857,0,0.7615583333333333
100,30,2.142857,0,0.7668675
30,30,2.142857,4,0.75965
100,30,2.142857,4,0.7642375
30,30,2.204082,0,0.7590416666666666
100,30,2.204082,0,0.76363625
30,30,2.204082,1,0.7587833333333334
100,30,2.204082,1,0.76249125
30,30,2.204082,2,0.7577958333333333
100,30,2.204082,2,0.76050875
30,30,2.204082,4,0.7581125
100,30,2.204082,4,0.76247
30,30,2.204082,3,0.7580666666666667
100,30,2.204082,3,0.762935
30,30,2.265306,1,0.7583666666666666
100,30,2.265306,1,0.76431875
30,30,2.265306,0,0.7570125
100,30,2.265306,0,0.76228125
30,30,2.265306,2,0.756475
100,30,2.265306,2,0.756415
30,30,2.265306,3,0.757825
100,30,2.265306,3,0.763615
30,30,2.265306,4,0.7577375
100,30,2.265306,4,0.7606275
30,30,2.326531,0,0.7566583333333333
100,30,2.326531,0,0.76122875
30,30,2.326531,3,0.7557583333333333
100,30,2.326531,3,0.7617475
30,30,2.326531,1,0.7563958333333334
100,30,2.326531,1,0.758055
30,30,2.326531,2,0.7560041666666667
100,30,2.326531,2,0.757955
30,30,2.326531,4,0.7555583333333333
100,30,2.326531,4,0.76191875
30,30,2.387755,1,0.7553041666666667
100,30,2.387755,1,0.759545
30,30,2.387755,3,0.7538
100,30,2.387755,3,0.7606475
30,30,2.387755,0,0.7531333333333333
100,30,2.387755,0,0.75577375
30,30,2.387755,2,0.7552791666666666
100,30,2.387755,2,0.7581575
30,30,2.387755,4,0.755625
100,30,2.387755,4,0.7583525
30,30,2.44898,0,0.7516791666666667
100,30,2.44898,0,0.7536325
30,30,2.44898,1,0.7540541666666667
100,30,2.44898,1,0.75897875
30,30,2.44898,2,0.7537
100,30,2.44898,2,0.76366125
30,30,2.44898,3,0.7542833333333333
100,30,2.44898,3,0.75806
30,30,2.44898,4,0.7538583333333333
100,30,2.44898,4,0.759215
30,30,2.510204,0,0.7510666666666667
100,30,2.510204,0,0.7536425
30,30,2.510204,1,0.7536375
100,30,2.510204,1,0.75676875
30,30,2.510204,2,0.7536041666666666
100,30,2.510204,2,0.75784375
30,30,2.510204,3,0.7535041666666666
100,30,2.510204,3,0.75709625
30,30,2.510204,4,0.7532958333333334
100,30,2.510204,4,0.75780375
30,30,2.571429,0,0.7534291666666667
100,30,2.571429,0,0.7581875
30,30,2.571429,2,0.753075
100,30,2.571429,2,0.7571
30,30,2.571429,1,0.7516041666666666
100,30,2.571429,1,0.7544775
30,30,2.571429,3,0.7531708333333333
100,30,2.571429,3,0.75940875
30,30,2.571429,4,0.7533958333333334
100,30,2.571429,4,0.76094125
30,30,2.632653,0,0.7497041666666666
100,30,2.632653,0,0.75096375
30,30,2.632653,2,0.7526916666666666
100,30,2.632653,2,0.75745
30,30,2.632653,1,0.749275
100,30,2.632653,1,0.75432625
30,30,2.632653,3,0.7521416666666667
100,30,2.632653,3,0.76326
30,30,2.632653,4,0.7519833333333333
100,30,2.632653,4,0.76106125
30,30,2.693878,0,0.7521166666666667
100,30,2.693878,0,0.75914375
30,30,2.693878,2,0.7510916666666667
100,30,2.693878,2,0.7596275
30,30,2.693878,3,0.7522833333333333
100,30,2.693878,3,0.75946875
30,30,2.693878,1,0.7483291666666667
100,30,2.693878,1,0.75292375
30,30,2.755102,0,0.7515416666666667
100,30,2.755102,0,0.7594925
30,30,2.693878,4,0.7514
100,30,2.693878,4,0.755925
30,30,2.755102,1,0.7490208333333334
100,30,2.755102,1,0.7516125
30,30,2.755102,2,0.7509916666666666
100,30,2.755102,2,0.75598
30,30,2.755102,4,0.7510583333333334
100,30,2.755102,4,0.7596925
30,30,2.755102,3,0.7515583333333333
100,30,2.755102,3,0.76382875
30,30,2.816327,0,0.7502208333333333
100,30,2.816327,0,0.7552325
30,30,2.816327,1,0.7485291666666667
100,30,2.816327,1,0.75434875
30,30,2.816327,3,0.7500375
100,30,2.816327,3,0.7535375
30,30,2.816327,2,0.7510791666666666
100,30,2.816327,2,0.7576775
30,30,2.816327,4,0.7503
100,30,2.816327,4,0.75586375
30,30,2.877551,0,0.7458458333333333
100,30,2.877551,0,0.7503175
30,30,2.877551,1,0.7489583333333333
100,30,2.877551,1,0.75357375
30,30,2.877551,2,0.748675
100,30,2.877551,2,0.753615
30,30,2.877551,4,0.7482416666666667
100,30,2.877551,4,0.75701375
30,30,2.877551,3,0.7476375
100,30,2.877551,3,0.75671625
30,30,2.938776,0,0.7495416666666667
100,30,2.938776,0,0.75230625
30,30,2.938776,3,0.7482458333333334
100,30,2.938776,3,0.75376875
30,30,2.938776,2,0.7491458333333333
100,30,2.938776,2,0.7544025
30,30,2.938776,1,0.7514208333333333
100,30,2.938776,1,0.7577425
30,30,2.938776,4,0.7475416666666667
100,30,2.938776,4,0.756605
30,30,3.0,0,0.7492333333333333
100,30,3.0,0,0.75546375
30,30,3.0,1,0.7483041666666667
100,30,3.0,1,0.75248125
30,30,3.0,2,0.7473666666666666
100,30,3.0,2,0.75418625
30,30,3.0,3,0.7476166666666667
100,30,3.0,3,0.7534675
30,30,3.0,4,0.7477458333333333
100,30,3.0,4,0.75331125
30,100,0.0,1,0.8208166666666666
100,100,0.0,1,0.833255
30,100,0.0,0,0.830575
100,100,0.0,0,0.84448125
30,100,0.0,2,0.8364958333333333
100,100,0.0,2,0.85236625
30,100,0.0,3,0.8374
100,100,0.0,3,0.85289
30,100,0.0,4,0.8394375
100,100,0.0,4,0.85396625
30,100,0.061224,0,0.8423291666666667
100,100,0.061224,0,0.85379875
30,100,0.061224,1,0.842875
100,100,0.061224,1,0.85347125
30,100,0.061224,2,0.8522083333333333
100,100,0.061224,2,0.86521625
30,100,0.061224,3,0.8435291666666667
100,100,0.061224,3,0.85482625
30,100,0.061224,4,0.8435375
100,100,0.061224,4,0.85522375
30,100,0.122449,3,0.8548458333333333
100,100,0.122449,3,0.8656325
30,100,0.122449,2,0.8551666666666666
100,100,0.122449,2,0.86547875
30,100,0.122449,1,0.8555416666666666
100,100,0.122449,1,0.86639875
30,100,0.122449,0,0.8539833333333333
100,100,0.122449,0,0.8655475
30,100,0.122449,4,0.85215
100,100,0.122449,4,0.8628975
30,100,0.183673,0,0.8643
100,100,0.183673,0,0.87517375
30,100,0.183673,1,0.8635875
100,100,0.183673,1,0.87455625
30,100,0.183673,2,0.8767208333333333
100,100,0.183673,2,0.89185
30,100,0.183673,3,0.8631875
100,100,0.183673,3,0.87448125
30,100,0.183673,4,0.8696666666666667
100,100,0.183673,4,0.8821975
30,100,0.244898,3,0.8795875
100,100,0.244898,3,0.8943375
30,100,0.244898,0,0.8797958333333333
100,100,0.244898,0,0.89435625
30,100,0.244898,1,0.8792041666666667
100,100,0.244898,1,0.89407125
30,100,0.244898,2,0.8796041666666666
100,100,0.244898,2,0.894305
30,100,0.244898,4,0.8795291666666667
100,100,0.244898,4,0.89426375
30,100,0.306122,0,0.8833458333333334
100,100,0.306122,0,0.89640125
30,100,0.306122,1,0.8831333333333333
100,100,0.306122,1,0.89644375
30,100,0.306122,3,0.8834166666666666
100,100,0.306122,3,0.8964325
30,100,0.306122,2,0.8833166666666666
100,100,0.306122,2,0.89645
30,100,0.306122,4,0.8833041666666667
100,100,0.306122,4,0.89641875
30,100,0.367347,0,0.8859875
100,100,0.367347,0,0.8982975
30,100,0.367347,1,0.88595
100,100,0.367347,1,0.89829875
30,100,0.367347,2,0.8858333333333334
100,100,0.367347,2,0.898365
30,100,0.367347,3,0.8857583333333333
100,100,0.367347,3,0.8982475
30,100,0.367347,4,0.8859166666666667
100,100,0.367347,4,0.89835375
30,100,0.428571,0,0.8879416666666666
100,100,0.428571,0,0.899235
30,100,0.428571,1,0.8877791666666667
100,100,0.428571,1,0.8992625
30,100,0.428571,2,0.8880208333333334
100,100,0.428571,2,0.899255
30,100,0.428571,3,0.8878791666666667
100,100,0.428571,3,0.899055
30,100,0.428571,4,0.8876083333333333
100,100,0.428571,4,0.89918125
30,100,0.489796,0,0.8880625
100,100,0.489796,0,0.89870875
30,100,0.489796,1,0.8881791666666666
100,100,0.489796,1,0.89872
30,100,0.489796,2,0.8881916666666667
100,100,0.489796,2,0.89863375
30,100,0.489796,3,0.8881083333333334
100,100,0.489796,3,0.898715
30,100,0.489796,4,0.8880583333333333
100,100,0.489796,4,0.89869375
30,100,0.55102,0,0.888775
100,100,0.55102,0,0.898795
30,100,0.55102,1,0.88875
100,100,0.55102,1,0.89879125
30,100,0.55102,2,0.88875
100,100,0.55102,2,0.8987875
30,100,0.55102,3,0.88865
100,100,0.55102,3,0.89874375
30,100,0.55102,4,0.8885791666666667
100,100,0.55102,4,0.898785
30,100,0.612245,0,0.8844916666666667
100,100,0.612245,0,0.89424875
30,100,0.612245,3,0.8845375
100,100,0.612245,3,0.89424875
30,100,0.612245,1,0.8848458333333333
100,100,0.612245,1,0.89414375
30,100,0.612245,2,0.8842041666666667
100,100,0.612245,2,0.89415375
30,100,0.612245,4,0.8848166666666667
100,100,0.612245,4,0.89411125
30,100,0.673469,0,0.8824208333333333
100,100,0.673469,0,0.89164875
30,100,0.673469,1,0.8812916666666667
100,100,0.673469,1,0.890845
30,100,0.673469,2,0.8827333333333334
100,100,0.673469,2,0.892105
30,100,0.673469,3,0.8822083333333334
100,100,0.673469,3,0.89164625
30,100,0.673469,4,0.8826875
100,100,0.673469,4,0.8920925
30,100,0.734694,0,0.8824583333333333
100,100,0.734694,0,0.8912275
30,100,0.734694,3,0.8813333333333333
100,100,0.734694,3,0.89013625
30,100,0.734694,2,0.8825541666666666
100,100,0.734694,2,0.89106625
30,100,0.734694,1,0.8825125
100,100,0.734694,1,0.89127625
30,100,0.734694,4,0.8817458333333333
100,100,0.734694,4,0.8904825
30,100,0.795918,0,0.8815
100,100,0.795918,0,0.8895925
30,100,0.795918,1,0.881425
100,100,0.795918,1,0.8895725
30,100,0.795918,3,0.88135
100,100,0.795918,3,0.88949875
30,100,0.795918,2,0.8814291666666667
100,100,0.795918,2,0.889485
30,100,0.795918,4,0.8813125
100,100,0.795918,4,0.88947125
30,100,0.857143,0,0.8799333333333333
100,100,0.857143,0,0.8883125
30,100,0.857143,1,0.8797416666666666
100,100,0.857143,1,0.88813375
30,100,0.857143,3,0.8801166666666667
100,100,0.857143,3,0.888235
30,100,0.857143,2,0.8800375
100,100,0.857143,2,0.888295
30,100,0.857143,4,0.8796791666666667
100,100,0.857143,4,0.88817
30,100,0.918367,0,0.8778791666666667
100,100,0.918367,0,0.886225
30,100,0.918367,1,0.8776041666666666
100,100,0.918367,1,0.88664
30,100,0.918367,2,0.881575
100,100,0.918367,2,0.890075
30,100,0.918367,3,0.8809875
100,100,0.918367,3,0.88961625
30,100,0.918367,4,0.8774541666666666
100,100,0.918367,4,0.88670875
30,100,0.979592,0,0.8777416666666666
100,100,0.979592,0,0.88677
30,100,0.979592,1,0.8788333333333334
100,100,0.979592,1,0.887505
30,100,0.979592,2,0.87555
100,100,0.979592,2,0.88392
30,100,0.979592,3,0.8781833333333333
100,100,0.979592,3,0.886815
30,100,0.979592,4,0.879025
100,100,0.979592,4,0.88814125
30,100,1.040816,0,0.8737
100,100,1.040816,0,0.880865
30,100,1.040816,1,0.873925
100,100,1.040816,1,0.88105
30,100,1.040816,2,0.8738791666666667
100,100,1.040816,2,0.881025
30,100,1.040816,3,0.875725
100,100,1.040816,3,0.8836125
30,100,1.040816,4,0.8726458333333333
100,100,1.040816,4,0.87938
30,100,1.102041,0,0.871825
100,100,1.102041,0,0.87867625
30,100,1.102041,2,0.8707708333333334
100,100,1.102041,2,0.87816375
30,100,1.102041,1,0.871025
100,100,1.102041,1,0.8772425
30,100,1.102041,3,0.8707875
100,100,1.102041,3,0.87732
30,100,1.102041,4,0.8735916666666667
100,100,1.102041,4,0.881465
30,100,1.163265,1,0.8708166666666667
100,100,1.163265,1,0.8751475
30,100,1.163265,0,0.8701125
100,100,1.163265,0,0.87649625
30,100,1.163265,2,0.8717083333333333
100,100,1.163265,2,0.8747025
30,100,1.163265,3,0.8689916666666667
100,100,1.163265,3,0.87640375
30,100,1.163265,4,0.8689625
100,100,1.163265,4,0.87644125
30,100,1.22449,0,0.8669875
100,100,1.22449,0,0.87342
30,100,1.22449,2,0.8694833333333334
100,100,1.22449,2,0.87278625
30,100,1.22449,1,0.8695125
100,100,1.22449,1,0.87294875
30,100,1.22449,3,0.8674041666666666
100,100,1.22449,3,0.872335
30,100,1.22449,4,0.8703
100,100,1.22449,4,0.87272875
30,100,1.285714,0,0.8695416666666667
100,100,1.285714,0,0.873465
30,100,1.285714,1,0.868425
100,100,1.285714,1,0.871515
30,100,1.285714,2,0.8686083333333333
100,100,1.285714,2,0.871545
30,100,1.285714,3,0.8684375
100,100,1.285714,3,0.87150625
30,100,1.285714,4,0.8682291666666667
100,100,1.285714,4,0.87133625
30,100,1.346939,0,0.8676708333333333
100,100,1.346939,0,0.873145
30,100,1.346939,2,0.8647833333333333
100,100,1.346939,2,0.868505
30,100,1.346939,1,0.8662291666666667
100,100,1.346939,1,0.87006375
30,100,1.346939,4,0.8672
100,100,1.346939,4,0.87181875
30,100,1.346939,3,0.867575
100,100,1.346939,3,0.87219625
30,100,1.408163,1,0.86545
100,100,1.408163,1,0.87213
30,100,1.408163,0,0.8653125
100,100,1.408163,0,0.87122
30,100,1.408163,2,0.8655416666666667
100,100,1.408163,2,0.871825
30,100,1.408163,3,0.865575
100,100,1.408163,3,0.87167875
30,100,1.408163,4,0.8651916666666667
100,100,1.408163,4,0.871425
30,100,1.469388,0,0.8633625
100,100,1.469388,0,0.8689675
30,100,1.469388,1,0.8633958333333334
100,100,1.469388,1,0.86976625
30,100,1.469388,2,0.86355
100,100,1.469388,2,0.87018
30,100,1.469388,4,0.8628583333333333
100,100,1.469388,4,0.869235
30,100,1.469388,3,0.8636208333333333
100,100,1.469388,3,0.87045625
30,100,1.530612,1,0.8613708333333333
100,100,1.530612,1,0.86815
30,100,1.530612,0,0.8609666666666667
100,100,1.530612,0,0.86757875
30,100,1.530612,2,0.86125
100,100,1.530612,2,0.86798625
30,100,1.530612,3,0.8609416666666667
100,100,1.530612,3,0.86757625
30,100,1.530612,4,0.8611041666666667
100,100,1.530612,4,0.86802125
30,100,1.591837,0,0.8547833333333333
100,100,1.591837,0,0.86176625
30,100,1.591837,1,0.8541833333333333
100,100,1.591837,1,0.8599225
30,100,1.591837,2,0.8545
100,100,1.591837,2,0.8598075
30,100,1.591837,4,0.8550166666666666
100,100,1.591837,4,0.8616175
30,100,1.591837,3,0.8560791666666666
100,100,1.591837,3,0.86303625
30,100,1.653061,0,0.8522791666666667
100,100,1.653061,0,0.85983625
30,100,1.653061,2,0.8528791666666666
100,100,1.653061,2,0.86105375
30,100,1.653061,1,0.8511541666666667
100,100,1.653061,1,0.85799875
30,100,1.653061,3,0.8523541666666666
100,100,1.653061,3,0.85827125
30,100,1.653061,4,0.8515666666666667
100,100,1.653061,4,0.853255
30,100,1.714286,0,0.8505625
100,100,1.714286,0,0.85319375
30,100,1.714286,1,0.8499083333333334
100,100,1.714286,1,0.851615
30,100,1.714286,2,0.8509041666666667
