k,rho,gamma,seed,no_at_k
100,100,1.714286,2,0.85356125
30,100,1.714286,3,0.849425
100,100,1.714286,3,0.85169125
30,100,1.714286,4,0.8494458333333333
100,100,1.714286,4,0.850595
30,100,1.77551,0,0.8473958333333333
100,100,1.77551,0,0.85128875
30,100,1.77551,2,0.8481291666666667
100,100,1.77551,2,0.8531375
30,100,1.77551,1,0.8481291666666667
100,100,1.77551,1,0.85236875
30,100,1.77551,3,0.8480708333333333
100,100,1.77551,3,0.85266375
30,100,1.77551,4,0.8483583333333333
100,100,1.77551,4,0.8510125
30,100,1.836735,0,0.8474458333333333
100,100,1.836735,0,0.85664875
30,100,1.836735,1,0.8462625
100,100,1.836735,1,0.8481775
30,100,1.836735,2,0.8472333333333333
100,100,1.836735,2,0.85567375
30,100,1.836735,3,0.8458208333333334
100,100,1.836735,3,0.848715
30,100,1.836735,4,0.8450458333333334
100,100,1.836735,4,0.84970125
30,100,1.897959,0,0.8442875
100,100,1.897959,0,0.84683
30,100,1.897959,1,0.8450708333333333
100,100,1.897959,1,0.85173
30,100,1.897959,2,0.8454458333333333
100,100,1.897959,2,0.85152125
30,100,1.897959,3,0.8452333333333333
100,100,1.897959,3,0.85208875
30,100,1.897959,4,0.8439125
100,100,1.897959,4,0.8501475
30,100,1.959184,0,0.8426
100,100,1.959184,0,0.84864625
30,100,1.959184,1,0.8423041666666666
100,100,1.959184,1,0.84857875
30,100,1.959184,2,0.8427083333333333
100,100,1.959184,2,0.8486125
30,100,1.959184,3,0.8415833333333333
100,100,1.959184,3,0.84388625
30,100,1.959184,4,0.8402083333333333
100,100,1.959184,4,0.8419475
30,100,2.020408,0,0.8405375
100,100,2.020408,0,0.845815
30,100,2.020408,1,0.8398291666666666
100,100,2.020408,1,0.84587875
30,100,2.020408,2,0.8398375
100,100,2.020408,2,0.8443925
30,100,2.020408,3,0.8395666666666667
100,100,2.020408,3,0.84581125
30,100,2.020408,4,0.8385125
100,100,2.020408,4,0.8416025
30,100,2.081633,0,0.8366833333333333
100,100,2.081633,0,0.8388125
30,100,2.081633,3,0.8368833333333333
100,100,2.081633,3,0.83634875
30,100,2.081633,2,0.8365875
100,100,2.081633,2,0.8386425
30,100,2.081633,1,0.8380125
100,100,2.081633,1,0.8406325
30,100,2.081633,4,0.8363875
100,100,2.081633,4,0.83775125
30,100,2.142857,1,0.8337833333333333
100,100,2.142857,1,0.8403175
30,100,2.142857,2,0.8346041666666667
100,100,2.142857,2,0.83745625
30,100,2.142857,0,0.8344083333333333
100,100,2.142857,0,0.83858625
30,100,2.142857,3,0.8342791666666667
100,100,2.142857,3,0.83725625
30,100,2.142857,4,0.83335
100,100,2.142857,4,0.83767875
30,100,2.204082,0,0.8325666666666667
100,100,2.204082,0,0.8368025
30,100,2.204082,1,0.83065
100,100,2.204082,1,0.832945
30,100,2.204082,2,0.8320583333333333
100,100,2.204082,2,0.83841125
30,100,2.204082,3,0.833525
100,100,2.204082,3,0.83771875
30,100,2.204082,4,0.8319
100,100,2.204082,4,0.83906125
30,100,2.265306,0,0.8299291666666667
100,100,2.265306,0,0.83626125
30,100,2.265306,1,0.8305
100,100,2.265306,1,0.83631875
30,100,2.265306,2,0.8302125
100,100,2.265306,2,0.83617125
30,100,2.265306,3,0.8297625
100,100,2.265306,3,0.83044625
30,100,2.265306,4,0.8302625
100,100,2.265306,4,0.83672875
30,100,2.326531,0,0.8271
100,100,2.326531,0,0.83325
30,100,2.326531,2,0.8280458333333334
100,100,2.326531,2,0.83186625
30,100,2.326531,4,0.8268833333333333
100,100,2.326531,4,0.829365
30,100,2.326531,1,0.8271458333333334
100,100,2.326531,1,0.83045
30,100,2.326531,3,0.8280125
100,100,2.326531,3,0.82971875
30,100,2.387755,0,0.8264166666666667
100,100,2.387755,0,0.827785
30,100,2.387755,1,0.8257666666666666
100,100,2.387755,1,0.82751125
30,100,2.387755,2,0.8250208333333333
100,100,2.387755,2,0.825425
30,100,2.387755,3,0.8268583333333334
100,100,2.387755,3,0.83047625
30,100,2.387755,4,0.8253416666666666
100,100,2.387755,4,0.82690375
30,100,2.44898,0,0.824975
100,100,2.44898,0,0.8281225
30,100,2.44898,1,0.8257958333333333
100,100,2.44898,1,0.82750875
30,100,2.44898,2,0.8254708333333334
100,100,2.44898,2,0.82868
30,100,2.44898,3,0.8250541666666666
100,100,2.44898,3,0.82835375
30,100,2.510204,0,0.8244166666666667
100,100,2.510204,0,0.825415
30,100,2.44898,4,0.8254708333333334
100,100,2.44898,4,0.8281325
30,100,2.510204,2,0.8245208333333334
100,100,2.510204,2,0.82611375
30,100,2.510204,1,0.824625
100,100,2.510204,1,0.82626
30,100,2.510204,3,0.8239625
100,100,2.510204,3,0.8270425
30,100,2.510204,4,0.8246458333333333
100,100,2.510204,4,0.825245
30,100,2.571429,0,0.8224
100,100,2.571429,0,0.82534375
30,100,2.571429,1,0.8226416666666667
100,100,2.571429,1,0.823415
30,100,2.571429,2,0.8230708333333333
100,100,2.571429,2,0.82293
30,100,2.571429,4,0.8226916666666667
100,100,2.571429,4,0.82294625
30,100,2.632653,0,0.8214708333333334
100,100,2.632653,0,0.82556875
30,100,2.571429,3,0.8233708333333334
100,100,2.571429,3,0.82725125
30,100,2.632653,2,0.8215041666666667
100,100,2.632653,2,0.8262725
30,100,2.632653,1,0.8214666666666667
100,100,2.632653,1,0.8220325
30,100,2.632653,3,0.8216416666666667
100,100,2.632653,3,0.82596375
30,100,2.632653,4,0.8213541666666667
100,100,2.632653,4,0.82162125
30,100,2.693878,0,0.8179
100,100,2.693878,0,0.82144125
30,100,2.693878,1,0.8198291666666667
100,100,2.693878,1,0.82449
30,100,2.693878,2,0.8197083333333334
100,100,2.693878,2,0.82421125
30,100,2.693878,3,0.8203375
100,100,2.693878,3,0.8196275
30,100,2.693878,4,0.8199583333333333
100,100,2.693878,4,0.8242175
30,100,2.755102,0,0.8184125
100,100,2.755102,0,0.82204875
30,100,2.755102,2,0.8184916666666666
100,100,2.755102,2,0.822715
30,100,2.755102,1,0.8182125
100,100,2.755102,1,0.81710375
30,100,2.755102,3,0.8184916666666666
100,100,2.755102,3,0.82253
30,100,2.755102,4,0.8183875
100,100,2.755102,4,0.8222825
30,100,2.816327,1,0.8161625
100,100,2.816327,1,0.81892125
30,100,2.816327,0,0.8173125
100,100,2.816327,0,0.81609625
30,100,2.816327,2,0.817275
100,100,2.816327,2,0.81577625
30,100,2.816327,3,0.8151666666666667
100,100,2.816327,3,0.81799625
30,100,2.816327,4,0.8172
100,100,2.816327,4,0.81648125
30,100,2.877551,0,0.8157541666666667
100,100,2.877551,0,0.81434875
30,100,2.877551,1,0.8157708333333333
100,100,2.877551,1,0.81455375
30,100,2.877551,3,0.8157291666666666
100,100,2.877551,3,0.81923375
30,100,2.877551,2,0.8156333333333333
100,100,2.877551,2,0.81915
30,100,2.877551,4,0.8153541666666667
100,100,2.877551,4,0.81798875
30,100,2.938776,0,0.8142
100,100,2.938776,0,0.81725
30,100,2.938776,1,0.8149291666666667
100,100,2.938776,1,0.813325
30,100,2.938776,2,0.8142916666666666
100,100,2.938776,2,0.8164975
30,100,2.938776,3,0.8132833333333334
100,100,2.938776,3,0.815635
30,100,2.938776,4,0.8116333333333333
100,100,2.938776,4,0.81322125
30,100,3.0,0,0.8131916666666666
100,100,3.0,0,0.81435375
30,100,3.0,1,0.812825
100,100,3.0,1,0.815235
30,100,3.0,3,0.8127708333333333
100,100,3.0,3,0.81467125
30,100,3.0,2,0.8127541666666667
100,100,3.0,2,0.81589875
30,100,3.0,4,0.8130833333333334
100,100,3.0,4,0.814815
