seed,k,standard  ρ=30,smooth  γ=0.7,sharp  γ=1.5,standard  ρ=53  (matched)
191664964,1,0.3857857142857143,0.25197142857142857,0.4997,0.3212
191664964,2,0.4178,0.3007357142857143,0.49752857142857143,0.3609
191664964,3,0.42374761904761904,0.32636190476190474,0.48075238095238104,0.3762142857142857
191664964,4,0.421,0.3391857142857143,0.463825,0.3803035714285714
191664964,5,0.4172685714285715,0.3459400000000001,0.4487114285714286,0.38119428571428576
191664964,6,0.41152857142857135,0.35105,0.43442380952380955,0.38041190476190473
191664964,7,0.4063632653061224,0.3538326530612244,0.4221061224489796,0.37963469387755105
191664964,8,0.4012392857142857,0.3555857142857143,0.41163214285714284,0.3774857142857143
191664964,9,0.3965698412698413,0.35669841269841274,0.40262063492063493,0.3756238095238095
191664964,10,0.39259857142857146,0.3572457142857143,0.3950114285714285,0.37374857142857143
191664964,11,0.388390909090909,0.35734545454545447,0.3879376623376623,0.37180519480519475
191664964,12,0.38465,0.35732142857142857,0.3817595238095238,0.3699690476190476
191664964,13,0.38124065934065937,0.3571296703296703,0.37629230769230776,0.36815604395604395
191664964,14,0.37829591836734694,0.35723061224489794,0.3715959183673469,0.3666918367346939
191664964,15,0.3753752380952381,0.35708571428571434,0.36714476190476186,0.3652200000000001
191664964,16,0.3727482142857143,0.35694821428571427,0.36306785714285716,0.3637955357142857
191664964,17,0.37061932773109246,0.35667226890756304,0.3595193277310924,0.3625151260504201
191664964,18,0.36857619047619045,0.35660238095238095,0.3565126984126985,0.36124365079365084
191664964,19,0.36662932330827064,0.3563390977443609,0.3536105263157895,0.35999999999999993
191664964,20,0.36480071428571426,0.35624000000000006,0.35096499999999997,0.3589092857142857
191664964,21,0.36316190476190474,0.3560272108843537,0.34855646258503403,0.3579156462585034
191664964,22,0.3616623376623377,0.3559045454545455,0.3463811688311688,0.3570876623376623
191664964,23,0.3602614906832298,0.3557130434782609,0.34423850931677025,0.35619192546583844
191664964,24,0.3588232142857143,0.3554958333333333,0.3422934523809524,0.3554125000000001
191664964,25,0.357556,0.3553537142857144,0.34053714285714287,0.35476514285714295
191664964,26,0.3563005494505495,0.3552137362637363,0.3388186813186813,0.3539758241758242
191664964,27,0.35523492063492057,0.35515661375661384,0.337225925925926,0.35330211640211645
191664964,28,0.354225,0.354904081632653,0.3357882653061225,0.3527076530612245
191664964,29,0.35330394088669953,0.35482955665024635,0.3345083743842364,0.35225024630541873
191664964,30,0.35245380952380945,0.35466,0.33319333333333334,0.35169476190476184
191664964,31,0.35167834101382484,0.3547064516129032,0.3319976958525345,0.3512419354838709
191664964,32,0.35094464285714283,0.354578125,0.3308785714285714,0.350790625
191664964,33,0.35020909090909086,0.3545108225108224,0.3297484848484848,0.3503627705627705
191664964,34,0.3495483193277311,0.3544710084033614,0.3289172268907563,0.350044537815126
191664964,35,0.34892326530612244,0.35442448979591834,0.328030612244898,0.34975836734693866
191664964,36,0.34839007936507943,0.3543857142857143,0.32715198412698415,0.3495865079365079
191664964,37,0.34783783783783784,0.35431853281853287,0.3263540540540541,0.3492127413127413
191664964,38,0.34732180451127825,0.35432030075187965,0.3255823308270677,0.3490187969924811
191664964,39,0.34693406593406595,0.3543772893772894,0.3248622710622711,0.3488886446886447
191664964,40,0.3464357142857143,0.35432821428571426,0.3242582142857143,0.34872857142857144
191664964,41,0.34598571428571434,0.3542554006968642,0.3236104529616725,0.34858222996515675
191664964,42,0.34554115646258493,0.3542826530612245,0.3230309523809524,0.34842414965986396
191664964,43,0.34517408637873753,0.35437840531561454,0.3225478405315615,0.3483411960132891
191664964,44,0.3448279220779221,0.35451428571428567,0.3219931818181818,0.3482321428571428
191664964,45,0.34449111111111114,0.35458158730158734,0.3214666666666667,0.3481209523809524
191664964,46,0.3441860248447205,0.3546760869565217,0.3209847826086957,0.34804875776397515
191664964,47,0.3438933130699089,0.35466960486322185,0.3205553191489362,0.3479917933130699
191664964,48,0.34362142857142863,0.3547029761904762,0.3202178571428572,0.3479047619047619
191664964,49,0.34336064139941685,0.3547641399416909,0.319768804664723,0.34788862973760926
191664964,50,0.34310599999999997,0.35478457142857145,0.3194457142857143,0.34780628571428573
191664964,51,0.3429257703081233,0.35489691876750695,0.31911848739495796,0.3478364145658263
