seed,k,standard_p5,smooth_p5,standard_p10,smooth_p10,standard_p20,smooth_p20,standard_p30,smooth_p30,standard_p50,smooth_p50,standard_p70,smooth_p70,standard_p100,smooth_p100,standard_p120,smooth_p120,standard_p150,smooth_p150,standard_p200,smooth_p200,standard_p300,smooth_p300
191664964,1,0.5322213798332069,0.4643669446550417,0.48559514783927216,0.30932524639878695,0.3809704321455648,0.10045489006823351,0.255117513267627,0.05496588324488249,0.10272934040940106,0.026535253980288095,0.06747536012130402,0.022365428354814254,0.041319181197877176,0.01023502653525398,0.034874905231235785,0.009476876421531463,0.03070507960576194,0.010993176648976498,0.016679302501895376,0.009476876421531463,0.008718726307808946,0.008718726307808946
191664964,2,0.405420773313116,0.38646702047005305,0.3906368460955269,0.3106520090978014,0.34438968915845336,0.13248673237300987,0.27918877937831693,0.07619408642911296,0.13779378316906749,0.045109931766489766,0.09363153904473086,0.03392721758908264,0.05780894617134193,0.02312357846853677,0.05079605761940864,0.02293404094010614,0.0420773313115997,0.021607278241091737,0.026345716451857466,0.01838514025777104,0.02103866565579985,0.01838514025777104
191664964,3,0.33472327520849127,0.33775587566338133,0.33371240839019456,0.2897397017942886,0.30742987111448067,0.14859742228961334,0.2635835228708618,0.0904725802375537,0.15289360626737425,0.05724033358605004,0.1058882992165782,0.04435178165276724,0.07164518574677786,0.03373768006065201,0.06267374273439473,0.03247409653778115,0.05370229972201162,0.029315137730603992,0.0401819560272934,0.028177912560020217,0.03095779631033611,0.026787970684862265
191664964,4,0.2909401061410159,0.29833206974981047,0.29567854435178165,0.27065959059893857,0.2787149355572403,0.1547573919636088,0.2441243366186505,0.09960197119029568,0.15769522365428354,0.06567475360121304,0.11286959818043972,0.054112964366944655,0.07875284306292646,0.043309325246398786,0.07249810462471569,0.039234268385140256,0.062357846853677026,0.03809704321455648,0.04927975739196361,0.035064442759666414,0.04084533737680061,0.03392721758908264
191664964,5,0.25928733889310085,0.2683093252463988,0.2651250947687642,0.2521607278241092,0.2550416982562547,0.15754359363153903,0.23343442001516299,0.10765731614859743,0.16209249431387415,0.07475360121304019,0.11842304776345716,0.0621683093252464,0.08658074298711145,0.051478392721758914,0.0797573919636088,0.04692949203942381,0.06732373009855952,0.04420015163002274,0.05716451857467779,0.04078847611827142,0.04821834723275208,0.0398786959818044
191664964,6,0.2381854940611574,0.24917867071013391,0.24570381602223906,0.2414708112206217,0.24052312357846853,0.16085418246146072,0.2243492544857215,0.11479656305281778,0.1645185746777862,0.08213292898660601,0.1230098559514784,0.06823351023502654,0.0917993429365681,0.058630275461207984,0.0853550669699267,0.054902704068738935,0.07436189032095021,0.050037907505686124,0.06387414708112206,0.04713166540308314,0.053639120545868085,0.043972706595905985
191664964,7,0.22219213690024908,0.2361096068450124,0.232156395537745,0.23345608144698357,0.22939456298061298,0.16489764973464743,0.2195386115022203,0.1218455539911188,0.16706379291671178,0.08783710603270875,0.12991443734430844,0.0751651684176324,0.09834290046572076,0.06574244557565254,0.09038232427163434,0.06162677352973031,0.0810679085887577,0.056265569154121085,0.07067042131484891,0.05420773313115996,0.0603270876204917,0.05112097909671828
191664964,8,0.21204510993176648,0.22483889310083396,0.21986353297952996,0.22706595905989385,0.22209059893858984,0.16755117513267628,0.2137035633055345,0.12675322213798332,0.16745640636846096,0.0939158453373768,0.13329226686884002,0.0806008339651251,0.10344010614101593,0.07197687642153146,0.09609552691432904,0.067617513267627,0.08619219105382865,0.06231046247156937,0.07600454890068234,0.05870924943138742,0.06700151630022745,0.055487111448066714
191664964,9,0.20280515542077332,0.21632549911549157,0.21274534580069074,0.2207059219947772,0.21497767669109594,0.16860416140173534,0.20891247578131583,0.13057029736332237,0.16969926712155675,0.09851739533316486,0.1371409316822509,0.0865975907674164,0.10959481088366609,0.0768258781905484,0.1014657568865302,0.07286664981888637,0.09106225254822678,0.06726476286749221,0.08133265942212113,0.06444275966641395,0.07244545531126274,0.06149439811304861
191664964,10,0.19465504169825626,0.20913570887035635,0.20561031084154666,0.2162244124336619,0.21065200909780138,0.1709249431387415,0.20595147839272174,0.13434420015163,0.170773313115997,0.10420773313115995,0.14112964366944658,0.09196360879454132,0.11410159211523882,0.08127369219105383,0.10739196360879455,0.07695223654283548,0.09564063684609553,0.0730098559514784,0.08642911296436695,0.06914329037149357,0.07680060652009099,0.06679302501895375
191664964,11,0.18867599421049,0.2038389964849404,0.19963470949066098,0.21173064994141566,0.20621683093252463,0.17303053277276176,0.20352884416569025,0.13980977324419325,0.17223792129023363,0.10913915500723688,0.14477221035219517,0.09638844854917636,0.11820249500310152,0.08694603349645048,0.1119994486180991,0.08112206216830932,0.09973120132331655,0.07819284581983596,0.09132262733475775,0.07367840650630643,0.08250051692053208,0.07030119236336067
191664964,12,0.1832196108162749,0.19967778620166793,0.19487616881475864,0.2090283042709123,0.20239449077584032,0.17472201162496842,0.20116249684104118,0.14360626737427346,0.1742797573919636,0.11328026282537275,0.14761814505938842,0.1013393985342431,0.122788728834976,0.09107278241091735,0.1162180945160475,0.08560778367450088,0.10348749052312357,0.08327015415718979,0.09609552691432904,0.0786896638867829,0.0870293151377306,0.07480414455395501
191664964,13,0.17924418265585818,0.19676911413075174,0.19312416166093194,0.20665422522890303,0.19991835306467606,0.1766198168775879,0.20041406660057154,0.1482183472327521,0.17554091094652127,0.11780486382457572,0.15116346882836648,0.10619933516066951,0.12818568845862252,0.09628506444275965,0.12060418732139734,0.09048230011080656,0.1078905931066659,0.08779961509301919,0.10112556132268036,0.08395054528488949,0.09156120604187322,0.07957660232110574
191664964,14,0.1757012888551933,0.19476334885735944,0.19007906422614534,0.2047276074948554,0.19844579226686884,0.17870681252030757,0.19877071374417846,0.15233401927867432,0.17670313007689806,0.12309108632080579,0.15487923751759988,0.11201667930250189,0.13316365211740494,0.10094227228419798,0.1257716885086104,0.09522906964150328,0.11372251705837756,0.09311708003899057,0.10578901765406692,0.08854110256687965,0.09636629481208706,0.08431712336185421
191664964,15,0.17333838766742482,0.19305029062421025,0.18751579479403588,0.20326004548900684,0.19643669446550413,0.17988375031589587,0.19818043972706595,0.1559009350518069,0.17831690674753597,0.12736921910538287,0.15825120040434673,0.11688147586555472,0.13752843062926456,0.10520596411422795,0.129618397776093,0.10025271670457417,0.11786707101339398,0.09727065959059893,0.11003285317159464,0.0928228455900935,0.10002527167045742,0.0888804649987364
191664964,16,0.17131823351023504,0.19001137225170583,0.18453847611827143,0.20119408642911296,0.19458396512509477,0.1810557240333586,0.19707164518574677,0.1586666034874905,0.17980003790750568,0.13132581501137225,0.16103582259287338,0.12104340409401061,0.14101592115238817,0.10943423047763458,0.1331027293404094,0.10448256254738439,0.12199109173616376,0.10121304018195602,0.11339082638362395,0.09664044730856709,0.10434040940106142,0.09171247156937073
191664964,17,0.1689782812290951,0.1879989296704277,0.1818891316951345,0.20037461535030993,0.19386344378539894,0.18287026713642246,0.1974089104936895,0.1622218258038621,0.1815992507692994,0.13595415421665255,0.16376042456406367,0.12527315702626768,0.14424920840208716,0.11332114346875975,0.13713597645274941,0.10955269143290372,0.1266333675244169,0.10527137314364714,0.11682201311153727,0.1005440841992597,0.10897292958123357,0.09541542166525442
191664964,18,0.16816190716873053,0.1863996293488333,0.1807556229466768,0.2002779883750316,0.19299132339314296,0.1846937915929576,0.1972664476455227,0.16453963440316738,0.18380928312694803,0.13983657653104203,0.167172100075815,0.12905399713587734,0.14718642068907423,0.11639710218178755,0.14070002527167047,0.11290118776851152,0.12991744587650578,0.10858394406536939,0.11976665824277652,0.10369808777693539,0.1124589335355067,0.0987069328615955
191664964,19,0.16729180798850804,0.18606599896253143,0.1803998244283947,0.2004309484856949,0.1936475000997566,0.18668448984477873,0.19771756913131958,0.16713219743825064,0.1855273133554128,0.14346993336259525,0.1701847492119229,0.13235704880092572,0.15067235944295915,0.12060572203822671,0.14398866765093168,0.11669526355692113,0.1332149555085591,0.11260524320657592,0.12313953952356252,0.10705877658513228,0.116216431906149,0.10215075216471808
191664964,20,0.16688779378316906,0.18495072024260803,0.18034495830174374,0.20026535253980288,0.1934609552691433,0.1895375284306293,0.1976307808946171,0.17052691432903716,0.18692191053828658,0.14800985595147842,0.17306671721000758,0.13582259287338894,0.15479529946929493,0.12486732373009855,0.14842683851402577,0.1211144806671721,0.1377369219105383,0.11662244124336618,0.12717968157695222,0.11122062168309324,0.12010993176648978,0.10591357088703562
191664964,21,0.16670276905303438,0.1844831943391458,0.180168959168201,0.19997111809090576,0.1936351492833676,0.19164951803314195,0.19838261309072527,0.17325535217877902,0.18899599263511316,0.15112458933535505,0.1759810823495433,0.13955377450449474,0.15802014513159318,0.12892162171919563,0.152099353767284,0.12451713058233149,0.1412325354705946,0.1204917145023286,0.13134048160583414,0.11507635654716776,0.1241561067186541,0.10937217950106502
191664964,22,0.16574195327038388,0.18326555930801572,0.1796988076366393,0.19889379006134122,0.1933455096836446,0.19332827899924182,0.19803225584120204,0.1763043628092908,0.19022675580674062,0.15492108346543523,0.1781997380935971,0.1428423736990833,0.1607622854779792,0.1324178096353987,0.15523123578468537,0.1283341374319388,0.14441036597973672,0.12400923564683988,0.1348645668205941,0.11837480184712935,0.12805844648149425,0.11279206010062719
191664964,23,0.16568876289679269,0.1827141774071266,0.1799287998154069,0.19919570161848568,0.19369087253189174,0.1947951346540528,0.19851995912581993,0.17887398226587992,0.1914164221907242,0.1577941127995517,0.18043972706595907,0.14592741536737316,0.16437024095988395,0.13556053663842832,0.15797540956587663,0.13201700893298612,0.14755908626429773,0.12755051587170782,0.13816461746382305,0.12174901934930941,0.13109404357715002,0.11599696739954511
191664964,24,0.16526092999747283,0.18200341167551176,0.17999747283295425,0.19951983826130903,0.19340725296942124,0.19596600960323474,0.1988248673237301,0.18165592620672227,0.19279125600202174,0.16105951478392722,0.18277735658327013,0.14889752337629517,0.16704574172352793,0.13927849380844073,0.1607278241091736,0.13465061915592622,0.15104561536517563,0.131080995703816,0.14139499620924942,0.1253316906747536,0.1342399545109932,0.11926648976497346
191664964,25,0.16483699772554966,0.18200151630022746,0.1802729340409401,0.19981804397270655,0.19369219105382868,0.19761940864291128,0.19895375284306294,0.1839423805913571,0.19482941622441244,0.164275966641395,0.18526156178923428,0.15267626990144048,0.1694465504169826,0.142289613343442,0.16374526156178926,0.13895375284306294,0.15379833206974983,0.13454131918119788,0.14474601971190296,0.12862774829416226,0.13730098559514786,0.12315390447308566
191664964,26,0.1654954219396979,0.18221846387123114,0.1806292645943897,0.20028284831165805,0.19394063101417158,0.19964133667696973,0.1996850761066076,0.1863008106374293,0.19698781127894094,0.16755117513267628,0.18790458972415,0.15609144456756285,0.17240625182247624,0.14556482183472327,0.16650142882136817,0.14235726366128185,0.1570245523998367,0.13805621974689453,0.148422464571062,0.1320347582667522,0.14101592115238817,0.12630489298419548
191664964,27,0.1658663971021818,0.18226490326566142,0.18056608541824612,0.20041838654423946,0.19445146435290483,0.20078342178417996,0.20067110324881363,0.18866705978154044,0.19921096228905175,0.17003622272765562,0.18997276275517366,0.1585095330356892,0.1748378401145649,0.14903265661415774,0.16958694858619042,0.14553674220088167,0.16013815179850055,0.14104400078622972,0.15137730603992924,0.13552635273636032,0.14406256142419901,0.12906803695279812
