method,seed,k,nh_score
Standard,191664964,10,0.5663
Standard,191664964,20,0.5437
Standard,191664964,30,0.5389
Standard,191664964,50,0.53436
Standard,191664964,100,0.5079
Standard,191664964,150,0.49386
Standard,191664964,200,0.491585
Smooth,191664964,10,0.5534
Smooth,191664964,20,0.54885
Smooth,191664964,30,0.5483333333333333
Smooth,191664964,50,0.55308
Smooth,191664964,100,0.53595
Smooth,191664964,150,0.5253466666666666
Smooth,191664964,200,0.52644
Gamma-0,191664964,10,0.3642
Gamma-0,191664964,20,0.43565
Gamma-0,191664964,30,0.4892
Gamma-0,191664964,50,0.54388
Gamma-0,191664964,100,0.56931
Gamma-0,191664964,150,0.5650933333333333
Gamma-0,191664964,200,0.568345
FixedSigmaNN,191664964,10,0.4007
FixedSigmaNN,191664964,20,0.47565
FixedSigmaNN,191664964,30,0.5220333333333333
FixedSigmaNN,191664964,50,0.56136
FixedSigmaNN,191664964,100,0.5718
FixedSigmaNN,191664964,150,0.5628
FixedSigmaNN,191664964,200,0.56368
MultiscaleMix,191664964,10,0.5598
MultiscaleMix,191664964,20,0.52645
MultiscaleMix,191664964,30,0.5192333333333333
MultiscaleMix,191664964,50,0.5186
MultiscaleMix,191664964,100,0.48838
MultiscaleMix,191664964,150,0.46957333333333334
MultiscaleMix,191664964,200,0.465785
Multiscale,191664964,10,0.563
Multiscale,191664964,20,0.53605
Multiscale,191664964,30,0.5302666666666667
Multiscale,191664964,50,0.52632
Multiscale,191664964,100,0.51709
Multiscale,191664964,150,0.5164933333333334
Multiscale,191664964,200,0.523215
Uniform,191664964,10,0.4553
Uniform,191664964,20,0.52995
Uniform,191664964,30,0.5599666666666666
Uniform,191664964,50,0.56658
Uniform,191664964,100,0.54409
Uniform,191664964,150,0.5267733333333333
Uniform,191664964,200,0.52403
Standard,1662057958,10,0.5661
Standard,1662057958,20,0.53675
Standard,1662057958,30,0.5312666666666667
Standard,1662057958,50,0.52386
Standard,1662057958,100,0.49854
Standard,1662057958,150,0.48836666666666667
Standard,1662057958,200,0.491435
Smooth,1662057958,10,0.5515
Smooth,1662057958,20,0.5443
Smooth,1662057958,30,0.5468333333333333
Smooth,1662057958,50,0.5524
Smooth,1662057958,100,0.53222
Smooth,1662057958,150,0.5223933333333334
Smooth,1662057958,200,0.52238
Gamma-0,1662057958,10,0.3715
Gamma-0,1662057958,20,0.43855
Gamma-0,1662057958,30,0.4880333333333333
Gamma-0,1662057958,50,0.53656
Gamma-0,1662057958,100,0.55879
Gamma-0,1662057958,150,0.5465
Gamma-0,1662057958,200,0.541805
FixedSigmaNN,1662057958,10,0.3893
FixedSigmaNN,1662057958,20,0.4601
FixedSigmaNN,1662057958,30,0.5077666666666667
FixedSigmaNN,1662057958,50,0.55364
FixedSigmaNN,1662057958,100,0.57172
FixedSigmaNN,1662057958,150,0.5604533333333334
FixedSigmaNN,1662057958,200,0.55896
MultiscaleMix,1662057958,10,0.5615
MultiscaleMix,1662057958,20,0.5318
MultiscaleMix,1662057958,30,0.5221
MultiscaleMix,1662057958,50,0.51754
MultiscaleMix,1662057958,100,0.48321
MultiscaleMix,1662057958,150,0.4589666666666667
MultiscaleMix,1662057958,200,0.45604
Multiscale,1662057958,10,0.5538
Multiscale,1662057958,20,0.53065
Multiscale,1662057958,30,0.5300666666666667
Multiscale,1662057958,50,0.52886
Multiscale,1662057958,100,0.51077
Multiscale,1662057958,150,0.5070333333333333
Multiscale,1662057958,200,0.506415
Uniform,1662057958,10,0.4561
Uniform,1662057958,20,0.52345
Uniform,1662057958,30,0.5552
Uniform,1662057958,50,0.56264
Uniform,1662057958,100,0.54013
Uniform,1662057958,150,0.5267733333333333
Uniform,1662057958,200,0.522435
