delta_rho,top5_mass,sigma_i
12.522799391252498,0.3695458859693468,0.6440175149674398
13.196263564580427,0.33007400970354356,0.7739827906008326
12.615252173584114,0.3960593107599318,0.732349819207195
9.37636498389653,0.33326959229257624,0.7748260676058195
11.447627006086687,0.3710921579382087,0.4995504726746278
12.776330189311729,0.38677201416743645,0.5236060732520703
9.70199437397595,0.32516761561521423,0.5080645322631626
10.808440132781168,0.33339700691482566,0.8189662676220955
12.308687132342897,0.34798077491944135,0.7379084508500063
12.878765626509697,0.3774971078863105,0.960412766059685
8.910154722958982,0.3263625359821387,0.3901061364506483
11.420577682766705,0.3170560853829272,0.8337568047315259
13.029949507656454,0.3620327671035842,0.8131943892004289
14.70170055979586,0.3858328589109385,0.563783660347938
12.393317727408778,0.3239768038226192,0.5657019984927552
12.043475046005547,0.33106176602689963,0.55370801284034
15.497081172494141,0.4282136282452329,0.6472741628287803
12.930852076100049,0.3666769331441266,0.6774383508863088
11.832701603798625,0.34449926085241833,0.6387317796320379
11.649584146827621,0.3581701743477056,0.5531700001814296
9.706614863857226,0.31003186280086137,0.6418963956889859
13.514844645511914,0.382727077393468,0.4634457822990211
12.808353536876982,0.3701322400621656,0.6028688337970128
9.703872310946743,0.30989481577255307,0.5771037565135111
9.922828820860008,0.33574271970103065,0.6069691794625269
12.857086577944774,0.3823061723578698,0.7520309631622303
12.114224760192865,0.33301977358240903,0.5780563355769651
8.89352808541657,0.3292781351942096,0.6298468240705574
14.156074817337295,0.40629516108915914,0.6234932961036135
11.293615233586983,0.3564078756070779,0.44604447871088354
11.798284060099864,0.36512371704634944,0.6327259194845254
13.083811682340908,0.3875255851444831,0.5468038684027481
10.434327794121906,0.3191802589406968,0.4247969547975261
10.962370427472084,0.3520802465008562,0.7352861882829936
14.158267429023645,0.37729394175017483,0.8108251984909725
11.152081367039383,0.3408627483064281,0.7363439184094202
12.068878460160153,0.3958400718738425,0.5944108645947933
14.345156565633392,0.40776337712146704,0.5063522500893448
