seed,perplexity,standard_no,smooth_gamma0.7_no,standard_auc,smooth_gamma0.7_auc
191664964,5,0.7310666666666666,0.7367458333333334,0.7429156050602866,0.753256774467591
1662057958,5,0.7282583333333335,0.7412166666666667,0.7417840353999848,0.7544188704418955
1405681632,5,0.7304375,0.7420375,0.7423369435137921,0.755311310423014
942484272,5,0.72675,0.7389083333333333,0.7412599747862477,0.7533814988883838
929893138,5,0.7274708333333333,0.7423125,0.7405064323906868,0.7551515359138484
1843824993,5,0.7259833333333333,0.7395791666666667,0.740660003353171,0.753667484249272
184566854,5,0.7286791666666665,0.740325,0.7417952988780143,0.7541429381932686
1497586439,5,0.7241791666666667,0.7423125000000002,0.7396764048687687,0.7557550146917611
432652533,5,0.7256416666666666,0.7423416666666667,0.7404597903048784,0.7548304243807864
202244314,5,0.7283916666666667,0.7416291666666667,0.7414734148253449,0.7541220485929431
191664964,10,0.7512791666666667,0.7655291666666667,0.7679172246036601,0.785926519104341
1662057958,10,0.7494458333333334,0.7658666666666667,0.7667277870768764,0.7858186059108617
1405681632,10,0.7487583333333333,0.7639708333333333,0.7669984507609693,0.7856638802352486
942484272,10,0.7501291666666666,0.7662125000000001,0.7672198026971271,0.7860437074298204
929893138,10,0.7513500000000001,0.7656791666666668,0.7674661549228422,0.7858105618628459
1843824993,10,0.7505916666666667,0.7659416666666666,0.7676943026844505,0.7860365683262386
184566854,10,0.7513833333333334,0.7630583333333334,0.7681493342275721,0.7853412090844433
1497586439,10,0.7502458333333334,0.7660041666666667,0.7676735300025203,0.7860597597584918
432652533,10,0.7505791666666668,0.7666583333333334,0.7672155315604002,0.7860232053811946
202244314,10,0.7487458333333334,0.7650041666666666,0.7667258356167205,0.7857046859429251
191664964,15,0.766675,0.7818750000000001,0.7877349451205545,0.8039414247509028
1662057958,15,0.7659791666666668,0.7815791666666666,0.7880511132400966,0.8041923110123567
1405681632,15,0.7647583333333334,0.7823125,0.7877200196507107,0.8042646780056769
942484272,15,0.7662166666666667,0.7845708333333334,0.7876356824135847,0.8054174726572807
929893138,15,0.7651916666666667,0.7843916666666666,0.7871515473825796,0.8049417923749915
1843824993,15,0.7656125,0.7816750000000002,0.7879128185524905,0.8038062488432398
184566854,15,0.7650041666666667,0.7821875000000001,0.7869826079384136,0.8038615973102676
1497586439,15,0.7656875,0.7835041666666668,0.7872697716198668,0.8043542495039538
432652533,15,0.7651791666666666,0.7819041666666667,0.7873936217032643,0.8036556431504781
202244314,15,0.7664458333333333,0.7820000000000001,0.7885754933867695,0.8038251852790754
191664964,20,0.7766541666666666,0.8018041666666668,0.800482026233997,0.8190494250422523
1662057958,20,0.7788875000000001,0.8017583333333335,0.8015908674114577,0.8193029897683716
1405681632,20,0.7787500000000002,0.8008166666666667,0.8014406710367952,0.8185291876371769
942484272,20,0.778725,0.8015333333333334,0.8017825503705155,0.8188792305125802
929893138,20,0.7781166666666667,0.8011166666666668,0.800792430542806,0.8186011804989665
1843824993,20,0.7793791666666667,0.8009583333333333,0.801628968079342,0.818328961612626
184566854,20,0.7788666666666668,0.8009833333333334,0.8015172665189506,0.8186748039732622
1497586439,20,0.7790916666666668,0.8014333333333334,0.8015550102162327,0.8190390279794154
432652533,20,0.7792375,0.8017958333333335,0.8017211845471206,0.8192153784523014
202244314,20,0.7794166666666668,0.8010666666666668,0.8016854929711502,0.8182300462811188
191664964,25,0.7918833333333335,0.8164333333333333,0.8122195095222313,0.8299957808441341
