seed,k,standard  ρ=30,smooth  γ=0.7,standard  ρ=52  (matched)
191664964,1,0.3569428571428571,0.23745714285714287,0.29874285714285714
191664964,2,0.39065,0.2867642857142857,0.3374285714285714
191664964,3,0.4016666666666666,0.3129047619047619,0.3547666666666666
191664964,4,0.40504285714285715,0.3279142857142857,0.36383571428571426
191664964,5,0.4046600000000001,0.3379714285714286,0.36872857142857146
191664964,6,0.4029690476190476,0.34466904761904765,0.3713285714285715
191664964,7,0.4011632653061224,0.35004897959183673,0.37318571428571423
191664964,8,0.39925357142857143,0.3536017857142857,0.37461428571428573
191664964,9,0.39791904761904767,0.3573968253968254,0.3758206349206349
191664964,10,0.39645714285714284,0.3605514285714286,0.3767042857142857
191664964,11,0.39497532467532465,0.3633142857142856,0.3775727272727272
191664964,12,0.3936119047619047,0.36558095238095245,0.37806547619047615
191664964,13,0.3923604395604396,0.36755494505494507,0.3786505494505495
191664964,14,0.39116530612244904,0.3694367346938776,0.37886428571428565
191664964,15,0.3902895238095238,0.3709990476190476,0.37924285714285716
191664964,16,0.38950535714285717,0.37240089285714284,0.3796017857142857
191664964,17,0.38885798319327725,0.3737226890756303,0.3797084033613445
191664964,18,0.38828015873015875,0.3750222222222222,0.38020476190476193
191664964,19,0.38767593984962406,0.37612857142857137,0.38062857142857137
191664964,20,0.38723428571428575,0.3772528571428571,0.3808814285714286
191664964,21,0.38670068027210885,0.37830068027210884,0.38100204081632655
191664964,22,0.3860909090909091,0.379314935064935,0.38128896103896104
191664964,23,0.3859099378881988,0.38032981366459634,0.3816757763975155
191664964,24,0.38556666666666667,0.3811291666666666,0.3817666666666667
191664964,25,0.3852582857142858,0.3820611428571429,0.3821862857142857
191664964,26,0.385189010989011,0.3830714285714286,0.38267637362637363
191664964,27,0.3850952380952381,0.3839037037037037,0.38316137566137565
191664964,28,0.385045918367347,0.38477295918367344,0.38360612244897957
191664964,29,0.38484778325123153,0.3854197044334975,0.38393054187192116
191664964,30,0.38478952380952386,0.38608380952380944,0.3843252380952381
191664964,31,0.38464193548387093,0.38679493087557604,0.38470414746543774
191664964,32,0.38452589285714284,0.38750758928571427,0.3850080357142857
191664964,33,0.3844471861471861,0.3882060606060605,0.3853632034632034
191664964,34,0.38440210084033616,0.38889537815126046,0.38567689075630257
191664964,35,0.3843922448979592,0.3895036734693877,0.3860824489795919
191664964,36,0.3844142857142857,0.3900440476190476,0.38635436507936505
191664964,37,0.38445791505791505,0.39059034749034754,0.3867003861003861
191664964,38,0.38456390977443605,0.3912127819548872,0.38710300751879695
191664964,39,0.3847652014652015,0.39184981684981685,0.3875706959706959
191664964,40,0.3848553571428571,0.3924260714285714,0.38797249999999994
191664964,41,0.38495783972125436,0.39317560975609755,0.3884324041811847
191664964,42,0.38507993197278917,0.393745918367347,0.3888163265306123
191664964,43,0.38524584717607974,0.39433023255813954,0.38924784053156153
191664964,44,0.38538214285714284,0.39485909090909094,0.3896678571428571
