k,rho,gamma,seed,no_at_k
30,30,0.795918,4,0.3561371428571429
100,30,0.795918,4,0.35599657142857144
30,30,0.857143,0,0.3559585714285714
100,30,0.857143,0,0.3528565714285714
30,30,0.795918,2,0.35547047619047617
100,30,0.795918,2,0.35556371428571426
30,30,0.857143,1,0.3560647619047619
100,30,0.857143,1,0.35299342857142857
30,30,0.857143,2,0.3560295238095238
100,30,0.857143,2,0.35299057142857143
30,30,0.857143,3,0.35584238095238097
100,30,0.857143,3,0.35321614285714287
30,30,0.918367,1,0.3549528571428571
100,30,0.918367,1,0.3486925714285714
30,30,0.918367,0,0.3548342857142857
100,30,0.918367,0,0.34924442857142857
30,30,0.857143,4,0.3566485714285714
100,30,0.857143,4,0.3530898571428571
30,30,0.918367,3,0.3547104761904762
100,30,0.918367,3,0.34882314285714283
30,30,0.979592,0,0.3528847619047619
100,30,0.979592,0,0.34524842857142857
30,30,0.918367,2,0.35479238095238097
100,30,0.918367,2,0.34950128571428574
30,30,0.918367,4,0.3545452380952381
100,30,0.918367,4,0.349242
30,30,0.979592,1,0.3530304761904762
100,30,0.979592,1,0.34583885714285717
30,30,0.979592,2,0.3531666666666667
100,30,0.979592,2,0.345167
30,30,0.979592,3,0.35331
100,30,0.979592,3,0.34569757142857144
30,30,1.040816,0,0.35173
100,30,1.040816,0,0.34152214285714283
30,30,1.040816,2,0.3509271428571429
100,30,1.040816,2,0.34164042857142857
30,30,0.979592,4,0.35299
100,30,0.979592,4,0.34580314285714286
30,30,1.040816,1,0.35137714285714283
100,30,1.040816,1,0.341258
30,30,1.102041,2,0.34839761904761907
100,30,1.102041,2,0.3383797142857143
30,30,1.040816,3,0.35161238095238095
100,30,1.040816,3,0.3417875714285714
30,30,1.040816,4,0.3512119047619048
100,30,1.040816,4,0.34098628571428574
30,30,1.102041,0,0.3487
100,30,1.102041,0,0.338329
30,30,1.102041,1,0.34852809523809525
100,30,1.102041,1,0.33847757142857143
30,30,1.102041,3,0.34879714285714286
100,30,1.102041,3,0.3379187142857143
30,30,1.163265,0,0.34650095238095235
100,30,1.163265,0,0.33440442857142855
30,30,1.102041,4,0.3488109523809524
100,30,1.102041,4,0.3388134285714286
30,30,1.163265,1,0.34600619047619047
100,30,1.163265,1,0.33455985714285713
30,30,1.22449,0,0.34363285714285713
100,30,1.22449,0,0.3312817142857143
30,30,1.163265,2,0.3467204761904762
100,30,1.163265,2,0.3345782857142857
30,30,1.163265,4,0.34629333333333334
100,30,1.163265,4,0.3346932857142857
30,30,1.22449,2,0.3436547619047619
100,30,1.22449,2,0.33070642857142857
30,30,1.163265,3,0.34658904761904763
100,30,1.163265,3,0.3344174285714286
30,30,1.22449,1,0.3442547619047619
100,30,1.22449,1,0.331198
30,30,1.22449,3,0.3441409523809524
100,30,1.22449,3,0.33084671428571427
30,30,1.22449,4,0.34382619047619045
100,30,1.22449,4,0.3307987142857143
30,30,1.285714,0,0.3411561904761905
100,30,1.285714,0,0.32819985714285715
30,30,1.285714,1,0.34138238095238094
100,30,1.285714,1,0.32767614285714286
30,30,1.285714,2,0.34113333333333334
100,30,1.285714,2,0.3280735714285714
30,30,1.285714,3,0.3412057142857143
100,30,1.285714,3,0.327766
30,30,1.285714,4,0.34135666666666664
100,30,1.285714,4,0.3277552857142857
30,30,1.346939,0,0.3387157142857143
100,30,1.346939,0,0.3248035714285714
30,30,1.346939,1,0.338532380952381
100,30,1.346939,1,0.32444557142857144
30,30,1.346939,2,0.33860809523809526
100,30,1.346939,2,0.32412657142857143
30,30,1.346939,3,0.33850285714285716
100,30,1.346939,3,0.32498114285714286
30,30,1.346939,4,0.33822
100,30,1.346939,4,0.32382442857142857
30,30,1.408163,0,0.3365009523809524
100,30,1.408163,0,0.321667
30,30,1.408163,2,0.3360057142857143
100,30,1.408163,2,0.321413
30,30,1.408163,1,0.3360104761904762
100,30,1.408163,1,0.3217205714285714
30,30,1.408163,3,0.3361790476190476
100,30,1.408163,3,0.321406
30,30,1.408163,4,0.3359614285714286
100,30,1.408163,4,0.3222784285714286
30,30,1.469388,1,0.3341604761904762
100,30,1.469388,1,0.318528
30,30,1.469388,0,0.3338409523809524
100,30,1.469388,0,0.31801142857142856
30,30,1.469388,2,0.33370333333333335
100,30,1.469388,2,0.3182797142857143
30,30,1.469388,3,0.33386
100,30,1.469388,3,0.31801714285714283
30,30,1.469388,4,0.3340619047619048
100,30,1.469388,4,0.318014
30,30,1.530612,0,0.3314090476190476
100,30,1.530612,0,0.31477171428571427
30,30,1.530612,1,0.3316047619047619
100,30,1.530612,1,0.3152865714285714
30,30,1.530612,4,0.331482380952381
100,30,1.530612,4,0.3157021428571429
30,30,1.530612,2,0.33116
100,30,1.530612,2,0.3156731428571429
30,30,1.530612,3,0.3313980952380952
100,30,1.530612,3,0.3160355714285714
30,30,1.591837,1,0.3288490476190476
100,30,1.591837,1,0.3118987142857143
30,30,1.591837,0,0.3289619047619048
100,30,1.591837,0,0.31221914285714286
30,30,1.591837,2,0.32858095238095236
100,30,1.591837,2,0.3127502857142857
30,30,1.653061,0,0.3259752380952381
100,30,1.653061,0,0.30914928571428574
30,30,1.653061,2,0.32645142857142856
100,30,1.653061,2,0.30907871428571426
30,30,1.591837,3,0.32897238095238096
100,30,1.591837,3,0.31222085714285713
30,30,1.653061,3,0.32649428571428574
100,30,1.653061,3,0.3091311428571429
30,30,1.591837,4,0.32887761904761903
100,30,1.591837,4,0.3126772857142857
30,30,1.653061,4,0.32616047619047617
100,30,1.653061,4,0.30896542857142856
30,30,1.653061,1,0.32643904761904763
100,30,1.653061,1,0.3099577142857143
30,30,1.714286,1,0.3230842857142857
100,30,1.714286,1,0.3068187142857143
30,30,1.714286,0,0.3232957142857143
100,30,1.714286,0,0.30622442857142856
30,30,1.714286,3,0.32350190476190477
100,30,1.714286,3,0.30678914285714287
30,30,1.714286,4,0.3238814285714286
100,30,1.714286,4,0.3072432857142857
30,30,1.77551,1,0.3213814285714286
100,30,1.77551,1,0.30439571428571427
30,30,1.714286,2,0.32378809523809526
100,30,1.714286,2,0.3064591428571429
30,30,1.77551,2,0.3212642857142857
100,30,1.77551,2,0.30426985714285715
30,30,1.77551,0,0.32126190476190475
100,30,1.77551,0,0.3043551428571429
30,30,1.77551,3,0.3207261904761905
100,30,1.77551,3,0.3039387142857143
30,30,1.77551,4,0.32109238095238096
100,30,1.77551,4,0.30386671428571427
30,30,1.836735,0,0.31865666666666664
100,30,1.836735,0,0.3012497142857143
30,30,1.836735,1,0.31843333333333335
100,30,1.836735,1,0.30097214285714285
30,30,1.836735,2,0.31834809523809526
100,30,1.836735,2,0.3004275714285714
30,30,1.836735,3,0.31847380952380955
100,30,1.836735,3,0.301252
30,30,1.897959,1,0.3162933333333333
100,30,1.897959,1,0.29904128571428573
30,30,1.897959,0,0.3158128571428571
100,30,1.897959,0,0.29870285714285716
30,30,1.897959,2,0.3157738095238095
100,30,1.897959,2,0.2985744285714286
30,30,1.897959,4,0.3161609523809524
100,30,1.897959,4,0.29884171428571427
30,30,1.836735,4,0.3182885714285714
100,30,1.836735,4,0.30170728571428573
30,30,1.959184,0,0.3131209523809524
100,30,1.959184,0,0.2949687142857143
30,30,1.897959,3,0.31631095238095236
100,30,1.897959,3,0.3002187142857143
30,30,1.959184,1,0.31338571428571427
100,30,1.959184,1,0.2956865714285714
30,30,1.959184,2,0.3135295238095238
100,30,1.959184,2,0.29579557142857144
30,30,2.020408,0,0.3114033333333333
100,30,2.020408,0,0.29413042857142857
30,30,1.959184,3,0.31317809523809526
100,30,1.959184,3,0.29595685714285713
30,30,1.959184,4,0.31319380952380954
100,30,1.959184,4,0.2950845714285714
30,30,2.020408,1,0.31175380952380954
100,30,2.020408,1,0.2936247142857143
30,30,2.020408,2,0.3110447619047619
100,30,2.020408,2,0.2935225714285714
30,30,2.020408,3,0.3113361904761905
100,30,2.020408,3,0.2935655714285714
30,30,2.020408,4,0.3115747619047619
100,30,2.020408,4,0.2939238571428571
30,30,2.081633,0,0.3091109523809524
100,30,2.081633,0,0.2919535714285714
30,30,2.081633,2,0.30867428571428573
100,30,2.081633,2,0.290879
30,30,2.081633,3,0.3089547619047619
100,30,2.081633,3,0.29100057142857144
30,30,2.081633,1,0.30891714285714283
100,30,2.081633,1,0.29079571428571427
30,30,2.142857,0,0.3064895238095238
100,30,2.142857,0,0.28839971428571426
30,30,2.142857,2,0.3069438095238095
100,30,2.142857,2,0.28935185714285716
30,30,2.142857,3,0.3066447619047619
100,30,2.142857,3,0.2885687142857143
30,30,2.081633,4,0.30959190476190473
100,30,2.081633,4,0.29166642857142855
30,30,2.142857,1,0.3074
100,30,2.142857,1,0.2891127142857143
30,30,2.204082,0,0.30441523809523807
100,30,2.204082,0,0.28641628571428573
30,30,2.142857,4,0.3069390476190476
100,30,2.142857,4,0.2885311428571429
30,30,2.204082,3,0.3046333333333333
100,30,2.204082,3,0.2865174285714286
30,30,2.204082,4,0.30454095238095236
100,30,2.204082,4,0.2863712857142857
30,30,2.204082,1,0.30487142857142857
100,30,2.204082,1,0.28616014285714286
30,30,2.204082,2,0.30460095238095236
100,30,2.204082,2,0.2858192857142857
30,30,2.265306,0,0.30232809523809523
100,30,2.265306,0,0.28424014285714283
30,30,2.265306,1,0.30267761904761903
100,30,2.265306,1,0.2845635714285714
30,30,2.265306,3,0.30292857142857144
100,30,2.265306,3,0.28410928571428573
30,30,2.265306,2,0.30235142857142855
100,30,2.265306,2,0.2844857142857143
30,30,2.265306,4,0.30233714285714286
100,30,2.265306,4,0.284705
30,30,2.326531,0,0.30035
100,30,2.326531,0,0.2820728571428571
30,30,2.326531,3,0.30053857142857143
100,30,2.326531,3,0.2824767142857143
30,30,2.326531,2,0.30030666666666667
100,30,2.326531,2,0.2821002857142857
30,30,2.326531,1,0.30071190476190474
100,30,2.326531,1,0.2821072857142857
30,30,2.387755,0,0.2977604761904762
100,30,2.387755,0,0.27926542857142855
30,30,2.326531,4,0.30021095238095236
100,30,2.326531,4,0.2824635714285714
30,30,2.387755,2,0.29832
100,30,2.387755,2,0.28033214285714286
30,30,2.387755,4,0.2981857142857143
100,30,2.387755,4,0.28015357142857145
30,30,2.387755,1,0.2983447619047619
100,30,2.387755,1,0.27966342857142856
30,30,2.387755,3,0.2985161904761905
100,30,2.387755,3,0.279842
30,30,2.44898,0,0.296792380952381
100,30,2.44898,0,0.27759757142857144
30,30,2.44898,1,0.29633714285714285
100,30,2.44898,1,0.277401
30,30,2.44898,2,0.29595
100,30,2.44898,2,0.2777307142857143
30,30,2.44898,4,0.2959233333333333
100,30,2.44898,4,0.277056
30,30,2.510204,0,0.29444190476190474
100,30,2.510204,0,0.2748177142857143
30,30,2.44898,3,0.29663047619047617
100,30,2.44898,3,0.27789528571428573
30,30,2.510204,3,0.29474761904761904
100,30,2.510204,3,0.27566857142857143
30,30,2.510204,2,0.2946804761904762
100,30,2.510204,2,0.2756787142857143
30,30,2.510204,1,0.2942385714285714
100,30,2.510204,1,0.27483071428571426
30,30,2.571429,0,0.2924242857142857
100,30,2.571429,0,0.27309
30,30,2.510204,4,0.29417952380952384
100,30,2.510204,4,0.275264
30,30,2.571429,1,0.2923414285714286
100,30,2.571429,1,0.2732995714285714
30,30,2.571429,3,0.2926252380952381
100,30,2.571429,3,0.27327614285714286
30,30,2.571429,2,0.2923966666666667
100,30,2.571429,2,0.2734357142857143
30,30,2.571429,4,0.2929995238095238
100,30,2.571429,4,0.27399542857142856
30,30,2.632653,0,0.29085714285714287
100,30,2.632653,0,0.27184385714285714
30,30,2.632653,1,0.2912019047619048
100,30,2.632653,1,0.27195342857142857
30,30,2.693878,0,0.28896571428571427
100,30,2.693878,0,0.26966671428571426
30,30,2.632653,3,0.29105857142857144
100,30,2.632653,3,0.2724154285714286
30,30,2.693878,1,0.2891790476190476
100,30,2.693878,1,0.2689392857142857
30,30,2.632653,2,0.29117666666666664
100,30,2.632653,2,0.272589
30,30,2.693878,3,0.2892990476190476
100,30,2.693878,3,0.26976242857142857
30,30,2.693878,2,0.2897742857142857
100,30,2.693878,2,0.2705062857142857
30,30,2.632653,4,0.29099238095238095
100,30,2.632653,4,0.2716715714285714
30,30,2.755102,0,0.28698285714285715
100,30,2.755102,0,0.26757057142857144
30,30,2.755102,1,0.2878638095238095
100,30,2.755102,1,0.26760414285714285
30,30,2.693878,4,0.28931142857142855
100,30,2.693878,4,0.2689972857142857
30,30,2.755102,2,0.28744142857142857
100,30,2.755102,2,0.268856
30,30,2.755102,3,0.2879795238095238
100,30,2.755102,3,0.2685748571428571
30,30,2.816327,0,0.28650761904761907
100,30,2.816327,0,0.26626985714285717
30,30,2.816327,1,0.2861838095238095
100,30,2.816327,1,0.2650862857142857
30,30,2.816327,2,0.28693142857142856
100,30,2.816327,2,0.2664522857142857
30,30,2.816327,3,0.28645952380952383
100,30,2.816327,3,0.2666534285714286
30,30,2.755102,4,0.2879366666666667
100,30,2.755102,4,0.268023
30,30,2.816327,4,0.28641285714285714
100,30,2.816327,4,0.2658932857142857
30,30,2.877551,0,0.2846019047619048
100,30,2.877551,0,0.2638362857142857
30,30,2.877551,2,0.28501333333333334
100,30,2.877551,2,0.264104
30,30,2.877551,1,0.2843952380952381
100,30,2.877551,1,0.2642164285714286
30,30,2.877551,3,0.28542809523809526
100,30,2.877551,3,0.2650835714285714
30,30,2.877551,4,0.2847485714285714
100,30,2.877551,4,0.2649505714285714
30,30,2.938776,2,0.28301809523809524
100,30,2.938776,2,0.26223014285714286
30,30,2.938776,0,0.28351095238095236
100,30,2.938776,0,0.26305228571428574
30,30,2.938776,1,0.28267238095238095
100,30,2.938776,1,0.26197857142857145
30,30,2.938776,3,0.28280666666666665
100,30,2.938776,3,0.26228942857142856
30,30,3.0,2,0.28164761904761904
100,30,3.0,2,0.26103042857142855
30,30,3.0,0,0.28240571428571426
100,30,3.0,0,0.26199628571428574
30,30,3.0,1,0.28159809523809526
100,30,3.0,1,0.261359
30,100,0.0,1,0.16434333333333334
100,100,0.0,1,0.28647742857142855
30,30,2.938776,4,0.2831604761904762
100,30,2.938776,4,0.26248385714285716
30,30,3.0,3,0.28185571428571426
100,30,3.0,3,0.2611534285714286
30,100,0.0,0,0.1640390476190476
100,100,0.0,0,0.28611242857142855
30,100,0.0,2,0.16416095238095238
100,100,0.0,2,0.2863645714285714
30,100,0.0,3,0.1643238095238095
100,100,0.0,3,0.28661257142857144
30,30,3.0,4,0.2816680952380952
100,30,3.0,4,0.26124714285714284
30,100,0.0,4,0.16417714285714285
100,100,0.0,4,0.286378
30,100,0.061224,0,0.17040809523809525
100,100,0.061224,0,0.29177485714285717
30,100,0.061224,2,0.17031714285714286
100,100,0.061224,2,0.2914297142857143
30,100,0.061224,1,0.17040238095238094
100,100,0.061224,1,0.29159757142857146
30,100,0.061224,4,0.1703552380952381
100,100,0.061224,4,0.2916978571428571
30,100,0.061224,3,0.17043952380952382
100,100,0.061224,3,0.2918177142857143
30,100,0.122449,1,0.17787238095238095
100,100,0.122449,1,0.2981292857142857
30,100,0.122449,0,0.17766190476190477
100,100,0.122449,0,0.29771785714285715
30,100,0.122449,2,0.17744285714285715
100,100,0.122449,2,0.2977444285714286
30,100,0.183673,0,0.18463428571428572
100,100,0.183673,0,0.3028432857142857
30,100,0.122449,3,0.1774847619047619
100,100,0.122449,3,0.29761642857142856
30,100,0.122449,4,0.1775361904761905
100,100,0.122449,4,0.29755771428571426
30,100,0.183673,1,0.18540666666666666
100,100,0.183673,1,0.30389442857142857
30,100,0.183673,3,0.18538619047619048
100,100,0.183673,3,0.30384114285714287
30,100,0.183673,2,0.18551380952380953
100,100,0.183673,2,0.30376985714285715
30,100,0.183673,4,0.18509333333333333
100,100,0.183673,4,0.30348657142857144
30,100,0.244898,0,0.19418142857142856
100,100,0.244898,0,0.30987
30,100,0.244898,1,0.19430190476190476
100,100,0.244898,1,0.3101287142857143
30,100,0.306122,0,0.20478714285714286
100,100,0.306122,0,0.3171784285714286
30,100,0.244898,3,0.19419142857142857
100,100,0.244898,3,0.30994685714285714
30,100,0.244898,2,0.19333095238095238
100,100,0.244898,2,0.30886142857142856
30,100,0.244898,4,0.1946447619047619
100,100,0.244898,4,0.3103268571428571
30,100,0.306122,3,0.20439285714285715
100,100,0.306122,3,0.3167995714285714
30,100,0.306122,1,0.2048009523809524
100,100,0.306122,1,0.31722814285714285
30,100,0.306122,2,0.20525095238095237
100,100,0.306122,2,0.3175698571428571
30,100,0.367347,0,0.21674
100,100,0.367347,0,0.324434
30,100,0.306122,4,0.20458238095238096
100,100,0.306122,4,0.31670714285714285
30,100,0.367347,1,0.21702095238095237
100,100,0.367347,1,0.32491728571428574
30,100,0.367347,2,0.21723
100,100,0.367347,2,0.32498114285714286
30,100,0.367347,3,0.21736142857142857
100,100,0.367347,3,0.32498257142857145
30,100,0.367347,4,0.21660666666666667
100,100,0.367347,4,0.324399
30,100,0.428571,0,0.22995904761904762
100,100,0.428571,0,0.33220357142857143
30,100,0.428571,1,0.22982714285714287
100,100,0.428571,1,0.3319991428571429
30,100,0.428571,2,0.22822761904761904
100,100,0.428571,2,0.3309077142857143
30,100,0.428571,4,0.23003714285714286
100,100,0.428571,4,0.33222157142857145
30,100,0.428571,3,0.2301147619047619
100,100,0.428571,3,0.3322054285714286
30,100,0.489796,1,0.24263761904761905
100,100,0.489796,1,0.3378872857142857
30,100,0.489796,0,0.24315809523809523
100,100,0.489796,0,0.3381695714285714
30,100,0.489796,2,0.24225857142857143
100,100,0.489796,2,0.337842
30,100,0.489796,3,0.24301142857142857
100,100,0.489796,3,0.33815485714285715
30,100,0.489796,4,0.24274238095238096
100,100,0.489796,4,0.3377842857142857
30,100,0.55102,0,0.2570404761904762
100,100,0.55102,0,0.34479385714285715
30,100,0.55102,3,0.25674857142857144
100,100,0.55102,3,0.344197
30,100,0.55102,1,0.25721666666666665
100,100,0.55102,1,0.3447224285714286
30,100,0.55102,2,0.2567309523809524
100,100,0.55102,2,0.34433514285714284
30,100,0.612245,0,0.2716490476190476
100,100,0.612245,0,0.350289
30,100,0.55102,4,0.25734142857142855
100,100,0.55102,4,0.3453211428571429
30,100,0.612245,1,0.27154904761904763
100,100,0.612245,1,0.3500887142857143
30,100,0.612245,2,0.2714804761904762
100,100,0.612245,2,0.3502355714285714
30,100,0.612245,3,0.2713090476190476
100,100,0.612245,3,0.350233
30,100,0.612245,4,0.27114
100,100,0.612245,4,0.3497144285714286
30,100,0.673469,0,0.2865542857142857
100,100,0.673469,0,0.35427128571428573
30,100,0.673469,1,0.2865104761904762
100,100,0.673469,1,0.354583
30,100,0.673469,2,0.2863561904761905
100,100,0.673469,2,0.35447614285714285
30,100,0.673469,3,0.2867314285714286
100,100,0.673469,3,0.35467985714285716
30,100,0.673469,4,0.2862709523809524
100,100,0.673469,4,0.3547545714285714
30,100,0.734694,0,0.2998704761904762
100,100,0.734694,0,0.35760185714285714
30,100,0.734694,1,0.30067285714285713
100,100,0.734694,1,0.358702
30,100,0.734694,2,0.30064142857142856
100,100,0.734694,2,0.35813157142857144
30,100,0.734694,3,0.2984585714285714
100,100,0.734694,3,0.3578452857142857
30,100,0.795918,0,0.3132738095238095
100,100,0.795918,0,0.36033114285714285
30,100,0.734694,4,0.30092714285714284
100,100,0.734694,4,0.3585207142857143
30,100,0.795918,2,0.3136109523809524
100,100,0.795918,2,0.36039714285714286
30,100,0.795918,3,0.31294428571428573
100,100,0.795918,3,0.3601405714285714
30,100,0.795918,1,0.3133652380952381
100,100,0.795918,1,0.3602387142857143
30,100,0.795918,4,0.31358380952380954
100,100,0.795918,4,0.36064871428571427
30,100,0.857143,1,0.32280857142857144
100,100,0.857143,1,0.360857
30,100,0.857143,2,0.32357714285714284
100,100,0.857143,2,0.3609262857142857
30,100,0.857143,0,0.32361761904761904
100,100,0.857143,0,0.3607217142857143
30,100,0.857143,3,0.32404666666666665
100,100,0.857143,3,0.36078414285714283
30,100,0.857143,4,0.32436857142857145
100,100,0.857143,4,0.36149657142857144
30,100,0.918367,0,0.33067619047619046
100,100,0.918367,0,0.3605687142857143
30,100,0.918367,1,0.3313014285714286
100,100,0.918367,1,0.36135814285714285
30,100,0.918367,4,0.33141
100,100,0.918367,4,0.36101014285714284
30,100,0.918367,3,0.3304590476190476
100,100,0.918367,3,0.360073
30,100,0.918367,2,0.33139142857142856
100,100,0.918367,2,0.3607662857142857
30,100,0.979592,0,0.3381404761904762
100,100,0.979592,0,0.360838
30,100,0.979592,1,0.33792190476190476
100,100,0.979592,1,0.3611331428571429
30,100,0.979592,3,0.33795761904761906
100,100,0.979592,3,0.3601417142857143
30,100,0.979592,2,0.3378052380952381
100,100,0.979592,2,0.36042357142857145
30,100,0.979592,4,0.33814238095238097
100,100,0.979592,4,0.36031542857142856
30,100,1.040816,0,0.3429709523809524
100,100,1.040816,0,0.3594462857142857
30,100,1.040816,1,0.34263809523809524
100,100,1.040816,1,0.359086
30,100,1.102041,1,0.3460995238095238
100,100,1.102041,1,0.356227
30,100,1.040816,3,0.3431004761904762
100,100,1.040816,3,0.359492
30,100,1.102041,0,0.3458590476190476
100,100,1.102041,0,0.3561081428571429
30,100,1.040816,2,0.34296238095238096
100,100,1.040816,2,0.35928685714285713
30,100,1.040816,4,0.3429247619047619
100,100,1.040816,4,0.3588887142857143
30,100,1.102041,3,0.3460895238095238
100,100,1.102041,3,0.35635014285714284
30,100,1.102041,2,0.34590333333333334
100,100,1.102041,2,0.3565858571428571
30,100,1.102041,4,0.34584809523809523
100,100,1.102041,4,0.356238
30,100,1.163265,1,0.3478195238095238
100,100,1.163265,1,0.35393671428571427
30,100,1.163265,0,0.34756
100,100,1.163265,0,0.35354914285714284
30,100,1.22449,0,0.3487538095238095
100,100,1.22449,0,0.35177914285714285
30,100,1.163265,2,0.34779571428571426
100,100,1.163265,2,0.3537915714285714
30,100,1.163265,3,0.34815761904761905
100,100,1.163265,3,0.3545337142857143
30,100,1.163265,4,0.34822095238095235
100,100,1.163265,4,0.3542682857142857
30,100,1.22449,1,0.34874666666666665
100,100,1.22449,1,0.3510847142857143
30,100,1.22449,4,0.3483880952380952
100,100,1.22449,4,0.35140557142857143
30,100,1.285714,0,0.34924571428571427
100,100,1.285714,0,0.34922642857142855
30,100,1.285714,1,0.34918238095238097
100,100,1.285714,1,0.349049
30,100,1.22449,3,0.3486728571428571
100,100,1.22449,3,0.3513164285714286
30,100,1.22449,2,0.34827714285714284
100,100,1.22449,2,0.351262
