dataset,gamma,rho,k,measure,eff_size,eff_over_k,no_mean,no_std,n_seeds
mnist,1.285714,30,100,thr_c1.0,13.957185714285714,0.13957185714285714,0.32789417142857136,0.0002043926273681314,5
mnist,1.285714,30,100,participation_ratio,8.226522674861082,0.08226522674861082,0.32789417142857136,0.0002043926273681314,5
mnist,1.285714,30,100,two_pow_entropy,16.835297477812066,0.16835297477812067,0.32789417142857136,0.0002043926273681314,5
mnist,1.5,30,10,thr_c0.25,24.727028571428573,2.472702857142857,0.3949297142857143,0.0002503359375572303,5
mnist,1.5,30,10,thr_c0.5,17.220971428571428,1.7220971428571428,0.3949297142857143,0.0002503359375572303,5
mnist,1.5,30,10,thr_c1.0,11.629328571428571,1.1629328571428572,0.3949297142857143,0.0002503359375572303,5
mnist,1.5,30,10,participation_ratio,5.99313923361872,0.5993139233618721,0.3949297142857143,0.0002503359375572303,5
mnist,1.5,30,10,two_pow_entropy,11.49121698491953,1.149121698491953,0.3949297142857143,0.0002503359375572303,5
mnist,1.5,30,30,thr_c0.25,24.727028571428573,0.8242342857142858,0.33289352380952375,0.00016394280292341537,5
mnist,1.5,30,30,thr_c0.5,17.220971428571428,0.574032380952381,0.33289352380952375,0.00016394280292341537,5
mnist,1.5,30,30,thr_c1.0,11.629328571428571,0.3876442857142857,0.33289352380952375,0.00016394280292341537,5
mnist,1.5,30,30,participation_ratio,5.99313923361872,0.19977130778729066,0.33289352380952375,0.00016394280292341537,5
mnist,1.5,30,30,two_pow_entropy,11.49121698491953,0.38304056616398435,0.33289352380952375,0.00016394280292341537,5
mnist,1.5,30,100,thr_c0.25,24.727028571428573,0.24727028571428572,0.3169594857142857,0.0003140433299104294,5
mnist,1.5,30,100,thr_c0.5,17.220971428571428,0.17220971428571427,0.3169594857142857,0.0003140433299104294,5
mnist,1.5,30,100,thr_c1.0,11.629328571428571,0.11629328571428571,0.3169594857142857,0.0003140433299104294,5
mnist,1.5,30,100,participation_ratio,5.99313923361872,0.0599313923361872,0.3169594857142857,0.0003140433299104294,5
mnist,1.5,30,100,two_pow_entropy,11.49121698491953,0.1149121698491953,0.3169594857142857,0.0003140433299104294,5
mnist,1.714286,30,10,thr_c0.25,19.512357142857145,1.9512357142857144,0.38956942857142857,0.000268462896003571,5
mnist,1.714286,30,10,thr_c0.5,14.014514285714286,1.4014514285714286,0.38956942857142857,0.000268462896003571,5
mnist,1.714286,30,10,thr_c1.0,9.821185714285717,0.9821185714285716,0.38956942857142857,0.000268462896003571,5
mnist,1.714286,30,10,participation_ratio,4.698861821326492,0.4698861821326492,0.38956942857142857,0.000268462896003571,5
mnist,1.714286,30,10,two_pow_entropy,8.373660824367455,0.8373660824367455,0.38956942857142857,0.000268462896003571,5
mnist,1.714286,30,30,thr_c0.25,19.512357142857145,0.6504119047619048,0.3235102857142857,0.0002974936269063367,5
mnist,1.714286,30,30,thr_c0.5,14.014514285714286,0.4671504761904762,0.3235102857142857,0.0002974936269063367,5
mnist,1.714286,30,30,thr_c1.0,9.821185714285717,0.32737285714285724,0.3235102857142857,0.0002974936269063367,5
mnist,1.714286,30,30,participation_ratio,4.698861821326492,0.15662872737754974,0.3235102857142857,0.0002974936269063367,5
mnist,1.714286,30,30,two_pow_entropy,8.373660824367455,0.2791220274789152,0.3235102857142857,0.0002974936269063367,5
mnist,1.714286,30,100,thr_c0.25,19.512357142857145,0.19512357142857145,0.30670694285714284,0.00034673858411531794,5
mnist,1.714286,30,100,thr_c0.5,14.014514285714286,0.14014514285714286,0.30670694285714284,0.00034673858411531794,5
mnist,1.714286,30,100,thr_c1.0,9.821185714285717,0.09821185714285717,0.30670694285714284,0.00034673858411531794,5
mnist,1.714286,30,100,participation_ratio,4.698861821326492,0.04698861821326492,0.30670694285714284,0.00034673858411531794,5
mnist,1.714286,30,100,two_pow_entropy,8.373660824367455,0.08373660824367456,0.30670694285714284,0.00034673858411531794,5
mnist,1.928571,30,10,thr_c0.25,15.841385714285714,1.5841385714285714,0.38328942857142856,0.0001433209613391882,5
mnist,1.928571,30,10,thr_c0.5,11.676,1.1676,0.38328942857142856,0.0001433209613391882,5
mnist,1.928571,30,10,thr_c1.0,8.4206,0.84206,0.38328942857142856,0.0001433209613391882,5
mnist,1.928571,30,10,participation_ratio,3.888367340525791,0.38883673405257907,0.38328942857142856,0.0001433209613391882,5
mnist,1.928571,30,10,two_pow_entropy,6.484223534200045,0.6484223534200045,0.38328942857142856,0.0001433209613391882,5
mnist,1.928571,30,30,thr_c0.25,15.841385714285714,0.5280461904761905,0.31476076190476193,0.00013732877609505512,5
mnist,1.928571,30,30,thr_c0.5,11.676,0.3892,0.31476076190476193,0.00013732877609505512,5
mnist,1.928571,30,30,thr_c1.0,8.4206,0.2806866666666667,0.31476076190476193,0.00013732877609505512,5
mnist,1.928571,30,30,participation_ratio,3.888367340525791,0.12961224468419302,0.31476076190476193,0.00013732877609505512,5
mnist,1.928571,30,30,two_pow_entropy,6.484223534200045,0.21614078447333485,0.31476076190476193,0.00013732877609505512,5
mnist,1.928571,30,100,thr_c0.25,15.841385714285714,0.15841385714285713,0.2972807714285714,0.00045167251636645016,5
mnist,1.928571,30,100,thr_c0.5,11.676,0.11676,0.2972807714285714,0.00045167251636645016,5
mnist,1.928571,30,100,thr_c1.0,8.4206,0.084206,0.2972807714285714,0.00045167251636645016,5
mnist,1.928571,30,100,participation_ratio,3.888367340525791,0.03888367340525791,0.2972807714285714,0.00045167251636645016,5
mnist,1.928571,30,100,two_pow_entropy,6.484223534200045,0.06484223534200045,0.2972807714285714,0.00045167251636645016,5
mnist,2.142857,30,10,thr_c0.25,13.187057142857142,1.3187057142857141,0.3776045714285714,0.0002711237386003977,5
mnist,2.142857,30,10,thr_c0.5,9.9319,0.99319,0.3776045714285714,0.0002711237386003977,5
mnist,2.142857,30,10,thr_c1.0,7.337814285714286,0.7337814285714286,0.3776045714285714,0.0002711237386003977,5
mnist,2.142857,30,10,participation_ratio,3.346450602701164,0.3346450602701164,0.3776045714285714,0.0002711237386003977,5
mnist,2.142857,30,10,two_pow_entropy,5.275554575213088,0.5275554575213088,0.3776045714285714,0.0002711237386003977,5
mnist,2.142857,30,30,thr_c0.25,13.187057142857142,0.4395685714285714,0.3068834285714286,0.00031167551007861316,5
mnist,2.142857,30,30,thr_c0.5,9.9319,0.3310633333333334,0.3068834285714286,0.00031167551007861316,5
mnist,2.142857,30,30,thr_c1.0,7.337814285714286,0.24459380952380952,0.3068834285714286,0.00031167551007861316,5
mnist,2.142857,30,30,participation_ratio,3.346450602701164,0.11154835342337213,0.3068834285714286,0.00031167551007861316,5
mnist,2.142857,30,30,two_pow_entropy,5.275554575213088,0.1758518191737696,0.3068834285714286,0.00031167551007861316,5
mnist,2.142857,30,100,thr_c0.25,13.187057142857142,0.13187057142857142,0.2887928285714286,0.00037096772949480645,5
mnist,2.142857,30,100,thr_c0.5,9.9319,0.099319,0.2887928285714286,0.00037096772949480645,5
mnist,2.142857,30,100,thr_c1.0,7.337814285714286,0.07337814285714286,0.2887928285714286,0.00037096772949480645,5
mnist,2.142857,30,100,participation_ratio,3.346450602701164,0.03346450602701164,0.2887928285714286,0.00037096772949480645,5
mnist,2.142857,30,100,two_pow_entropy,5.275554575213088,0.052755545752130886,0.2887928285714286,0.00037096772949480645,5
mnist,2.357143,30,10,thr_c0.25,11.222014285714286,1.1222014285714286,0.37199399999999994,0.00016528367698459822,5
mnist,2.357143,30,10,thr_c0.5,8.600385714285714,0.8600385714285714,0.37199399999999994,0.00016528367698459822,5
mnist,2.357143,30,10,thr_c1.0,6.494928571428572,0.6494928571428572,0.37199399999999994,0.00016528367698459822,5
mnist,2.357143,30,10,participation_ratio,2.964250116240611,0.2964250116240611,0.37199399999999994,0.00016528367698459822,5
mnist,2.357143,30,10,two_pow_entropy,4.459953679517978,0.44599536795179784,0.37199399999999994,0.00016528367698459822,5
mnist,2.357143,30,30,thr_c0.25,11.222014285714286,0.3740671428571429,0.29920257142857143,9.476243120216631e-05,5
mnist,2.357143,30,30,thr_c0.5,8.600385714285714,0.28667952380952383,0.29920257142857143,9.476243120216631e-05,5
mnist,2.357143,30,30,thr_c1.0,6.494928571428572,0.21649761904761905,0.29920257142857143,9.476243120216631e-05,5
mnist,2.357143,30,30,participation_ratio,2.964250116240611,0.09880833720802037,0.29920257142857143,9.476243120216631e-05,5
mnist,2.357143,30,30,two_pow_entropy,4.459953679517978,0.14866512265059928,0.29920257142857143,9.476243120216631e-05,5
mnist,2.357143,30,100,thr_c0.25,11.222014285714286,0.11222014285714285,0.2810296571428571,0.00045992422268485613,5
mnist,2.357143,30,100,thr_c0.5,8.600385714285714,0.08600385714285715,0.2810296571428571,0.00045992422268485613,5
mnist,2.357143,30,100,thr_c1.0,6.494928571428572,0.06494928571428572,0.2810296571428571,0.00045992422268485613,5
mnist,2.357143,30,100,participation_ratio,2.964250116240611,0.02964250116240611,0.2810296571428571,0.00045992422268485613,5
mnist,2.357143,30,100,two_pow_entropy,4.459953679517978,0.044599536795179785,0.2810296571428571,0.00045992422268485613,5
mnist,2.571429,30,10,thr_c0.25,9.724057142857143,0.9724057142857143,0.3666917142857143,0.0001793170718166416,5
mnist,2.571429,30,10,thr_c0.5,7.570814285714285,0.7570814285714285,0.3666917142857143,0.0001793170718166416,5
mnist,2.571429,30,10,thr_c1.0,5.821114285714286,0.5821114285714286,0.3666917142857143,0.0001793170718166416,5
mnist,2.571429,30,10,participation_ratio,2.6828333204511243,0.26828333204511245,0.3666917142857143,0.0001793170718166416,5
mnist,2.571429,30,10,two_pow_entropy,3.883049969809917,0.3883049969809917,0.3666917142857143,0.0001793170718166416,5
mnist,2.571429,30,30,thr_c0.25,9.724057142857143,0.3241352380952381,0.2925574285714286,0.00024094552973508396,5
mnist,2.571429,30,30,thr_c0.5,7.570814285714285,0.25236047619047614,0.2925574285714286,0.00024094552973508396,5
mnist,2.571429,30,30,thr_c1.0,5.821114285714286,0.19403714285714285,0.2925574285714286,0.00024094552973508396,5
mnist,2.571429,30,30,participation_ratio,2.6828333204511243,0.0894277773483708,0.2925574285714286,0.00024094552973508396,5
mnist,2.571429,30,30,two_pow_entropy,3.883049969809917,0.1294349989936639,0.2925574285714286,0.00024094552973508396,5
mnist,2.571429,30,100,thr_c0.25,9.724057142857143,0.09724057142857143,0.2734193714285714,0.0003083702068776804,5
mnist,2.571429,30,100,thr_c0.5,7.570814285714285,0.07570814285714285,0.2734193714285714,0.0003083702068776804,5
mnist,2.571429,30,100,thr_c1.0,5.821114285714286,0.05821114285714286,0.2734193714285714,0.0003083702068776804,5
mnist,2.571429,30,100,participation_ratio,2.6828333204511243,0.026828333204511244,0.2734193714285714,0.0003083702068776804,5
mnist,2.571429,30,100,two_pow_entropy,3.883049969809917,0.03883049969809917,0.2734193714285714,0.0003083702068776804,5
mnist,2.785714,30,10,thr_c0.25,8.555,0.8554999999999999,0.3616837142857142,0.00023854080214026903,5
mnist,2.785714,30,10,thr_c0.5,6.759728571428571,0.6759728571428572,0.3616837142857142,0.00023854080214026903,5
mnist,2.785714,30,10,thr_c1.0,5.278228571428572,0.5278228571428573,0.3616837142857142,0.00023854080214026903,5
mnist,2.785714,30,10,participation_ratio,2.468278589884627,0.2468278589884627,0.3616837142857142,0.00023854080214026903,5
mnist,2.785714,30,10,two_pow_entropy,3.458426752882573,0.3458426752882573,0.3616837142857142,0.00023854080214026903,5
mnist,2.785714,30,30,thr_c0.25,8.555,0.2851666666666667,0.2868933333333333,0.00040577050806510205,5
mnist,2.785714,30,30,thr_c0.5,6.759728571428571,0.2253242857142857,0.2868933333333333,0.00040577050806510205,5
mnist,2.785714,30,30,thr_c1.0,5.278228571428572,0.17594095238095242,0.2868933333333333,0.00040577050806510205,5
mnist,2.785714,30,30,participation_ratio,2.468278589884627,0.08227595299615424,0.2868933333333333,0.00040577050806510205,5
mnist,2.785714,30,30,two_pow_entropy,3.458426752882573,0.11528089176275243,0.2868933333333333,0.00040577050806510205,5
mnist,2.785714,30,100,thr_c0.25,8.555,0.08555,0.26701734285714285,0.000614126043035701,5
mnist,2.785714,30,100,thr_c0.5,6.759728571428571,0.06759728571428571,0.26701734285714285,0.000614126043035701,5
mnist,2.785714,30,100,thr_c1.0,5.278228571428572,0.052782285714285726,0.26701734285714285,0.000614126043035701,5
mnist,2.785714,30,100,participation_ratio,2.468278589884627,0.02468278589884627,0.26701734285714285,0.000614126043035701,5
mnist,2.785714,30,100,two_pow_entropy,3.458426752882573,0.03458426752882573,0.26701734285714285,0.000614126043035701,5
mnist,3.0,30,10,thr_c0.25,7.630342857142857,0.7630342857142857,0.3575205714285714,0.00031699430240164736,5
mnist,3.0,30,10,thr_c0.5,6.103957142857142,0.6103957142857143,0.3575205714285714,0.00031699430240164736,5
mnist,3.0,30,10,thr_c1.0,4.8332,0.48331999999999997,0.3575205714285714,0.00031699430240164736,5
mnist,3.0,30,10,participation_ratio,2.2999795052687158,0.22999795052687158,0.3575205714285714,0.00031699430240164736,5
mnist,3.0,30,10,two_pow_entropy,3.1353561768786364,0.31353561768786364,0.3575205714285714,0.00031699430240164736,5
mnist,3.0,30,30,thr_c0.25,7.630342857142857,0.2543447619047619,0.28183504761904754,0.00029840796011096446,5
mnist,3.0,30,30,thr_c0.5,6.103957142857142,0.2034652380952381,0.28183504761904754,0.00029840796011096446,5
mnist,3.0,30,30,thr_c1.0,4.8332,0.16110666666666665,0.28183504761904754,0.00029840796011096446,5
mnist,3.0,30,30,participation_ratio,2.2999795052687158,0.07666598350895719,0.28183504761904754,0.00029840796011096446,5
mnist,3.0,30,30,two_pow_entropy,3.1353561768786364,0.10451187256262122,0.28183504761904754,0.00029840796011096446,5
mnist,3.0,30,100,thr_c0.25,7.630342857142857,0.07630342857142856,0.2613572571428571,0.0003372977053595519,5
mnist,3.0,30,100,thr_c0.5,6.103957142857142,0.06103957142857142,0.2613572571428571,0.0003372977053595519,5
mnist,3.0,30,100,thr_c1.0,4.8332,0.048332,0.2613572571428571,0.0003372977053595519,5
mnist,3.0,30,100,participation_ratio,2.2999795052687158,0.022999795052687157,0.2613572571428571,0.0003372977053595519,5
mnist,3.0,30,100,two_pow_entropy,3.1353561768786364,0.03135356176878636,0.2613572571428571,0.0003372977053595519,5
mnist,0.0,50,10,thr_c0.25,150.0,15.0,0.12307542857142853,0.00017502979338223634,5
mnist,0.0,50,10,thr_c0.5,150.0,15.0,0.12307542857142853,0.00017502979338223634,5
mnist,0.0,50,10,thr_c1.0,150.0,15.0,0.12307542857142853,0.00017502979338223634,5
mnist,0.0,50,10,participation_ratio,149.99999999999997,14.999999999999996,0.12307542857142853,0.00017502979338223634,5
mnist,0.0,50,10,two_pow_entropy,149.99999999999974,14.999999999999975,0.12307542857142853,0.00017502979338223634,5
mnist,0.0,50,30,thr_c0.25,150.0,5.0,0.21352980952380948,0.00023055736468978902,5
mnist,0.0,50,30,thr_c0.5,150.0,5.0,0.21352980952380948,0.00023055736468978902,5
mnist,0.0,50,30,thr_c1.0,150.0,5.0,0.21352980952380948,0.00023055736468978902,5
mnist,0.0,50,30,participation_ratio,149.99999999999997,4.999999999999999,0.21352980952380948,0.00023055736468978902,5
mnist,0.0,50,30,two_pow_entropy,149.99999999999974,4.999999999999991,0.21352980952380948,0.00023055736468978902,5
mnist,0.0,50,100,thr_c0.25,150.0,1.5,0.3331233142857143,0.0002216462229844099,5
mnist,0.0,50,100,thr_c0.5,150.0,1.5,0.3331233142857143,0.0002216462229844099,5
mnist,0.0,50,100,thr_c1.0,150.0,1.5,0.3331233142857143,0.0002216462229844099,5
mnist,0.0,50,100,participation_ratio,149.99999999999997,1.4999999999999998,0.3331233142857143,0.0002216462229844099,5
mnist,0.0,50,100,two_pow_entropy,149.99999999999974,1.4999999999999973,0.3331233142857143,0.0002216462229844099,5
mnist,0.214286,50,10,thr_c0.25,150.0,15.0,0.15858257142857138,0.00021921455336758729,5
mnist,0.214286,50,10,thr_c0.5,149.99408571428572,14.999408571428571,0.15858257142857138,0.00021921455336758729,5
mnist,0.214286,50,10,thr_c1.0,55.13814285714286,5.513814285714286,0.15858257142857138,0.00021921455336758729,5
mnist,0.214286,50,10,participation_ratio,137.8528916679992,13.785289166799918,0.15858257142857138,0.00021921455336758729,5
mnist,0.214286,50,10,two_pow_entropy,144.17135593584766,14.417135593584765,0.15858257142857138,0.00021921455336758729,5
mnist,0.214286,50,30,thr_c0.25,150.0,5.0,0.24780114285714286,0.0003458592900676311,5
mnist,0.214286,50,30,thr_c0.5,149.99408571428572,4.999802857142857,0.24780114285714286,0.0003458592900676311,5
mnist,0.214286,50,30,thr_c1.0,55.13814285714286,1.8379380952380953,0.24780114285714286,0.0003458592900676311,5
mnist,0.214286,50,30,participation_ratio,137.8528916679992,4.595096388933306,0.24780114285714286,0.0003458592900676311,5
mnist,0.214286,50,30,two_pow_entropy,144.17135593584766,4.805711864528255,0.24780114285714286,0.0003458592900676311,5
mnist,0.214286,50,100,thr_c0.25,150.0,1.5,0.3497364285714285,0.00023008073117309824,5
mnist,0.214286,50,100,thr_c0.5,149.99408571428572,1.4999408571428572,0.3497364285714285,0.00023008073117309824,5
mnist,0.214286,50,100,thr_c1.0,55.13814285714286,0.5513814285714286,0.3497364285714285,0.00023008073117309824,5
mnist,0.214286,50,100,participation_ratio,137.8528916679992,1.378528916679992,0.3497364285714285,0.00023008073117309824,5
mnist,0.214286,50,100,two_pow_entropy,144.17135593584766,1.4417135593584767,0.3497364285714285,0.00023008073117309824,5
mnist,0.428571,50,10,thr_c0.25,149.96358571428573,14.996358571428573,0.21918142857142855,0.00029299021366953543,5
mnist,0.428571,50,10,thr_c0.5,131.6607,13.16607,0.21918142857142855,0.00029299021366953543,5
mnist,0.428571,50,10,thr_c1.0,48.03578571428572,4.803578571428572,0.21918142857142855,0.00029299021366953543,5
mnist,0.428571,50,10,participation_ratio,102.0563759092084,10.20563759092084,0.21918142857142855,0.00029299021366953543,5
mnist,0.428571,50,10,two_pow_entropy,125.46835506808527,12.546835506808527,0.21918142857142855,0.00029299021366953543,5
mnist,0.428571,50,30,thr_c0.25,149.96358571428573,4.998786190476191,0.29288857142857144,0.00029784517124126745,5
mnist,0.428571,50,30,thr_c0.5,131.6607,4.3886899999999995,0.29288857142857144,0.00029784517124126745,5
mnist,0.428571,50,30,thr_c1.0,48.03578571428572,1.6011928571428575,0.29288857142857144,0.00029784517124126745,5
mnist,0.428571,50,30,participation_ratio,102.0563759092084,3.401879196973613,0.29288857142857144,0.00029784517124126745,5
mnist,0.428571,50,30,two_pow_entropy,125.46835506808527,4.182278502269509,0.29288857142857144,0.00029784517124126745,5
mnist,0.428571,50,100,thr_c0.25,149.96358571428573,1.4996358571428572,0.3644819428571428,0.00023482809344152253,5
mnist,0.428571,50,100,thr_c0.5,131.6607,1.3166069999999999,0.3644819428571428,0.00023482809344152253,5
mnist,0.428571,50,100,thr_c1.0,48.03578571428572,0.4803578571428572,0.3644819428571428,0.00023482809344152253,5
mnist,0.428571,50,100,participation_ratio,102.0563759092084,1.020563759092084,0.3644819428571428,0.00023482809344152253,5
mnist,0.428571,50,100,two_pow_entropy,125.46835506808527,1.2546835506808527,0.3644819428571428,0.00023482809344152253,5
mnist,0.642857,50,10,thr_c0.25,142.494,14.2494,0.2930231428571428,0.00011187967297276493,5
mnist,0.642857,50,10,thr_c0.5,87.97958571428572,8.797958571428572,0.2930231428571428,0.00011187967297276493,5
mnist,0.642857,50,10,thr_c1.0,40.93734285714286,4.0937342857142855,0.2930231428571428,0.00011187967297276493,5
mnist,0.642857,50,10,participation_ratio,61.28350341314692,6.128350341314691,0.2930231428571428,0.00011187967297276493,5
mnist,0.642857,50,10,two_pow_entropy,96.99431442098113,9.699431442098113,0.2930231428571428,0.00011187967297276493,5
mnist,0.642857,50,30,thr_c0.25,142.494,4.7498,0.3305912380952381,0.00017886353251936405,5
mnist,0.642857,50,30,thr_c0.5,87.97958571428572,2.932652857142857,0.3305912380952381,0.00017886353251936405,5
mnist,0.642857,50,30,thr_c1.0,40.93734285714286,1.3645780952380953,0.3305912380952381,0.00017886353251936405,5
mnist,0.642857,50,30,participation_ratio,61.28350341314692,2.042783447104897,0.3305912380952381,0.00017886353251936405,5
mnist,0.642857,50,30,two_pow_entropy,96.99431442098113,3.233143814032704,0.3305912380952381,0.00017886353251936405,5
mnist,0.642857,50,100,thr_c0.25,142.494,1.42494,0.367722,0.0001376498960317225,5
mnist,0.642857,50,100,thr_c0.5,87.97958571428572,0.8797958571428572,0.367722,0.0001376498960317225,5
mnist,0.642857,50,100,thr_c1.0,40.93734285714286,0.4093734285714286,0.367722,0.0001376498960317225,5
mnist,0.642857,50,100,participation_ratio,61.28350341314692,0.6128350341314692,0.367722,0.0001376498960317225,5
mnist,0.642857,50,100,two_pow_entropy,96.99431442098113,0.9699431442098113,0.367722,0.0001376498960317225,5
mnist,0.857143,50,10,thr_c0.25,106.27197142857143,10.627197142857144,0.35306742857142853,0.00034511920448756616,5
mnist,0.857143,50,10,thr_c0.5,62.85481428571428,6.285481428571428,0.35306742857142853,0.00034511920448756616,5
mnist,0.857143,50,10,thr_c1.0,34.20862857142857,3.4208628571428568,0.35306742857142853,0.00034511920448756616,5
mnist,0.857143,50,10,participation_ratio,33.68790035439317,3.368790035439317,0.35306742857142853,0.00034511920448756616,5
mnist,0.857143,50,10,two_pow_entropy,66.96592735191467,6.696592735191468,0.35306742857142853,0.00034511920448756616,5
mnist,0.857143,50,30,thr_c0.25,106.27197142857143,3.542399047619048,0.3497425714285714,0.00019981320074695163,5
mnist,0.857143,50,30,thr_c0.5,62.85481428571428,2.0951604761904763,0.3497425714285714,0.00019981320074695163,5
mnist,0.857143,50,30,thr_c1.0,34.20862857142857,1.140287619047619,0.3497425714285714,0.00019981320074695163,5
mnist,0.857143,50,30,participation_ratio,33.68790035439317,1.1229300118131058,0.3497425714285714,0.00019981320074695163,5
mnist,0.857143,50,30,two_pow_entropy,66.96592735191467,2.2321975783971557,0.3497425714285714,0.00019981320074695163,5
mnist,0.857143,50,100,thr_c0.25,106.27197142857143,1.0627197142857143,0.3599402,0.00029085771260118227,5
mnist,0.857143,50,100,thr_c0.5,62.85481428571428,0.6285481428571429,0.3599402,0.00029085771260118227,5
mnist,0.857143,50,100,thr_c1.0,34.20862857142857,0.3420862857142857,0.3599402,0.00029085771260118227,5
mnist,0.857143,50,100,participation_ratio,33.68790035439317,0.33687900354393174,0.3599402,0.00029085771260118227,5
mnist,0.857143,50,100,two_pow_entropy,66.96592735191467,0.6696592735191467,0.3599402,0.00029085771260118227,5
mnist,1.071429,50,10,thr_c0.25,74.81131428571429,7.4811314285714285,0.38359228571428566,0.0002304186075252531,5
mnist,1.071429,50,10,thr_c0.5,47.07101428571429,4.707101428571429,0.38359228571428566,0.0002304186075252531,5
mnist,1.071429,50,10,thr_c1.0,28.215514285714285,2.8215514285714285,0.38359228571428566,0.0002304186075252531,5
mnist,1.071429,50,10,participation_ratio,19.35850094554175,1.935850094554175,0.38359228571428566,0.0002304186075252531,5
mnist,1.071429,50,10,two_pow_entropy,42.90546325731582,4.290546325731582,0.38359228571428566,0.0002304186075252531,5
mnist,1.071429,50,30,thr_c0.25,74.81131428571429,2.4937104761904765,0.352207619047619,0.00018695143487622483,5
mnist,1.071429,50,30,thr_c0.5,47.07101428571429,1.5690338095238097,0.352207619047619,0.00018695143487622483,5
mnist,1.071429,50,30,thr_c1.0,28.215514285714285,0.9405171428571428,0.352207619047619,0.00018695143487622483,5
mnist,1.071429,50,30,participation_ratio,19.35850094554175,0.6452833648513916,0.352207619047619,0.00018695143487622483,5
mnist,1.071429,50,30,two_pow_entropy,42.90546325731582,1.4301821085771942,0.352207619047619,0.00018695143487622483,5
mnist,1.071429,50,100,thr_c0.25,74.81131428571429,0.7481131428571429,0.34853662857142853,0.0002109288418555508,5
mnist,1.071429,50,100,thr_c0.5,47.07101428571429,0.4707101428571429,0.34853662857142853,0.0002109288418555508,5
mnist,1.071429,50,100,thr_c1.0,28.215514285714285,0.2821551428571428,0.34853662857142853,0.0002109288418555508,5
mnist,1.071429,50,100,participation_ratio,19.35850094554175,0.19358500945541748,0.34853662857142853,0.0002109288418555508,5
mnist,1.071429,50,100,two_pow_entropy,42.90546325731582,0.42905463257315823,0.34853662857142853,0.0002109288418555508,5
mnist,1.285714,50,10,thr_c0.25,54.55738571428572,5.455738571428572,0.39410542857142855,0.00027341886831564805,5
mnist,1.285714,50,10,thr_c0.5,36.25664285714286,3.6256642857142856,0.39410542857142855,0.00027341886831564805,5
mnist,1.285714,50,10,thr_c1.0,23.169642857142858,2.3169642857142856,0.39410542857142855,0.00027341886831564805,5
mnist,1.285714,50,10,participation_ratio,12.277905722426228,1.2277905722426228,0.39410542857142855,0.00027341886831564805,5
mnist,1.285714,50,10,two_pow_entropy,27.162149773943312,2.716214977394331,0.39410542857142855,0.00027341886831564805,5
mnist,1.285714,50,30,thr_c0.25,54.55738571428572,1.8185795238095241,0.3478569523809524,0.0003972334714484705,5
mnist,1.285714,50,30,thr_c0.5,36.25664285714286,1.2085547619047619,0.3478569523809524,0.0003972334714484705,5
mnist,1.285714,50,30,thr_c1.0,23.169642857142858,0.7723214285714286,0.3478569523809524,0.0003972334714484705,5
mnist,1.285714,50,30,participation_ratio,12.277905722426228,0.40926352408087424,0.3478569523809524,0.0003972334714484705,5
mnist,1.285714,50,30,two_pow_entropy,27.162149773943312,0.9054049924647771,0.3478569523809524,0.0003972334714484705,5
mnist,1.285714,50,100,thr_c0.25,54.55738571428572,0.5455738571428572,0.33846539999999997,0.00023715542823821753,5
mnist,1.285714,50,100,thr_c0.5,36.25664285714286,0.36256642857142857,0.33846539999999997,0.00023715542823821753,5
mnist,1.285714,50,100,thr_c1.0,23.169642857142858,0.23169642857142858,0.33846539999999997,0.00023715542823821753,5
mnist,1.285714,50,100,participation_ratio,12.277905722426228,0.12277905722426227,0.33846539999999997,0.00023715542823821753,5
mnist,1.285714,50,100,two_pow_entropy,27.162149773943312,0.2716214977394331,0.33846539999999997,0.00023715542823821753,5
mnist,1.5,50,10,thr_c0.25,41.30355714285714,4.130355714285714,0.3966742857142857,0.00017192072211888134,5
mnist,1.5,50,10,thr_c0.5,28.58802857142857,2.858802857142857,0.3966742857142857,0.00017192072211888134,5
mnist,1.5,50,10,thr_c1.0,19.118042857142857,1.9118042857142856,0.3966742857142857,0.00017192072211888134,5
mnist,1.5,50,10,participation_ratio,8.581459684837128,0.8581459684837128,0.3966742857142857,0.00017192072211888134,5
mnist,1.5,50,10,two_pow_entropy,17.927642807252646,1.7927642807252646,0.3966742857142857,0.00017192072211888134,5
mnist,1.5,50,30,thr_c0.25,41.30355714285714,1.376785238095238,0.3412453333333333,0.0002908669346903109,5
mnist,1.5,50,30,thr_c0.5,28.58802857142857,0.9529342857142856,0.3412453333333333,0.0002908669346903109,5
mnist,1.5,50,30,thr_c1.0,19.118042857142857,0.6372680952380952,0.3412453333333333,0.0002908669346903109,5
mnist,1.5,50,30,participation_ratio,8.581459684837128,0.2860486561612376,0.3412453333333333,0.0002908669346903109,5
mnist,1.5,50,30,two_pow_entropy,17.927642807252646,0.5975880935750882,0.3412453333333333,0.0002908669346903109,5
mnist,1.5,50,100,thr_c0.25,41.30355714285714,0.4130355714285714,0.32841739999999997,0.00015687700628848323,5
mnist,1.5,50,100,thr_c0.5,28.58802857142857,0.2858802857142857,0.32841739999999997,0.00015687700628848323,5
mnist,1.5,50,100,thr_c1.0,19.118042857142857,0.19118042857142858,0.32841739999999997,0.00015687700628848323,5
mnist,1.5,50,100,participation_ratio,8.581459684837128,0.08581459684837128,0.32841739999999997,0.00015687700628848323,5
