dataset,rho,gamma,k_neighbors,eff_perplexity,thr_c0.25_mean,thr_c0.25_std,thr_c0.5_mean,thr_c0.5_std,thr_c1.0_mean,thr_c1.0_std,participation_ratio_mean,participation_ratio_std,two_pow_entropy_mean,two_pow_entropy_std
mnist,10,1.0,30,10.0,15.331257142857142,2.9961756799804182,9.788957142857143,1.4845454517000363,6.019671428571429,1.3088921839417003,5.669700451900267,0.863360844014725,10.000625797250576,0.05112065609400539
mnist,10,1.071429,30,10.0,13.785214285714286,2.44258556447792,9.002957142857143,1.4085067466313828,5.690771428571429,1.301858223259886,5.026330198434174,0.9306567910792887,8.82553749947551,0.25803884021411805
mnist,10,1.1,30,10.0,13.232157142857142,2.2500292514651847,8.716157142857142,1.3896624784016984,5.562885714285715,1.2985551150947638,4.805141019690538,0.9491606509062211,8.403520896777442,0.34646904027336844
mnist,10,1.2,30,10.0,11.55187142857143,1.76252924937374,7.822942857142857,1.3536487926628353,5.151728571428571,1.2953074143828183,4.160839861813832,0.9862663119167908,7.124010933343827,0.6054233145542572
mnist,10,1.285714,30,10.0,10.3733,1.5284833645526816,7.1699142857142855,1.351079142684069,4.8364142857142856,1.2937088432968564,3.73521326045942,0.9940312599052454,6.242778077157311,0.7656578043956938
mnist,10,1.3,30,10.0,10.1977,1.5024315040246308,7.069857142857143,1.3524390589461934,4.785771428571429,1.2936737739744855,3.673306474057394,0.9938311813984702,6.112713491233415,0.7873718884934751
mnist,10,1.4,30,10.0,9.092642857142858,1.4014391127461419,6.432914285714285,1.362314026551432,4.459214285714285,1.2885958957924168,3.2980533761843507,0.9841938862515983,5.317356606928897,0.9055202252706046
mnist,10,1.5,30,10.0,8.1783,1.3795322069455282,5.892271428571428,1.3744849364806606,4.1714142857142855,1.2849913839939844,3.0041692217191565,0.9649886942401699,4.690779207190039,0.9759105651881979
mnist,10,1.714286,30,10.0,6.685742857142857,1.4227687864132514,4.9884571428571425,1.3941032620670974,3.6691142857142856,1.2691280757484884,2.5566534019352156,0.9106691475084313,3.7464830659245165,1.02745658853357
mnist,10,1.928571,30,10.0,5.639642857142857,1.4648402695536884,4.323585714285715,1.3909064874889236,3.282442857142857,1.2432263457370478,2.2628413055358902,0.8536645880667912,3.14588796933155,1.011829139376344
mnist,10,2.142857,30,10.0,4.881557142857143,1.474075934618162,3.8289285714285715,1.3670323417788577,2.9857142857142858,1.2090357095382978,2.0583690509564176,0.800910417918057,2.7435749718381244,0.9717732840975354
mnist,10,2.357143,30,10.0,4.3103,1.4595154464997717,3.4517571428571427,1.3372631105114257,2.7493714285714286,1.1722808801822269,1.90917885475363,0.7540147092828657,2.4606812278348884,0.9251570015968794
mnist,10,2.571429,30,10.0,3.8746428571428573,1.4307190553376028,3.158385714285714,1.3008951730345109,2.5618714285714286,1.1332635227698877,1.7960835060225233,0.7128291354925014,2.2532267984461565,0.8790547159013565
mnist,10,2.785714,30,10.0,3.5322857142857145,1.396091658297315,2.924842857142857,1.2604738240123863,2.4070714285714288,1.0936145811211628,1.707650658514485,0.6766961866515288,2.095634292413867,0.8360442711197523
mnist,10,3.0,30,10.0,3.2610714285714284,1.3603776767756033,2.7321285714285715,1.221206328903966,2.2807,1.0562570419038297,1.6367245180392065,0.6448813876732702,1.9723536128962749,0.7968502506313354
mnist,20,0.0,60,20.0,60.0,0.0,60.0,0.0,60.0,0.0,60.000000000000014,0.0,59.999999999999986,1.4210854715202004e-14
mnist,20,0.214286,60,20.0,60.0,0.0,59.98578571428571,0.2801238701950643,21.95575714285714,2.320449401890654,54.75496556230599,1.2437796613297587,57.46047141004122,0.7005690813192877
mnist,20,0.428571,60,20.0,59.93964285714286,0.6323650739364832,50.947628571428574,7.349843541913817,19.061442857142858,2.2051457168289312,40.07314344933433,2.1308709065135623,49.52927340231317,2.026903125930096
mnist,20,0.5,60,20.0,59.5562,1.8976636357072647,44.40705714285714,7.5603583756435295,18.095742857142856,2.167975788516061,34.47154560861398,1.7550747162439122,45.91630411546297,2.304089335440965
mnist,20,0.6,60,20.0,57.25607142857143,4.887624195927121,36.70222857142857,6.252431815293786,16.7604,2.1099202043137626,27.177483746755723,0.8536382219602708,40.406600075486736,2.394822712247381
mnist,20,0.642857,60,20.0,55.3142,6.218543105905112,34.011042857142854,5.583071944818588,16.199728571428572,2.0868930934452266,24.39495535085004,0.42928484322224425,37.971332571068515,2.3175928283181615
mnist,20,0.7,60,20.0,51.92301428571429,7.587036052170753,30.9114,4.7578484074812035,15.465542857142857,2.0575050403390045,21.06975856181962,0.16922817485557967,34.730687420413155,2.111977691305333
mnist,20,0.8,60,20.0,44.81892857142857,8.222377063010827,26.492057142857142,3.619296663661579,14.231014285714286,2.0149841119037366,16.32062571208417,0.9111194150969595,29.262669440114518,1.5233228828558725
mnist,20,0.857143,60,20.0,40.793285714285716,7.757712148276075,24.411442857142855,3.151319529229958,13.561271428571429,1.991895030377057,14.169208649536735,1.226002486121802,26.34823440770912,1.1018987993435776
mnist,20,0.9,60,20.0,37.989514285714286,7.178677060260491,23.010885714285713,2.857390680537838,13.074142857142856,1.981194439766896,12.788790610601072,1.4062230428063938,24.2940663851939,0.7680953457303553
mnist,20,1.0,60,20.0,32.276385714285716,5.571280649886156,20.16197142857143,2.375883498655537,11.987042857142857,1.9541795789370777,10.214628522167551,1.6726517884948895,20.000118894864844,0.020116701847148928
mnist,20,1.071429,60,20.0,28.87752857142857,4.467017305353376,18.434128571428573,2.186740127100015,11.263642857142857,1.9474799506447467,8.819429756840314,1.7640061766550958,17.381885336709416,0.48941594129885707
mnist,20,1.1,60,20.0,27.661314285714287,4.076778208140265,17.803,2.1292298070965874,10.9871,1.9429041271104597,8.343709388134142,1.7839865126035688,16.43822120284012,0.6637228272561909
mnist,20,1.2,60,20.0,23.963314285714286,3.0009231700683476,15.830114285714286,2.0327803587546724,10.085957142857144,1.939542640754805,6.9728670836133455,1.802208435355077,13.573010701357633,1.1662031103662593
mnist,20,1.285714,60,20.0,21.347957142857144,2.4327345221593997,14.386828571428572,2.0210727559635155,9.386042857142858,1.9467150494814467,6.082404554184746,1.7759301620855503,11.603822091612432,1.4659748339411238
mnist,20,1.3,60,20.0,20.9533,2.3667951136505248,14.163142857142857,2.0233879247137834,9.274557142857143,1.9479450207532942,5.954094494501315,1.769183485092272,11.314094389684811,1.505266144151762
mnist,20,1.4,60,20.0,18.482242857142857,2.110747761445924,12.754057142857143,2.051291745536486,8.549057142857142,1.9538297110014058,5.18392790132941,1.7104478408726513,9.551256497611828,1.7081879991264681
mnist,20,1.5,60,20.0,16.43125714285714,2.060399438983438,11.546814285714285,2.089082469772365,7.904214285714286,1.963730985306557,4.5911181183711065,1.6407017018184378,8.178296041309776,1.810953586151701
mnist,20,1.714286,60,20.0,13.108071428571428,2.1902166873976423,9.513942857142856,2.157903717471554,6.759114285714285,1.9636998064357798,3.7097877475606227,1.486878812059736,6.152303875837017,1.8345968740408556
mnist,20,1.928571,60,20.0,10.763828571428572,2.3042061351948067,8.024985714285714,2.179905961227667,5.876942857142857,1.9368383138190837,3.14823621202415,1.348468009559999,4.904172486508673,1.7414246210980098
mnist,20,2.142857,60,20.0,9.076771428571428,2.342810980555675,6.916942857142857,2.166198466607964,5.194285714285714,1.892804851029718,2.7670908010476,1.231092657454435,4.092800508054387,1.6190163198165137
mnist,20,2.357143,60,20.0,7.813185714285714,2.336187460634204,6.070914285714286,2.115000781782072,4.657357142857143,1.8340615002596543,2.494762203856536,1.1328610295273798,3.5371504808857277,1.4987650161431836
mnist,20,2.571429,60,20.0,6.855528571428572,2.2929642712401064,5.4138142857142855,2.0566270638586666,4.2243,1.7705498165420657,2.2919599579444623,1.0504522562380272,3.1388777328619737,1.390168507599917
mnist,20,2.785714,60,20.0,6.106528571428571,2.2304279424196896,4.893914285714286,1.9868359896569014,3.8770142857142855,1.7054794716933264,2.135793779543349,0.9807658451489465,2.842240804622858,1.2948686927661335
mnist,20,3.0,60,20.0,5.510242857142857,2.161734276889172,4.472528571428572,1.9185082465396954,3.5935285714285716,1.644157050383731,2.012209315183799,0.9212647167430729,2.614137069540142,1.2119156024029176
mnist,30,0.0,90,30.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0
mnist,30,0.214286,90,30.0,90.0,0.0,89.99174285714285,0.24428400834826228,33.000542857142854,2.9742321442959465,82.46091684367485,1.660778792546834,86.3700128422821,0.9223907095602041
mnist,30,0.428571,90,30.0,89.96428571428571,0.5650374739243191,77.88518571428571,10.134862207524591,28.71267142857143,2.8186774012009277,60.72260626156321,2.984640012497793,74.84526274618807,2.7560893713278456
mnist,30,0.5,90,30.0,89.64487142857143,1.9260427930376431,67.89764285714286,10.708364961942756,27.267057142857144,2.764756857745176,52.22369585889131,2.482368727677323,69.51396705871889,3.172273475744953
mnist,30,0.6,90,30.0,87.02602857142857,5.984676355902461,56.04902857142857,8.930947585257247,25.27227142857143,2.6962772717816934,41.01094438098611,1.1938643729936258,61.294854736172276,3.3559131788049643
mnist,30,0.642857,90,30.0,84.45341428571429,8.03645273913605,51.93481428571429,7.980363004262144,24.431057142857142,2.6640658555015078,36.695584008218844,0.5739216906394571,57.62915864645984,3.27183784423758
mnist,30,0.7,90,30.0,79.56148571428571,10.307880040799379,47.18071428571429,6.794773163758948,23.319114285714285,2.630099468748322,31.51681718583774,0.29980607879186344,52.720834868057885,3.0100863902889223
mnist,30,0.8,90,30.0,68.76854285714286,11.652349812911085,40.38185714285714,5.093448114379644,21.452828571428572,2.5785606171518505,24.09430966972106,1.4025814703895045,44.3624404973321,2.2040196897583293
mnist,30,0.857143,90,30.0,62.57038571428571,11.10347771105053,37.17384285714286,4.33959100487498,20.426985714285713,2.5527599181662026,20.730211277556347,1.8576294485744218,39.86954767096483,1.6058618769490913
mnist,30,0.9,90,30.0,58.227714285714285,10.32080993103996,35.021414285714286,3.8922907320308258,19.67292857142857,2.540266295497544,18.57455652450197,2.112023001444264,36.687781399607324,1.1244641799732618
mnist,30,1.0,90,30.0,49.39454285714286,8.019817877671562,30.632428571428573,3.1348465151374456,18.006485714285713,2.516060002366836,14.568767887731383,2.467955898436801,30.00000827836808,0.0018237208375610277
mnist,30,1.071429,90,30.0,44.11944285714286,6.39973921150746,27.952814285714286,2.829434940018222,16.895814285714287,2.5060189646577875,12.410727565074914,2.57194580958278,25.901732247971058,0.7234324241594833
mnist,30,1.1,90,30.0,42.231614285714286,5.803053183559883,26.979542857142857,2.743201220085313,16.466428571428573,2.5060358769033075,11.678004711016845,2.588975610453005,24.42188276988409,0.981841860269057
mnist,30,1.2,90,30.0,36.465471428571426,4.097780835739645,23.912314285714285,2.5967666298294727,15.054942857142857,2.5117003056308533,9.578357177998926,2.5742410002290854,19.92440997769044,1.7229140014478235
mnist,30,1.285714,90,30.0,32.39332857142857,3.1841246485894836,21.6685,2.5884152418585615,13.957185714285714,2.5274060264732023,8.226522674861082,2.5040746829884957,16.835297477812066,2.1562904580875597
mnist,30,1.3,90,30.0,31.77987142857143,3.085058551986278,21.32102857142857,2.5942845034610134,13.786285714285714,2.5312583947958553,8.032703886801304,2.489350344028015,16.381392273601655,2.211963763127331
mnist,30,1.4,90,30.0,27.91615714285714,2.6850456933367304,19.107242857142857,2.6602522111135807,12.651342857142858,2.548368312053333,6.875471403092745,2.3730899940590704,13.625852988823429,2.490025744587026
mnist,30,1.5,90,30.0,24.727028571428573,2.632842195756347,17.220971428571428,2.732706700959579,11.629328571428571,2.5673810681672626,5.99313923361872,2.246855601293313,11.49121698491953,2.614439299600075
mnist,30,1.714286,90,30.0,19.512357142857145,2.898554593170851,14.014514285714286,2.85684454671262,9.821185714285715,2.5686371639053887,4.698861821326492,1.9869234468652632,8.373660824367455,2.5893329843630495
mnist,30,1.928571,90,30.0,15.841385714285714,3.0953372896889246,11.676,2.90921118420195,8.4206,2.5400188267018806,3.888367340525791,1.7656930115953426,6.484223534200045,2.4044849021274737
mnist,30,2.142857,90,30.0,13.187057142857142,3.1686334904394817,9.9319,2.880020752157377,7.337814285714286,2.4808832113518253,3.346450602701164,1.5849331727471143,5.2755545752130875,2.191801455951993
mnist,30,2.357143,90,30.0,11.222014285714286,3.1507520099759274,8.600385714285714,2.8102073883452454,6.494928571428572,2.404472617088107,2.964250116240611,1.4378405186034833,4.459953679517978,1.9942719467549535
mnist,30,2.571429,90,30.0,9.724057142857143,3.082299437969342,7.5708142857142855,2.7187522705033915,5.821114285714286,2.323648587538001,2.6828333204511243,1.3171712841277285,3.8830499698099166,1.822219588275202
mnist,30,2.785714,90,30.0,8.555,2.9812611185776494,6.759728571428571,2.6197597350107653,5.2782285714285715,2.2371768572493873,2.468278589884627,1.2169953889141036,3.458426752882573,1.6752781155403933
mnist,30,3.0,90,30.0,7.630342857142857,2.872621380679099,6.103957142857142,2.5157461371797223,4.8332,2.1501443247240073,2.2999795052687153,1.1327832935082942,3.1353561768786364,1.5501421816198542
mnist,50,0.0,150,50.0,150.0,0.0,150.0,0.0,150.0,0.0,149.99999999999997,2.842170943040401e-14,149.99999999999974,0.0
mnist,50,0.214286,150,50.0,150.0,0.0,149.99408571428572,0.2250571827563033,55.13814285714286,4.15129955310284,137.8528916679992,2.5537762417238703,144.17135593584766,1.407550164518547
mnist,50,0.428571,150,50.0,149.96358571428573,0.6562684553673169,131.6607,15.750357948630882,48.035785714285716,3.9113960912509307,102.0563759092084,4.744959742515465,125.46835506808529,4.2853251130590095
mnist,50,0.5,150,50.0,149.58124285714285,2.599516361258182,114.93304285714285,16.99727506390843,45.6624,3.842208882549576,87.77023845196983,3.9775700373254783,116.71815851585819,4.974806720096061
mnist,50,0.6,150,50.0,146.2549,8.51618024644852,94.94741428571429,14.322827649787252,42.337671428571426,3.7480270246831338,68.69027874126299,1.8898355424936113,103.10967186770046,5.33276893789671
mnist,50,0.642857,150,50.0,142.494,11.84566676649555,87.97958571428572,12.798618132989267,40.93734285714286,3.7110360235604376,61.28350341314692,0.8675099147094265,96.99431442098113,5.229965373966316
mnist,50,0.7,150,50.0,134.73535714285714,15.796564948056373,79.9049,10.835300720528513,39.092914285714286,3.6639394986538627,52.356424797186854,0.5861531693330595,88.76155682229307,4.849691194335993
mnist,50,0.8,150,50.0,116.77118571428572,18.491005567026253,68.35461428571429,7.936001520724324,35.936014285714286,3.608383904159301,39.51318712304132,2.4223747616570956,74.62512390511519,3.59797916357438
mnist,50,0.857143,150,50.0,106.27197142857143,17.75601073598252,62.85481428571428,6.625454677212419,34.20862857142857,3.5811434493605474,33.68790035439317,3.158915451107312,66.96592735191467,2.6389216067399834
mnist,50,0.9,150,50.0,98.91978571428571,16.61084611106581,59.15164285714286,5.832494334173268,32.93991428571429,3.5651152645876567,29.95966158334802,3.558794427172876,61.5168758779319,1.8558031809136313
mnist,50,1.0,150,50.0,83.83977142857142,12.963732308881056,51.6478,4.50257523328912,30.117942857142857,3.5491895730301763,23.055319480855964,4.078856348390532,50.000000016351635,3.676196582853937e-06
mnist,50,1.071429,150,50.0,74.81131428571429,10.225237572570634,47.071014285714284,3.9480917415627403,28.215514285714285,3.5543549776209433,19.35850094554175,4.194215203247689,42.90546325731582,1.204973997504624
mnist,50,1.1,150,50.0,71.5631,9.203703670107098,45.40027142857143,3.7999958549655157,27.4876,3.561270312683383,18.108785603421268,4.199641096764537,40.33836476117272,1.6355919871849414
mnist,50,1.2,150,50.0,61.600814285714286,6.161925201922013,40.14162857142857,3.5890227367485372,25.071242857142856,3.591250701101674,14.54858818418139,4.100008595840838,32.52676630357722,2.8624007753066443
mnist,50,1.285714,150,50.0,54.557385714285715,4.51230615980298,36.25664285714286,3.63260711388908,23.169642857142858,3.6206007612617244,12.277905722426228,3.9280446162679796,27.162149773943312,3.562346076320732
mnist,50,1.3,150,50.0,53.48985714285714,4.328485051000488,35.66225714285714,3.6494247753612363,22.86997142857143,3.629274779863754,11.954098094232803,3.8952676574502134,26.37474260451653,3.650027725453939
mnist,50,1.4,150,50.0,46.82895714285714,3.6517649428958685,31.854585714285715,3.8156348057989633,20.888014285714284,3.6763863157526115,10.031841899802675,3.651187103791625,21.604384756967605,4.069284023782091
mnist,50,1.5,150,50.0,41.303557142857144,3.693834079094181,28.58802857142857,3.994899548071725,19.118042857142857,3.718885416495164,8.581459684837128,3.402273308588591,17.927642807252646,4.224016266350148
mnist,50,1.714286,150,50.0,32.29251428571428,4.313133560062658,23.02425714285714,4.252049608922113,15.949657142857143,3.763840348389297,6.485794354190682,2.9172552620628625,12.612447225924655,4.0728652596756225
mnist,50,1.928571,150,50.0,25.9391,4.710689035587045,18.947114285714285,4.332762591309736,13.494371428571428,3.723385138635573,5.1995422890423475,2.5246175576169723,9.444791318813893,3.683117219760123
mnist,50,2.142857,150,50.0,21.352228571428572,4.82545253591065,15.905814285714285,4.2996312692165235,11.596014285714286,3.6304361957242124,4.354827215099235,2.215365187351071,7.453049968189052,3.275901798234296
mnist,50,2.357143,150,50.0,17.9266,4.7778938438246135,13.588342857142857,4.1787484246763045,10.105342857142857,3.507667523280613,3.76853808378455,1.9711059436657044,6.130944537614779,2.9153870669654847
mnist,50,2.571429,150,50.0,15.340742857142857,4.642709494267681,11.805557142857143,4.0209992330823665,8.9319,3.364245547561253,3.342997899984669,1.7757365919646544,5.209959048154881,2.6117195705503327
mnist,50,2.785714,150,50.0,13.33307142857143,4.464631547176185,10.395442857142857,3.852581224269235,7.975957142857143,3.2186521932356107,3.0227227741676073,1.6170703818137602,4.541576852539939,2.359244978277156
mnist,50,3.0,150,50.0,11.747471428571428,4.272709164725177,9.268114285714285,3.6749033633275197,7.205614285714286,3.071941204761283,2.774407836238832,1.486232271146815,4.039618111320183,2.1491140066198384
mnist,75,0.0,225,75.0,225.0,0.0,225.0,0.0,225.0,0.0,224.99999999999997,2.842170943040401e-14,225.0000000000004,8.526512829121202e-14
mnist,75,0.214286,225,75.0,225.0,0.0,224.98957142857142,0.36367935529720097,82.90942857142858,5.568662031074118,207.04622592960393,3.772717720874077,216.39157938926672,2.0786830589463627
mnist,75,0.428571,225,75.0,224.9388857142857,1.0339283830249026,198.66195714285715,23.054438027005133,72.34558571428572,5.161443507925879,153.70190373193066,7.079067276181283,188.6902957729684,6.343134411039089
mnist,75,0.5,225,75.0,224.3217,4.001261654064343,173.69774285714286,25.108149173232704,68.7687,5.053722845162197,132.19763041883675,5.953807843650056,175.6745845235683,7.381548994291878
mnist,75,0.6,225,75.0,219.79074285714285,12.43564393264747,143.60431428571428,21.231170581107428,63.77762857142857,4.9482270509501785,103.27857724075179,2.807363500554528,155.35266885433612,7.95017863438287
mnist,75,0.642857,225,75.0,214.5934142857143,17.206397134282735,133.08154285714286,18.95944263548281,61.66021428571428,4.912385508350608,91.99429795935617,1.254440738623939,146.18710386810233,7.815889073956374
mnist,75,0.7,225,75.0,203.3992,22.994719504144552,120.85715714285715,16.006644474927736,58.87967142857143,4.863848377046509,78.35702247265479,0.971380045974785,133.81382474365202,7.273064136488829
mnist,75,0.8,225,75.0,176.70235714285715,27.24362615131196,103.35798571428572,11.577347485490616,54.131542857142854,4.803505793200017,58.68816758463236,3.767206757278416,112.47238963828089,5.430616672673429
mnist,75,0.857143,225,75.0,160.955,26.31808076209206,95.04984285714286,9.54920572483943,51.496514285714284,4.7867811276557894,49.76095824914866,4.867408466350147,100.85754414865605,3.9968772953866814
mnist,75,0.9,225,75.0,149.83805714285714,24.661892586328243,89.4541,8.237673495506568,49.580242857142856,4.784882855516988,44.05093768787668,5.452062802735413,92.57184032726678,2.817280277995785
mnist,75,1.0,225,75.0,126.97097142857143,19.290146638686828,78.05145714285715,6.026008690159478,45.30161428571429,4.7874464078846195,33.4970858988638,6.1706401073643065,74.9999999990502,4.0044520173428786e-07
mnist,75,1.071429,225,75.0,113.22384285714286,15.120948385917856,71.10821428571428,5.152121999423032,42.415642857142856,4.81789205695281,27.86656461417915,6.289194422992643,64.13922334522056,1.838008625330419
mnist,75,1.1,225,75.0,108.27904285714285,13.558764406343768,68.55388571428571,4.935461684997831,41.299842857142856,4.839778032500824,25.968139415394603,6.275100347859361,60.20379630421601,2.4946405127970546
mnist,75,1.2,225,75.0,93.11765714285714,8.759560471500698,60.50814285714286,4.69345951993901,37.6229,4.922439423265083,20.579107020409126,6.051303294365143,48.21678889663455,4.355665526022795
mnist,75,1.285714,225,75.0,82.36574285714286,5.981426312668037,54.582385714285714,4.8587665712690535,34.72051428571429,5.011860420878394,17.16192585823786,5.737605648127046,39.98286237043648,5.398359745406742
mnist,75,1.3,225,75.0,80.74282857142857,5.676400267703438,53.667342857142856,4.905224249674202,34.2654,5.026119489796704,16.6762625186681,5.680006464119707,38.77488718836335,5.526568587712301
mnist,75,1.4,225,75.0,70.56452857142857,4.668867290655744,47.818242857142856,5.263741884509031,31.236114285714287,5.128669422382537,13.80362088499714,5.261791482848421,31.464328887140546,6.119587376559833
mnist,75,1.5,225,75.0,62.0913,4.953529047485814,42.81435714285714,5.5862696102285705,28.523642857142857,5.203832202015616,11.650606897440968,4.8476508702137515,25.845204614241425,6.302465895462342
mnist,75,1.714286,225,75.0,48.25261428571429,6.19060119580564,34.28545714285714,6.06610017741621,23.633828571428573,5.278682592604843,8.570311275379273,4.06283396058691,17.7686484199634,5.966754304600779
mnist,75,1.928571,225,75.0,38.520871428571425,6.841638804140901,28.03795714285714,6.206961699657926,19.847528571428573,5.22163585812894,6.7052551715880995,3.4443588574890205,13.002369971974012,5.297192181244075
mnist,75,2.142857,225,75.0,31.4842,7.00508644302736,23.354685714285715,6.137109444176136,16.892742857142856,5.076422690623541,5.495807551466922,2.9672941476833685,10.036801734373505,4.628933811197055
mnist,75,2.357143,225,75.0,26.264757142857142,6.911520667770618,19.793714285714287,5.941855451294792,14.598128571428571,4.885898009056059,4.666116757106768,2.5972035990819498,8.088836740664505,4.051668772891832
mnist,75,2.571429,225,75.0,22.301014285714285,6.671391296301495,17.0367,5.676674979623699,12.767757142857143,4.672211816185791,4.070371691957192,2.305952405320529,6.745654770520999,3.5740929755283437
mnist,75,2.785714,225,75.0,19.224742857142857,6.375408497132252,14.8745,5.399013775681629,11.310142857142857,4.448195137310394,3.6264412684487173,2.0729280900471254,5.78038729571708,3.182962626429346
mnist,75,3.0,225,75.0,16.799585714285715,6.048011937802034,13.1379,5.128441494394624,10.117885714285714,4.223670047796473,3.2854100689677823,1.8834252834969318,5.06222061576266,2.8617851837659827
mnist,100,0.0,300,100.0,300.0,0.0,300.0,0.0,300.0,0.0,299.99999999999994,0.0,300.0000000000004,5.684341886080802e-14
mnist,100,0.214286,300,100.0,300.0,0.0,299.9808428571429,0.6249721167657754,110.73421428571429,7.000879594518019,276.1880119916917,5.098322867369805,288.5793820295794,2.8158003264513947
mnist,100,0.428571,300,100.0,299.89268571428573,1.5568826686946042,265.3991857142857,30.76684870663453,96.62657142857142,6.4219740813896795,205.29563386481567,9.558014018427782,251.84047660851803,8.556603176384272
mnist,100,0.5,300,100.0,298.90354285714284,5.9012017194701585,232.41098571428572,33.53201441522195,91.87938571428572,6.288409580428464,176.58978443519658,8.046188913020007,234.5594275860977,9.954051950598005
mnist,100,0.6,300,100.0,292.9243285714286,17.045471190923774,192.2471857142857,28.337216302842478,85.24977142857144,6.127100218750486,137.84477510210357,3.77855323524428,207.53694956515145,10.727424756806988
mnist,100,0.642857,300,100.0,286.2560142857143,23.120346935108824,178.1519,25.23743926541903,82.44098571428572,6.083176111193553,122.68270406318474,1.6665223728619656,195.32989472890497,10.552945482949537
mnist,100,0.7,300,100.0,271.71284285714285,30.63753180432491,161.8115,21.260398377701474,78.73272857142857,6.019141631783504,104.3301689375441,1.3795980371139558,178.82901911325916,9.83136398326334
mnist,100,0.8,300,100.0,236.53864285714286,36.31758988838632,138.42224285714286,15.193529998875663,72.40668571428571,5.948380897456424,77.82047191915434,5.182576020085748,150.30383792612764,7.359981881161628
mnist,100,0.857143,300,100.0,215.58918571428572,35.177854887411705,127.29801428571429,12.427277672227858,68.88877142857143,5.938441323087658,65.78249283517381,6.6624943403492,134.7422157383919,5.425548073080537
mnist,100,0.9,300,100.0,200.75132857142856,32.99120583611051,119.77967142857143,10.656605511836213,66.31157142857143,5.963132718322353,58.08489757273477,7.438681977635306,123.62426708031799,3.828629037258815
mnist,100,1.0,300,100.0,170.09082857142857,25.733333167020906,104.49351428571428,7.576125145562505,60.55982857142857,6.031279700673407,43.8716695301722,8.358976875411392,100.00000000057244,5.27623100457298e-07
mnist,100,1.071429,300,100.0,151.68214285714285,20.09647932157394,95.13975714285715,6.319791764055238,56.6815,6.108729166996544,36.30333669506826,8.476527190454787,85.36934650861502,2.5038511040329174
mnist,100,1.1,300,100.0,145.04094285714285,17.914209307446992,91.71668571428572,6.027104624806785,55.18417142857143,6.1447929895886615,33.7551226412657,8.440425727020909,80.06329354652166,3.398096100526626
mnist,100,1.2,300,100.0,124.6707,11.323364155396321,80.9352,5.743184864565254,50.22977142857143,6.307999859976963,26.535402747396265,8.082062784871766,63.89109972781877,5.9245390521204975
mnist,100,1.285714,300,100.0,110.18602857142857,7.447630050600812,72.97674285714285,6.0495030933734295,46.329771428571426,6.441906945199709,21.971822188502884,7.617100309878422,52.779378660382505,7.324550812408766
mnist,100,1.3,300,100.0,108.00545714285714,7.008019809344382,71.75275714285715,6.125172846390808,45.71098571428571,6.461771044254613,21.324423810835494,7.533110416810375,51.14952217684902,7.494740105981629
mnist,100,1.4,300,100.0,94.27521428571428,5.641338489585751,63.86251428571428,6.7304774161864565,41.621428571428574,6.615419063653873,17.502803604701867,6.930230461749878,41.29070180808132,8.265714071362918
