seed,perplexity,standard_no,smooth_gamma0.7_no,standard_auc,smooth_gamma0.7_auc
191664964,5,0.43444781130993815,0.4566882328050995,0.5048830339723962,0.518957633490256
1662057958,5,0.43507432128086476,0.456476666257183,0.5051110887842304,0.5188785190605918
1405681632,5,0.4349398741520277,0.45628898625499903,0.5052832008269402,0.5187882445969925
942484272,5,0.4353309310293054,0.4567626223332377,0.50554120537728,0.5189440360838734
929893138,5,0.43459795531168527,0.45697828371756555,0.505138375189935,0.5190403300076645
191664964,10,0.46678609939532906,0.48427514570792896,0.5258439841462963,0.5314271267377095
1662057958,10,0.4655781226539999,0.4840697214146295,0.5253687949771851,0.531596051147058
1405681632,10,0.465734408910364,0.48457611618415847,0.5256019173535915,0.5311964929013654
942484272,10,0.4658838704393759,0.48440208563667886,0.5257615790736356,0.5313935290506727
929893138,10,0.4658197180022658,0.4845222008380765,0.525798196810744,0.5313539802557464
191664964,15,0.4795606240530691,0.49528070103599353,0.5327651347555026,0.5309947480762137
1662057958,15,0.47960498478085795,0.495638999221981,0.5327651592934868,0.531348140231475
1405681632,15,0.47914499815732364,0.49541719558303643,0.5318597192941537,0.5306893236963678
942484272,15,0.47913885590270666,0.49505821492431373,0.5321479151657972,0.5310106349792127
929893138,15,0.47964661561770605,0.4942583568786426,0.5323172617795496,0.5301395617766516
191664964,20,0.4869422491571461,0.50003139374582,0.5344847941712672,0.5268147171003511
1662057958,20,0.4867129383181142,0.5002265809480911,0.5345534035908641,0.5270194453212949
1405681632,20,0.486801659773692,0.5009172433561279,0.5344750464535752,0.5277044930415422
942484272,20,0.48711627970462573,0.5004552093143879,0.5345020783880368,0.527248258016576
929893138,20,0.48708420348607073,0.500475001023709,0.5345422828635903,0.527344026887187
191664964,25,0.4916704202667104,0.5026677859219524,0.5346769583336887,0.5222827126725331
1662057958,25,0.49178234579528546,0.5022412404624436,0.5346846469783532,0.5219170792209445
1405681632,25,0.4913851466633908,0.5029052864338069,0.5345597804152075,0.5225510265910368
942484272,25,0.49158715859301416,0.5031018385815487,0.5346548235811882,0.522459914523815
929893138,25,0.49155371742898873,0.502213941553035,0.534659457508855,0.522036516585784
191664964,30,0.4947449599388504,0.5027449053410316,0.5342936534646096,0.5165575813050666
1662057958,30,0.4948166195760479,0.5030410985081146,0.5339476694506105,0.5169550165256424
1405681632,30,0.495364645182425,0.5028493236695194,0.5343301926290726,0.5166845150005985
942484272,30,0.4950534376151673,0.5019204782768929,0.5342313984876144,0.5161748612962044
929893138,30,0.4948111597941662,0.5025176419202052,0.5340766550975626,0.5161085896909966
191664964,40,0.49836752521736755,0.4991257524261906,0.531866356038019,0.5040386957071484
1662057958,40,0.49867395547547877,0.49985941061654593,0.5323142639003217,0.5050050117166202
1405681632,40,0.49836820769010276,0.49918581002688933,0.5317562386932391,0.503293179414494
942484272,40,0.4984337250726834,0.4991776203540668,0.5322415338567444,0.5044188046933488
929893138,40,0.4985961535836643,0.49973315316053124,0.5319964780995812,0.5036641848444129
191664964,50,0.49978433861567234,0.4954929500566453,0.5291154200421049,0.49290068025994976
1662057958,50,0.5007036293900058,0.49593792228000494,0.5293264580765283,0.4938896680446863
1405681632,50,0.4995454731583473,0.4942897506244625,0.5287674741440345,0.4924082286951104
942484272,50,0.5000429957823185,0.4947333579023518,0.5292872977344876,0.49253597999247023
929893138,50,0.50001569687291,0.49500839441464317,0.529596573613167,0.49253591665536445
191664964,60,0.500118067783192,0.4884914622660824,0.5260428683912003,0.4811456910904216
1662057958,60,0.49936939519266205,0.48865252583159297,0.5257953820535134,0.4813224350599336
1405681632,60,0.5001801728020966,0.48867231754091417,0.5257265691713597,0.4809414413871558
942484272,60,0.5003903744045425,0.48876718125110896,0.5260571375398633,0.4818149306193161
929893138,60,0.4995707246495502,0.4878588100405388,0.5258400896583837,0.48134256580855944
191664964,70,0.49878997584046514,0.4823608096856531,0.522187311309287,0.46962209625668666
1662057958,70,0.49897765584264914,0.4825607741970708,0.5225486386569395,0.47074862177308857
1405681632,70,0.4997119965057396,0.48189536328023697,0.5228995553163984,0.4699704112945413
942484272,70,0.499780243779261,0.48200728880881205,0.5228937456637287,0.46982744243308266
929893138,70,0.49890326631451076,0.4826897615440264,0.5220182696328596,0.47077024938549455
191664964,80,0.498926470387508,0.4749109373080545,0.5190648791929715,0.4594488621097036
1662057958,80,0.49916260595389217,0.47471506763304805,0.5192389057724051,0.45775222922338454
1405681632,80,0.4993830446473664,0.4756834964443171,0.5193754019182948,0.4593758232880379
942484272,80,0.49927180159152645,0.47553608233351075,0.5191612330301305,0.4588642126763261
929893138,80,0.4986118504565743,0.4738728962777937,0.5184871200359272,0.45726276011047406
191664964,90,0.49811296288713264,0.4696654518651979,0.5161998978923623,0.4506550298523792
1662057958,90,0.4981184226690144,0.46856735323423837,0.5155764959023268,0.4487407307163162
1405681632,90,0.4985811391834896,0.469917284304492,0.5163130478916965,0.4505059168156206
942484272,90,0.4979170932121262,0.46851958014277334,0.5158148679105474,0.449094490379615
929893138,90,0.49824604507049947,0.4681858509752535,0.5160841223951694,0.4486085732042053
191664964,100,0.49529366801796265,0.4617351186820086,0.5117285479970145,0.43865913998419426
1662057958,100,0.49651597668673136,0.4625370241458854,0.5124430753259093,0.439619160011809
1405681632,100,0.49601162933540816,0.4620067428306239,0.5122407173323218,0.43875429491891504
942484272,100,0.4964136057764492,0.46160544886231797,0.512105651795605,0.43914996519882543
929893138,100,0.4960744168270478,0.46055375837735285,0.5125582939732021,0.43820360269728836
