seed,perplexity,gamma,global_spearman
191664964,30,0.0,0.6314474387484843
191664964,30,0.5,0.6642666104737349
191664964,30,0.7,0.668399826826795
191664964,30,1.0,0.6640951952662838
191664964,30,1.2,0.6639459916305412
191664964,30,1.5,0.6544333487421722
191664964,30,2.0,0.6570143152618808
1662057958,30,0.0,0.6309277394832997
1662057958,30,0.5,0.6644755522833247
1662057958,30,0.7,0.6688580913228193
1662057958,30,1.0,0.6642245903256054
1662057958,30,1.2,0.6649036863549446
1662057958,30,1.5,0.6537606931210317
1662057958,30,2.0,0.6583053151086398
1405681632,30,0.0,0.6318427836865627
1405681632,30,0.5,0.6627367534988325
1405681632,30,0.7,0.669738300809744
1405681632,30,1.0,0.6651654548884781
1405681632,30,1.2,0.6636194591206154
1405681632,30,1.5,0.6537944579618084
1405681632,30,2.0,0.6553940624278418
942484272,30,0.0,0.6327906856453622
942484272,30,0.5,0.6596322488193703
942484272,30,0.7,0.6661562709113676
942484272,30,1.0,0.6641520420928602
942484272,30,1.2,0.6628611850774997
942484272,30,1.5,0.6535849429650681
942484272,30,2.0,0.6574711254892761
929893138,30,0.0,0.6322802130806421
929893138,30,0.5,0.6627599416399156
929893138,30,0.7,0.6661978357251178
929893138,30,1.0,0.6632235109911444
929893138,30,1.2,0.662709285376732
929893138,30,1.5,0.654022629705325
929893138,30,2.0,0.6559083081552121
1843824993,30,0.0,0.6335335535833025
1843824993,30,0.5,0.6662874390014628
1843824993,30,0.7,0.6672759365402086
1843824993,30,1.0,0.6632228076544375
1843824993,30,1.2,0.6654535279911339
1843824993,30,1.5,0.6543769207852393
1843824993,30,2.0,0.6573492420535878
184566854,30,0.0,0.6330832032127676
184566854,30,0.5,0.6534235614355789
184566854,30,0.7,0.6683549417813762
184566854,30,1.0,0.662921945569368
184566854,30,1.2,0.6650478697015989
184566854,30,1.5,0.6531437255151433
184566854,30,2.0,0.6574398917451953
1497586439,30,0.0,0.6347948443500764
1497586439,30,0.5,0.6619060738262843
1497586439,30,0.7,0.6672672617142091
1497586439,30,1.0,0.662247438243622
1497586439,30,1.2,0.6642785510445136
1497586439,30,1.5,0.6542748805338725
1497586439,30,2.0,0.6570758654448654
432652533,30,0.0,0.6322746978228019
432652533,30,0.5,0.6655358762270353
432652533,30,0.7,0.6654676895247453
432652533,30,1.0,0.6629697574624457
432652533,30,1.2,0.664382165870947
432652533,30,1.5,0.6547759902972143
432652533,30,2.0,0.6584211583958511
202244314,30,0.0,0.6316498110150409
202244314,30,0.5,0.6622630457568197
202244314,30,0.7,0.6682576067999095
202244314,30,1.0,0.6636429967674968
202244314,30,1.2,0.6632127454353827
202244314,30,1.5,0.6538035109985676
202244314,30,2.0,0.6571888922214427
191664964,50,0.0,0.6271279633742501
191664964,50,0.5,0.6392666088141005
191664964,50,0.7,0.63971182384177
191664964,50,1.0,0.6730871704682898
191664964,50,1.2,0.6638840723298923
191664964,50,1.5,0.6572680384277149
191664964,50,2.0,0.6486495720844335
1662057958,50,0.0,0.6262388072411301
1662057958,50,0.5,0.6361869891043609
1662057958,50,0.7,0.6440709055337301
1662057958,50,1.0,0.6669946010771296
1662057958,50,1.2,0.6650139549755483
1662057958,50,1.5,0.6588558107098081
1662057958,50,2.0,0.6484796567959585
1405681632,50,0.0,0.6273942193845512
1405681632,50,0.5,0.6370576656151864
1405681632,50,0.7,0.641417004288613
1405681632,50,1.0,0.6724036297184827
1405681632,50,1.2,0.6641330846809975
1405681632,50,1.5,0.657417675691441
1405681632,50,2.0,0.6474657140212345
942484272,50,0.0,0.62754946617849
942484272,50,0.5,0.6359219406028429
942484272,50,0.7,0.6429076927290862
942484272,50,1.0,0.6725863767484852
942484272,50,1.2,0.6629639122232468
942484272,50,1.5,0.6578990062593514
942484272,50,2.0,0.6473147629202191
929893138,50,0.0,0.6274921919942373
929893138,50,0.5,0.6351037967533322
929893138,50,0.7,0.6422715639456235
929893138,50,1.0,0.6695961238378769
929893138,50,1.2,0.6638679848354415
929893138,50,1.5,0.6586857633049549
929893138,50,2.0,0.647334246506472
1843824993,50,0.0,0.6260858369797389
1843824993,50,0.5,0.6370000541608303
1843824993,50,0.7,0.642735407645758
1843824993,50,1.0,0.6653841123161895
1843824993,50,1.2,0.6645821470048872
1843824993,50,1.5,0.6592818481773598
1843824993,50,2.0,0.6493758767962893
184566854,50,0.0,0.6281344423355346
184566854,50,0.5,0.6358653509936946
184566854,50,0.7,0.6353161369723984
184566854,50,1.0,0.6729279838525163
184566854,50,1.2,0.664269609107528
184566854,50,1.5,0.6584312756100542
184566854,50,2.0,0.6476769911815777
1497586439,50,0.0,0.6254451696946703
1497586439,50,0.5,0.6353271968160642
1497586439,50,0.7,0.6445979490422086
1497586439,50,1.0,0.671712798843945
1497586439,50,1.2,0.6640335384767114
1497586439,50,1.5,0.6591170451741123
1497586439,50,2.0,0.6483966976223724
432652533,50,0.0,0.6266376732674064
432652533,50,0.5,0.6357851129784928
432652533,50,0.7,0.6425811888562081
432652533,50,1.0,0.673002276808005
432652533,50,1.2,0.6661421187710652
432652533,50,1.5,0.6581454911764796
432652533,50,2.0,0.6438066372110665
202244314,50,0.0,0.6258471243660374
202244314,50,0.5,0.6378519781816324
202244314,50,0.7,0.6421992073671491
202244314,50,1.0,0.6712916401953056
202244314,50,1.2,0.6643118449824461
202244314,50,1.5,0.6597941265892564
202244314,50,2.0,0.6482335276077018
191664964,100,0.0,0.6288817127180489
191664964,100,0.5,0.63060106922502
191664964,100,0.7,0.6344630939557724
191664964,100,1.0,0.6459731842328427
191664964,100,1.2,0.6723812941201293
191664964,100,1.5,0.667372930182305
191664964,100,2.0,0.6489944630650968
1662057958,100,0.0,0.6274373129846381
1662057958,100,0.5,0.6299524646923603
1662057958,100,0.7,0.6376762983556807
1662057958,100,1.0,0.644663585538621
1662057958,100,1.2,0.6731306009166234
1662057958,100,1.5,0.6660495268212212
1662057958,100,2.0,0.6498549931021116
1405681632,100,0.0,0.6262610018842911
1405681632,100,0.5,0.6322012108912162
1405681632,100,0.7,0.6338475854389628
1405681632,100,1.0,0.645337934485608
1405681632,100,1.2,0.674317556892509
1405681632,100,1.5,0.6653855743734861
1405681632,100,2.0,0.6470682582093871
942484272,100,0.0,0.6278371065768986
942484272,100,0.5,0.6330983369298396
942484272,100,0.7,0.6343508967521598
942484272,100,1.0,0.6432751992559196
942484272,100,1.2,0.6741097364366326
942484272,100,1.5,0.6652213511486338
942484272,100,2.0,0.6470871934286292
929893138,100,0.0,0.6278829494864782
929893138,100,0.5,0.6292836295464168
929893138,100,0.7,0.6385497901008826
929893138,100,1.0,0.6448431067458631
929893138,100,1.2,0.6700461956002742
929893138,100,1.5,0.6670116343177113
929893138,100,2.0,0.6475201441677615
1843824993,100,0.0,0.6269697593267276
1843824993,100,0.5,0.6300712544690458
1843824993,100,0.7,0.636872724508762
1843824993,100,1.0,0.6441126628498784
1843824993,100,1.2,0.6718753331546505
1843824993,100,1.5,0.6664896297390089
1843824993,100,2.0,0.6473547029795311
184566854,100,0.0,0.6262621573450774
184566854,100,0.5,0.6303302541439773
184566854,100,0.7,0.6369560640156512
184566854,100,1.0,0.6438917108176806
184566854,100,1.2,0.6737498522300978
184566854,100,1.5,0.6632434748061266
184566854,100,2.0,0.6479619656970945
1497586439,100,0.0,0.6260531206095581
1497586439,100,0.5,0.6305181518577134
1497586439,100,0.7,0.6380892711579212
1497586439,100,1.0,0.6425768375580861
1497586439,100,1.2,0.6728225480908012
1497586439,100,1.5,0.667487110924445
1497586439,100,2.0,0.6471898233684814
432652533,100,0.0,0.6273496952515742
432652533,100,0.5,0.6299425939163648
432652533,100,0.7,0.6357161322424673
432652533,100,1.0,0.6440173166216496
432652533,100,1.2,0.6733274712714978
432652533,100,1.5,0.6663057039920981
432652533,100,2.0,0.6479951278851946
202244314,100,0.0,0.6281047313360459
202244314,100,0.5,0.6299450244560691
202244314,100,0.7,0.6375495541464079
202244314,100,1.0,0.6436891677166486
202244314,100,1.2,0.6731336161870983
202244314,100,1.5,0.6653054083813383
202244314,100,2.0,0.6488193239413328
191664964,200,0.0,0.6259379132612222
191664964,200,0.5,0.6329895008522024
191664964,200,0.7,0.6357408806600655
191664964,200,1.0,0.6414046125331649
191664964,200,1.2,0.6416413086124949
191664964,200,1.5,0.6719162286091311
191664964,200,2.0,0.6594069968795491
1662057958,200,0.0,0.6337161377557813
1662057958,200,0.5,0.6329347162634815
1662057958,200,0.7,0.6321630532128305
1662057958,200,1.0,0.6408068185906518
1662057958,200,1.2,0.6419445660256418
1662057958,200,1.5,0.6714069240643727
1662057958,200,2.0,0.6572377402472673
1405681632,200,0.0,0.6182479554661733
1405681632,200,0.5,0.6325200442545393
1405681632,200,0.7,0.6315812531026482
1405681632,200,1.0,0.6385009804697549
1405681632,200,1.2,0.6418023275005822
1405681632,200,1.5,0.6725746047692966
1405681632,200,2.0,0.6577503940263718
942484272,200,0.0,0.6233097713125206
942484272,200,0.5,0.6339981059476234
942484272,200,0.7,0.63211718875717
942484272,200,1.0,0.6378094015223649
942484272,200,1.2,0.642154050416815
942484272,200,1.5,0.6716530255827963
942484272,200,2.0,0.6579753389931192
929893138,200,0.0,0.6314033030980799
929893138,200,0.5,0.6329688482173015
929893138,200,0.7,0.6322734243632107
929893138,200,1.0,0.6383202743374723
929893138,200,1.2,0.6420248843863925
929893138,200,1.5,0.6734804091057042
929893138,200,2.0,0.6557554713304882
1843824993,200,0.0,0.6313895690739462
1843824993,200,0.5,0.6325954780933096
1843824993,200,0.7,0.6315912003854386
1843824993,200,1.0,0.6380773076700311
1843824993,200,1.2,0.6416669938096867
1843824993,200,1.5,0.6723317343850612
1843824993,200,2.0,0.657105692167523
184566854,200,0.0,0.6291778855305233
184566854,200,0.5,0.6322346832792676
184566854,200,0.7,0.6315367908919619
184566854,200,1.0,0.6377963293948924
184566854,200,1.2,0.6416128012652339
184566854,200,1.5,0.6734929196413297
184566854,200,2.0,0.6575667595702546
1497586439,200,0.0,0.6283102497004903
1497586439,200,0.5,0.6327342631885635
1497586439,200,0.7,0.6321837418050856
1497586439,200,1.0,0.639461842878626
1497586439,200,1.2,0.6413731756279764
1497586439,200,1.5,0.6711275011019497
1497586439,200,2.0,0.6579599903684752
432652533,200,0.0,0.628564361513527
432652533,200,0.5,0.6330444663732662
432652533,200,0.7,0.631065329689692
432652533,200,1.0,0.6377257684175469
432652533,200,1.2,0.642150538447667
432652533,200,1.5,0.6717617236261259
432652533,200,2.0,0.6577887614214419
202244314,200,0.0,0.6302544204571907
202244314,200,0.5,0.6325125419516413
202244314,200,0.7,0.632403948122137
202244314,200,1.0,0.6377987607684901
202244314,200,1.2,0.6426304981857649
202244314,200,1.5,0.6719394901472149
202244314,200,2.0,0.6564691481728274
