seed,k,standard  ρ=30,smooth  γ=0.7,standard  ρ=42  (matched)
191664964,1,0.814875,0.809,0.809875
191664964,2,0.83525,0.8378125,0.834625
191664964,3,0.8376666666666666,0.8412916666666665,0.8403333333333333
191664964,4,0.8418125,0.84521875,0.84534375
191664964,5,0.84255,0.8479000000000001,0.8469750000000001
191664964,6,0.8426458333333333,0.8503541666666667,0.8507916666666667
191664964,7,0.8397678571428571,0.8493035714285714,0.8495
191664964,8,0.83734375,0.8496875,0.849921875
191664964,9,0.8361250000000001,0.8493472222222224,0.8491944444444446
191664964,10,0.8330875000000001,0.8492250000000001,0.8492250000000001
191664964,11,0.8307840909090908,0.8473522727272726,0.8474772727272725
191664964,12,0.8278645833333332,0.8459583333333333,0.84546875
191664964,13,0.8249326923076925,0.8445769230769232,0.8437692307692308
191664964,14,0.8237410714285716,0.8433750000000001,0.8430892857142858
191664964,15,0.8209583333333335,0.8424666666666668,0.8414583333333335
191664964,16,0.818859375,0.841140625,0.8406484375
191664964,17,0.816514705882353,0.8396176470588237,0.838404411764706
191664964,18,0.815236111111111,0.8396666666666668,0.8383402777777779
191664964,19,0.8142828947368421,0.838592105263158,0.8374144736842105
191664964,20,0.8121999999999999,0.83670625,0.83519375
191664964,21,0.8108273809523809,0.8359166666666668,0.8343392857142857
191664964,22,0.8090113636363635,0.8349431818181817,0.8332556818181818
191664964,23,0.807983695652174,0.83375,0.831804347826087
191664964,24,0.8071041666666666,0.8333229166666667,0.83121875
191664964,25,0.8062500000000001,0.8327800000000001,0.83074
191664964,26,0.8058076923076923,0.8324278846153847,0.830269230769231
191664964,27,0.805125,0.8320324074074074,0.8301990740740741
191664964,28,0.8044464285714286,0.8314642857142858,0.8296294642857143
191664964,29,0.8037844827586207,0.8309181034482758,0.8289396551724139
191664964,30,0.8029625000000001,0.8307041666666669,0.8284625000000001
191664964,31,0.8023709677419354,0.8299516129032257,0.8277741935483871
191664964,32,0.80175390625,0.8298125,0.8274921875
191664964,33,0.801560606060606,0.8300984848484848,0.8274431818181818
191664964,34,0.8014411764705883,0.8295698529411765,0.8269705882352941
191664964,35,0.8012750000000001,0.8295857142857144,0.8269821428571429
191664964,36,0.8009097222222221,0.8295347222222221,0.8269930555555556
191664964,37,0.800043918918919,0.8289898648648649,0.8263310810810811
191664964,38,0.7998980263157894,0.828828947368421,0.8261940789473683
191664964,39,0.7992243589743592,0.8287628205128206,0.8262019230769232
191664964,40,0.79885,0.828565625,0.82595625
191664964,41,0.798564024390244,0.8284420731707318,0.8259664634146343
191664964,42,0.7986041666666668,0.8286517857142858,0.8260982142857144
191664964,43,0.7985726744186045,0.8285348837209301,0.8260319767441858
191664964,44,0.7983125,0.828596590909091,0.8260568181818181
191664964,45,0.79845,0.8286555555555556,0.8262
191664964,46,0.7985461956521739,0.8287010869565218,0.8263858695652174
191664964,47,0.7983164893617021,0.8286648936170212,0.8263297872340425
191664964,48,0.7983411458333334,0.82859375,0.8263020833333333
191664964,49,0.798252551020408,0.8287704081632653,0.8263469387755101
191664964,50,0.7983075000000002,0.829135,0.8264975000000001
191664964,51,0.7981421568627451,0.8289362745098041,0.8263799019607843
191664964,52,0.7984038461538462,0.8287451923076924,0.8264038461538461
191664964,53,0.7985141509433963,0.8288844339622642,0.8263537735849057
191664964,54,0.7987222222222223,0.8291851851851852,0.8267361111111111
191664964,55,0.7989454545454546,0.8292249999999999,0.826840909090909
191664964,56,0.7988303571428571,0.8292924107142856,0.8268125
191664964,57,0.7988311403508771,0.8293706140350877,0.8269298245614035
191664964,58,0.7990538793103449,0.8294461206896551,0.8271400862068965
191664964,59,0.7992118644067796,0.8295699152542372,0.8271758474576273
191664964,60,0.7994000000000001,0.8296729166666666,0.8273208333333333
191664964,61,0.7993790983606557,0.8296618852459017,0.8272397540983607
191664964,62,0.7992197580645161,0.8297963709677418,0.8274314516129032
191664964,63,0.7993035714285714,0.8298611111111112,0.8274067460317461
191664964,64,0.799314453125,0.82979296875,0.82735546875
191664964,65,0.7991653846153847,0.829646153846154,0.827198076923077
191664964,66,0.7992424242424242,0.829778409090909,0.8274829545454545
191664964,67,0.7993003731343283,0.8300410447761194,0.8276847014925374
191664964,68,0.799420955882353,0.8299816176470588,0.8277849264705882
191664964,69,0.7996195652173913,0.8302626811594203,0.8278894927536232
191664964,70,0.7997589285714287,0.8304017857142858,0.8280589285714286
191664964,71,0.7999929577464788,0.8306901408450703,0.8282323943661971
191664964,72,0.8000277777777778,0.8308489583333334,0.8284270833333333
191664964,73,0.7999691780821918,0.8309041095890412,0.8284760273972602
191664964,74,0.8002111486486487,0.8311418918918919,0.8286165540540541
191664964,75,0.80025,0.831275,0.8286849999999999
191664964,76,0.8005427631578947,0.8313782894736842,0.8289424342105263
191664964,77,0.8005746753246753,0.8313538961038961,0.8289594155844155
191664964,78,0.8007564102564104,0.8317548076923078,0.8292740384615386
191664964,79,0.8008544303797468,0.8318702531645569,0.8294145569620253
191664964,80,0.8010375000000001,0.8320187499999999,0.8295671875
191664964,81,0.8012114197530864,0.8321651234567902,0.8297175925925926
191664964,82,0.8014573170731708,0.8321996951219512,0.8299451219512196
191664964,83,0.8016596385542168,0.8323493975903614,0.8300527108433735
191664964,84,0.8018005952380952,0.8324568452380953,0.8302916666666667
191664964,85,0.8020705882352943,0.8326279411764705,0.8305588235294119
191664964,86,0.8023081395348837,0.8329433139534884,0.8307776162790699
191664964,87,0.8024525862068965,0.8332974137931035,0.8310617816091954
191664964,88,0.8025923295454545,0.8334303977272728,0.8313039772727272
191664964,89,0.8026530898876404,0.8336109550561798,0.8313932584269663
