rho,gamma,seed,no_at_10,no_at_30,no_at_100,auc_near,auc_mid
10,0.0,0,0.30870285714285717,0.3989452380952381,0.42363957142857145,0.22833659580498863,0.4011206752363111
10,0.0,1,0.30847285714285716,0.3984147619047619,0.4229407142857143,0.22846371315192743,0.400471699924951
10,0.0,2,0.30809142857142857,0.39826190476190476,0.42301085714285713,0.2278073066893424,0.40050991736056296
10,0.0,4,0.30818,0.39894285714285715,0.42320342857142856,0.22839097789115645,0.40096372907801303
10,0.0,3,0.30775285714285716,0.39848428571428574,0.42329614285714284,0.22771540759637188,0.4006507657333519
10,0.214286,0,0.35532857142857144,0.4033747619047619,0.41632314285714284,0.28969999036281174,0.4035272166042544
10,0.214286,2,0.3550942857142857,0.4033204761904762,0.41674514285714287,0.2893948968253968,0.40359774664585224
10,0.214286,4,0.35459285714285715,0.40292904761904763,0.416331,0.2890367477324263,0.40328470278957873
10,0.214286,1,0.35496285714285714,0.40319571428571427,0.41690785714285716,0.28911350850340134,0.4034755266492807
10,0.214286,3,0.35498285714285716,0.40334714285714285,0.416594,0.28917625113378687,0.403544322873128
10,0.428571,0,0.3909214285714286,0.3995438095238095,0.4067935714285714,0.3542187023809523,0.3995737580331983
10,0.428571,1,0.39077285714285714,0.39926190476190476,0.40708814285714284,0.3533702227891157,0.399485713456673
10,0.428571,4,0.3913042857142857,0.39899761904761905,0.4064291428571429,0.3541288571428572,0.3991967423267718
10,0.428571,3,0.39097571428571426,0.39976904761904763,0.4070364285714286,0.35366080215419504,0.39980103953843676
10,0.428571,2,0.3912242857142857,0.39937285714285714,0.40680042857142856,0.35386001984126986,0.3995364502152925
10,0.642857,0,0.4077914285714286,0.3891233333333333,0.39359585714285716,0.4029699376417234,0.3893560772202663
10,0.642857,3,0.40735,0.3888661904761905,0.3939094285714286,0.4030094761904762,0.3894276759111578
10,0.642857,2,0.4077685714285714,0.3889609523809524,0.39409014285714283,0.4031712244897959,0.38937679317166163
10,0.642857,1,0.4076228571428571,0.38885714285714285,0.39421028571428574,0.4027375963718821,0.38947203605429653
10,0.642857,4,0.40738857142857143,0.38863857142857144,0.3940412857142857,0.40267074092970523,0.38929286880649183
10,0.857143,0,0.40849714285714284,0.3743938095238095,0.3788405714285714,0.430581552154195,0.37524764866360244
10,0.857143,1,0.40827857142857144,0.3746380952380952,0.37985085714285716,0.4302003514739229,0.3757482899469155
10,0.857143,2,0.4082585714285714,0.3748909523809524,0.37968785714285713,0.4301048044217687,0.3759143214758289
10,0.857143,4,0.40817714285714285,0.3746895238095238,0.3795902857142857,0.43016115702947844,0.37570186064865185
10,0.857143,3,0.4082242857142857,0.3747057142857143,0.37960614285714284,0.4303780515873016,0.37580746655797037
10,1.071429,0,0.4015971428571429,0.3607385714285714,0.36477514285714285,0.4411368095238095,0.3618540053625991
10,1.071429,3,0.40148,0.3598404761904762,0.36390385714285717,0.4413430566893425,0.36111817878858343
10,1.071429,4,0.40136714285714287,0.35987142857142856,0.363931,0.4408730907029478,0.36100222499658885
10,1.071429,1,0.4013528571428571,0.3600557142857143,0.3640818571428571,0.4410788747165533,0.361370328200953
10,1.071429,2,0.40127285714285715,0.35990714285714287,0.3645094285714286,0.4414610379818594,0.36134065090823536
10,1.285714,1,0.3927785714285714,0.34676285714285715,0.34830742857142855,0.4441267874149661,0.34714428938060193
10,1.285714,2,0.39282285714285714,0.3467052380952381,0.34846257142857145,0.44388047165532873,0.34734610825231255
10,1.285714,0,0.39253714285714286,0.3464395238095238,0.34914342857142855,0.44394180555555557,0.3472604731794406
10,1.285714,4,0.39266,0.3464014285714286,0.34871414285714286,0.4438874506802722,0.34697947283489927
10,1.285714,3,0.39245857142857143,0.34695761904761907,0.34909757142857145,0.4440333316326531,0.3475243089599831
10,1.5,3,0.38342571428571426,0.3341671428571429,0.33412657142857144,0.4425313662131519,0.33416913825326655
10,1.5,0,0.3829757142857143,0.3343566666666667,0.3340444285714286,0.44212448696145124,0.3341500667565234
10,1.5,2,0.38352,0.33442333333333335,0.3343541428571429,0.4420536638321996,0.3343507531224471
10,1.714286,0,0.3744,0.32234619047619045,0.320748,0.43879770804988655,0.32206947121448315
10,1.5,1,0.3836,0.3344985714285714,0.33349,0.44248954138322,0.334236243228022
10,1.714286,1,0.37496857142857143,0.3231185714285714,0.32206785714285713,0.4388945646258503,0.32291220353314376
10,1.714286,3,0.3745957142857143,0.3231390476190476,0.3215122857142857,0.43877509410430837,0.32253171951500914
10,1.5,4,0.3833785714285714,0.33472619047619045,0.33405614285714286,0.4426064387755102,0.33442254704460733
10,1.714286,2,0.37436,0.32286095238095236,0.321451,0.4389034353741496,0.32238529171222396
10,1.928571,0,0.36633714285714286,0.31279666666666667,0.31053528571428574,0.43439668424036276,0.3120305283635786
10,1.714286,4,0.37495285714285714,0.32339238095238093,0.3215005714285714,0.439088820861678,0.3227348820359282
10,1.928571,1,0.3665514285714286,0.31194809523809525,0.3091977142857143,0.43451975566893425,0.311127812909885
