delta_rho,top5_mass,sigma_i
16.456574446050485,0.3958360560529701,0.8916289154601802
20.641790252742997,0.4434355130698914,0.9429465390646723
22.789464231180954,0.5040031900025114,1.4007749196522483
20.213243087892184,0.4829844213872403,0.5112500350194311
22.53180566288169,0.47256527445376156,1.016553571325069
21.106554670017594,0.470489716996508,1.224950492522401
19.516899802310668,0.43836777092142737,0.4891414153008358
22.4230425799179,0.48427461390143123,1.1635582347663669
19.908260446740183,0.46519396897315135,0.39543105422892255
25.252254577128962,0.4810684750360892,1.0628538744000984
22.164520001453788,0.4559573955480032,1.005585389215584
17.059380530089857,0.43771109209814013,0.8340310974068124
23.067625477596962,0.5008648078673472,1.1250274936502376
23.846049880582367,0.4990992573752701,1.0413303255444082
21.81688712095498,0.47831254211522584,0.4521500581363275
20.82592531722093,0.48285199498024706,0.8118438593461693
22.82354865575815,0.49582489482092246,1.1531063597531237
20.028762107551017,0.444933526626446,0.9759199282922845
21.615809103352692,0.4829953014878045,0.9017103533017583
21.618952543906666,0.4833968062009021,0.9323773929597162
21.366295771091973,0.49559457000879836,1.2755275504718082
24.010793696552632,0.49500480708351147,1.176716147425574
24.316859109850288,0.508246169129124,1.128218665064609
20.345934460854988,0.47069457466596104,0.48522806584621997
27.230031991479926,0.5049811649583218,1.5021511008707524
26.660702717171436,0.5016154593938167,1.438980217124953
24.67819032641649,0.46105302298531553,0.9145861538553147
23.80272946011845,0.4860275947797886,1.402976690873517
24.118376305778316,0.5085087903823714,1.4847941573464862
25.22897459961548,0.4759602957806923,1.2480901826491908
24.364245696237944,0.4978747840135282,1.4928953779217642
20.035413188736275,0.4774149541714825,1.2175714148264392
18.86847847373729,0.41633398229017005,0.8678015961165706
29.777869243536703,0.47415453950759723,1.0753597565586366
19.1802975096506,0.4559979380783393,1.2569044671967482
22.19621116832527,0.47855263939323295,1.0505797153003178
22.947042922952775,0.4891716192466748,1.1733740761961104
21.25890856800262,0.4861873617221021,0.9846226673543547
16.90019890804218,0.43030286954898106,0.8644259360109531
19.601883326640497,0.46247160618316796,0.887213787628163
20.7729032658219,0.4622812115378938,0.3701463162374266
21.308681002627452,0.5017019744248511,0.9213462593266853
24.474853609849216,0.5137740087619783,0.8930220483755481
21.679762225152796,0.4654970448227138,0.8830684315010762
24.039181980285147,0.537958348988701,1.2059115620981522
21.54702392757285,0.4787975276308473,0.791898194265737
25.241709376420268,0.48017275999803344,0.9938918723386765
20.780431158813666,0.45128257969141355,0.9204941566412715
32.064246804961655,0.47675042816459706,1.276177194051164
26.581458360099052,0.5008699459791521,1.1273923616474284
19.15638223597567,0.4538833255371927,0.8811152650015117
20.949090843290527,0.4541034565182175,1.232286883064749
23.215123078871482,0.4855222817478862,0.9599501288864067
19.89748152394239,0.47776888163858483,0.9108532460343002
24.04828696941431,0.5043731939962843,1.2061792390813382
28.727408539200788,0.4911959997849095,1.1748002509924005
19.798842961855,0.4752294586361272,1.1517926240092784
20.70798077497986,0.46371575597430476,0.7915460737420601
25.89790010162635,0.5176106482216961,1.4164739953328231
19.823565257734224,0.48646801708823145,0.5165996156480109
21.749204475280692,0.5187528921710192,1.5325907125071425
18.142657209089744,0.4213465757652899,1.038071980185306
24.00118744909251,0.4940752599789763,1.073863859992379
28.932730867852218,0.5085977365506783,1.627662119290352
26.47297993451889,0.516178162322203,1.5151841996631263
21.123779048163293,0.48506345873918255,0.9020517565666959
29.17780889649924,0.46083230061862857,1.221696112961502
25.46922358775872,0.5338155001655188,0.5129570447299301
24.37989362430569,0.47944929073726833,1.4445420718686692
20.96939775919777,0.4841949427191058,1.1958243864793645
27.31971423782018,0.517906690739919,1.3173929851689876
21.282672044459044,0.47799688111663297,1.0119683820409056
18.877944303926075,0.43383996691156457,0.4390002264935225
22.202959335723126,0.49014820098101514,1.021925552778112
18.73969810002299,0.4480499569636799,0.9358097890319801
20.186781591727094,0.47548259247862323,1.0696326959069686
18.224032829238354,0.4510632447856923,1.1190996181570974
19.79811404886341,0.41734656601844555,0.5324696948942323
16.876197748940815,0.4192174257772926,0.598621222251905
21.766360274623192,0.4596907512941096,0.9831330764345122
23.528111469574277,0.5183642982861237,1.1487966668341314
27.420243472654064,0.5192271806627039,1.219867363201277
22.740591101119733,0.45453054021658373,1.2878475839570354
21.32782643022432,0.479657066458002,1.0644007591842422
22.57842861156716,0.47433039645000763,0.9932707483220286
23.146972533171343,0.47876234485815694,1.025778189071085
23.218878390729305,0.5079859275552427,1.4360905022792303
26.406603920513017,0.48183896701277246,0.9813292240258115
20.776579033488904,0.4665985149424187,1.011715465026183
20.254177509070267,0.4532251055823985,0.9944128674822856
19.13613017745028,0.4502436415986299,0.9130694865339519
26.606464445543182,0.5064321206443133,1.144374829055383
22.673381929383467,0.4848157750043175,0.9577474529515559
25.107315837846404,0.49068441509784316,0.947446595593232
21.72166781991118,0.5085525983077602,0.9816718776265142
21.318001691805904,0.48728365034022775,1.069814808339625
18.73056887494069,0.4498175642579697,0.6979545873138789
22.364731974315035,0.48796280890904076,0.875706394677681
20.75398487285202,0.45498930544514565,0.9974311967843541
21.278718029149125,0.4776427763072993,0.5418842033769173
25.548556755779845,0.5256808655679571,1.2608772301104982
19.244089011862037,0.43719970167180733,1.1359057769739795
16.83794771791829,0.40480342673365965,0.3636275594857923
21.674544051714644,0.4999577739824095,0.849650059437682
18.178821523483506,0.4237657810578145,0.45029685568098543
22.222347650862268,0.5093918343375275,0.5753084992392256
26.79828258097429,0.49185216962916456,1.2970715551944512
23.89528631862594,0.48081229019690264,1.040856823327776
23.85313612543058,0.5189852760344761,1.4256750851207816
18.753975879383724,0.41478422429140194,1.4546687328006576
20.65940203507937,0.4913714912715885,0.9991960693738439
21.822889702689896,0.49697708565330884,1.550490372571434
23.608144045407133,0.4418550840602071,0.348480307494803
17.812579985899372,0.39844473393088237,0.5819654954489557
18.598802374678954,0.4484448416580921,0.9823727287138627
18.785141916448527,0.431965122147615,0.8894413153107852
24.63428640869872,0.496649239418824,0.9455285513137293
24.787573073616073,0.5355884753129283,1.8253786440623443
22.845104783838575,0.47763000570990205,1.121195959758067
21.303408192674464,0.47674749076190703,0.9192707975658058
18.968901177621635,0.4085618017658138,1.3130536199537437
20.752066701223097,0.4716759778496723,1.1102086152731188
23.048499797814596,0.5088911071860559,1.2378240516210453
22.56480667426865,0.47548296747012864,1.0476856054145498
18.023764011105115,0.4287387497610096,0.4380634115946543
22.7516397167841,0.5252351114115275,1.0338435635054113
21.387473862174794,0.4727041479828273,1.1396082487479273
22.281978241582813,0.4741241721561929,1.1534633033802315
19.388246798179967,0.45628511269407046,0.4717790057882359
21.185020721430856,0.4678711152057768,0.9360161893809535
22.626643336859424,0.4673493013868,1.0213398101510187
23.936797344016018,0.49021996740721935,1.0352882054495858
27.855553089793005,0.5336764107672555,1.1077996002476385
28.608805618004848,0.4994539272531733,1.0408030571182614
