k,rho,gamma,seed,no_at_k
30,100,1.22449,0,0.20008845084660096
100,100,1.22449,0,0.3124715693707354
30,100,1.22449,1,0.19972201162496842
100,100,1.22449,1,0.31344200151630025
30,100,1.22449,2,0.20065706343189285
100,100,1.22449,2,0.31362774829416223
30,100,1.285714,0,0.20051806924437704
100,100,1.285714,0,0.3057543593631539
30,100,1.22449,4,0.2004548900682335
100,100,1.22449,4,0.31257391963608794
30,100,1.22449,3,0.2007076067728077
100,100,1.22449,3,0.31438210765731617
30,100,1.285714,1,0.20286833459691686
100,100,1.285714,1,0.3071569370735406
30,100,1.285714,2,0.20343694718220875
100,100,1.285714,2,0.3074336618650493
30,100,1.285714,3,0.2027798837503159
100,100,1.285714,3,0.30769901440485214
30,100,1.285714,4,0.2014910285569876
100,100,1.285714,4,0.3086542835481425
30,100,1.346939,0,0.20338640384129392
100,100,1.346939,0,0.302172100075815
30,100,1.346939,1,0.2017942886024766
100,100,1.346939,1,0.3009401061410159
30,100,1.346939,3,0.20240080869345464
100,100,1.346939,3,0.30182335102350266
30,100,1.346939,2,0.20227445034116756
100,100,1.346939,2,0.3021986353297953
30,100,1.346939,4,0.20227445034116756
100,100,1.346939,4,0.3015504169825626
30,100,1.408163,0,0.19761182714177408
100,100,1.408163,0,0.2944541319181198
30,100,1.408163,1,0.2001516300227445
100,100,1.408163,1,0.29654283548142535
30,100,1.408163,2,0.1998610058124842
100,100,1.408163,2,0.29637225170583775
30,100,1.408163,3,0.19804144553955016
100,100,1.408163,3,0.2948180439727066
30,100,1.408163,4,0.2005812484205206
100,100,1.408163,4,0.2949962092494314
30,100,1.469388,0,0.19917867071013393
100,100,1.469388,0,0.2901402577710387
30,100,1.469388,1,0.1967525903462219
100,100,1.469388,1,0.287524639878696
30,100,1.469388,2,0.19638615112458935
100,100,1.469388,2,0.2902918877937832
30,100,1.469388,3,0.19695476370988121
100,100,1.469388,3,0.28902577710386657
30,100,1.469388,4,0.19776345716451857
100,100,1.469388,4,0.28856709628506444
30,100,1.530612,0,0.1954510993176649
100,100,1.530612,0,0.2854738438210766
30,100,1.530612,1,0.19556482183472326
100,100,1.530612,1,0.28779757391963606
30,100,1.530612,2,0.1941496082891079
100,100,1.530612,2,0.284040940106141
30,100,1.530612,3,0.19603234773818548
100,100,1.530612,3,0.2833131159969674
30,100,1.530612,4,0.19507202426080364
100,100,1.530612,4,0.2842494313874147
30,100,1.591837,0,0.19263330806166287
100,100,1.591837,0,0.27934799090219864
30,100,1.591837,1,0.19377053323224666
100,100,1.591837,1,0.28169825625473843
30,100,1.591837,2,0.1920773313115997
100,100,1.591837,2,0.2790371493555724
30,100,1.591837,3,0.19273439474349255
100,100,1.591837,3,0.28012509476876424
30,100,1.591837,4,0.1925069497093758
100,100,1.591837,4,0.28081880212282034
30,100,1.653061,1,0.19241849886277482
100,100,1.653061,1,0.2750568612585292
30,100,1.653061,0,0.19138236037402073
100,100,1.653061,0,0.27792645943896893
30,100,1.653061,2,0.1907505686125853
100,100,1.653061,2,0.27697119029567857
30,100,1.653061,3,0.19066211776598432
100,100,1.653061,3,0.2769257012888552
30,100,1.653061,4,0.19088956280010108
100,100,1.653061,4,0.2764518574677786
30,100,1.714286,0,0.1890194591862522
100,100,1.714286,0,0.276144806671721
30,100,1.714286,2,0.18869092747030577
100,100,1.714286,2,0.2716868840030326
30,100,1.714286,1,0.18775587566338134
100,100,1.714286,1,0.2735140257771039
30,100,1.714286,3,0.1884129390952742
100,100,1.714286,3,0.2725852918877938
30,100,1.714286,4,0.18948698508971443
100,100,1.714286,4,0.2737604245640637
30,100,1.77551,0,0.18851402577710386
100,100,1.77551,0,0.27239575435936314
30,100,1.77551,2,0.18630275461207985
100,100,1.77551,2,0.2703639120545868
30,100,1.77551,1,0.18840030326004548
100,100,1.77551,1,0.27196360879454134
30,100,1.77551,3,0.18598685873136214
100,100,1.77551,3,0.27195223654283546
30,100,1.77551,4,0.18668182966894112
100,100,1.77551,4,0.2717247915087187
30,100,1.836735,0,0.18605003790750568
100,100,1.836735,0,0.270909780136467
30,100,1.836735,1,0.18567096285064444
100,100,1.836735,1,0.26919636087945414
30,100,1.836735,2,0.18466009603234773
100,100,1.836735,2,0.26902198635329794
30,100,1.836735,4,0.1828152640889563
100,100,1.836735,4,0.26765731614859745
30,100,1.836735,3,0.1856330553449583
100,100,1.836735,3,0.2666641394996209
30,100,1.897959,0,0.1808188021228203
100,100,1.897959,0,0.2611182714177407
30,100,1.897959,1,0.18410411928228457
100,100,1.897959,1,0.2671758908263836
30,100,1.897959,2,0.18287844326509983
100,100,1.897959,2,0.2653601213040182
30,100,1.897959,3,0.18212029315137732
100,100,1.897959,3,0.26631539044730856
30,100,1.897959,4,0.18238564569118018
100,100,1.897959,4,0.26479909021986353
30,100,1.959184,0,0.18164013141268637
100,100,1.959184,0,0.2646133434420015
30,100,1.959184,1,0.18323224665150367
100,100,1.959184,1,0.26378695981804395
30,100,1.959184,2,0.18112206216830934
100,100,1.959184,2,0.26355193328279
30,100,1.959184,4,0.18025018953752844
100,100,1.959184,4,0.2615769522365428
30,100,1.959184,3,0.1800606520090978
100,100,1.959184,3,0.2612661106899166
30,100,2.020408,0,0.18085670962850645
100,100,2.020408,0,0.26346853677028054
30,100,2.020408,1,0.18266363406621178
100,100,2.020408,1,0.26277862016679304
30,100,2.020408,2,0.18103361132170837
100,100,2.020408,2,0.2628847611827142
30,100,2.020408,3,0.1804902704068739
100,100,2.020408,3,0.2620470053070508
30,100,2.081633,0,0.17862016679302503
100,100,2.081633,0,0.25935936315390445
30,100,2.081633,1,0.18060399292393228
100,100,2.081633,1,0.2608718726307809
30,100,2.020408,4,0.18148850138994188
100,100,2.020408,4,0.26055344958301746
30,100,2.081633,2,0.1787338893100834
100,100,2.081633,2,0.26028430629264593
30,100,2.142857,0,0.17806419004296184
100,100,2.142857,0,0.25847232752084914
30,100,2.081633,4,0.1782916350770786
100,100,2.081633,4,0.2589689158453374
30,100,2.081633,3,0.17922668688400303
100,100,2.081633,3,0.2603677028051554
30,100,2.142857,1,0.1774323982815264
100,100,2.142857,1,0.25741849886277485
30,100,2.142857,2,0.17604245640636845
100,100,2.142857,2,0.25586429112964365
30,100,2.142857,3,0.1769648723780642
100,100,2.142857,3,0.257592873388931
30,100,2.204082,0,0.17618145059388426
100,100,2.204082,0,0.2559969673995451
30,100,2.204082,1,0.17768511498610057
100,100,2.204082,1,0.25600454890068236
30,100,2.142857,4,0.17671215567349002
100,100,2.142857,4,0.2576762699014405
30,100,2.204082,4,0.1743113469800354
100,100,2.204082,4,0.25213419257012887
30,100,2.204082,3,0.17642153146322972
100,100,2.204082,3,0.25782410917361637
30,100,2.265306,0,0.17321202931513774
100,100,2.265306,0,0.25229719484457924
30,100,2.204082,2,0.1759666413949962
100,100,2.204082,2,0.257592873388931
30,100,2.265306,1,0.17327520849128128
100,100,2.265306,1,0.25262319939347994
30,100,2.265306,3,0.17589082638362397
100,100,2.265306,3,0.25440485216072783
30,100,2.265306,2,0.17357846853677028
100,100,2.265306,2,0.2531576952236543
30,100,2.265306,4,0.17524639878695983
100,100,2.265306,4,0.2549962092494314
30,100,2.326531,0,0.17362901187768512
100,100,2.326531,0,0.2530932524639879
30,100,2.326531,1,0.1737427343947435
100,100,2.326531,1,0.2552426080363912
30,100,2.326531,3,0.17354056103108415
100,100,2.326531,3,0.2507316148597422
30,100,2.387755,0,0.1712282031842305
100,100,2.387755,0,0.2517551175132676
30,100,2.326531,2,0.17380591357088704
100,100,2.326531,2,0.2514177407126611
30,100,2.387755,1,0.1709502148091989
100,100,2.387755,1,0.251095526914329
30,100,2.326531,4,0.17427343947434926
100,100,2.326531,4,0.25456027293404093
30,100,2.387755,2,0.17041950972959313
100,100,2.387755,2,0.24745640636846095
30,100,2.387755,3,0.17364164771291382
100,100,2.387755,3,0.2516868840030326
30,100,2.387755,4,0.17251705837755876
100,100,2.387755,4,0.24799090219863534
30,100,2.44898,0,0.1715314632297195
100,100,2.44898,0,0.2491243366186505
30,100,2.44898,1,0.17014152135456154
100,100,2.44898,1,0.2483699772554966
30,100,2.44898,3,0.17012888551933283
100,100,2.44898,3,0.24822213798332068
30,100,2.44898,4,0.17119029567854435
100,100,2.44898,4,0.2472289613343442
30,100,2.44898,2,0.17187263078089463
100,100,2.44898,2,0.25005307050796055
30,100,2.510204,0,0.16707101339398533
100,100,2.510204,0,0.24512888551933282
30,100,2.510204,2,0.17119029567854435
100,100,2.510204,2,0.24822213798332068
30,100,2.510204,1,0.16991407632044478
100,100,2.510204,1,0.24807808946171342
30,100,2.510204,3,0.1709375789739702
100,100,2.510204,3,0.24895754359363154
30,100,2.510204,4,0.16761435430881982
100,100,2.510204,4,0.24523502653525397
30,100,2.571429,0,0.17106393732625727
100,100,2.571429,0,0.24853677028051555
30,100,2.571429,1,0.16790497851908012
100,100,2.571429,1,0.24664139499620924
30,100,2.571429,2,0.16854940611574426
100,100,2.571429,2,0.2484382107657316
30,100,2.571429,4,0.16881475865554713
100,100,2.571429,4,0.2476800606520091
30,100,2.571429,3,0.16842304776345715
100,100,2.571429,3,0.24531084154662622
30,100,2.632653,1,0.16683093252463987
100,100,2.632653,1,0.24208491281273692
30,100,2.632653,0,0.16719737174627242
100,100,2.632653,0,0.24735026535253982
30,100,2.632653,2,0.16756381096790499
100,100,2.632653,2,0.24417740712661107
30,100,2.632653,3,0.16689411170078342
100,100,2.632653,3,0.24538286580742988
30,100,2.632653,4,0.16633813495072025
100,100,2.632653,4,0.24338893100833967
30,100,2.693878,0,0.16606014657568866
100,100,2.693878,0,0.24340788476118272
30,100,2.693878,1,0.16564316401314128
100,100,2.693878,1,0.24476876421531463
30,100,2.693878,2,0.16619914076320444
100,100,2.693878,2,0.24124336618650494
30,100,2.693878,4,0.1643795804902704
100,100,2.693878,4,0.23955269143290372
30,100,2.693878,3,0.16340662117765983
100,100,2.693878,3,0.24073161485974223
30,100,2.755102,0,0.16652767247915087
100,100,2.755102,0,0.24282410917361638
30,100,2.755102,1,0.16388678291635078
100,100,2.755102,1,0.2414442759666414
30,100,2.755102,2,0.16681829668941117
100,100,2.755102,2,0.24083017437452617
30,100,2.755102,3,0.16597169572908768
100,100,2.755102,3,0.24369598180439728
30,100,2.755102,4,0.1617260550922416
100,100,2.755102,4,0.23727065959059893
30,100,2.816327,0,0.16386151124589335
100,100,2.816327,0,0.24124336618650494
30,100,2.816327,1,0.1633434420015163
100,100,2.816327,1,0.241330553449583
30,100,2.816327,2,0.16474601971190295
100,100,2.816327,2,0.2398786959818044
30,100,2.816327,3,0.1636214303765479
100,100,2.816327,3,0.2413836239575436
30,100,2.816327,4,0.1642153146322972
100,100,2.816327,4,0.24068233510235026
30,100,2.877551,0,0.16485974222896133
100,100,2.877551,0,0.24285064442759666
30,100,2.877551,1,0.16286328026282537
100,100,2.877551,1,0.23965125094768763
30,100,2.877551,2,0.16220621683093253
100,100,2.877551,2,0.23916224412433662
30,100,2.877551,3,0.16326762699014405
100,100,2.877551,3,0.24025777103866566
30,100,2.877551,4,0.16344452868334597
100,100,2.877551,4,0.2408794541319181
30,100,2.938776,0,0.16134698003538034
100,100,2.938776,0,0.23519711902956786
30,100,2.938776,1,0.1641015921152388
100,100,2.938776,1,0.23942759666413949
30,100,2.938776,2,0.1632170836492292
100,100,2.938776,2,0.2387035633055345
30,100,2.938776,3,0.16311599696739953
100,100,2.938776,3,0.24018953752843064
30,100,2.938776,4,0.163052817791256
100,100,2.938776,4,0.23652009097801366
30,100,3.0,0,0.16297700277988375
100,100,3.0,0,0.23962850644427597
30,100,3.0,2,0.162143037654789
100,100,3.0,2,0.2390068233510235
30,100,3.0,1,0.16306545362648472
100,100,3.0,1,0.23881349507202426
30,100,3.0,3,0.16191559262067223
100,100,3.0,3,0.23854435178165276
30,100,3.0,4,0.16163760424564064
100,100,3.0,4,0.2362926459438969
