seed,k,standard_p5,smooth_p5,standard_p10,smooth_p10,standard_p20,smooth_p20,standard_p30,smooth_p30,standard_p50,smooth_p50,standard_p70,smooth_p70,standard_p100,smooth_p100,standard_p120,smooth_p120,standard_p150,smooth_p150,standard_p200,smooth_p200,standard_p300,smooth_p300
191664964,1,0.5763999664175972,0.5124674670472672,0.5147342792376794,0.40605322810847116,0.4221308034589875,0.29216690454202,0.36176643438838046,0.2257157249601209,0.27760053731844514,0.15855091931827722,0.2149693560574259,0.1197632440601125,0.16820586012929226,0.09302325581395349,0.1408781798337671,0.08257073293594157,0.11640500377802032,0.074972714297708,0.09092435563764588,0.06565359751490218,0.07148854000503736,0.057635798841407106
191664964,2,0.5515909663336411,0.5257115271597683,0.5213877927965745,0.4548736462093863,0.46297540088993366,0.35966753421207287,0.4155192679036185,0.29227184955083535,0.3376080933590798,0.22277726471329024,0.2811057006128789,0.1788262950214088,0.23031231634623459,0.14442532113172699,0.2018512299555033,0.12975400889933675,0.17294937452774747,0.11581731172865418,0.1401645537738225,0.10267819662496852,0.11315170850474351,0.08997985055830744
191664964,3,0.5236895866565919,0.5180085635127193,0.5140206531777348,0.47006968348585343,0.4724764223546861,0.3898916967509025,0.4353118965661993,0.331038535807237,0.3702599837685053,0.2630761480983964,0.31738169199339544,0.21804774298267707,0.26793160383958803,0.1793860017350908,0.24071586488679933,0.164008059776677,0.21085551171186298,0.14921780986762936,0.17502028936837097,0.13230067444659,0.14419444211233315,0.11550947303612906
191664964,4,0.49834186886071696,0.5039669213332214,0.5001889010158677,0.4737847367979179,0.47404709931995637,0.4090966333641172,0.4457329359415666,0.3565086894467299,0.3886953236504072,0.29103349844681387,0.34166946520023506,0.24716648476198472,0.29566157333557214,0.20805347997649232,0.26999202417933005,0.19224876164889598,0.23966291663168499,0.175709428259592,0.20357232810007556,0.156284107127865,0.1701998152967845,0.13788724708252875
191664964,5,0.47917891025102854,0.49215011334060954,0.4888506422634539,0.47444379145327853,0.4726051548988331,0.4198220132650491,0.45028964822433043,0.3731844513474939,0.40110821929309043,0.3112585005457141,0.35810595248090005,0.2693728486273193,0.3135421039375368,0.22987154730921,0.2899924439593653,0.2138527411636303,0.2618252035933172,0.19702795735034842,0.22591721937704648,0.17699605406766855,0.19072286122072032,0.15666190915960038
191664964,6,0.4635491002714578,0.4827540368846725,0.47946575994179047,0.47313407774326255,0.4706713682030616,0.42923907872274925,0.4528307167044468,0.3877228332353846,0.41139143089021357,0.32902359163798167,0.37299555033162624,0.28848683289956056,0.3312064478213416,0.25037080569781434,0.30860828925642964,0.23374751630145799,0.2804340525564604,0.21671843953768227,0.24593512999188422,0.19565247810147482,0.20951921193294712,0.1737399602608233
191664964,7,0.45333245379421183,0.475646761097185,0.473038128020917,0.4712450675845857,0.4691221799776917,0.43570169231322786,0.4553593916787603,0.39807141058085554,0.4197980258344628,0.34364393058037584,0.3843625940007436,0.30449044700576894,0.3460126893507802,0.267651750482747,0.3242620866665867,0.25177806829221483,0.29718627439221845,0.2339674010818331,0.26319608525132826,0.21232474183527827,0.22646533216594497,0.1894407330558787
191664964,8,0.44587461170346737,0.46984405171690036,0.46804424481571655,0.4713814960960457,0.46855322810847116,0.4420073881286206,0.4579327932163546,0.4083252875493242,0.4265909663336412,0.3569284694819914,0.3946404583997985,0.3192794475694736,0.358665309377886,0.2834774578121065,0.33836894467299133,0.2677094702375955,0.3117706321887331,0.25008920325749306,0.279012047687012,0.2281399546637562,0.24287423390143564,0.20386092687431787
191664964,9,0.4397149227138313,0.46477579081894427,0.463614399388054,0.470512784634185,0.46709390945811063,0.4465340161755241,0.4591367456785977,0.4166083638839915,0.4320469407363875,0.3689260161008964,0.404080261942742,0.3333799755594735,0.3699194955176821,0.2976520303361039,0.350623606563494,0.28263789774158343,0.3254741182287148,0.26518904094254614,0.29314639129096354,0.2427774512821948,0.2569566880288063,0.21751135738206517
191664964,10,0.43518596255562086,0.46127109394677185,0.4604986986818907,0.47022919989925277,0.4668247838132818,0.4512677357064898,0.46053228108471156,0.4240533960204853,0.43726807153051794,0.3797204264965159,0.411695071782386,0.34509277138779276,0.38021156913777177,0.31054487448576945,0.3615523465703971,0.29521030979766605,0.3370875661153555,0.27812946016287465,0.305356393249937,0.2556208546721518,0.2696289144488288,0.229980690118378
191664964,11,0.432205524305264,0.4589874905549492,0.4581402981201486,0.47020324986070927,0.46678395066439726,0.4552781615160928,0.46301737889345973,0.43086222819242714,0.44243670861922885,0.38901397485899203,0.41879546026972764,0.3552865571167979,0.3886743346486441,0.32208958869188903,0.37115805863182233,0.3073285961792384,0.3480358110531898,0.290205386922707,0.3171361842758031,0.26741896337228377,0.28165332274978816,0.24164065302508755
191664964,12,0.42980228360339184,0.45679413987070777,0.45655976268435344,0.4706328883664959,0.46706825623373355,0.45885456021044974,0.46489589455125513,0.43680561385833827,0.4472966165729158,0.39776607057901664,0.4256744465899868,0.365366048190748,0.39752819522570176,0.33306747264433434,0.3805515909663336,0.3186620211009431,0.35828226009570985,0.3014930176587468,0.3279461562141438,0.2787759214171774,0.2929959701116615,0.252613130719503
191664964,13,0.42805938918775793,0.4555937304237195,0.4555226907254445,0.4707962258545753,0.46720872109168643,0.46200344865444354,0.4664369716422441,0.44271294149557944,0.45149603146412826,0.4061339550383292,0.43211833922101744,0.3749798182675355,0.4055139722170198,0.34372558010371795,0.3893362954734796,0.3292851468907216,0.36754002441182354,0.3120128129783071,0.33868499060338536,0.2893091712250473,0.3033976350238629,0.2629921920913441
191664964,14,0.4270542235868405,0.4547237247682214,0.454678748335872,0.4710291807093083,0.4673830912601797,0.4648614126197872,0.46777888386485483,0.44771339817935407,0.455416361826403,0.41299459083440276,0.43731184859133815,0.3834420763519915,0.41244887678856273,0.35309197980258344,0.3970819290691677,0.3390113580483826,0.37596699329551314,0.3223131079314439,0.34793168379768996,0.29921621070559024,0.31339278218213656,0.2733577605334805
191664964,15,0.42611311672683516,0.4537514342484538,0.45404528027313684,0.47168163882125774,0.4679567906417037,0.4681582850586293,0.469602328379929,0.4525592589483111,0.45889793748076,0.41996753701060646,0.4428175635966753,0.39118461925950804,0.4190832004029889,0.36207707161447406,0.4043797050345619,0.34839783953208514,0.38419388240561947,0.3316626087929925,0.3570369126577674,0.3084907508465564,0.32275207791117455,0.28276103321859347
191664964,16,0.4255021618671816,0.45320239694400133,0.45351723197044747,0.4725621274452187,0.46865292586684576,0.4709590924355638,0.47116635882797414,0.4572244144068508,0.46226439845520945,0.4264361724456385,0.447564226345395,0.3990481487700445,0.42585372764671314,0.3703902904877844,0.4113634455545294,0.35752140878179833,0.39229231382755436,0.3408377760053732,0.3658015699773319,0.317951893207959,0.33185973050121736,0.29168940475191
191664964,17,0.4251606275958456,0.45282413191958,0.4533451530221694,0.47302789808728457,0.4692646935358813,0.47356867354447446,0.4725142848676705,0.4608839085966012,0.4655286512220537,0.4322154014825643,0.4524636149481201,0.4056606103107853,0.4317585820324268,0.37819711882738155,0.4179083101631215,0.36518393773427427,0.39922809859398384,0.3489952441391299,0.3735005210211026,0.3260974778627764,0.34000207420723305,0.2997402302370028
191664964,18,0.4252698252782209,0.4527117790277894,0.45354667487569855,0.47396197725725053,0.4702912340600192,0.47598624987173394,0.4740389369303818,0.46449360535079626,0.46859345702851707,0.4375483913096204,0.45679763803766826,0.41233360385824497,0.43710529016128885,0.385609940391235,0.42399882461590127,0.37309116689521354,0.40559613429229746,0.3567547271896193,0.38118825735314693,0.33445041464939035,0.3482938273677926,0.3079436375339322
191664964,19,0.42559288406559176,0.4523991533699499,0.45380873054098597,0.47467621703069696,0.47109262115072753,0.4783636532351784,0.47549589278376025,0.4682955604947218,0.471494726237136,0.4426514190774561,0.46065556385296214,0.41870849148730277,0.4420924488199762,0.3928301569977332,0.42976417199492734,0.3805040895412909,0.4120317795580379,0.36433813944650895,0.3883031607227287,0.3423107344383122,0.3560154479052976,0.3160435510739741
191664964,20,0.42592981277810427,0.45240533960204854,0.4542313827554362,0.4754554613382587,0.4719712870455881,0.48057467886827304,0.47734447149693565,0.47156829821173707,0.47453824196121236,0.4481172865418521,0.46451809251951975,0.42457602216438584,0.4476408362018302,0.3999664175971791,0.4357463689026949,0.3879816975904626,0.41850810175468056,0.37188733103853583,0.39536143061036016,0.35006296700528927,0.36348753253295274,0.323560154479053
191664964,21,0.4262586404723924,0.45255286230015473,0.45461378237803385,0.4762064678108671,0.4728882065797522,0.48285098608329236,0.4789070527043829,0.47540888574387025,0.477371857146855,0.453034609864431,0.4684805162095062,0.43047043349284975,0.45250488743898193,0.40611319668493706,0.4411328463884925,0.39501501213364193,0.4242556900184303,0.37914932575330523,0.4018034549895855,0.35747468326596865,0.37061779627475194,0.33079866150137327
191664964,22,0.4265995527434533,0.4529960845971256,0.45522855114828914,0.4772593706352417,0.4740575938208379,0.4851626838445746,0.480489768815686,0.4786370123873272,0.48007189687149393,0.45738469405667787,0.4718098625411193,0.435928209981606,0.4567760130055487,0.4125483701086085,0.4461593942955709,0.4014528205402187,0.4297288220972211,0.38595721296586044,0.4080872531884201,0.3648899794689401,0.37763602781233535,0.33794200929621965
