rho,gamma,seed,no_at_10,no_at_30,no_at_100,auc_near,auc_mid
15,0.0,0,0.32009067248761647,0.48362857862480063,0.6053551339098312,0.22313502557992945,0.5228520261930274
15,0.0,1,0.320237595499958,0.4834942490135169,0.6058009403072789,0.22277444285860876,0.5228540843144138
15,0.0,4,0.32014104609184785,0.4836523661601321,0.6060784149105869,0.22260229473089432,0.5229720153178112
15,0.0,2,0.3203593317101839,0.48394761145159937,0.6066417597179078,0.22322476688881693,0.5234300791393297
15,0.0,3,0.3203719251112417,0.4834942490135169,0.6056796238770884,0.22282376368116438,0.52285215421652
15,0.375,0,0.41352531273612625,0.5058685248929561,0.5935723281000755,0.33275491808958774,0.533596002165617
15,0.375,1,0.4137477961548149,0.5065681582850586,0.5942687431785745,0.33269248580410526,0.5343298263662826
15,0.375,2,0.41360087314247335,0.5064758066773011,0.5953131559063051,0.3326847815078232,0.5343886702333369
15,0.375,3,0.4135798841407103,0.5058727226933087,0.5941684157501469,0.3330822465694643,0.5337207777516666
15,0.375,4,0.4141675761900764,0.5061637701844234,0.5946994374947527,0.3331887907403187,0.5341757518178858
15,0.75,1,0.4658634875325329,0.493163182492374,0.5720359331710184,0.44507695800733743,0.5189805518330679
15,0.75,3,0.46609016875157416,0.4945050793384267,0.5704630173788935,0.444841204875312,0.5191325917045405
15,0.75,2,0.4660649819494585,0.4936263397979459,0.5702594240617916,0.44443845758156064,0.5187248329299929
15,0.75,0,0.4661489379565108,0.49343044244815715,0.5699680967173201,0.44551630945384624,0.5183059996117108
15,0.75,4,0.4660146083452271,0.49306803235104807,0.5716199311560742,0.4453371533316542,0.5190062419140414
15,1.125,0,0.46277390647300815,0.4675314135393054,0.5467857442700025,0.4851197106049763,0.49441368990567447
15,1.125,1,0.46343296112836874,0.46880334704614784,0.5463298631517085,0.4852058488018945,0.49534903931294333
15,1.125,2,0.46244647804550415,0.4680799261187138,0.5463080345898749,0.48519350526990523,0.4945773681861235
15,1.125,3,0.4631559063050961,0.46803934738197184,0.5472151792460751,0.4854186273059583,0.4952265631952775
15,1.5,2,0.4461170346738309,0.44488428063694624,0.517751238351104,0.487840664824965,0.47036883005798674
15,1.5,3,0.44596591386113676,0.44497383371113536,0.5180652338174796,0.4875399790509773,0.47035120092085386
15,1.125,4,0.4632020821089749,0.46831920073881284,0.5456204348921165,0.48511918587993225,0.49517397114519757
15,1.5,1,0.44532365040718663,0.44535443427643917,0.5177755855931492,0.48801833505909575,0.4707029544249094
15,1.875,0,0.4279573503484174,0.42357204824671874,0.48678574427000254,0.4812409447449536,0.44584779764622773
15,1.5,0,0.44546637561917557,0.4444756947359584,0.5190063806565359,0.4878380028864875,0.47066376886647915
15,1.875,2,0.428377130383679,0.4236993815240814,0.4866002014944169,0.48143603418475384,0.44597083061508125
15,1.5,4,0.44516413399378724,0.4449276579072566,0.5159230962975401,0.48774616267742366,0.4696156902296053
15,1.875,1,0.42864159180589373,0.4224666274871967,0.4837834774578121,0.4820229816242955,0.44419490581166376
15,1.875,3,0.42926286625808074,0.4232012425489044,0.48556796238770883,0.4820234147306811,0.445076796353334
15,1.875,4,0.42881789942070353,0.42346990177147176,0.48499832087985895,0.48153542543707095,0.4451636146186555
15,2.25,0,0.41486860884896315,0.40539137491954214,0.45973553857778526,0.47383159724304463,0.4247726611996655
15,2.25,2,0.41436907060700195,0.40574678868273023,0.4640865586432709,0.47370904979124273,0.42606659884238185
15,2.25,1,0.4146881034338007,0.4051003274284275,0.46185752665603225,0.473954086392064,0.4254401769898298
15,2.25,4,0.41418016959113424,0.4050947303612907,0.46220216606498193,0.47362072274128353,0.4250464981945508
15,2.625,1,0.40270758122743683,0.38963143312904036,0.44055830744689783,0.46628712388042004,0.40724601012677103
15,2.625,0,0.4028125262362522,0.39044860493101613,0.4459713710015952,0.46568532922082156,0.4095577214340266
15,2.25,3,0.41467551003274283,0.40551870819690483,0.46185290907564436,0.47399044900472154,0.425353905592914
15,2.625,3,0.40348837209302324,0.38992527915372344,0.44191419696079254,0.46633228188429265,0.4080548204193103
15,2.625,2,0.4031231634623457,0.39083340329667254,0.4434640248509781,0.4660740538624427,0.4090666673698756
15,2.625,4,0.4034505918898497,0.3895320851873618,0.44123205440349256,0.4664608794991424,0.40737276785675347
15,3.0,0,0.3940181344975233,0.37681694791929027,0.42795273276802953,0.4602263197417886,0.3942125053953375
30,0.0,1,0.2542607673579045,0.42660845716844376,0.6146990177147175,0.17174384289299074,0.4914441837615137
30,0.0,0,0.2549030308118546,0.4269218929281057,0.614017714717488,0.17135419540160957,0.491623219631779
15,3.0,3,0.393934178490471,0.3762334536702768,0.4255238854840064,0.4597703653285679,0.3929781274790547
15,3.0,1,0.39315338762488455,0.3751686116474967,0.4251712702543867,0.4593057871008924,0.3921441142306491
30,0.0,2,0.2549911846192595,0.42744381943861415,0.6137759214171774,0.17220922070168565,0.4915603650733086
15,3.0,2,0.39400554109646546,0.3759577981137884,0.4261216522542188,0.4607946302803998,0.39306335273135573
30,0.0,4,0.2531609436655193,0.4262026698010243,0.6141067080849635,0.17100115539457325,0.4908736049084984
30,0.0,3,0.2550499538241961,0.42742143117006687,0.6141881454118042,0.17246317429666852,0.4917778021350063
30,0.375,0,0.3420283771303837,0.4782665883077267,0.6098795231298799,0.25425547179944374,0.5219909539189984
15,3.0,4,0.3938544202837713,0.37779503540144965,0.4291306355469734,0.4603917330652072,0.3956840947723166
30,0.375,1,0.34060952061119976,0.47779783393501807,0.6097867517420872,0.25273779872680047,0.5214506307886275
30,0.375,3,0.34124338846444463,0.47799792908515937,0.6101548988330115,0.2534839860579723,0.5217121388037664
30,0.375,2,0.3416253882965326,0.4782805809755688,0.6103694064310301,0.2531675435405181,0.522129462136813
30,0.375,4,0.34218369574343044,0.4789858114348082,0.6101712702543867,0.2543487312648172,0.5224053521444154
30,0.75,1,0.4328435899588616,0.5003106372260935,0.591165309377886,0.3774914061698337,0.5295339199403977
30,0.75,0,0.43344807320963813,0.49995522346290544,0.5913991268575266,0.37728340682815537,0.5295009637653735
30,0.75,4,0.4327596339518093,0.49962359723504884,0.5912051884812358,0.3766545263615199,0.5291672183072433
30,0.75,3,0.4329611283687348,0.5001357288780679,0.5911199731340777,0.37721109138811265,0.5294684451446856
