seed,perplexity,gamma,global_spearman
191664964,30,0.0,0.6040896909322276
191664964,30,0.5,0.6159512859975862
191664964,30,0.7,0.5768936601569329
191664964,30,1.0,0.57006903536719
191664964,30,1.2,0.5335014530114041
191664964,30,1.5,0.5281282949221743
191664964,30,2.0,0.5166361609329948
1662057958,30,0.0,0.602200562764314
1662057958,30,0.5,0.6034326004401221
1662057958,30,0.7,0.5803639830402294
1662057958,30,1.0,0.554255374529326
1662057958,30,1.2,0.5377136559885364
1662057958,30,1.5,0.5374603636908726
1662057958,30,2.0,0.512447502206196
1405681632,30,0.0,0.6000465723228203
1405681632,30,0.5,0.6125681026785182
1405681632,30,0.7,0.5792857029531422
1405681632,30,1.0,0.5434329487672658
1405681632,30,1.2,0.5431564946534349
1405681632,30,1.5,0.5392856225202419
1405681632,30,2.0,0.5134990519376339
942484272,30,0.0,0.6039342603345454
942484272,30,0.5,0.6042869555132824
942484272,30,0.7,0.5845418035151785
942484272,30,1.0,0.5624060640724987
942484272,30,1.2,0.541908340242579
942484272,30,1.5,0.5278700731128796
942484272,30,2.0,0.5161006148222343
929893138,30,0.0,0.6015937419792758
929893138,30,0.5,0.6062380872931047
929893138,30,0.7,0.5894006843507799
929893138,30,1.0,0.5434318332954916
929893138,30,1.2,0.5330028437549564
929893138,30,1.5,0.5255635879100181
929893138,30,2.0,0.514126285250469
191664964,50,0.0,0.6181909749344965
191664964,50,0.5,0.5997185490791436
191664964,50,0.7,0.592223765324428
191664964,50,1.0,0.5548408026581129
191664964,50,1.2,0.5479116694528856
191664964,50,1.5,0.5257175455450122
191664964,50,2.0,0.5238323039948846
1662057958,50,0.0,0.5999768556574133
1662057958,50,0.5,0.6044412758377927
1662057958,50,0.7,0.587988621469122
1662057958,50,1.0,0.581994674176819
1662057958,50,1.2,0.5504857055851259
1662057958,50,1.5,0.5346488527204533
1662057958,50,2.0,0.5175704639468607
1405681632,50,0.0,0.5682704931877691
1405681632,50,0.5,0.6044140945649975
1405681632,50,0.7,0.5903880672415748
1405681632,50,1.0,0.567405366160798
1405681632,50,1.2,0.5536194005821565
1405681632,50,1.5,0.5429169645354512
1405681632,50,2.0,0.5182427922394766
942484272,50,0.0,0.6268284185347425
942484272,50,0.5,0.6019457003950254
942484272,50,0.7,0.5909693827425315
942484272,50,1.0,0.5572297656397408
942484272,50,1.2,0.5507135963510753
942484272,50,1.5,0.5239630290078979
942484272,50,2.0,0.5241271986073476
929893138,50,0.0,0.5744611463493495
929893138,50,0.5,0.603925311574818
929893138,50,0.7,0.5824597634399087
929893138,50,1.0,0.5551335270669395
929893138,50,1.2,0.5511172588090875
929893138,50,1.5,0.5237079403244099
929893138,50,2.0,0.5160312341090213
191664964,100,0.0,0.6177431433375885
191664964,100,0.5,0.6147754021136453
191664964,100,0.7,0.6094961303635689
191664964,100,1.0,0.5913509213591115
191664964,100,1.2,0.5890106394736069
191664964,100,1.5,0.549062302166905
191664964,100,2.0,0.5240416473827566
1662057958,100,0.0,0.6089193212597369
1662057958,100,0.5,0.596601570974946
1662057958,100,0.7,0.6032302349713927
1662057958,100,1.0,0.5867710015710685
1662057958,100,1.2,0.5872264430684624
1662057958,100,1.5,0.5496868796839389
1662057958,100,2.0,0.5167538119322059
1405681632,100,0.0,0.5606355053397684
1405681632,100,0.5,0.6122757036926121
1405681632,100,0.7,0.6075533966626923
1405681632,100,1.0,0.5923693247753349
1405681632,100,1.2,0.589386598232697
1405681632,100,1.5,0.5581485312023025
1405681632,100,2.0,0.5221064656624337
942484272,100,0.0,0.6152628708217971
942484272,100,0.5,0.5886832983071028
942484272,100,0.7,0.597067143012411
942484272,100,1.0,0.5895024474618943
942484272,100,1.2,0.5867981139987943
942484272,100,1.5,0.5680915336126033
942484272,100,2.0,0.5193871863145035
929893138,100,0.0,0.5943069387789012
929893138,100,0.5,0.6117130567379667
929893138,100,0.7,0.6075402408775022
929893138,100,1.0,0.5966887308870004
929893138,100,1.2,0.588412646575623
929893138,100,1.5,0.5540823861761398
929893138,100,2.0,0.5211821027478298
191664964,200,0.0,0.6577170846032897
191664964,200,0.5,0.6206442681074711
191664964,200,0.7,0.5988597852062106
191664964,200,1.0,0.6151972625602511
191664964,200,1.2,0.6030889495846545
191664964,200,1.5,0.5886143793825312
191664964,200,2.0,0.5511534963414843
1662057958,200,0.0,0.644224700534604
1662057958,200,0.5,0.6267294275836847
1662057958,200,0.7,0.5671573908298119
1662057958,200,1.0,0.6299248880899115
1662057958,200,1.2,0.5993116258152832
1662057958,200,1.5,0.5856094537634892
1662057958,200,2.0,0.5525086747775889
1405681632,200,0.0,0.6774661986738221
1405681632,200,0.5,0.6229733442728974
1405681632,200,0.7,0.5975714796358195
1405681632,200,1.0,0.6316410880198366
1405681632,200,1.2,0.6005309297887866
1405681632,200,1.5,0.5888479921205856
1405681632,200,2.0,0.5594889016924594
942484272,200,0.0,0.62507869991848
942484272,200,0.5,0.6233664419779256
942484272,200,0.7,0.6035591968906018
942484272,200,1.0,0.6128936864335311
942484272,200,1.2,0.603479402520519
942484272,200,1.5,0.5880029781544457
942484272,200,2.0,0.5538799413234704
929893138,200,0.0,0.5339058773217916
929893138,200,0.5,0.6188413067426832
929893138,200,0.7,0.5736125862573349
929893138,200,1.0,0.6316385638578806
929893138,200,1.2,0.6013189413556184
929893138,200,1.5,0.5886777192634698
929893138,200,2.0,0.5539721713883677
