rho,gamma,seed,no_at_10,no_at_30,no_at_100,auc_near,auc_mid
15,0.0,1,0.36032,0.45474333333333333,0.455111,0.28813553968253974,0.4543625986063272
15,0.0,0,0.3605,0.45372,0.456198,0.28751571825396827,0.45389376975197565
15,0.0,2,0.36001,0.45325333333333334,0.456499,0.28749041666666664,0.4539191060031481
15,0.0,3,0.36101,0.4537966666666667,0.455814,0.2885951230158729,0.45384769239604666
15,0.0,4,0.36058,0.4540766666666667,0.455095,0.2867808134920635,0.4542164100645974
15,0.375,0,0.47584,0.46938,0.435009,0.4487625277777777,0.4574728130687749
15,0.375,1,0.4773,0.4697233333333333,0.434559,0.4506760436507936,0.45718584095493126
15,0.375,2,0.47682,0.47061333333333333,0.432516,0.4497804285714285,0.45754152469044324
15,0.375,3,0.47735,0.4721,0.434022,0.4499580238095239,0.45885198823190726
15,0.375,4,0.47893,0.47152,0.434907,0.4516284325396825,0.4584886273604097
15,0.75,0,0.51815,0.44759,0.398994,0.5514486031746031,0.431148322884695
15,0.75,3,0.51687,0.44760333333333335,0.398942,0.5514060793650793,0.43103212830014626
15,0.75,2,0.5185,0.4479666666666667,0.400478,0.5519415476190476,0.4319103341688294
15,0.75,1,0.51811,0.44732,0.400253,0.5496905992063492,0.4315081241178785
15,0.75,4,0.51941,0.44774,0.399846,0.552407242063492,0.43167014664408265
15,1.125,0,0.50857,0.41918,0.363507,0.5679428055555555,0.4009699207130207
15,1.125,1,0.50787,0.42056666666666664,0.364654,0.567134,0.4017750906346361
15,1.125,3,0.50913,0.4205566666666667,0.363772,0.5677552579365079,0.4017253831093318
15,1.125,2,0.5079,0.42000333333333334,0.364673,0.567539503968254,0.40143316619483904
15,1.125,4,0.50764,0.41911,0.363472,0.5679115793650794,0.40091689178933276
15,1.5,0,0.49203,0.39704666666666666,0.333735,0.5617992817460318,0.3751417432635247
15,1.5,1,0.49133,0.3955066666666667,0.334152,0.562433996031746,0.3747399366081794
15,1.5,2,0.49156,0.39649,0.33215,0.5616358373015873,0.3739641443594655
15,1.5,3,0.49188,0.39598,0.332501,0.5624314444444445,0.37378144100429483
15,1.5,4,0.4911,0.3961733333333333,0.333086,0.5620728928571429,0.37402536529184693
15,1.875,0,0.47447,0.3764766666666667,0.311289,0.5519705515873017,0.35395327041338887
15,1.875,1,0.47552,0.3769133333333333,0.311999,0.5523605079365079,0.3541347658250448
15,1.875,2,0.47311,0.3749266666666667,0.308701,0.5519604841269842,0.35223084213221706
15,1.875,3,0.47484,0.37501,0.312979,0.5526613611111111,0.3533981548835411
15,1.875,4,0.47447,0.3751833333333333,0.311265,0.552756507936508,0.3537631694231263
15,2.25,0,0.45989,0.3599333333333333,0.296633,0.5426633928571427,0.3376506604989304
15,2.25,2,0.4617,0.3604866666666667,0.296226,0.5439751706349206,0.33730317727207193
15,2.25,1,0.4613,0.36096666666666666,0.29447,0.5427748333333333,0.3372101857555242
15,2.25,3,0.4625,0.36127333333333334,0.295092,0.5438484722222222,0.33786402767350465
15,2.25,4,0.46142,0.36006,0.294008,0.5434217738095237,0.3374428649599203
15,2.625,0,0.4496,0.34598666666666666,0.286301,0.5355831825396826,0.3247724184869343
15,2.625,1,0.44943,0.3461666666666667,0.282651,0.5354335714285714,0.32408359162422756
15,2.625,2,0.44988,0.3467033333333333,0.285973,0.5358874722222222,0.32476566554396635
15,2.625,3,0.45058,0.34743666666666667,0.285931,0.5359510912698413,0.3251250563891778
15,2.625,4,0.45025,0.3471066666666667,0.282818,0.5358080198412698,0.3240525985071244
30,0.0,0,0.27885,0.39027,0.46687,0.21543893253968252,0.4188648330395452
30,0.0,1,0.2759,0.38875,0.467915,0.21373013095238097,0.4180529310716417
30,0.0,2,0.27699,0.38985333333333333,0.468358,0.21456098412698413,0.4188336903120476
30,0.0,3,0.27654,0.38849333333333336,0.467041,0.21417360317460316,0.4176653799060907
30,0.0,4,0.27631,0.38899,0.465849,0.21379032539682535,0.41745035184157403
15,3.0,0,0.44029,0.3371733333333333,0.2757,0.5290749603174604,0.31471033209158894
15,3.0,1,0.44135,0.33791,0.277268,0.5294206428571429,0.3161679559675933
15,3.0,2,0.43936,0.3355166666666667,0.274537,0.5282034523809523,0.31443504992815924
15,3.0,3,0.43855,0.33731333333333335,0.275755,0.5285824682539683,0.3145580032859539
30,0.375,0,0.40014,0.44744333333333336,0.455104,0.3549057857142857,0.45117389058640744
15,3.0,4,0.44096,0.3361266666666667,0.274217,0.5296712976190475,0.3132282163485006
30,0.375,1,0.40208,0.4478566666666667,0.454906,0.3565426746031746,0.4512056117623704
30,0.375,2,0.40112,0.44764,0.45475,0.35608916269841273,0.45135526512378926
30,0.375,3,0.40189,0.44805666666666666,0.455439,0.35595522619047615,0.4518560044748126
30,0.375,4,0.4029,0.4490033333333333,0.455571,0.35600124206349204,0.4524522541952442
30,0.75,0,0.50118,0.45653,0.424748,0.517013257936508,0.4459336574347098
30,0.75,2,0.4994,0.45565,0.424802,0.5146177817460317,0.44556783292169555
30,0.75,1,0.50063,0.4564433333333333,0.425625,0.5152355992063492,0.44642560753910115
30,0.75,3,0.50103,0.45663,0.424501,0.5160758412698413,0.4460479126511589
30,0.75,4,0.50254,0.45655,0.424237,0.5177030595238096,0.44518233272381247
30,1.125,0,0.51519,0.43677,0.388554,0.5615113769841269,0.4205264837170198
30,1.125,1,0.51562,0.4370266666666667,0.389219,0.5623276428571429,0.42030169002928713
30,1.125,2,0.51572,0.4381933333333333,0.388971,0.5623827976190476,0.4212363336698191
30,1.125,3,0.51393,0.4374166666666667,0.386988,0.5613125317460318,0.420176177129943
30,1.125,4,0.51636,0.4376233333333333,0.389073,0.5620591428571429,0.42115523117118825
30,1.5,0,0.50633,0.41495,0.356048,0.5674471587301587,0.3943650286297514
30,1.5,1,0.50567,0.41532,0.354643,0.567121888888889,0.3942891892823348
30,1.5,2,0.50571,0.41478333333333334,0.356767,0.5665072539682539,0.3955861906586083
30,1.5,4,0.50549,0.41426,0.356343,0.5670383492063491,0.39481448921868206
30,1.5,3,0.5054,0.4139966666666667,0.356632,0.5669657499999999,0.3941976679148243
30,1.875,0,0.49029,0.39502,0.331434,0.5607325317460318,0.3731613049047077
30,1.875,2,0.49187,0.3949066666666667,0.332461,0.5606711269841269,0.3736996743408423
30,1.875,1,0.48999,0.39527,0.333596,0.5599191984126983,0.3740354188974252
30,1.875,3,0.49087,0.39393,0.332277,0.5601258690476191,0.3728517625056945
30,1.875,4,0.49061,0.3970666666666667,0.331074,0.560469123015873,0.37431895103795354
30,2.25,0,0.47833,0.37875,0.313176,0.5535770595238094,0.35653339418279667
30,2.25,1,0.47905,0.37951666666666667,0.311332,0.5543291904761904,0.35613310660004294
30,2.25,2,0.47749,0.38023,0.316497,0.5539836984126986,0.3575480088551975
30,2.25,3,0.47756,0.37915,0.314991,0.5542162777777777,0.35734282527977934
30,2.25,4,0.47827,0.38088666666666665,0.316529,0.5538881507936508,0.3583742511710438
30,2.625,0,0.46642,0.36783333333333335,0.301775,0.5472898015873017,0.3454443801140835
30,2.625,1,0.46786,0.36775,0.301392,0.5474578849206349,0.34456232024547984
30,2.625,2,0.46816,0.36915333333333333,0.302231,0.547115380952381,0.3458291500768078
30,2.625,3,0.46748,0.36777333333333334,0.302193,0.5473030833333333,0.3452846328125365
30,2.625,4,0.46693,0.36719,0.302176,0.5472136468253967,0.34463307652722075
50,0.0,0,0.22131,0.33404333333333336,0.448358,0.16666832539682538,0.37346191135150475
50,0.0,1,0.21848,0.33022666666666667,0.446725,0.16536004761904763,0.37062624966694935
50,0.0,2,0.22008,0.33232666666666666,0.448038,0.16569791666666667,0.3723465496364483
50,0.0,3,0.22126,0.33122,0.446416,0.16699021825396826,0.37128298649786406
50,0.0,4,0.22255,0.33298333333333335,0.4472,0.16797022222222222,0.37242047360611963
50,0.375,0,0.33345,0.40834333333333334,0.460623,0.27959725,0.4273464002747803
50,0.375,1,0.33415,0.40840666666666664,0.460571,0.27978873412698413,0.4275215221339286
50,0.375,2,0.3346,0.40913666666666665,0.460754,0.28035527380952385,0.42800110920207485
50,0.375,3,0.33308,0.40842666666666666,0.45956,0.2806247896825397,0.4271230772625449
30,3.0,0,0.45834,0.3590966666666667,0.292247,0.5415441349206349,0.33567010746598624
50,0.375,4,0.33285,0.4074,0.460079,0.2791419166666667,0.42654915791213066
30,3.0,1,0.45843,0.35861,0.291894,0.5410438373015872,0.3351995514896293
30,3.0,2,0.45934,0.35897,0.292828,0.5418041666666666,0.33565840251510226
30,3.0,3,0.45797,0.35838,0.291212,0.5405457817460316,0.3347744475860156
30,3.0,4,0.45892,0.35717,0.291994,0.541250753968254,0.33401309781716415
50,0.75,0,0.47663,0.45388,0.43245,0.47510352777777787,0.44706358529913615
50,0.75,2,0.47704,0.45347666666666664,0.434631,0.474930238095238,0.4471868241915379
50,0.75,1,0.47707,0.45360666666666666,0.432112,0.47474669047619056,0.4471150423267777
50,0.75,3,0.47609,0.4530666666666667,0.434087,0.47313380952380957,0.4472779564470872
50,0.75,4,0.47812,0.45435333333333333,0.43214,0.4761415714285714,0.44768461503112017
50,1.125,0,0.51027,0.4440366666666667,0.402953,0.550132503968254,0.43004500612117963
50,1.125,1,0.51126,0.4424666666666667,0.401424,0.5497852857142858,0.4283955076990303
50,1.125,2,0.51114,0.44350333333333336,0.401909,0.5504984523809523,0.42933125688562834
50,1.125,3,0.51146,0.44377,0.40097,0.5506416349206349,0.42956702458020873
50,1.125,4,0.51199,0.44357,0.40276,0.5505074007936508,0.42976798951333317
