seed,k,standard_p5,smooth_p5,standard_p10,smooth_p10,standard_p20,smooth_p20,standard_p30,smooth_p30,standard_p50,smooth_p50,standard_p70,smooth_p70,standard_p100,smooth_p100,standard_p120,smooth_p120,standard_p150,smooth_p150,standard_p200,smooth_p200,standard_p300,smooth_p300
191664964,1,0.8277777777777777,0.8034722222222223,0.7722222222222223,0.7159722222222222,0.7013888888888888,0.6430555555555556,0.66875,0.5791666666666667,0.6013888888888889,0.50625,0.5159722222222223,0.44166666666666665,0.4798611111111111,0.3888888888888889,0.45555555555555555,0.35555555555555557,0.44305555555555554,0.3486111111111111,0.40902777777777777,0.28055555555555556,0.3472222222222222,0.24791666666666667
191664964,2,0.8840277777777777,0.8767361111111112,0.8607638888888889,0.8194444444444444,0.8142361111111112,0.7559027777777778,0.78125,0.7159722222222222,0.7291666666666666,0.6510416666666666,0.6444444444444445,0.5673611111111111,0.6079861111111111,0.5333333333333333,0.5819444444444445,0.49375,0.565625,0.46875,0.5333333333333333,0.4184027777777778,0.475,0.34131944444444445
191664964,3,0.8523148148148147,0.8567129629629628,0.8502314814814814,0.8256944444444444,0.821064814814815,0.775462962962963,0.8050925925925926,0.7402777777777778,0.7530092592592592,0.6953703703703704,0.6828703703703703,0.6173611111111111,0.6462962962962964,0.5759259259259258,0.6277777777777778,0.5456018518518518,0.61875,0.5076388888888889,0.5868055555555556,0.46759259259259256,0.5229166666666667,0.3907407407407408
191664964,4,0.8637152777777778,0.8788194444444445,0.8711805555555555,0.8477430555555555,0.8461805555555556,0.8032986111111111,0.8267361111111111,0.7762152777777778,0.7795138888888888,0.7307291666666667,0.7147569444444445,0.6619791666666667,0.6878472222222223,0.6126736111111111,0.6722222222222223,0.5888888888888889,0.6652777777777777,0.5541666666666667,0.6404513888888889,0.5024305555555556,0.5581597222222222,0.4203125
191664964,5,0.8405555555555556,0.8659722222222223,0.8670833333333334,0.85,0.8470833333333334,0.81375,0.8293055555555554,0.7890277777777777,0.7954166666666668,0.7419444444444443,0.7350000000000001,0.6825,0.7073611111111111,0.6369444444444444,0.6920833333333333,0.6176388888888888,0.6858333333333333,0.580138888888889,0.6634722222222222,0.5266666666666666,0.5850000000000001,0.4490277777777778
191664964,6,0.8221064814814816,0.8518518518518517,0.8546296296296295,0.8516203703703705,0.8524305555555556,0.8255787037037038,0.8359953703703705,0.8020833333333334,0.8059027777777777,0.7614583333333333,0.754050925925926,0.7024305555555556,0.7284722222222222,0.658449074074074,0.7140046296296296,0.6383101851851851,0.7043981481481482,0.5972222222222221,0.6780092592592593,0.5503472222222222,0.6037037037037036,0.4747685185185186
191664964,7,0.8055555555555556,0.8398809523809525,0.8465277777777778,0.8519841269841268,0.8544642857142855,0.8307539682539682,0.8377976190476192,0.810813492063492,0.8108134920634922,0.7732142857142856,0.7699404761904762,0.721031746031746,0.7474206349206349,0.6749007936507937,0.7360119047619046,0.6571428571428571,0.7240079365079364,0.6138888888888888,0.6968253968253968,0.5685515873015873,0.6252976190476189,0.4938492063492063
191664964,8,0.7902777777777777,0.8262152777777778,0.8384548611111111,0.8487847222222222,0.8536458333333333,0.8352430555555556,0.8411458333333334,0.8168402777777778,0.8158854166666667,0.7838541666666666,0.7776041666666667,0.7349826388888889,0.7568576388888889,0.6875,0.7473090277777777,0.6748263888888889,0.7368055555555556,0.6278645833333333,0.7076388888888889,0.5846354166666666,0.6377604166666667,0.5074652777777777
191664964,9,0.7766203703703703,0.8142746913580248,0.8331018518518519,0.847993827160494,0.8508487654320988,0.8377314814814816,0.839429012345679,0.8185185185185185,0.8206790123456791,0.7915895061728395,0.7847993827160495,0.7482253086419752,0.7666666666666667,0.694753086419753,0.7554012345679013,0.6882716049382716,0.7469135802469135,0.6419753086419753,0.7188271604938271,0.6023148148148147,0.6523148148148148,0.5225308641975308
191664964,10,0.7627083333333334,0.8005555555555556,0.8209722222222222,0.8422222222222222,0.8484027777777778,0.8384722222222223,0.8403472222222224,0.820763888888889,0.820625,0.7964583333333334,0.7889583333333334,0.7578472222222223,0.7730555555555556,0.706388888888889,0.7641666666666668,0.6980555555555555,0.7547222222222222,0.6556944444444445,0.7268749999999998,0.6157638888888889,0.6648611111111111,0.5391666666666667
