seed,perplexity,standard_no,smooth_gamma0.7_no,standard_auc,smooth_gamma0.7_auc
191664964,5,0.3090052380952381,0.3317485714285714,0.3719119193277115,0.38567126388199685
1662057958,5,0.3087357142857143,0.3317219047619048,0.3716135407593409,0.3860420704611463
1405681632,5,0.30924666666666667,0.33192571428571427,0.371642168596621,0.3858983379659332
942484272,5,0.3088666666666667,0.33203666666666665,0.37174506988925127,0.3860913019279222
929893138,5,0.30912142857142855,0.33188761904761904,0.3716502598223486,0.38579209390160385
191664964,10,0.33311666666666667,0.35358666666666666,0.38520666277047116,0.3881076313287383
1662057958,10,0.3334919047619047,0.35373523809523816,0.3855479154541601,0.3879871028488522
1405681632,10,0.3337838095238095,0.3534685714285714,0.3855647454703856,0.3878556068499777
942484272,10,0.33332952380952385,0.35327761904761906,0.38524477048864475,0.3876217295046021
929893138,10,0.33358714285714286,0.3536228571428572,0.38548985078146725,0.38788609975025784
191664964,15,0.3426152380952381,0.35937333333333343,0.38684709027393194,0.3798468974786105
1662057958,15,0.34258000000000005,0.3590680952380953,0.38703890585998063,0.3798150000275203
1405681632,15,0.34301761904761907,0.35924619047619044,0.38734078825959306,0.3797492517511929
942484272,15,0.34298904761904764,0.35926857142857144,0.387190258427835,0.37986510450546407
929893138,15,0.3430828571428572,0.3588928571428571,0.38683154870734154,0.3798919490619379
191664964,20,0.3473938095238095,0.3596547619047619,0.3853437294949923,0.36997042246786316
1662057958,20,0.3479971428571429,0.3597309523809524,0.38579163781617787,0.36973030732930506
1405681632,20,0.34771095238095245,0.35987952380952387,0.3855231014558592,0.3696797895699024
942484272,20,0.3472780952380952,0.3595766666666666,0.38509944596410406,0.36960354972637627
929893138,20,0.34808333333333336,0.35978619047619054,0.3856560323067064,0.3697423363081395
191664964,25,0.3503742857142857,0.3581966666666667,0.38282857716418267,0.35917885453775195
1662057958,25,0.3508880952380952,0.35884857142857146,0.3831406939812547,0.35942482703941536
1405681632,25,0.3512652380952381,0.35847047619047623,0.3832493307441551,0.3589530077449616
942484272,25,0.3507561904761905,0.3582957142857142,0.3831853974235555,0.35904679792361927
929893138,25,0.3503742857142857,0.3570142857142858,0.38305680014755433,0.3581390744484538
191664964,30,0.3525114285714286,0.35541666666666666,0.3800468603780004,0.34891257634512285
1662057958,30,0.3528009523809524,0.35448714285714283,0.37994851315776085,0.34718677144475435
1405681632,30,0.3522852380952381,0.3556295238095238,0.3801515704262714,0.34934410287363815
942484272,30,0.3523404761904762,0.3552361904761905,0.38007573147624424,0.3484418671556238
929893138,30,0.35230190476190476,0.35533666666666663,0.37986701691184216,0.3484761954114853
191664964,40,0.3529761904761904,0.3469190476190476,0.37301083584145445,0.3282372847466713
1662057958,40,0.3535942857142857,0.3472433333333334,0.37303782269774355,0.32837282496006254
1405681632,40,0.3530838095238096,0.34704285714285715,0.37281644503940203,0.3281019090258873
942484272,40,0.35275428571428574,0.34637428571428575,0.37283223393602516,0.32773965692252227
929893138,40,0.3533557142857143,0.34704571428571424,0.3727565493926378,0.32800341082565054
191664964,50,0.3520338095238095,0.3371338095238095,0.36478991052707677,0.30952686869807416
1662057958,50,0.3525261904761905,0.3373495238095238,0.3653776388046383,0.3095967493676322
1405681632,50,0.35282238095238094,0.33777857142857143,0.3645730070240762,0.3100504905771165
942484272,50,0.35238238095238095,0.33718904761904755,0.36464076280016233,0.3093018270919878
929893138,50,0.35202571428571433,0.3367409523809523,0.3646369916141649,0.30862652240810856
191664964,60,0.35117761904761907,0.3272461904761905,0.3585073772568195,0.29313513479752884
1662057958,60,0.35052523809523817,0.3278852380952381,0.3573663128237895,0.2936880535731384
1405681632,60,0.3507985714285714,0.3259666666666667,0.3581276790826647,0.290235307910964
942484272,60,0.3509561904761905,0.3273519047619048,0.35752784867908366,0.29307894412119395
929893138,60,0.3511380952380952,0.3275295238095238,0.35809295000376307,0.29348322696601353
191664964,70,0.34839809523809523,0.31850761904761904,0.3497854818856421,0.27907714755752716
1662057958,70,0.3484285714285714,0.3180119047619047,0.3504886421522808,0.2784749491276888
1405681632,70,0.3483814285714285,0.3177414285714286,0.3491622478189994,0.27791118818019545
942484272,70,0.3484857142857143,0.3187028571428571,0.34947125477788876,0.2794206175601691
929893138,70,0.3483766666666667,0.3179814285714285,0.35012727211567773,0.27861130602740225
191664964,80,0.34644952380952376,0.31007857142857137,0.34290871000869466,0.2667643906324149
1662057958,80,0.34620380952380947,0.3091971428571429,0.34251941715033873,0.26624635071821107
1405681632,80,0.34557190476190475,0.30967761904761903,0.34275676663345167,0.2663022683756807
942484272,80,0.3455233333333334,0.3099180952380952,0.3422095985686602,0.26673818908320623
929893138,80,0.34547952380952374,0.30869761904761905,0.34280429155008224,0.2656662162115733
191664964,90,0.34292380952380946,0.3004352380952381,0.33582794156863033,0.2541373572935818
1662057958,90,0.3429752380952381,0.3000638095238095,0.3357940401873651,0.25350895539942336
1405681632,90,0.342632380952381,0.3015242857142857,0.3354498517295975,0.2551948308792961
942484272,90,0.34259619047619044,0.3010185714285714,0.3353604890233786,0.25444581171689856
929893138,90,0.3431585714285714,0.3007995238095238,0.33609610578501425,0.2545469872347676
191664964,100,0.3403,0.2907104761904762,0.3289696346481385,0.2410262349081343
1662057958,100,0.33979666666666664,0.29196666666666665,0.3288813360353671,0.24288766053474434
1405681632,100,0.33987714285714293,0.29168047619047616,0.3287224014710619,0.24323969185994995
942484272,100,0.3400352380952381,0.29162095238095237,0.32842938236045627,0.24273372534885473
929893138,100,0.3401366666666666,0.2923647619047619,0.32870975829079885,0.24344356843319118
