k,rho,gamma,seed,no_at_k
30,30,0.061224,3,0.3184190476190476
100,30,0.061224,3,0.4278017142857143
30,30,0.0,3,0.31041857142857143
100,30,0.0,3,0.426471
30,30,0.0,4,0.3105895238095238
100,30,0.0,4,0.4264804285714286
30,30,0.061224,1,0.31845523809523807
100,30,0.061224,1,0.42782985714285715
30,30,0.061224,2,0.3183604761904762
100,30,0.061224,2,0.4275198571428571
30,30,0.0,0,0.31043952380952383
100,30,0.0,0,0.4266298571428571
30,30,0.0,2,0.31015333333333334
100,30,0.0,2,0.42677385714285715
30,30,0.0,1,0.3104266666666667
100,30,0.0,1,0.4264461428571429
30,30,0.061224,4,0.3188985714285714
100,30,0.061224,4,0.4278215714285714
30,30,0.061224,0,0.31851619047619045
100,30,0.061224,0,0.42793285714285717
30,30,0.122449,0,0.3271890476190476
100,30,0.122449,0,0.42916642857142856
30,30,0.122449,2,0.32736
100,30,0.122449,2,0.4291307142857143
30,30,0.183673,1,0.33622142857142856
100,30,0.183673,1,0.4299565714285714
30,30,0.183673,2,0.33616761904761905
100,30,0.183673,2,0.42969857142857143
30,30,0.122449,4,0.3272195238095238
100,30,0.122449,4,0.4290705714285714
30,30,0.122449,1,0.327207619047619
100,30,0.122449,1,0.4287604285714286
30,30,0.183673,3,0.3355647619047619
100,30,0.183673,3,0.42899114285714285
30,30,0.183673,0,0.33556761904761906
100,30,0.183673,0,0.42991985714285713
30,30,0.122449,3,0.32737285714285713
100,30,0.122449,3,0.4291172857142857
30,30,0.183673,4,0.33594714285714283
100,30,0.183673,4,0.4299861428571429
30,30,0.244898,3,0.3445885714285714
100,30,0.244898,3,0.4299704285714286
30,30,0.244898,1,0.34489
100,30,0.244898,1,0.4304537142857143
30,30,0.244898,0,0.34446190476190475
100,30,0.244898,0,0.4303552857142857
30,30,0.244898,4,0.3449076190476191
100,30,0.244898,4,0.430539
30,30,0.244898,2,0.3444038095238095
100,30,0.244898,2,0.42982385714285715
30,30,0.306122,3,0.35302761904761903
100,30,0.306122,3,0.4305147142857143
30,30,0.306122,0,0.35310714285714284
100,30,0.306122,0,0.4306917142857143
30,30,0.306122,1,0.3530761904761905
100,30,0.306122,1,0.4304287142857143
30,30,0.306122,2,0.35264142857142855
100,30,0.306122,2,0.429783
30,30,0.306122,4,0.3527361904761905
100,30,0.306122,4,0.4299802857142857
30,30,0.367347,0,0.36115
100,30,0.367347,0,0.4298894285714286
30,30,0.367347,2,0.3612385714285714
100,30,0.367347,2,0.4300414285714286
30,30,0.367347,1,0.36079761904761903
100,30,0.367347,1,0.429755
30,30,0.428571,1,0.36831619047619046
100,30,0.428571,1,0.4282825714285714
30,30,0.428571,0,0.36781857142857144
100,30,0.428571,0,0.42837314285714284
30,30,0.367347,3,0.36122571428571426
100,30,0.367347,3,0.42951228571428574
30,30,0.367347,4,0.36084238095238097
100,30,0.367347,4,0.42977314285714285
30,30,0.428571,4,0.36845761904761903
100,30,0.428571,4,0.4285218571428571
30,30,0.428571,2,0.3682738095238095
100,30,0.428571,2,0.42856157142857143
30,30,0.428571,3,0.3681052380952381
100,30,0.428571,3,0.42842657142857143
30,30,0.489796,1,0.37434285714285714
100,30,0.489796,1,0.4262305714285714
30,30,0.489796,0,0.37488190476190475
100,30,0.489796,0,0.4264337142857143
30,30,0.489796,3,0.37450904761904763
100,30,0.489796,3,0.4265798571428571
30,30,0.55102,0,0.3791514285714286
100,30,0.55102,0,0.424017
30,30,0.55102,2,0.3793461904761905
100,30,0.55102,2,0.4241917142857143
30,30,0.489796,2,0.37436761904761906
100,30,0.489796,2,0.42639771428571427
30,30,0.55102,3,0.3792295238095238
100,30,0.55102,3,0.42384814285714284
30,30,0.489796,4,0.37452238095238094
100,30,0.489796,4,0.42611571428571426
30,30,0.55102,1,0.3791847619047619
100,30,0.55102,1,0.4238547142857143
30,30,0.55102,4,0.3793738095238095
100,30,0.55102,4,0.4237794285714286
30,30,0.612245,1,0.3830733333333333
100,30,0.612245,1,0.421296
30,30,0.612245,0,0.3828209523809524
100,30,0.612245,0,0.42100514285714286
30,30,0.612245,4,0.38285285714285716
100,30,0.612245,4,0.42086685714285715
30,30,0.612245,2,0.3832838095238095
100,30,0.612245,2,0.4211227142857143
30,30,0.612245,3,0.38302619047619046
100,30,0.612245,3,0.4209284285714286
30,30,0.673469,0,0.3855695238095238
100,30,0.673469,0,0.4182197142857143
30,30,0.673469,3,0.3860061904761905
100,30,0.673469,3,0.417937
30,30,0.673469,1,0.3856380952380952
100,30,0.673469,1,0.41780742857142855
30,30,0.673469,2,0.38585238095238095
100,30,0.673469,2,0.41815414285714286
30,30,0.673469,4,0.3855828571428571
100,30,0.673469,4,0.41824814285714285
30,30,0.734694,0,0.3870328571428571
100,30,0.734694,0,0.4148948571428571
30,30,0.734694,2,0.3876052380952381
100,30,0.734694,2,0.4144614285714286
30,30,0.734694,3,0.38682714285714287
100,30,0.734694,3,0.4148847142857143
30,30,0.734694,4,0.38706619047619045
100,30,0.734694,4,0.4148677142857143
30,30,0.734694,1,0.3873295238095238
100,30,0.734694,1,0.414891
30,30,0.795918,1,0.3880961904761905
100,30,0.795918,1,0.411371
30,30,0.795918,0,0.38813380952380955
100,30,0.795918,0,0.41139114285714284
30,30,0.795918,3,0.3879590476190476
100,30,0.795918,3,0.41064942857142855
30,30,0.795918,2,0.3881428571428571
100,30,0.795918,2,0.4112672857142857
30,30,0.795918,4,0.3878995238095238
100,30,0.795918,4,0.4110311428571429
30,30,0.857143,0,0.38736333333333334
100,30,0.857143,0,0.40788385714285713
30,30,0.857143,1,0.38757857142857144
100,30,0.857143,1,0.40743157142857145
30,30,0.857143,4,0.38796619047619046
100,30,0.857143,4,0.40786585714285717
30,30,0.857143,3,0.38754333333333335
100,30,0.857143,3,0.407759
30,30,0.857143,2,0.38785380952380955
100,30,0.857143,2,0.40735757142857143
30,30,0.918367,0,0.38692
100,30,0.918367,0,0.403947
30,30,0.918367,1,0.3867238095238095
100,30,0.918367,1,0.4043237142857143
30,30,0.918367,4,0.3870709523809524
100,30,0.918367,4,0.4043245714285714
30,30,0.918367,3,0.38692714285714286
100,30,0.918367,3,0.404458
30,30,0.918367,2,0.3868457142857143
100,30,0.918367,2,0.4038594285714286
30,30,0.979592,0,0.3851771428571429
100,30,0.979592,0,0.3998634285714286
30,30,0.979592,2,0.3852238095238095
100,30,0.979592,2,0.4000168571428571
30,30,0.979592,1,0.38539666666666667
100,30,0.979592,1,0.4001742857142857
30,30,0.979592,3,0.38510666666666665
100,30,0.979592,3,0.4001524285714286
30,30,1.040816,0,0.3836661904761905
100,30,1.040816,0,0.39764085714285713
30,30,0.979592,4,0.3851009523809524
100,30,0.979592,4,0.40069414285714283
30,30,1.040816,3,0.38403190476190474
100,30,1.040816,3,0.3967508571428571
30,30,1.040816,1,0.3837495238095238
100,30,1.040816,1,0.397519
30,30,1.040816,4,0.3838080952380952
100,30,1.040816,4,0.39689114285714283
30,30,1.040816,2,0.38361761904761904
100,30,1.040816,2,0.397064
30,30,1.102041,0,0.3813909523809524
100,30,1.102041,0,0.39314757142857143
30,30,1.102041,1,0.3814828571428571
100,30,1.102041,1,0.39361271428571426
30,30,1.102041,2,0.38141619047619046
100,30,1.102041,2,0.3939245714285714
30,30,1.102041,3,0.38181809523809523
100,30,1.102041,3,0.39322785714285713
30,30,1.102041,4,0.38150428571428574
100,30,1.102041,4,0.39373128571428573
30,30,1.163265,1,0.37941
100,30,1.163265,1,0.39067785714285713
30,30,1.163265,0,0.37937238095238096
100,30,1.163265,0,0.3896662857142857
30,30,1.163265,2,0.3791919047619048
100,30,1.163265,2,0.3896738571428571
30,30,1.22449,0,0.37766428571428573
100,30,1.22449,0,0.386807
30,30,1.163265,4,0.3793776190476191
100,30,1.163265,4,0.390303
30,30,1.163265,3,0.3795642857142857
100,30,1.163265,3,0.38998414285714283
30,30,1.22449,2,0.3771966666666667
100,30,1.22449,2,0.3868765714285714
30,30,1.22449,3,0.37749190476190475
100,30,1.22449,3,0.38634342857142856
30,30,1.22449,1,0.37731
100,30,1.22449,1,0.38651014285714286
30,30,1.22449,4,0.37757142857142856
100,30,1.22449,4,0.3869487142857143
30,30,1.285714,1,0.37457380952380953
100,30,1.285714,1,0.38265314285714286
30,30,1.285714,2,0.37450285714285714
100,30,1.285714,2,0.38288285714285714
30,30,1.285714,0,0.3744752380952381
100,30,1.285714,0,0.3828055714285714
30,30,1.285714,4,0.3743204761904762
100,30,1.285714,4,0.382956
30,30,1.346939,0,0.37193095238095236
100,30,1.346939,0,0.37970057142857144
30,30,1.285714,3,0.37481476190476193
100,30,1.285714,3,0.3824137142857143
30,30,1.346939,1,0.37219619047619046
100,30,1.346939,1,0.3796547142857143
30,30,1.346939,3,0.3719890476190476
