method,seed,k,nh_score
γ=1.0,191664964,1,0.8115
γ=1.0,191664964,2,0.8318125
γ=1.0,191664964,3,0.8385
γ=1.0,191664964,4,0.840875
γ=1.0,191664964,5,0.8416750000000002
γ=1.0,191664964,6,0.8415833333333332
γ=1.0,191664964,7,0.8397142857142856
γ=1.0,191664964,8,0.83690625
γ=1.0,191664964,9,0.8360833333333335
γ=1.0,191664964,10,0.8339750000000001
γ=1.0,191664964,11,0.831590909090909
γ=1.0,191664964,12,0.8285208333333333
γ=1.0,191664964,13,0.8257019230769232
γ=1.0,191664964,14,0.8243750000000001
γ=1.0,191664964,15,0.8222833333333333
γ=1.0,191664964,16,0.82040625
γ=1.0,191664964,17,0.8179926470588237
γ=1.0,191664964,18,0.8166041666666668
γ=1.0,191664964,19,0.8153815789473684
γ=1.0,191664964,20,0.8128125
γ=1.0,191664964,21,0.8113511904761905
γ=1.0,191664964,22,0.8098465909090908
γ=1.0,191664964,23,0.8084130434782609
γ=1.0,191664964,24,0.8074947916666667
γ=1.0,191664964,25,0.80698
γ=1.0,191664964,26,0.8059759615384616
γ=1.0,191664964,27,0.8052685185185184
γ=1.0,191664964,28,0.8046205357142858
γ=1.0,191664964,29,0.8038879310344828
γ=1.0,191664964,30,0.8034208333333334
γ=1.0,191664964,31,0.8027620967741935
γ=1.0,191664964,32,0.80213671875
γ=1.0,191664964,33,0.801996212121212
γ=1.0,191664964,34,0.8014705882352942
γ=1.0,191664964,35,0.8013321428571429
γ=1.0,191664964,36,0.8010694444444446
γ=1.0,191664964,37,0.800364864864865
γ=1.0,191664964,38,0.7998519736842105
γ=1.0,191664964,39,0.7996698717948718
γ=1.0,191664964,40,0.7994187500000001
γ=1.0,191664964,41,0.7991128048780488
γ=1.0,191664964,42,0.799264880952381
γ=1.0,191664964,43,0.7991017441860464
γ=1.0,191664964,44,0.7989971590909091
γ=1.0,191664964,45,0.7991666666666667
γ=1.0,191664964,46,0.7989701086956521
γ=1.0,191664964,47,0.7987287234042554
γ=1.0,191664964,48,0.7986848958333332
γ=1.0,191664964,49,0.7986301020408164
γ=1.0,191664964,50,0.7988975
γ=1.0,191664964,51,0.7987769607843138
γ=1.0,191664964,52,0.7988052884615384
γ=1.0,191664964,53,0.7988301886792454
γ=1.0,191664964,54,0.79925
γ=1.0,191664964,55,0.7993295454545454
γ=1.0,191664964,56,0.7992522321428571
γ=1.0,191664964,57,0.7993881578947367
γ=1.0,191664964,58,0.7994655172413793
γ=1.0,191664964,59,0.7995296610169491
γ=1.0,191664964,60,0.7996729166666666
γ=1.0,191664964,61,0.799811475409836
γ=1.0,191664964,62,0.7999012096774194
γ=1.0,191664964,63,0.8
γ=1.0,191664964,64,0.8000078125
γ=1.0,191664964,65,0.8
γ=1.0,191664964,66,0.8002594696969696
γ=1.0,191664964,67,0.8006231343283582
γ=1.0,191664964,68,0.800860294117647
γ=1.0,191664964,69,0.800963768115942
γ=1.0,191664964,70,0.8010500000000002
γ=1.0,191664964,71,0.8012975352112676
γ=1.0,191664964,72,0.8016059027777779
γ=1.0,191664964,73,0.8016695205479453
γ=1.0,191664964,74,0.8019831081081081
γ=1.0,191664964,75,0.80202
γ=1.0,191664964,76,0.8023240131578948
γ=1.0,191664964,77,0.8024788961038961
γ=1.0,191664964,78,0.8028493589743592
γ=1.0,191664964,79,0.8031787974683543
γ=1.0,191664964,80,0.80345
γ=1.0,191664964,81,0.8037685185185185
γ=1.0,191664964,82,0.8040243902439024
γ=1.0,191664964,83,0.804335843373494
γ=1.0,191664964,84,0.8046443452380951
γ=1.0,191664964,85,0.8050176470588236
γ=1.0,191664964,86,0.805420058139535
γ=1.0,191664964,87,0.8056752873563219
γ=1.0,191664964,88,0.8059715909090909
γ=1.0,191664964,89,0.8062359550561798
γ=1.0,191664964,90,0.806488888888889
γ=1.0,191664964,91,0.8066813186813188
γ=1.0,191664964,92,0.8068328804347826
γ=1.0,191664964,93,0.8070577956989246
γ=1.0,191664964,94,0.8074441489361702
γ=1.0,191664964,95,0.8077
γ=1.0,191664964,96,0.8079817708333333
γ=1.0,191664964,97,0.80825
γ=1.0,191664964,98,0.8085051020408164
γ=1.0,191664964,99,0.808800505050505
γ=1.0,191664964,100,0.8089812500000001
γ=1.0,191664964,101,0.8092970297029703
γ=1.0,191664964,102,0.809607843137255
γ=1.0,191664964,103,0.8096978155339806
γ=1.0,191664964,104,0.8098353365384615
γ=1.0,191664964,105,0.8101702380952381
γ=1.0,191664964,106,0.8105389150943397
γ=1.0,191664964,107,0.8108282710280375
γ=1.0,191664964,108,0.811082175925926
γ=1.0,191664964,109,0.8113922018348624
γ=1.0,191664964,110,0.8115806818181818
γ=1.0,191664964,111,0.8118243243243244
γ=1.0,191664964,112,0.8119720982142857
γ=1.0,191664964,113,0.8121758849557522
γ=1.0,191664964,114,0.8123673245614034
γ=1.0,191664964,115,0.8126608695652173
γ=1.0,191664964,116,0.8128609913793104
γ=1.0,191664964,117,0.8131591880341882
γ=1.0,191664964,118,0.8133622881355932
γ=1.0,191664964,119,0.813546218487395
γ=1.0,191664964,120,0.813659375
γ=1.0,191664964,121,0.8138088842975207
γ=1.0,191664964,122,0.8139805327868852
γ=1.0,191664964,123,0.814239837398374
γ=1.0,191664964,124,0.814538306451613
γ=1.0,191664964,125,0.8146890000000001
γ=1.0,191664964,126,0.8148105158730159
γ=1.0,191664964,127,0.8148937007874018
γ=1.0,191664964,128,0.8149931640625
γ=1.0,191664964,129,0.8151889534883721
γ=1.0,191664964,130,0.8153721153846155
γ=1.0,191664964,131,0.8154847328244275
γ=1.0,191664964,132,0.8155975378787879
γ=1.0,191664964,133,0.8156926691729323
γ=1.0,191664964,134,0.8158488805970149
γ=1.0,191664964,135,0.8160648148148147
γ=1.0,191664964,136,0.8162242647058824
γ=1.0,191664964,137,0.8163439781021898
γ=1.0,191664964,138,0.8165153985507246
γ=1.0,191664964,139,0.8166717625899282
γ=1.0,191664964,140,0.8167776785714286
γ=1.0,191664964,141,0.8169033687943262
γ=1.0,191664964,142,0.8170757042253521
γ=1.0,191664964,143,0.8172115384615385
γ=1.0,191664964,144,0.8173628472222222
γ=1.0,191664964,145,0.8173793103448275
γ=1.0,191664964,146,0.8175676369863013
γ=1.0,191664964,147,0.8177414965986395
γ=1.0,191664964,148,0.8178986486486487
γ=1.0,191664964,149,0.8180553691275169
γ=1.0,191664964,150,0.8182733333333333
γ=1.0,191664964,151,0.818412251655629
γ=1.0,191664964,152,0.8185970394736841
γ=1.0,191664964,153,0.8187761437908498
γ=1.0,191664964,154,0.818971590909091
γ=1.0,191664964,155,0.819191129032258
γ=1.0,191664964,156,0.8193509615384615
γ=1.0,191664964,157,0.8195135350318471
γ=1.0,191664964,158,0.8196653481012659
γ=1.0,191664964,159,0.8197696540880504
γ=1.0,191664964,160,0.8198671875
γ=1.0,191664964,161,0.8200248447204969
γ=1.0,191664964,162,0.8202060185185185
γ=1.0,191664964,163,0.8204171779141104
γ=1.0,191664964,164,0.820499237804878
γ=1.0,191664964,165,0.8206878787878789
γ=1.0,191664964,166,0.8208177710843373
γ=1.0,191664964,167,0.8209154191616768
γ=1.0,191664964,168,0.8210744047619049
γ=1.0,191664964,169,0.8212426035502959
γ=1.0,191664964,170,0.821352205882353
γ=1.0,191664964,171,0.8214269005847953
γ=1.0,191664964,172,0.8216351744186047
γ=1.0,191664964,173,0.8216726878612716
γ=1.0,191664964,174,0.8218211206896551
γ=1.0,191664964,175,0.8219142857142857
γ=1.0,191664964,176,0.8220369318181817
γ=1.0,191664964,177,0.8221631355932204
γ=1.0,191664964,178,0.8223370786516854
γ=1.0,191664964,179,0.8224748603351956
γ=1.0,191664964,180,0.822598611111111
γ=1.0,191664964,181,0.8227161602209945
