seed,perplexity,gamma,global_spearman
1662057958,200,1.0,0.3904447545132147
1662057958,200,1.2,0.3660451451399675
1662057958,200,1.5,0.34330393032509554
1662057958,200,2.0,0.35163216672549497
1405681632,200,0.0,0.4179289192427148
1405681632,200,0.5,0.41068970154174983
1405681632,200,0.7,0.41443164852632813
1405681632,200,1.0,0.39165149340675015
1405681632,200,1.2,0.36546480795809266
1405681632,200,1.5,0.3437420097780644
1405681632,200,2.0,0.3519637649527194
942484272,200,0.0,0.4222487880079485
942484272,200,0.5,0.40919089379989965
942484272,200,0.7,0.4230223469233869
942484272,200,1.0,0.3914841900401225
942484272,200,1.2,0.3649725158788895
942484272,200,1.5,0.34495852577887637
942484272,200,2.0,0.35182427073720385
929893138,200,0.0,0.4177512247258111
929893138,200,0.5,0.4114767453591551
929893138,200,0.7,0.42499635658940604
929893138,200,1.0,0.3902210603186568
929893138,200,1.2,0.3663922875274068
929893138,200,1.5,0.34572892387750426
929893138,200,2.0,0.3522154729948649
1843824993,200,0.0,0.4178433525732563
1843824993,200,0.5,0.4204933458494671
1843824993,200,0.7,0.42661482908036247
1843824993,200,1.0,0.39230045129317054
1843824993,200,1.2,0.36700437087015725
1843824993,200,1.5,0.34792846064656785
1843824993,200,2.0,0.3523513882784514
184566854,200,0.0,0.41734359674426985
184566854,200,0.5,0.41508645995288806
184566854,200,0.7,0.4228880048956374
184566854,200,1.0,0.39042111453309936
184566854,200,1.2,0.36757093457619455
184566854,200,1.5,0.34499437022812757
184566854,200,2.0,0.35250907259077974
1497586439,200,0.0,0.4186147055993417
1497586439,200,0.5,0.41148538449423
1497586439,200,0.7,0.4121835960908923
1497586439,200,1.0,0.3902791587922745
1497586439,200,1.2,0.3660224317461782
1497586439,200,1.5,0.3454013773793582
1497586439,200,2.0,0.35141887851895615
432652533,200,0.0,0.4189517460452724
432652533,200,0.5,0.41284962801827313
432652533,200,0.7,0.42413588150297094
432652533,200,1.0,0.3903279667977245
432652533,200,1.2,0.3662665774237598
432652533,200,1.5,0.34567157966522916
432652533,200,2.0,0.3527024170991131
202244314,200,0.0,0.41328595931732826
202244314,200,0.5,0.41176060257713365
202244314,200,0.7,0.42476036953297974
202244314,200,1.0,0.3851818771923947
202244314,200,1.2,0.36399411302629303
202244314,200,1.5,0.3460625736051812
202244314,200,2.0,0.3519328599077789
